as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260320,72.46,0.0,68.1,0.0,68.1,0.0,65.17,0.0,0,False,False,False,,
20260327,72.54,0.0800000000000125,68.18,0.0800000000000125,68.18,0.0800000000000125,65.25,0.0799999999999983,1,True,True,True,,
20260402,72.58,0.03999999999999204,68.22,0.03999999999999204,68.22,0.03999999999999204,65.29,0.04000000000000625,2,True,True,True,,
20260410,72.6,0.01999999999999602,68.24,0.01999999999999602,68.24,0.01999999999999602,65.31,0.01999999999999602,3,True,True,True,,
20260417,72.67,0.07000000000000739,68.31,0.07000000000000739,68.31,0.07000000000000739,65.38,0.06999999999999318,4,True,True,True,,
20260424,72.68,0.010000000000005116,68.32,0.009999999999990905,68.32,0.009999999999990905,65.39,0.010000000000005116,5,True,True,True,,
20260430,72.68,0.0,68.32,0.0,68.32,0.0,65.39,0.0,0,False,False,False,,
20260508,72.68,0.0,68.32,0.0,68.32,0.0,65.39,0.0,0,False,False,False,,
20260515,72.71,0.029999999999986926,68.35,0.030000000000001137,68.35,0.030000000000001137,65.42,0.030000000000001137,1,True,True,True,,
20260522,72.73,0.020000000000010232,68.37,0.020000000000010232,68.37,0.020000000000010232,65.44,0.01999999999999602,2,True,True,True,,
20260529,72.76,0.030000000000001137,68.4,0.030000000000001137,68.4,0.030000000000001137,65.47,0.030000000000001137,3,True,True,True,,
20260605,72.78,0.01999999999999602,68.42,0.01999999999999602,68.42,0.01999999999999602,65.49,0.01999999999999602,4,True,True,True,,
