as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260320,69.42,-0.45000000000000284,67.73,-0.36999999999999034,66.94,-0.28000000000000114,66.08,-0.3500000000000085,0,False,False,False,,
20260327,69.5,0.0799999999999983,67.72,-0.010000000000005116,66.88,-0.060000000000002274,66.03,-0.04999999999999716,1,False,False,False,,
20260402,69.21,-0.29000000000000625,67.44,-0.28000000000000114,66.56,-0.3199999999999932,65.76,-0.269999999999996,0,False,False,False,,
20260410,68.81,-0.3999999999999915,66.99,-0.45000000000000284,66.16,-0.4000000000000057,65.37,-0.39000000000000057,0,False,False,False,,
20260417,68.23,-0.5799999999999983,66.49,-0.5,65.65,-0.5099999999999909,64.73,-0.6400000000000006,0,False,False,False,,
20260424,67.64,-0.5900000000000034,65.93,-0.5599999999999881,65.08,-0.5700000000000074,64.1,-0.6300000000000097,0,False,False,False,,
20260430,67.43,-0.20999999999999375,65.72,-0.21000000000000796,64.88,-0.20000000000000284,63.92,-0.1799999999999926,0,False,False,False,,
20260508,67.45,0.01999999999999602,65.76,0.04000000000000625,64.9,0.020000000000010232,63.83,-0.09000000000000341,1,False,True,False,,
20260515,67.77,0.3199999999999932,66.08,0.3199999999999932,65.26,0.35999999999999943,64.27,0.4399999999999977,2,True,True,True,,
20260522,67.85,0.0799999999999983,66.24,0.1599999999999966,65.43,0.1700000000000017,64.44,0.1700000000000017,3,True,True,True,,
20260529,67.62,-0.22999999999998977,65.98,-0.2599999999999909,65.21,-0.22000000000001307,64.07,-0.37000000000000455,0,False,False,False,,
20260605,68.08,0.45999999999999375,66.55,0.5699999999999932,65.68,0.4700000000000131,64.75,0.6800000000000068,1,True,True,True,,
