as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260320,66.08,0.060000000000002274,63.09,0.05000000000000426,61.21,0.05000000000000426,61.21,0.05000000000000426,12,True,True,True,,
20260327,66.09,0.010000000000005116,63.1,0.00999999999999801,61.22,0.00999999999999801,61.22,0.00999999999999801,13,True,True,True,,
20260402,66.1,0.009999999999990905,63.11,0.00999999999999801,61.23,0.00999999999999801,61.23,0.00999999999999801,14,True,True,True,,
20260410,66.13,0.030000000000001137,63.14,0.030000000000001137,61.26,0.030000000000001137,61.26,0.030000000000001137,15,True,True,True,,
20260417,66.13,0.0,63.14,0.0,61.26,0.0,61.26,0.0,0,False,False,False,,
20260424,66.22,0.09000000000000341,63.2,0.060000000000002274,61.32,0.060000000000002274,61.32,0.060000000000002274,1,True,True,True,,
20260430,66.25,0.030000000000001137,63.23,0.02999999999999403,61.35,0.030000000000001137,61.35,0.030000000000001137,2,True,True,True,,
20260508,66.29,0.04000000000000625,63.27,0.04000000000000625,61.38,0.030000000000001137,61.38,0.030000000000001137,3,True,True,True,,
20260515,66.34,0.04999999999999716,63.31,0.03999999999999915,61.42,0.03999999999999915,61.42,0.03999999999999915,4,True,True,True,,
20260522,66.35,0.009999999999990905,63.32,0.00999999999999801,61.43,0.00999999999999801,61.43,0.00999999999999801,5,True,True,True,,
20260529,66.38,0.030000000000001137,63.35,0.030000000000001137,61.46,0.030000000000001137,61.46,0.030000000000001137,6,True,True,True,,
20260605,66.56,0.18000000000000682,63.53,0.17999999999999972,61.63,0.1700000000000017,61.63,0.1700000000000017,7,True,True,True,,
