# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260327,81.04,0.020000000000010232,78.8,0.01999999999999602,77.55,0.0,76.69,0.0,6,False,False,False,,

TDCC_WINDOW_ROW_002=20260402,81.12,0.0799999999999983,78.7,-0.09999999999999432,77.84,0.29000000000000625,76.69,0.0,7,False,True,False,,

TDCC_WINDOW_ROW_003=20260410,81.15,0.030000000000001137,78.63,-0.07000000000000739,77.83,-0.010000000000005116,76.69,0.0,8,False,False,False,,

TDCC_WINDOW_ROW_004=20260417,81.01,-0.14000000000000057,78.25,-0.37999999999999545,77.83,0.0,76.69,0.0,0,False,False,False,,

TDCC_WINDOW_ROW_005=20260424,81.08,0.06999999999999318,78.22,-0.030000000000001137,77.56,-0.269999999999996,76.69,0.0,1,False,False,False,,

TDCC_WINDOW_ROW_006=20260430,81.09,0.010000000000005116,78.22,0.0,77.82,0.2599999999999909,76.69,0.0,2,False,True,False,,

TDCC_WINDOW_ROW_007=20260508,81.23,0.14000000000000057,78.24,0.01999999999999602,77.83,0.010000000000005116,76.69,0.0,3,False,True,False,,

TDCC_WINDOW_ROW_008=20260515,81.03,-0.20000000000000284,78.35,0.10999999999999943,77.95,0.12000000000000455,76.82,0.12999999999999545,4,False,True,False,,

TDCC_WINDOW_ROW_009=20260522,81.12,0.09000000000000341,78.3,-0.04999999999999716,78.11,0.1599999999999966,76.98,0.1600000000000108,5,False,True,False,,

TDCC_WINDOW_ROW_010=20260529,81.19,0.06999999999999318,78.58,0.28000000000000114,78.2,0.09000000000000341,77.07,0.0899999999999892,6,True,True,True,,

TDCC_WINDOW_ROW_011=20260605,81.06,-0.12999999999999545,78.86,0.28000000000000114,78.27,0.06999999999999318,77.14,0.07000000000000739,7,False,True,False,,

TDCC_WINDOW_ROW_012=20260612,81.1,0.03999999999999204,78.95,0.09000000000000341,78.12,-0.14999999999999147,77.25,0.10999999999999943,8,False,True,False,,
