# TDCC_WINDOW

columns=as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders

TDCC_WINDOW_ROW_001=20260313,51.24,0.0800000000000054,48.49,0.4100000000000037,44.88,-0.5799999999999983,43.68,-0.060000000000002274,3,False,False,False,,

TDCC_WINDOW_ROW_002=20260320,51.55,0.30999999999999517,48.44,-0.05000000000000426,44.91,0.02999999999999403,43.71,0.030000000000001137,4,False,True,False,,

TDCC_WINDOW_ROW_003=20260327,50.83,-0.7199999999999989,47.77,-0.6699999999999946,45.12,0.21000000000000085,43.4,-0.3100000000000023,5,False,True,False,,

TDCC_WINDOW_ROW_004=20260402,51.66,0.8299999999999983,47.94,0.1699999999999946,45.3,0.17999999999999972,43.57,0.1700000000000017,6,True,True,True,,

TDCC_WINDOW_ROW_005=20260410,51.78,0.12000000000000455,48.01,0.07000000000000028,45.31,0.010000000000005116,43.58,0.00999999999999801,7,True,True,True,,

TDCC_WINDOW_ROW_006=20260417,52.13,0.3500000000000014,48.46,0.45000000000000284,44.79,-0.5200000000000031,43.59,0.010000000000005116,8,False,True,False,,

TDCC_WINDOW_ROW_007=20260424,51.34,-0.7899999999999991,48.9,0.4399999999999977,45.8,1.009999999999998,43.38,-0.21000000000000085,9,False,True,False,,

TDCC_WINDOW_ROW_008=20260430,51.3,-0.04000000000000625,48.53,-0.36999999999999744,46.3,0.5,43.34,-0.03999999999999915,10,False,True,False,,

TDCC_WINDOW_ROW_009=20260508,51.33,0.030000000000001137,48.55,0.01999999999999602,45.82,-0.4799999999999969,44.04,0.6999999999999957,11,False,True,False,,

TDCC_WINDOW_ROW_010=20260515,51.65,0.3200000000000003,48.62,0.07000000000000028,45.95,0.13000000000000256,44.2,0.1600000000000037,12,True,True,True,,

TDCC_WINDOW_ROW_011=20260522,51.98,0.3299999999999983,48.66,0.03999999999999915,45.99,0.03999999999999915,44.24,0.03999999999999915,13,True,True,True,,

TDCC_WINDOW_ROW_012=20260529,52.46,0.480000000000004,48.78,0.12000000000000455,46.58,0.5899999999999963,44.3,0.05999999999999517,14,True,True,True,,
