as_of_date,over_400_ratio,over_400_change_1w,over_600_ratio,over_600_change_1w,over_800_ratio,over_800_change_1w,over_1000_ratio,over_1000_change_1w,tdcc_consecutive_up_weeks,all_thresholds_up,high_thresholds_up,four_thresholds_sync_up,retail_ratio,total_shareholders
20260313,41.8,-0.05000000000000426,36.19,-0.05000000000000426,34.48,-0.05000000000000426,32.43,-0.00999999999999801,0,False,False,False,,
20260320,41.86,0.060000000000002274,36.21,0.020000000000003126,34.5,0.020000000000003126,32.43,0.0,1,False,True,False,,
20260327,41.99,0.13000000000000256,36.93,0.7199999999999989,34.49,-0.00999999999999801,32.41,-0.020000000000003126,2,False,False,False,,
20260402,42.15,0.1599999999999966,37.09,0.1600000000000037,34.56,0.07000000000000028,32.41,0.0,3,False,True,False,,
20260410,42.11,-0.03999999999999915,37.05,-0.04000000000000625,34.47,-0.09000000000000341,32.4,-0.00999999999999801,0,False,False,False,,
20260417,42.23,0.11999999999999744,37.17,0.12000000000000455,34.53,0.060000000000002274,32.39,-0.00999999999999801,1,False,True,False,,
20260424,42.8,0.5700000000000003,37.27,0.10000000000000142,35.56,1.0300000000000011,32.39,0.0,2,False,True,False,,
20260430,42.86,0.060000000000002274,37.33,0.05999999999999517,34.69,-0.8700000000000045,33.58,1.1899999999999977,3,False,True,False,,
20260508,42.93,0.07000000000000028,37.4,0.07000000000000028,34.76,0.07000000000000028,33.65,0.07000000000000028,4,True,True,True,,
20260515,42.94,0.00999999999999801,37.41,0.00999999999999801,34.83,0.07000000000000028,33.72,0.07000000000000028,5,True,True,True,,
20260522,43.13,0.19000000000000483,37.62,0.21000000000000085,35.91,1.0799999999999983,33.74,0.020000000000003126,6,True,True,True,,
20260529,42.54,-0.5900000000000034,37.56,-0.05999999999999517,35.85,-0.05999999999999517,33.8,0.05999999999999517,7,False,True,False,,
