stock_id,stock_name,quarter,announcement_date,eps,eps_yoy,eps_qoq,gross_margin,gross_margin_yoy_change,gross_margin_qoq_change,operating_margin,operating_margin_yoy_change,operating_margin_qoq_change,net_income_yoy,net_income_qoq,profit_turnaround,eps_surprise_flag,margin_improvement_flag,earnings_acceleration_flag,revenue_good_eps_unconfirmed,source_url,last_updated
1402,遠東新,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1423,利華,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
1434,福懋,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1440,南紡,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1442,名軒,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
1444,力麗,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
1447,力鵬,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1449,佳和,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1476,儒鴻,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
1477,聚陽,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
1503,士電,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
1504,東元,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1513,中興電,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1514,亞力,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1532,勤美,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1560,中砂,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1597,直得,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1605,華新,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1608,華榮,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1609,大亞,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1612,宏泰,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1618,合機,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1708,東鹼,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1710,東聯,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1711,永光,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1714,和桐,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1722,台肥,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
1723,中碳,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1727,中華化,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1795,美時,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1802,台玻,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1808,潤隆,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1907,永豐餘,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
1909,榮成,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2002,中鋼,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2006,東和鋼鐵,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2009,第一銅,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2010,春源,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2014,中鴻,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2017,官田鋼,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2023,燁輝,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2025,千興,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2027,大成鋼,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2030,彰源,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2031,新光鋼,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2034,允強,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2049,上銀,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2059,川湖,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2101,南港,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2104,國際中橡,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2105,正新,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2107,厚生,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2108,南帝,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2201,裕隆,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2204,中華,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2206,三陽工業,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2241,艾姆勒,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2243,宏旭-KY,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2301,光寶科,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2303,聯電,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2305,全友,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2308,台達電,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2312,金寶,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2316,楠梓電,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2317,鴻海,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2323,中環,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2324,仁寶,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2327,國巨*,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2328,廣宇,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2329,華泰,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2330,台積電,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2331,精英,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2332,友訊,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2337,旺宏,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2338,光罩,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2340,台亞,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2342,茂矽,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2344,華邦電,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2345,智邦,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2347,聯強,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2348,海悅,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2349,錸德,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2351,順德,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2353,宏碁,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2355,敬鵬,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2356,英業達,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2359,所羅門,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2360,致茂,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2363,矽統,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2365,昆盈,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2368,金像電,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2369,菱生,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2374,佳能,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2375,凱美,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2376,技嘉,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2379,瑞昱,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2380,虹光,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2382,廣達,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2383,台光電,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2385,群光,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2388,威盛,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2392,正崴,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2393,億光,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2395,研華,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2399,映泰,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2401,凌陽,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2402,毅嘉,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2404,漢唐,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2406,國碩,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2408,南亞科,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2409,友達,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2412,中華電,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2413,環科,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2414,精技,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2419,仲琦,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2425,承啟,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2426,鼎元,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2428,興勤,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2436,偉詮電,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2439,美律,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2441,超豐,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2442,新美齊,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2444,兆勁,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2449,京元電子,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2451,創見,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2454,聯發科,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2455,全新,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2457,飛宏,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 14:53:27 Asia/Taipei
2458,義隆,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,False,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2460,建通,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
2464,盟立,monthly_revenue_202605,20260614,,,,,,,,,,,,False,False,False,False,True,https://openapi.twse.com.tw/v1/opendata/t187ap05_L,2026-06-15 23:10:31 Asia/Taipei
