date,stock_id,stock_name,market,open,high,low,close,volume,trading_value,source,source_file,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,return_60d,return_120d,volume_ma20,volume_ratio,high_20,high_60,high_120,low_20,low_60,low_120,distance_to_ma20_pct,distance_to_ma60_pct,distance_to_ma120_pct,distance_to_ema23_pct,distance_to_high_20_pct,distance_to_high_60_pct,distance_to_high_120_pct,distance_to_low_60_pct,distance_to_low_120_pct
20240102,2409,友達,TWSE,18.3,18.5,18.15,18.35,30172791.0,553707796.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20240102.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
20240103,2409,友達,TWSE,18.1,18.15,17.75,17.75,33591010.0,600580517.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20240103.csv,,,,,,-3.2698,,,,,,,,,,,,,,,,,,,,,
20240104,2409,友達,TWSE,17.75,18.0,17.7,17.95,22636592.0,404626371.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20240104.csv,,,,,,1.1268,,,,,,,,,,,,,,,,,,,,,
20240105,2409,友達,TWSE,18.1,18.95,18.1,18.8,102081259.0,1903558305.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20240105.csv,,,,,,4.7354,,,,,,,,,,,,,,,,,,,,,
20240108,2409,友達,TWSE,19.35,19.7,18.9,19.2,132733803.0,2560454379.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20240108.csv,18.41,18.41,18.41,18.41,18.3887,2.1277,,,,,64243091.0,2.0661,19.7,19.7,19.7,17.7,17.7,17.7,4.2911,4.2911,4.2911,4.412,-2.5381,-2.5381,-2.5381,8.4746,8.4746
20240109,2409,友達,TWSE,19.3,19.5,18.75,18.8,51084525.0,969427282.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20240109.csv,18.5,18.475,18.475,18.475,18.423,-2.0833,2.4523,,,,62049996.6667,0.8233,19.7,19.7,19.7,17.7,17.7,17.7,1.7591,1.7591,1.7591,2.0466,-4.5685,-4.5685,-4.5685,6.2147,6.2147
20240110,2409,友達,TWSE,18.8,18.8,18.25,18.35,38514541.0,710310198.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20240110.csv,18.62,18.4571,18.4571,18.4571,18.4169,-2.3936,3.3803,,,,58687788.7143,0.6563,19.7,19.7,19.7,17.7,17.7,17.7,-0.5805,-0.5805,-0.5805,-0.3632,-6.8528,-6.8528,-6.8528,3.6723,3.6723
20240111,2409,友達,TWSE,18.5,18.95,18.25,18.3,41272202.0,764631319.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20240111.csv,18.69,18.4375,18.4375,18.4375,18.4071,-0.2725,1.9499,,,,56510840.375,0.7303,19.7,19.7,19.7,17.7,17.7,17.7,-0.7458,-0.7458,-0.7458,-0.5821,-7.1066,-7.1066,-7.1066,3.3898,3.3898
20240112,2409,友達,TWSE,18.35,18.6,18.2,18.25,22041617.0,403508003.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20240112.csv,18.58,18.4167,18.4167,18.4167,18.394,-0.2732,-2.9255,,,,52680926.6667,0.4184,19.7,19.7,19.7,17.7,17.7,17.7,-0.905,-0.905,-0.905,-0.7831,-7.3604,-7.3604,-7.3604,3.1073,3.1073
20240115,2409,友達,TWSE,18.15,18.6,18.0,18.05,37691750.0,684985795.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20240115.csv,18.35,18.38,18.38,18.38,18.3654,-1.0959,-5.9896,,,,51182009.0,0.7364,19.7,19.7,19.7,17.7,17.7,17.7,-1.7954,-1.7954,-1.7954,-1.7172,-8.3756,-8.3756,-8.3756,1.9774,1.9774
20240116,2409,友達,TWSE,18.0,18.55,17.9,18.45,51810279.0,950384359.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20240116.csv,18.28,18.3864,18.3864,18.3864,18.3724,2.2161,-1.8617,,,,51239124.4545,1.0111,19.7,19.7,19.7,17.7,17.7,17.7,0.3461,0.3461,0.3461,0.4222,-6.3452,-6.3452,-6.3452,4.2373,4.2373
20240117,2409,友達,TWSE,18.3,18.5,18.1,18.1,45034311.0,819616697.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20240117.csv,18.23,18.3625,18.3625,18.3625,18.3497,-1.897,-1.3624,,,,50722056.6667,0.8879,19.7,19.7,19.7,17.7,17.7,17.7,-1.4295,-1.4295,-1.4295,-1.3609,-8.1218,-8.1218,-8.1218,2.2599,2.2599
20240118,2409,友達,TWSE,18.3,18.95,18.15,18.25,100186935.0,1851342017.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20240118.csv,18.22,18.3538,18.3538,18.3538,18.3414,0.8287,-0.2732,,,,54527047.3077,1.8374,19.7,19.7,19.7,17.7,17.7,17.7,-0.5658,-0.5658,-0.5658,-0.4984,-7.3604,-7.3604,-7.3604,3.1073,3.1073
20240119,2409,友達,TWSE,18.3,18.35,17.7,18.3,66641784.0,1204838656.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20240119.csv,18.23,18.35,18.35,18.35,18.338,0.274,0.274,,,,55392385.6429,1.2031,19.7,19.7,19.7,17.7,17.7,17.7,-0.2725,-0.2725,-0.2725,-0.207,-7.1066,-7.1066,-7.1066,3.3898,3.3898
