date,stock_id,stock_name,market,open,high,low,close,volume,trading_value,source,source_file,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,return_60d,return_120d,volume_ma20,volume_ratio,high_20,high_60,high_120,low_20,low_60,low_120,distance_to_ma20_pct,distance_to_ma60_pct,distance_to_ma120_pct,distance_to_ema23_pct,distance_to_high_20_pct,distance_to_high_60_pct,distance_to_high_120_pct,distance_to_low_60_pct,distance_to_low_120_pct
20250407,6720,久昌,otc,151.5,151.5,142.0,146.5,99463.0,14393659.0,,data/daily_price/20250407.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250408,6720,久昌,otc,151.5,151.5,142.0,146.5,99463.0,14393659.0,,data/daily_price/20250408.csv,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
20250409,6720,久昌,otc,151.5,151.5,142.0,146.5,99463.0,14393659.0,,data/daily_price/20250409.csv,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
20250410,6720,久昌,otc,151.5,151.5,142.0,146.5,99463.0,14393659.0,,data/daily_price/20250410.csv,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
20250414,6720,久昌,otc,151.5,151.5,142.0,146.5,99463.0,14393659.0,,data/daily_price/20250414.csv,146.5,146.5,146.5,146.5,146.5,0.0,,,,,99463.0,1.0,151.5,151.5,151.5,142.0,142.0,142.0,0.0,0.0,0.0,0.0,-3.3003,-3.3003,-3.3003,3.169,3.169
20250415,6720,久昌,otc,151.5,151.5,142.0,146.5,99463.0,14393659.0,,data/daily_price/20250415.csv,146.5,146.5,146.5,146.5,146.5,0.0,0.0,,,,99463.0,1.0,151.5,151.5,151.5,142.0,142.0,142.0,0.0,0.0,0.0,0.0,-3.3003,-3.3003,-3.3003,3.169,3.169
20250416,6720,久昌,otc,151.5,151.5,142.0,146.5,99463.0,14393659.0,,data/daily_price/20250416.csv,146.5,146.5,146.5,146.5,146.5,0.0,0.0,,,,99463.0,1.0,151.5,151.5,151.5,142.0,142.0,142.0,0.0,0.0,0.0,0.0,-3.3003,-3.3003,-3.3003,3.169,3.169
20250417,6720,久昌,otc,151.5,151.5,142.0,146.5,99463.0,14393659.0,,data/daily_price/20250417.csv,146.5,146.5,146.5,146.5,146.5,0.0,0.0,,,,99463.0,1.0,151.5,151.5,151.5,142.0,142.0,142.0,0.0,0.0,0.0,0.0,-3.3003,-3.3003,-3.3003,3.169,3.169
20250418,6720,久昌,otc,151.5,151.5,142.0,146.5,99463.0,14393659.0,,data/daily_price/20250418.csv,146.5,146.5,146.5,146.5,146.5,0.0,0.0,,,,99463.0,1.0,151.5,151.5,151.5,142.0,142.0,142.0,0.0,0.0,0.0,0.0,-3.3003,-3.3003,-3.3003,3.169,3.169
20250421,6720,久昌,otc,151.5,151.5,142.0,146.5,99463.0,14393659.0,,data/daily_price/20250421.csv,146.5,146.5,146.5,146.5,146.5,0.0,0.0,,,,99463.0,1.0,151.5,151.5,151.5,142.0,142.0,142.0,0.0,0.0,0.0,0.0,-3.3003,-3.3003,-3.3003,3.169,3.169
20250422,6720,久昌,otc,151.5,151.5,142.0,146.5,99463.0,14393659.0,,data/daily_price/20250422.csv,146.5,146.5,146.5,146.5,146.5,0.0,0.0,,,,99463.0,1.0,151.5,151.5,151.5,142.0,142.0,142.0,0.0,0.0,0.0,0.0,-3.3003,-3.3003,-3.3003,3.169,3.169
