date,stock_id,stock_name,market,open,high,low,close,volume,trading_value,source,source_file,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,return_60d,return_120d,volume_ma20,volume_ratio,high_20,high_60,high_120,low_20,low_60,low_120,distance_to_ma20_pct,distance_to_ma60_pct,distance_to_ma120_pct,distance_to_ema23_pct,distance_to_high_20_pct,distance_to_high_60_pct,distance_to_high_120_pct,distance_to_low_60_pct,distance_to_low_120_pct
20250407,4108,懷特,listed,13.5,13.5,13.5,13.5,107270.0,1449005.0,,data/daily_price/20250407.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250408,4108,懷特,listed,12.2,12.85,12.2,12.2,510786.0,6306621.0,,data/daily_price/20250408.csv,,,,,,-9.6296,,,,,,,,,,,,,,,,,,,,,
20250409,4108,懷特,listed,12.3,12.3,11.0,11.0,479081.0,5509998.0,,data/daily_price/20250409.csv,,,,,,-9.8361,,,,,,,,,,,,,,,,,,,,,
20250410,4108,懷特,listed,12.1,12.1,12.05,12.1,328577.0,3975083.0,,data/daily_price/20250410.csv,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,
20250411,4108,懷特,TWSE,11.7,12.45,11.7,12.4,149740.0,1832617.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20250411.csv,12.24,12.24,12.24,12.24,13.0429,2.4793,,,,,315090.8,0.4752,13.5,13.5,13.5,11.0,11.0,11.0,1.3072,1.3072,1.3072,-4.929,-8.1481,-8.1481,-8.1481,12.7273,12.7273
20250414,4108,懷特,listed,13.1,13.3,12.35,12.55,194415.0,2483871.0,,data/daily_price/20250414.csv,12.05,12.2917,12.2917,12.2917,13.0018,1.2097,-7.037,,,,294978.1667,0.6591,13.5,13.5,13.5,11.0,11.0,11.0,2.1017,2.1017,2.1017,-3.475,-7.037,-7.037,-7.037,14.0909,14.0909
20250415,4108,懷特,listed,12.7,13.6,12.65,13.6,262022.0,3435372.0,,data/daily_price/20250415.csv,12.33,12.4786,12.4786,12.4786,13.0517,8.3665,11.4754,,,,290270.1429,0.9027,13.6,13.6,13.6,11.0,11.0,11.0,8.9868,8.9868,8.9868,4.2013,0.0,0.0,0.0,23.6364,23.6364
20250416,4108,懷特,listed,13.6,13.6,13.1,13.15,138199.0,1826952.0,,data/daily_price/20250416.csv,12.76,12.5625,12.5625,12.5625,13.0599,-3.3088,19.5455,,,,271261.25,0.5095,13.6,13.6,13.6,11.0,11.0,11.0,4.6766,4.6766,4.6766,0.6902,-3.3088,-3.3088,-3.3088,19.5455,19.5455
20250417,4108,懷特,listed,13.1,13.15,12.9,13.15,66860.0,874048.0,,data/daily_price/20250417.csv,12.97,12.6278,12.6278,12.6278,13.0674,0.0,8.6777,,,,248550.0,0.269,13.6,13.6,13.6,11.0,11.0,11.0,4.1355,4.1355,4.1355,0.6323,-3.3088,-3.3088,-3.3088,19.5455,19.5455
20250418,4108,懷特,listed,13.25,13.25,13.0,13.15,69444.0,906729.0,,data/daily_price/20250418.csv,13.12,12.68,12.68,12.68,13.0743,0.0,6.0484,,,,230639.4,0.3011,13.6,13.6,13.6,11.0,11.0,11.0,3.7066,3.7066,3.7066,0.5793,-3.3088,-3.3088,-3.3088,19.5455,19.5455
20250421,4108,懷特,listed,13.0,13.1,12.7,12.7,94766.0,1215661.0,,data/daily_price/20250421.csv,13.15,12.6818,12.6818,12.6818,13.0431,-3.4221,1.1952,,,,218287.2727,0.4341,13.6,13.6,13.6,11.0,11.0,11.0,0.1434,0.1434,0.1434,-2.6303,-6.6176,-6.6176,-6.6176,15.4545,15.4545
20250422,4108,懷特,listed,12.7,13.0,12.6,12.65,80550.0,1029191.0,,data/daily_price/20250422.csv,12.96,12.6792,12.6792,12.6792,13.0103,-0.3937,-6.9853,,,,206809.1667,0.3895,13.6,13.6,13.6,11.0,11.0,11.0,-0.23,-0.23,-0.23,-2.7694,-6.9853,-6.9853,-6.9853,15.0,15.0
20250423,4108,懷特,listed,12.7,13.0,12.7,13.0,71451.0,921138.0,,data/daily_price/20250423.csv,12.93,12.7038,12.7038,12.7038,13.0095,2.7668,-1.1407,,,,196397.0,0.3638,13.6,13.6,13.6,11.0,11.0,11.0,2.3312,2.3312,2.3312,-0.0727,-4.4118,-4.4118,-4.4118,18.1818,18.1818
20250424,4108,懷特,listed,12.9,12.9,12.7,12.85,78756.0,1006154.0,,data/daily_price/20250424.csv,12.87,12.7143,12.7143,12.7143,12.9962,-1.1538,-2.2814,,,,187994.0714,0.4189,13.6,13.6,13.6,11.0,11.0,11.0,1.0674,1.0674,1.0674,-1.1247,-5.5147,-5.5147,-5.5147,16.8182,16.8182
20250425,4108,懷特,listed,12.95,13.05,12.85,12.9,130110.0,1684196.0,,data/daily_price/20250425.csv,12.82,12.7267,12.7267,12.7267,12.9882,0.3891,-1.9011,,,,184135.1333,0.7066,13.6,13.6,13.6,11.0,11.0,11.0,1.362,1.362,1.362,-0.6787,-5.1471,-5.1471,-5.1471,17.2727,17.2727
20250428,4108,懷特,listed,12.95,13.2,12.9,13.2,104199.0,1359866.0,,data/daily_price/20250428.csv,12.92,12.7562,12.7562,12.7562,13.0058,2.3256,3.937,,,,179139.125,0.5817,13.6,13.6,13.6,11.0,11.0,11.0,3.4787,3.4787,3.4787,1.4931,-2.9412,-2.9412,-2.9412,20.0,20.0
20250429,4108,懷特,listed,13.2,13.4,13.2,13.3,169832.0,2260634.0,,data/daily_price/20250429.csv,13.05,12.7882,12.7882,12.7882,13.0303,0.7576,5.1383,,,,178591.6471,0.951,13.6,13.6,13.6,11.0,11.0,11.0,4.0018,4.0018,4.0018,2.0696,-2.2059,-2.2059,-2.2059,20.9091,20.9091
20250430,4108,懷特,listed,13.3,13.4,13.2,13.3,136070.0,1813188.0,,data/daily_price/20250430.csv,13.11,12.8167,12.8167,12.8167,13.0528,0.0,2.3077,,,,176229.3333,0.7721,13.6,13.6,13.6,11.0,11.0,11.0,3.7711,3.7711,3.7711,1.8939,-2.2059,-2.2059,-2.2059,20.9091,20.9091
20250502,4108,懷特,listed,13.25,13.35,13.1,13.35,69869.0,926214.0,,data/daily_price/20250502.csv,13.21,12.8447,12.8447,12.8447,13.0776,0.3759,3.8911,,,,170631.4211,0.4095,13.6,13.6,13.6,11.0,11.0,11.0,3.9336,3.9336,3.9336,2.0833,-1.8382,-1.8382,-1.8382,21.3636,21.3636
20250505,4108,懷特,listed,13.5,14.65,13.5,14.65,696169.0,9979163.0,,data/daily_price/20250505.csv,13.56,12.935,12.935,12.935,13.2086,9.7378,13.5659,,,,196908.3,3.5355,14.65,14.65,14.65,11.0,11.0,11.0,13.2586,13.2586,13.2586,10.9126,0.0,0.0,0.0,33.1818,33.1818
20250506,4108,懷特,listed,14.95,15.5,14.7,14.95,677360.0,10212172.0,,data/daily_price/20250506.csv,13.91,13.0075,13.031,13.031,13.3537,2.0478,13.2576,10.7407,,,225412.8,3.005,15.5,15.5,15.5,11.0,11.0,11.0,14.9337,14.7268,14.7268,11.9539,-3.5484,-3.5484,-3.5484,35.9091,35.9091
20250507,4108,懷特,listed,14.95,15.15,14.4,15.05,332518.0,4951586.0,,data/daily_price/20250507.csv,14.26,13.15,13.1227,13.1227,13.4951,0.6689,13.1579,23.3607,,,216499.4,1.5359,15.5,15.5,15.5,11.0,11.0,11.0,14.4487,14.6865,14.6865,11.5222,-2.9032,-2.9032,-2.9032,36.8182,36.8182
20250508,4108,懷特,listed,15.05,15.7,15.05,15.5,329681.0,5096288.0,,data/daily_price/20250508.csv,14.7,13.375,13.2261,13.2261,13.6621,2.99,16.5414,40.9091,,,209029.4,1.5772,15.7,15.7,15.7,11.7,11.0,11.0,15.8879,17.1926,17.1926,13.4521,-1.2739,-1.2739,-1.2739,40.9091,40.9091
20250509,4108,懷特,listed,15.45,15.5,15.1,15.3,158014.0,2406145.0,,data/daily_price/20250509.csv,15.09,13.535,13.3125,13.3125,13.7986,-1.2903,14.6067,26.4463,,,200501.25,0.7881,15.7,15.7,15.7,11.7,11.0,11.0,13.0403,14.9296,14.9296,10.8805,-2.5478,-2.5478,-2.5478,39.0909,39.0909
20250512,4108,懷特,listed,15.3,15.3,14.85,14.85,287938.0,4311691.0,,data/daily_price/20250512.csv,15.13,13.6575,13.374,13.374,13.8863,-2.9412,1.3652,19.7581,,,207411.15,1.3882,15.7,15.7,15.7,12.35,11.0,11.0,8.7315,11.0363,11.0363,6.9403,-5.414,-5.414,-5.414,35.0,35.0
20250513,4108,懷特,listed,14.9,14.95,14.5,14.55,209532.0,3088805.0,,data/daily_price/20250513.csv,15.05,13.7575,13.4192,13.4192,13.9416,-2.0202,-2.6756,15.9363,,,208167.0,1.0066,15.7,15.7,15.7,12.6,11.0,11.0,5.7605,8.4265,8.4265,4.3642,-7.3248,-7.3248,-7.3248,32.2727,32.2727
20250514,4108,懷特,listed,14.75,14.8,14.5,14.65,86270.0,1263593.0,,data/daily_price/20250514.csv,14.97,13.81,13.4648,13.4648,14.0006,0.6873,-2.6578,7.7206,,,199379.4,0.4327,15.7,15.7,15.7,12.6,11.0,11.0,6.0825,8.8021,8.8021,4.6384,-6.6879,-6.6879,-6.6879,33.1818,33.1818
20250515,4108,懷特,listed,14.55,14.6,14.45,14.5,111529.0,1617697.0,,data/daily_price/20250515.csv,14.77,13.8775,13.5018,13.5018,14.0422,-1.0239,-6.4516,10.2662,,,198045.9,0.5631,15.7,15.7,15.7,12.6,11.0,11.0,4.4857,7.3932,7.3932,3.2601,-7.6433,-7.6433,-7.6433,31.8182,31.8182
20250516,4108,懷特,listed,14.5,14.85,14.5,14.6,99005.0,1453677.0,,data/daily_price/20250516.csv,14.63,13.95,13.5397,13.5397,14.0887,0.6897,-4.5752,11.0266,,,199653.15,0.4959,15.7,15.7,15.7,12.6,11.0,11.0,4.6595,7.8314,7.8314,3.6292,-7.0064,-7.0064,-7.0064,32.7273,32.7273
20250519,4108,懷特,listed,14.8,15.4,14.65,15.05,213479.0,3216314.0,,data/daily_price/20250519.csv,14.67,14.045,13.59,13.59,14.1688,3.0822,1.3468,14.4487,,,206854.9,1.032,15.7,15.7,15.7,12.6,11.0,11.0,7.1556,10.7432,10.7432,6.2193,-4.1401,-4.1401,-4.1401,36.8182,36.8182
20250520,4108,懷特,listed,15.15,15.15,14.7,14.9,107423.0,1601564.0,,data/daily_price/20250520.csv,14.74,14.155,13.6323,13.6323,14.2297,-0.9967,2.4055,17.3228,,,207487.75,0.5177,15.7,15.7,15.7,12.6,11.0,11.0,5.2632,9.2996,9.2996,4.7103,-5.0955,-5.0955,-5.0955,35.4545,35.4545
20250521,4108,懷特,TWSE,14.8,14.85,14.7,14.85,89064.0,1315552.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20250521.csv,14.78,14.265,13.6703,13.6703,14.2814,-0.3356,1.3652,17.3913,,,207913.45,0.4284,15.7,15.7,15.7,12.7,11.0,11.0,4.1009,8.6296,8.6296,3.9812,-5.414,-5.414,-5.414,35.0,35.0
20250522,4108,懷特,listed,14.7,14.85,14.6,14.65,112177.0,1646105.0,,data/daily_price/20250522.csv,14.81,14.3475,13.7,13.7,14.3121,-1.3468,1.0345,12.6923,,,209949.75,0.5343,15.7,15.7,15.7,12.7,11.0,11.0,2.1084,6.9343,6.9343,2.3606,-6.6879,-6.6879,-6.6879,33.1818,33.1818
20250523,4108,懷特,listed,14.65,14.65,14.5,14.6,67428.0,984821.0,,data/daily_price/20250523.csv,14.81,14.435,13.7265,13.7265,14.3361,-0.3413,0.0,13.6187,,,209383.35,0.322,15.7,15.7,15.7,12.85,11.0,11.0,1.1431,6.3638,6.3638,1.8406,-7.0064,-7.0064,-7.0064,32.7273,32.7273
20250526,4108,懷特,listed,14.55,16.0,14.55,16.0,297443.0,4594504.0,,data/daily_price/20250526.csv,15.0,14.59,13.7914,13.7914,14.4748,9.589,6.3123,24.031,,,217750.0,1.366,16.0,16.0,16.0,12.9,11.0,11.0,9.6642,16.0141,16.0141,10.537,0.0,0.0,0.0,45.4545,45.4545
20250527,4108,懷特,listed,15.9,15.9,15.0,15.15,284739.0,4373490.0,,data/daily_price/20250527.csv,15.05,14.6875,13.8292,13.8292,14.5311,-5.3125,1.6779,14.7727,,,226777.0,1.2556,16.0,16.0,16.0,13.1,11.0,11.0,3.1489,9.5511,9.5511,4.2595,-5.3125,-5.3125,-5.3125,37.7273,37.7273
20250528,4108,懷特,listed,15.0,15.15,14.95,15.05,119993.0,1804346.0,,data/daily_price/20250528.csv,15.09,14.775,13.8622,13.8622,14.5743,-0.6601,1.3468,13.1579,,,224285.05,0.535,16.0,16.0,16.0,13.1,11.0,11.0,1.8613,8.5689,8.5689,3.264,-5.9375,-5.9375,-5.9375,36.8182,36.8182
20250529,4108,懷特,listed,14.9,15.05,14.9,15.05,52789.0,790621.0,,data/daily_price/20250529.csv,15.17,14.8625,13.8934,13.8934,14.6139,0.0,2.7304,13.1579,,,220121.0,0.2398,16.0,16.0,16.0,13.1,11.0,11.0,1.2616,8.3247,8.3247,2.9839,-5.9375,-5.9375,-5.9375,36.8182,36.8182
20250602,4108,懷特,listed,15.05,15.05,14.55,14.85,107182.0,1581846.0,,data/daily_price/20250602.csv,15.22,14.9375,13.9179,13.9179,14.6336,-1.3289,1.7123,11.236,,,221986.65,0.4828,16.0,16.0,16.0,13.5,11.0,11.0,-0.5858,6.6968,6.6968,1.4787,-7.1875,-7.1875,-7.1875,35.0,35.0
20250603,4108,懷特,listed,14.75,14.8,14.6,14.6,45549.0,669301.0,,data/daily_price/20250603.csv,14.94,14.935,13.935,13.935,14.6308,-1.6835,-8.75,-0.3413,,,189455.65,0.2404,16.0,16.0,16.0,14.4,11.0,11.0,-2.2431,4.7722,4.7722,-0.2106,-8.75,-8.75,-8.75,32.7273,32.7273
20250604,4108,懷特,listed,14.75,14.9,14.65,14.75,57874.0,856459.0,,data/daily_price/20250604.csv,14.86,14.925,13.9549,13.9549,14.6407,1.0274,-2.6403,-1.3378,,,158481.35,0.3652,16.0,16.0,16.0,14.4,11.0,11.0,-1.1725,5.6978,5.6978,0.7462,-7.8125,-7.8125,-7.8125,34.0909,34.0909
20250605,4108,懷特,listed,14.75,14.9,14.65,14.7,63278.0,932555.0,,data/daily_price/20250605.csv,14.79,14.9075,13.9726,13.9726,14.6457,-0.339,-2.3256,-2.3256,,,145019.35,0.4363,16.0,16.0,16.0,14.45,11.0,11.0,-1.3919,5.2058,5.2058,0.3709,-8.125,-8.125,-8.125,33.6364,33.6364
20250606,4108,懷特,listed,14.6,14.95,14.6,14.75,43379.0,641366.0,,data/daily_price/20250606.csv,14.73,14.87,13.9907,13.9907,14.6544,0.3401,-1.9934,-4.8387,,,130704.25,0.3319,16.0,16.0,16.0,14.45,11.0,11.0,-0.807,5.4272,5.4272,0.6525,-7.8125,-7.8125,-7.8125,34.0909,34.0909
20250609,4108,懷特,listed,14.8,14.95,14.55,14.65,98804.0,1456516.0,,data/daily_price/20250609.csv,14.69,14.8375,14.0057,14.0057,14.654,-0.678,-1.3468,-4.2484,,,127743.75,0.7735,16.0,16.0,16.0,14.45,11.0,11.0,-1.2637,4.6004,4.6004,-0.0274,-8.4375,-8.4375,-8.4375,33.1818,33.1818
20250610,4108,懷特,listed,14.9,15.4,14.8,14.9,234102.0,3541619.0,,data/daily_price/20250610.csv,14.75,14.84,14.0256,14.0256,14.6745,1.7065,2.0548,0.3367,,,125051.95,1.872,16.0,16.0,16.0,14.45,11.0,11.0,0.4043,6.2347,6.2347,1.5366,-6.875,-6.875,-6.875,35.4545,35.4545
20250611,4108,懷特,listed,15.0,15.4,14.9,15.0,178286.0,2693848.0,,data/daily_price/20250611.csv,14.8,14.8625,14.0467,14.0467,14.7016,0.6711,1.6949,3.0928,,,123489.65,1.4437,16.0,16.0,16.0,14.45,11.0,11.0,0.9251,6.7863,6.7863,2.0295,-6.25,-6.25,-6.25,36.3636,36.3636
20250612,4108,懷特,listed,15.0,15.15,14.8,14.9,85603.0,1275188.0,,data/daily_price/20250612.csv,14.84,14.875,14.0649,14.0649,14.7182,-0.6667,1.3605,1.7065,,,123456.3,0.6934,16.0,16.0,16.0,14.45,11.0,11.0,0.1681,5.9375,5.9375,1.2355,-6.875,-6.875,-6.875,35.4545,35.4545
20250613,4108,懷特,listed,14.85,14.85,14.6,14.7,87411.0,1282089.0,,data/daily_price/20250613.csv,14.83,14.885,14.0781,14.0781,14.7167,-1.3423,-0.339,1.3793,,,122250.4,0.715,16.0,16.0,16.0,14.5,11.0,11.0,-1.2429,4.4173,4.4173,-0.1131,-8.125,-8.125,-8.125,33.6364,33.6364
20250616,4108,懷特,listed,14.6,14.6,14.45,14.5,123191.0,1788170.0,,data/daily_price/20250616.csv,14.8,14.88,14.0867,14.0867,14.6986,-1.3605,-1.0239,-0.6849,,,123459.7,0.9978,16.0,16.0,16.0,14.45,11.0,11.0,-2.5538,2.9337,2.9337,-1.3511,-9.375,-9.375,-9.375,31.8182,31.8182
20250617,4108,懷特,listed,14.5,14.6,14.35,14.55,89721.0,1293709.0,,data/daily_price/20250617.csv,14.73,14.855,14.096,14.096,14.6862,0.3448,-2.349,-3.3223,,,117271.8,0.7651,16.0,16.0,16.0,14.35,11.0,11.0,-2.0532,3.2208,3.2208,-0.9275,-9.0625,-9.0625,-9.0625,32.2727,32.2727
20250618,4108,懷特,listed,14.4,14.45,14.3,14.4,66317.0,953274.0,,data/daily_price/20250618.csv,14.61,14.83,14.102,14.102,14.6624,-1.0309,-4.0,-3.3557,,,115216.5,0.5756,16.0,16.0,16.0,14.3,11.0,11.0,-2.8995,2.1135,2.1135,-1.7894,-10.0,-10.0,-10.0,30.9091,30.9091
20250619,4108,懷特,listed,14.35,14.35,13.9,13.95,130011.0,1828173.0,,data/daily_price/20250619.csv,14.42,14.785,14.099,14.099,14.603,-3.125,-6.3758,-6.0606,,,117263.85,1.1087,16.0,16.0,16.0,13.9,11.0,11.0,-5.6476,-1.0571,-1.0571,-4.4717,-12.8125,-12.8125,-12.8125,26.8182,26.8182
20250620,4108,懷特,listed,13.7,14.15,13.7,13.8,217681.0,3027656.0,,data/daily_price/20250620.csv,14.24,14.7425,14.0934,14.0934,14.5361,-1.0753,-6.1224,-5.802,,,122539.05,1.7764,16.0,16.0,16.0,13.7,11.0,11.0,-6.3931,-2.0818,-2.0818,-5.0638,-13.75,-13.75,-13.75,25.4545,25.4545
20250623,4108,懷特,listed,13.75,13.75,13.5,13.6,88193.0,1197553.0,,data/daily_price/20250623.csv,14.06,14.6925,14.0843,14.0843,14.4581,-1.4493,-6.2069,-6.8493,,,123577.3,0.7137,16.0,16.0,16.0,13.5,11.0,11.0,-7.4358,-3.4383,-3.4383,-5.9349,-15.0,-15.0,-15.0,23.6364,23.6364
20250624,4108,懷特,listed,13.7,14.0,13.7,14.0,65125.0,904562.0,,data/daily_price/20250624.csv,13.95,14.5925,14.0827,14.0827,14.4199,2.9412,-3.7801,-12.5,,,111961.4,0.5817,15.9,16.0,16.0,13.5,11.0,11.0,-4.0603,-0.5874,-0.5874,-2.912,-11.9497,-12.5,-12.5,27.2727,27.2727
20250625,4108,懷特,listed,13.9,13.9,13.7,13.9,68341.0,942905.0,,data/daily_price/20250625.csv,13.85,14.53,14.0795,14.0795,14.3766,-0.7143,-3.4722,-8.2508,,,101141.5,0.6757,15.4,16.0,16.0,13.5,11.0,11.0,-4.3359,-1.2747,-1.2747,-3.315,-9.7403,-13.125,-13.125,26.3636,26.3636
20250626,4108,懷特,listed,13.8,14.15,13.8,13.95,76393.0,1069356.0,,data/daily_price/20250626.csv,13.85,14.475,14.0772,14.0772,14.341,0.3597,0.0,-7.309,,,98961.5,0.7719,15.4,16.0,16.0,13.5,11.0,11.0,-3.6269,-0.9035,-0.9035,-2.7266,-9.4156,-12.8125,-12.8125,26.8182,26.8182
20250627,4108,懷特,listed,13.95,14.05,13.95,13.95,56175.0,785520.0,,data/daily_price/20250627.csv,13.88,14.42,14.075,14.075,14.3084,0.0,1.087,-7.309,,,99130.8,0.5667,15.4,16.0,16.0,13.5,11.0,11.0,-3.2594,-0.8881,-0.8881,-2.5051,-9.4156,-12.8125,-12.8125,26.8182,26.8182
20250630,4108,懷特,listed,13.95,14.0,13.85,13.85,55365.0,769486.0,,data/daily_price/20250630.csv,13.93,14.37,14.0712,14.0712,14.2702,-0.7168,1.8382,-6.734,,,96539.95,0.5735,15.4,16.0,16.0,13.5,11.0,11.0,-3.6186,-1.5719,-1.5719,-2.9449,-10.0649,-13.4375,-13.4375,25.9091,25.9091
20250701,4108,懷特,listed,13.8,14.0,13.75,13.8,97256.0,1348135.0,,data/daily_price/20250701.csv,13.89,14.33,14.0667,14.0667,14.2311,-0.361,-1.4286,-5.4795,,,99125.3,0.9811,15.4,16.0,16.0,13.5,11.0,11.0,-3.6985,-1.8957,-1.8957,-3.029,-10.3896,-13.75,-13.75,25.4545,25.4545
20250702,4108,懷特,listed,13.9,13.9,13.75,13.85,58740.0,811658.0,,data/daily_price/20250702.csv,13.88,14.285,14.0725,14.0631,14.1993,0.3623,-0.3597,-6.1017,2.5926,,99168.6,0.5923,15.4,16.0,16.0,13.5,11.0,11.0,-3.0452,-1.5811,-1.5154,-2.46,-10.0649,-13.4375,-13.4375,25.9091,25.9091
20250703,4108,懷特,listed,13.8,13.85,13.65,13.85,108731.0,1496047.0,,data/daily_price/20250703.csv,13.86,14.2425,14.1,14.0597,14.1702,0.0,-0.7168,-5.7823,13.5246,,101441.25,1.0719,15.4,16.0,16.0,13.5,11.0,11.0,-2.7558,-1.773,-1.4913,-2.2596,-10.0649,-13.4375,-13.4375,25.9091,25.9091
20250704,4108,懷特,listed,13.8,13.85,13.7,13.7,76001.0,1044938.0,,data/daily_price/20250704.csv,13.81,14.19,14.145,14.054,14.131,-1.083,-1.7921,-7.1186,24.5455,,103072.35,0.7374,15.4,16.0,16.0,13.5,11.7,11.0,-3.4531,-3.146,-2.5186,-3.0501,-11.039,-14.375,-14.375,17.094,24.5455
