date,stock_id,stock_name,market,open,high,low,close,volume,trading_value,source,source_file,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,return_60d,return_120d,volume_ma20,volume_ratio,high_20,high_60,high_120,low_20,low_60,low_120,distance_to_ma20_pct,distance_to_ma60_pct,distance_to_ma120_pct,distance_to_ema23_pct,distance_to_high_20_pct,distance_to_high_60_pct,distance_to_high_120_pct,distance_to_low_60_pct,distance_to_low_120_pct
20260420,7821,神數,TWSE,52.6,52.7,48.0,51.8,3781921.0,,,data/daily_price/20260420.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
20260421,7821,神數,TWSE,51.0,51.0,48.5,49.25,2054591.0,,,data/daily_price/20260421.csv,,,,,,-4.9228,,,,,,,,,,,,,,,,,,,,,
20260422,7821,神數,TWSE,49.25,50.2,49.0,49.15,785792.0,,,data/daily_price/20260422.csv,,,,,,-0.203,,,,,,,,,,,,,,,,,,,,,
20260423,7821,神數,TWSE,49.45,49.45,43.0,45.85,1186804.0,,,data/daily_price/20260423.csv,,,,,,-6.7141,,,,,,,,,,,,,,,,,,,,,
20260424,7821,神數,TWSE,45.85,46.1,43.75,43.9,746709.0,,,data/daily_price/20260424.csv,47.99,47.99,47.99,47.99,50.3379,-4.253,,,,,1711163.4,0.4364,52.7,52.7,52.7,43.0,43.0,43.0,-8.5226,-8.5226,-8.5226,-12.7894,-16.6983,-16.6983,-16.6983,2.093,2.093
20260427,7821,神數,TWSE,44.1,44.6,42.9,43.25,497215.0,,,data/daily_price/20260427.csv,46.28,47.2,47.2,47.2,49.7473,-1.4806,-16.5058,,,,1508838.6667,0.3295,52.7,52.7,52.7,42.9,42.9,42.9,-8.3686,-8.3686,-8.3686,-13.0605,-17.9317,-17.9317,-17.9317,0.8159,0.8159
20260428,7821,神數,TWSE,43.0,47.55,43.0,47.55,666630.0,,,data/daily_price/20260428.csv,45.94,47.25,47.25,47.25,49.5641,9.9422,-3.4518,,,,1388523.1429,0.4801,52.7,52.7,52.7,42.9,42.9,42.9,0.6349,0.6349,0.6349,-4.0637,-9.7723,-9.7723,-9.7723,10.8392,10.8392
20260429,7821,神數,TWSE,47.8,49.25,47.6,48.0,885760.0,,,data/daily_price/20260429.csv,45.71,47.3438,47.3438,47.3438,49.4338,0.9464,-2.3398,,,,1325677.75,0.6682,52.7,52.7,52.7,42.9,42.9,42.9,1.3861,1.3861,1.3861,-2.9005,-8.9184,-8.9184,-8.9184,11.8881,11.8881
20260430,7821,神數,TWSE,48.1,48.75,46.5,47.7,572314.0,,,data/daily_price/20260430.csv,46.08,47.3833,47.3833,47.3833,49.2893,-0.625,4.0349,,,,1241970.6667,0.4608,52.7,52.7,52.7,42.9,42.9,42.9,0.6683,0.6683,0.6683,-3.2245,-9.4877,-9.4877,-9.4877,11.1888,11.1888
20260504,7821,神數,TWSE,48.0,48.3,47.05,47.3,442291.0,,,data/daily_price/20260504.csv,46.76,47.375,47.375,47.375,49.1235,-0.8386,7.7449,,,,1162002.7,0.3806,52.7,52.7,52.7,42.9,42.9,42.9,-0.1583,-0.1583,-0.1583,-3.7122,-10.2467,-10.2467,-10.2467,10.2564,10.2564
20260505,7821,神數,TWSE,47.3,48.0,47.0,47.25,405103.0,,,data/daily_price/20260505.csv,47.56,47.3636,47.3636,47.3636,48.9674,-0.1057,9.2486,,,,1093193.6364,0.3706,52.7,52.7,52.7,42.9,42.9,42.9,-0.2399,-0.2399,-0.2399,-3.5073,-10.3416,-10.3416,-10.3416,10.1399,10.1399
20260506,7821,神數,TWSE,47.6,47.6,46.45,46.65,481242.0,,,data/daily_price/20260506.csv,47.38,47.3042,47.3042,47.3042,48.7743,-1.2698,-1.8927,,,,1042197.6667,0.4618,52.7,52.7,52.7,42.9,42.9,42.9,-1.3829,-1.3829,-1.3829,-4.3554,-11.4801,-11.4801,-11.4801,8.7413,8.7413
20260507,7821,神數,TWSE,46.15,46.4,46.0,46.05,351723.0,,,data/daily_price/20260507.csv,46.99,47.2077,47.2077,47.2077,48.5473,-1.2862,-4.0625,,,,989084.2308,0.3556,52.7,52.7,52.7,42.9,42.9,42.9,-2.4523,-2.4523,-2.4523,-5.144,-12.6186,-12.6186,-12.6186,7.3427,7.3427
20260508,7821,神數,TWSE,46.4,46.55,45.0,45.45,221168.0,,,data/daily_price/20260508.csv,46.54,47.0821,47.0821,47.0821,48.2892,-1.3029,-4.717,,,,934233.0714,0.2367,52.7,52.7,52.7,42.9,42.9,42.9,-3.4666,-3.4666,-3.4666,-5.8795,-13.7571,-13.7571,-13.7571,5.9441,5.9441
20260511,7821,神數,TWSE,45.4,45.4,44.5,44.85,226386.0,,,data/daily_price/20260511.csv,46.05,46.9333,46.9333,46.9333,48.0026,-1.3201,-5.1797,,,,887043.2667,0.2552,52.7,52.7,52.7,42.9,42.9,42.9,-4.4389,-4.4389,-4.4389,-6.5675,-14.8956,-14.8956,-14.8956,4.5455,4.5455
20260512,7821,神數,TWSE,44.85,45.65,44.2,44.5,275157.0,,,data/daily_price/20260512.csv,45.5,46.7812,46.7812,46.7812,47.7107,-0.7804,-5.8201,,,,848800.375,0.3242,52.7,52.7,52.7,42.9,42.9,42.9,-4.8764,-4.8764,-4.8764,-6.7295,-15.5598,-15.5598,-15.5598,3.7296,3.7296
20260513,7821,神數,TWSE,44.5,45.0,43.9,44.15,227452.0,,,data/daily_price/20260513.csv,45.0,46.6265,46.6265,46.6265,47.414,-0.7865,-5.3591,,,,812250.4706,0.28,52.7,52.7,52.7,42.9,42.9,42.9,-5.3113,-5.3113,-5.3113,-6.884,-16.2239,-16.2239,-16.2239,2.9138,2.9138
20260514,7821,神數,TWSE,44.35,44.4,43.35,43.6,299121.0,,,data/daily_price/20260514.csv,44.51,46.4583,46.4583,46.4583,47.0961,-1.2458,-5.3203,,,,783743.2778,0.3817,52.7,52.7,52.7,42.9,42.9,42.9,-6.1525,-6.1525,-6.1525,-7.4234,-17.2676,-17.2676,-17.2676,1.6317,1.6317
20260515,7821,神數,TWSE,43.65,44.25,43.5,43.5,273508.0,,,data/daily_price/20260515.csv,44.12,46.3026,46.3026,46.3026,46.7965,-0.2294,-4.2904,,,,756888.7895,0.3614,52.7,52.7,52.7,42.9,42.9,42.9,-6.0529,-6.0529,-6.0529,-7.0442,-17.4573,-17.4573,-17.4573,1.3986,1.3986
20260518,7821,神數,TWSE,43.5,43.5,42.7,43.1,206756.0,,,data/daily_price/20260518.csv,43.77,46.1425,46.1425,46.1425,46.4884,-0.9195,-3.9019,,,,729382.15,0.2835,52.7,52.7,52.7,42.7,42.7,42.7,-6.5937,-6.5937,-6.5937,-7.2887,-18.2163,-18.2163,-18.2163,0.9368,0.9368
20260519,7821,神數,TWSE,43.1,44.4,43.1,43.4,154217.0,,,data/daily_price/20260519.csv,43.55,45.7225,46.0119,46.0119,46.231,0.6961,-2.4719,-16.2162,,,547996.95,0.2814,51.0,52.7,52.7,42.7,42.7,42.7,-5.0796,-5.6766,-5.6766,-6.1237,-14.902,-17.6471,-17.6471,1.6393,1.6393
20260520,7821,神數,TWSE,43.6,43.9,43.2,43.55,97944.0,,,data/daily_price/20260520.csv,43.43,45.4375,45.9,45.9,46.0076,0.3456,-1.359,-11.5736,,,450164.6,0.2176,50.2,52.7,52.7,42.7,42.7,42.7,-4.1541,-5.1198,-5.1198,-5.3418,-13.247,-17.3624,-17.3624,1.9906,1.9906
20260521,7821,神數,TWSE,43.6,44.2,43.45,43.9,191820.0,,,data/daily_price/20260521.csv,43.49,45.175,45.813,45.813,45.832,0.8037,0.6881,-10.6816,,,420466.0,0.4562,49.45,52.7,52.7,42.7,42.7,42.7,-2.8224,-4.1758,-4.1758,-4.2154,-11.2235,-16.6983,-16.6983,2.8103,2.8103
20260522,7821,神數,TWSE,44.0,44.6,43.9,44.4,232610.0,10285692.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20260522.csv,43.67,45.1025,45.7542,45.7542,45.7127,1.139,2.069,-3.1625,,,372756.3,0.624,49.25,52.7,52.7,42.7,42.7,42.7,-1.5576,-2.9597,-2.9597,-2.8715,-9.8477,-15.7495,-15.7495,3.9813,3.9813
20260525,7821,神數,TWSE,44.4,44.6,43.8,44.6,252390.0,11154412.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20260525.csv,43.97,45.1375,45.708,45.708,45.6199,0.4505,3.4803,1.5945,,,348040.35,0.7252,49.25,52.7,52.7,42.7,42.7,42.7,-1.1908,-2.4241,-2.4241,-2.2357,-9.4416,-15.37,-15.37,4.4496,4.4496
20260526,7821,神數,TWSE,45.25,45.3,44.0,44.45,150410.0,6666463.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20260526.csv,44.18,45.1975,45.6596,45.6596,45.5224,-0.3363,2.4194,2.7746,,,330700.1,0.4548,49.25,52.7,52.7,42.7,42.7,42.7,-1.6539,-2.6492,-2.6492,-2.3559,-9.7462,-15.6546,-15.6546,4.0984,4.0984
20260527,7821,神數,TWSE,44.5,44.5,43.35,43.35,320496.0,14034221.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20260527.csv,44.14,44.9875,45.5741,45.5741,45.3414,-2.4747,-0.4592,-8.8328,,,313393.4,1.0227,49.25,52.7,52.7,42.7,42.7,42.7,-3.6399,-4.8801,-4.8801,-4.392,-11.9797,-17.7419,-17.7419,1.5222,1.5222
