date,stock_id,stock_name,market,open,high,low,close,volume,trading_value,source,source_file,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,return_60d,return_120d,volume_ma20,volume_ratio,high_20,high_60,high_120,low_20,low_60,low_120,distance_to_ma20_pct,distance_to_ma60_pct,distance_to_ma120_pct,distance_to_ema23_pct,distance_to_high_20_pct,distance_to_high_60_pct,distance_to_high_120_pct,distance_to_low_60_pct,distance_to_low_120_pct
20250407,1444,力麗,listed,7.29,7.29,7.29,7.29,2619346.0,19094880.0,,data/daily_price/20250407.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,
20250408,1444,力麗,listed,6.96,7.15,6.68,6.88,2572012.0,17531603.0,,data/daily_price/20250408.csv,,,,,,-5.6241,,,,,,,,,,,,,,,,,,,,,
20250409,1444,力麗,listed,6.7,7.05,6.67,6.93,3593297.0,24765274.0,,data/daily_price/20250409.csv,,,,,,0.7267,,,,,,,,,,,,,,,,,,,,,
20250410,1444,力麗,listed,7.6,7.62,7.44,7.62,1497109.0,11378293.0,,data/daily_price/20250410.csv,,,,,,9.9567,,,,,,,,,,,,,,,,,,,,,
20250411,1444,力麗,TWSE,7.62,7.62,7.24,7.57,991758.0,7390794.0,TWSE_RWD_JSON_MI_INDEX,data/daily_price/daily_price_20250411.csv,7.258,7.258,7.258,7.258,7.287,-0.6562,,,,,2254704.4,0.4399,7.62,7.62,7.62,6.67,6.67,6.67,4.2987,4.2987,4.2987,3.8834,-0.6562,-0.6562,-0.6562,13.4933,13.4933
20250414,1444,力麗,listed,7.57,7.66,7.48,7.48,1031135.0,7793358.0,,data/daily_price/20250414.csv,7.296,7.295,7.295,7.295,7.3031,-1.1889,2.6063,,,,2050776.1667,0.5028,7.66,7.66,7.66,6.67,6.67,6.67,2.536,2.536,2.536,2.4223,-2.3499,-2.3499,-2.3499,12.1439,12.1439
20250415,1444,力麗,listed,7.5,7.73,7.5,7.64,765475.0,5831687.0,,data/daily_price/20250415.csv,7.448,7.3443,7.3443,7.3443,7.3312,2.139,11.0465,,,,1867161.7143,0.41,7.73,7.73,7.73,6.67,6.67,6.67,4.0265,4.0265,4.0265,4.2125,-1.1643,-1.1643,-1.1643,14.5427,14.5427
20250416,1444,力麗,listed,7.71,7.71,7.5,7.52,596157.0,4504378.0,,data/daily_price/20250416.csv,7.566,7.3662,7.3662,7.3662,7.3469,-1.5707,8.5137,,,,1708286.125,0.349,7.73,7.73,7.73,6.67,6.67,6.67,2.0872,2.0872,2.0872,2.356,-2.7167,-2.7167,-2.7167,12.7436,12.7436
20250417,1444,力麗,listed,7.51,7.52,7.41,7.47,389421.0,2913022.0,,data/daily_price/20250417.csv,7.536,7.3778,7.3778,7.3778,7.3572,-0.6649,-1.9685,,,,1561745.5556,0.2493,7.73,7.73,7.73,6.67,6.67,6.67,1.25,1.25,1.25,1.5337,-3.3635,-3.3635,-3.3635,11.994,11.994
20250418,1444,力麗,listed,7.47,7.5,7.45,7.45,289727.0,2164630.0,,data/daily_price/20250418.csv,7.512,7.385,7.385,7.385,7.3649,-0.2677,-1.5852,,,,1434543.7,0.202,7.73,7.73,7.73,6.67,6.67,6.67,0.8802,0.8802,0.8802,1.1554,-3.6223,-3.6223,-3.6223,11.6942,11.6942
20250421,1444,力麗,listed,7.45,7.46,7.29,7.29,434404.0,3194715.0,,data/daily_price/20250421.csv,7.474,7.3764,7.3764,7.3764,7.3587,-2.1477,-2.5401,,,,1343621.9091,0.3233,7.73,7.73,7.73,6.67,6.67,6.67,-1.1708,-1.1708,-1.1708,-0.9331,-5.6921,-5.6921,-5.6921,9.2954,9.2954
20250422,1444,力麗,listed,7.2,7.28,7.18,7.21,529090.0,3824577.0,,data/daily_price/20250422.csv,7.388,7.3625,7.3625,7.3625,7.3463,-1.0974,-5.6283,,,,1275744.25,0.4147,7.73,7.73,7.73,6.67,6.67,6.67,-2.0713,-2.0713,-2.0713,-1.855,-6.727,-6.727,-6.727,8.096,8.096
20250423,1444,力麗,listed,7.31,7.42,7.3,7.32,365448.0,2685342.0,,data/daily_price/20250423.csv,7.348,7.3592,7.3592,7.3592,7.3441,1.5257,-2.6596,,,,1205721.4615,0.3031,7.73,7.73,7.73,6.67,6.67,6.67,-0.5331,-0.5331,-0.5331,-0.3279,-5.304,-5.304,-5.304,9.7451,9.7451
20250424,1444,力麗,listed,7.32,7.39,7.27,7.29,400535.0,2924757.0,,data/daily_price/20250424.csv,7.312,7.3543,7.3543,7.3543,7.3396,-0.4098,-2.4096,,,,1148208.1429,0.3488,7.73,7.73,7.73,6.67,6.67,6.67,-0.8741,-0.8741,-0.8741,-0.6755,-5.6921,-5.6921,-5.6921,9.2954,9.2954
20250425,1444,力麗,listed,7.33,7.39,7.31,7.33,503629.0,3699690.0,,data/daily_price/20250425.csv,7.288,7.3527,7.3527,7.3527,7.3388,0.5487,-1.6107,,,,1105236.2,0.4557,7.73,7.73,7.73,6.67,6.67,6.67,-0.3083,-0.3083,-0.3083,-0.1196,-5.1746,-5.1746,-5.1746,9.8951,9.8951
20250428,1444,力麗,listed,7.34,7.4,7.34,7.34,265544.0,1952846.0,,data/daily_price/20250428.csv,7.298,7.3519,7.3519,7.3519,7.3389,0.1364,0.6859,,,,1052755.4375,0.2522,7.73,7.73,7.73,6.67,6.67,6.67,-0.1615,-0.1615,-0.1615,0.0153,-5.0453,-5.0453,-5.0453,10.045,10.045
20250429,1444,力麗,listed,7.35,7.45,7.35,7.42,257847.0,1912405.0,,data/daily_price/20250429.csv,7.34,7.3559,7.3559,7.3559,7.3456,1.0899,2.9126,,,,1005996.1176,0.2563,7.73,7.73,7.73,6.67,6.67,6.67,0.8717,0.8717,0.8717,1.0123,-4.0103,-4.0103,-4.0103,11.2444,11.2444
20250430,1444,力麗,listed,7.52,7.55,7.42,7.44,508247.0,3805003.0,,data/daily_price/20250430.csv,7.364,7.3606,7.3606,7.3606,7.3535,0.2695,1.6393,,,,978343.3889,0.5195,7.73,7.73,7.73,6.67,6.67,6.67,1.0793,1.0793,1.0793,1.1763,-3.7516,-3.7516,-3.7516,11.5442,11.5442
20250502,1444,力麗,listed,7.48,7.57,7.47,7.54,545535.0,4104425.0,,data/daily_price/20250502.csv,7.414,7.37,7.37,7.37,7.369,1.3441,3.4294,,,,955564.0,0.5709,7.73,7.73,7.73,6.67,6.67,6.67,2.3066,2.3066,2.3066,2.3199,-2.458,-2.458,-2.458,13.0435,13.0435
20250505,1444,力麗,listed,7.6,7.82,7.56,7.65,1107703.0,8510704.0,,data/daily_price/20250505.csv,7.478,7.384,7.384,7.384,7.3925,1.4589,4.3656,,,,963170.95,1.1501,7.82,7.82,7.82,6.67,6.67,6.67,3.6024,3.6024,3.6024,3.4839,-2.1739,-2.1739,-2.1739,14.6927,14.6927
20250506,1444,力麗,listed,7.67,7.75,7.59,7.68,285917.0,2190512.0,,data/daily_price/20250506.csv,7.546,7.4035,7.3981,7.3981,7.4164,0.3922,4.6322,5.3498,,,846499.5,0.3378,7.82,7.82,7.82,6.67,6.67,6.67,3.7347,3.8105,3.8105,3.554,-1.7903,-1.7903,-1.7903,15.1424,15.1424
20250507,1444,力麗,listed,7.68,7.7,7.61,7.66,286611.0,2194272.0,,data/daily_price/20250507.csv,7.594,7.4425,7.41,7.41,7.4367,-0.2604,3.2345,11.3372,,,732229.45,0.3914,7.82,7.82,7.82,6.67,6.67,6.67,2.9224,3.3738,3.3738,3.0024,-2.046,-2.046,-2.046,14.8426,14.8426
20250508,1444,力麗,listed,7.66,7.73,7.64,7.69,240218.0,1845595.0,,data/daily_price/20250508.csv,7.644,7.4805,7.4222,7.4222,7.4578,0.3916,3.3602,10.9668,,,564575.5,0.4255,7.82,7.82,7.82,7.18,6.67,6.67,2.8006,3.6085,3.6085,3.1132,-1.6624,-1.6624,-1.6624,15.2924,15.2924
20250509,1444,力麗,listed,7.67,7.7,7.62,7.69,616269.0,4721877.0,,data/daily_price/20250509.csv,7.674,7.484,7.4333,7.4333,7.4772,0.0,1.9894,0.9186,,,520533.5,1.1839,7.82,7.82,7.82,7.18,6.67,6.67,2.7525,3.4529,3.4529,2.8464,-1.6624,-1.6624,-1.6624,15.2924,15.2924
20250512,1444,力麗,listed,7.6,7.65,7.57,7.6,819657.0,6235797.0,,data/daily_price/20250512.csv,7.664,7.4855,7.44,7.44,7.4874,-1.1704,-0.6536,0.3963,,,511928.45,1.6011,7.82,7.82,7.82,7.18,6.67,6.67,1.5296,2.1505,2.1505,1.5037,-2.8133,-2.8133,-2.8133,13.943,13.943
