date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,34.5,34.75,34.35,34.5,13022117,,,,,,,,,,,
20251104,34.65,34.95,34.6,34.75,13728331,,,,,,0.7246,,,,,
20251105,34.85,35.5,34.45,35.45,32167279,,,,,,2.0144,,,,,
20251106,35.5,35.7,35.3,35.45,23636583,,,,,,0.0,,,,,
20251107,35.65,35.7,34.85,34.85,12309758,35.0,35.0,35.0,35.0,34.6843,-1.6925,,,0.6488,-0.4286,-2.381
20251110,34.85,34.9,34.45,34.65,10836936,35.03,34.9417,34.9417,34.9417,34.6814,-0.5739,0.4348,,0.6151,-0.8347,-2.9412
20251111,34.8,34.95,34.55,34.75,16617480,35.03,34.9143,34.9143,34.9143,34.6872,0.2886,0.0,,0.951,-0.4705,-2.6611
20251112,34.95,35.95,34.95,35.6,25668178,35.06,35.0,35.0,35.0,34.7632,2.446,0.4231,,1.3876,1.7143,-0.9736
20251113,35.35,35.75,35.35,35.35,16012683,35.04,35.0389,35.0389,35.0389,34.8121,-0.7022,-0.2821,,0.8787,0.8879,-1.669
20251114,35.3,35.55,35.1,35.1,16759863,35.09,35.045,35.045,35.045,34.8361,-0.7072,0.7174,,0.9272,0.1569,-2.3644
20251117,35.2,35.35,35.0,35.2,20604313,35.2,35.0591,35.0591,35.0591,34.8664,0.2849,1.5873,,1.1256,0.4019,-2.0862
20251118,34.95,35.3,34.8,35.2,38059650,35.29,35.0708,35.0708,35.0708,34.8942,0.0,1.295,,1.9076,0.3683,-2.0862
20251119,35.5,35.85,34.55,34.9,53399189,35.15,35.0577,35.0577,35.0577,34.8947,-0.8523,-1.9663,,2.3707,-0.4498,-2.9207
20251120,35.2,36.05,35.15,36.05,46909370,35.29,35.1286,35.1286,35.1286,34.991,3.2951,1.9802,,1.9331,2.623,0.0
20251121,35.65,36.25,35.45,35.65,49322560,35.4,35.1633,35.1633,35.1633,35.0459,-1.1096,1.567,,1.9016,1.384,-1.6552
20251124,35.6,36.2,35.5,36.05,65549775,35.57,35.2188,35.2188,35.2188,35.1296,1.122,2.4148,,2.3071,2.3602,-0.5517
