# PRICE_WINDOW_136

columns=date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,148.0,153.0,148.0,153.0,111367,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,152.5,153.5,146.5,149.0,91926,,,,,,-2.6144,,,,,

PRICE_WINDOW_180_ROW_003=20251105,146.5,149.0,146.0,146.5,64065,,,,,,-1.6779,,,,,

PRICE_WINDOW_180_ROW_004=20251106,146.5,153.0,146.5,146.5,87662,,,,,,0.0,,,,,

PRICE_WINDOW_180_ROW_005=20251107,145.5,145.5,144.5,145.0,38338,148.0,148.0,148.0,148.0,151.1249,-1.0239,,,0.4873,-2.027,-5.5375

PRICE_WINDOW_180_ROW_006=20251110,145.0,145.5,143.0,144.5,49800,146.3,147.4167,147.4167,147.4167,150.5728,-0.3448,-5.5556,,0.6743,-1.9785,-5.8632

PRICE_WINDOW_180_ROW_007=20251111,144.5,146.0,143.0,144.5,26057,145.4,147.0,147.0,147.0,150.0668,0.0,-3.0201,,0.3887,-1.7007,-5.8632

PRICE_WINDOW_180_ROW_008=20251112,146.0,147.0,145.0,146.0,32679,145.3,146.875,146.875,146.875,149.7279,1.0381,-0.3413,,0.5209,-0.5957,-4.886

PRICE_WINDOW_180_ROW_009=20251113,146.0,149.5,145.0,148.0,91822,145.6,147.0,147.0,147.0,149.5839,1.3699,1.0239,,1.3919,0.6803,-3.5831

PRICE_WINDOW_180_ROW_010=20251114,149.0,156.0,147.5,154.5,166860,147.5,147.75,147.75,147.75,149.9936,4.3919,6.5517,,2.1939,4.5685,-0.9615

PRICE_WINDOW_180_ROW_011=20251117,155.0,157.5,145.5,146.0,151092,147.8,147.5909,147.5909,147.5909,149.6608,-5.5016,1.0381,,1.823,-1.0779,-7.3016

PRICE_WINDOW_180_ROW_012=20251118,145.5,145.5,137.0,141.5,113397,147.2,147.0833,147.0833,147.0833,148.9807,-3.0822,-2.0761,,1.3275,-3.796,-10.1587

PRICE_WINDOW_180_ROW_013=20251119,142.0,142.0,135.0,139.0,73245,145.8,146.4615,146.4615,146.4615,148.149,-1.7668,-4.7945,,0.867,-5.0945,-11.746

PRICE_WINDOW_180_ROW_014=20251120,140.0,141.5,136.0,136.0,58205,143.4,145.7143,145.7143,145.7143,147.1366,-2.1583,-8.1081,,0.7046,-6.6667,-13.6508

PRICE_WINDOW_180_ROW_015=20251121,132.5,138.0,132.0,133.5,41386,139.2,144.9,144.9,144.9,146.0002,-1.8382,-13.5922,,0.5182,-7.8675,-15.2381

PRICE_WINDOW_180_ROW_016=20251124,133.5,137.0,133.5,135.0,28004,137.0,144.2812,144.2812,144.2812,145.0835,1.1236,-7.5342,,0.3655,-6.4327,-14.2857

PRICE_WINDOW_180_ROW_017=20251125,136.0,137.5,136.0,136.0,13245,135.9,143.7941,143.7941,143.7941,144.3265,0.7407,-3.8869,,0.1817,-5.4203,-13.6508

PRICE_WINDOW_180_ROW_018=20251126,136.5,138.5,136.5,136.5,16450,135.4,143.3889,143.3889,143.3889,143.6743,0.3676,-1.7986,,0.2358,-4.8043,-13.3333

PRICE_WINDOW_180_ROW_019=20251127,137.0,137.5,136.5,137.0,8790,135.6,143.0526,143.0526,143.0526,143.1181,0.3663,0.7353,,0.1321,-4.2311,-13.0159

PRICE_WINDOW_180_ROW_020=20251128,139.0,143.0,138.5,140.5,44765,137.0,142.925,142.925,142.925,142.9,2.5547,5.2434,,0.6839,-1.6967,-10.7937

PRICE_WINDOW_180_ROW_021=20251201,142.0,142.0,137.0,137.0,34884,137.4,142.125,142.6429,142.6429,142.4083,-2.4911,1.4815,-10.4575,0.566,-3.606,-13.0159

PRICE_WINDOW_180_ROW_022=20251202,137.5,140.5,136.0,138.5,15005,137.9,141.6,142.4545,142.4545,142.0826,1.0949,1.8382,-7.047,0.2597,-2.1893,-12.0635

PRICE_WINDOW_180_ROW_023=20251203,138.0,139.0,136.5,138.0,19367,138.2,141.175,142.2609,142.2609,141.7424,-0.361,1.0989,-5.802,0.3486,-2.249,-12.381

PRICE_WINDOW_180_ROW_024=20251204,138.5,138.5,136.5,138.5,18836,138.5,140.775,142.1042,142.1042,141.4722,0.3623,1.0949,-5.4608,0.3615,-1.6161,-12.0635

PRICE_WINDOW_180_ROW_025=20251205,140.0,146.0,137.0,138.5,100579,138.1,140.45,141.96,141.96,141.2245,0.0,-1.4235,-4.4828,1.8213,-1.3884,-12.0635

PRICE_WINDOW_180_ROW_026=20251208,138.5,138.5,137.5,137.5,14238,138.2,140.1,141.7885,141.7885,140.9141,-0.722,0.365,-4.8443,0.2664,-1.8558,-12.6984

PRICE_WINDOW_180_ROW_027=20251209,137.5,137.5,136.0,136.5,22516,137.8,139.7,141.5926,141.5926,140.5463,-0.7273,-1.444,-5.5363,0.4227,-2.2906,-13.3333

PRICE_WINDOW_180_ROW_028=20251210,136.5,137.0,133.0,135.0,61235,137.2,139.15,141.3571,141.3571,140.0841,-1.0989,-2.1739,-7.5342,1.1196,-2.9824,-14.2857

PRICE_WINDOW_180_ROW_029=20251211,135.5,137.0,135.0,136.5,19416,136.8,138.575,141.1897,141.1897,139.7854,1.1111,-1.444,-7.7703,0.3801,-1.4974,-13.3333

PRICE_WINDOW_180_ROW_030=20251212,140.0,143.0,136.5,142.0,90035,137.5,137.95,141.2167,141.2167,139.97,4.0293,2.5271,-8.0906,1.9061,2.9358,-9.8413

PRICE_WINDOW_180_ROW_031=20251215,139.5,140.5,138.0,138.5,32713,137.7,137.575,141.129,141.129,139.8475,-2.4648,0.7273,-5.137,0.7918,0.6724,-12.0635

PRICE_WINDOW_180_ROW_032=20251216,137.5,137.5,135.5,136.0,28085,137.6,137.3,140.9688,140.9688,139.5268,-1.8051,-0.3663,-3.8869,0.758,-0.9468,-13.6508

PRICE_WINDOW_180_ROW_033=20251217,136.0,139.5,136.0,137.0,18360,138.0,137.2,140.8485,140.8485,139.3163,0.7353,1.4815,-1.4388,0.5352,-0.1458,-13.0159

PRICE_WINDOW_180_ROW_034=20251218,140.0,140.0,136.0,137.0,22717,138.1,137.25,140.7353,140.7353,139.1233,0.0,0.3663,0.7353,0.6983,-0.1821,-13.0159

PRICE_WINDOW_180_ROW_035=20251219,141.0,141.0,136.5,137.5,25898,137.2,137.45,140.6429,140.6429,138.988,0.365,-3.169,2.9963,0.8155,0.0364,-12.6984

