# PRICE_WINDOW_136

columns=date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,35.7,35.7,34.0,35.0,45000,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,35.25,35.25,34.5,35.0,14000,,,,,,0.0,,,,,

PRICE_WINDOW_180_ROW_003=20251105,35.3,35.3,34.75,34.85,16000,,,,,,-0.4286,,,,,

PRICE_WINDOW_180_ROW_004=20251106,34.95,35.45,34.85,35.4,45000,,,,,,1.5782,,,,,

PRICE_WINDOW_180_ROW_005=20251107,35.3,35.3,35.0,35.3,29000,35.11,35.11,35.11,35.11,35.0451,-0.2825,,,0.9732,0.5412,-1.1204

PRICE_WINDOW_180_ROW_006=20251110,35.3,35.45,34.9,35.4,17000,35.19,35.1583,35.1583,35.1583,35.0746,0.2833,1.1429,,0.6145,0.6874,-0.8403

PRICE_WINDOW_180_ROW_007=20251111,35.45,35.75,35.0,35.45,25000,35.28,35.2,35.2,35.2,35.1059,0.1412,1.2857,,0.9162,0.7102,-0.8392

PRICE_WINDOW_180_ROW_008=20251112,35.45,35.75,35.45,35.45,29000,35.4,35.2312,35.2312,35.2312,35.1346,0.0,1.7217,,1.0545,0.6209,-0.8392

PRICE_WINDOW_180_ROW_009=20251113,36.5,37.8,35.75,37.35,160000,35.79,35.4667,35.4667,35.4667,35.3192,5.3597,5.5085,,3.7895,5.3102,-1.1905

PRICE_WINDOW_180_ROW_010=20251114,37.35,38.2,37.35,37.8,82000,36.29,35.7,35.7,35.7,35.5259,1.2048,7.0822,,1.7749,5.8824,-1.0471

PRICE_WINDOW_180_ROW_011=20251117,37.1,38.95,36.6,37.8,114000,36.77,35.8909,35.8909,35.8909,35.7154,0.0,6.7797,,2.1771,5.3191,-2.9525

PRICE_WINDOW_180_ROW_012=20251118,37.8,37.85,37.2,37.85,76000,37.25,36.0542,36.0542,36.0542,35.8933,0.1323,6.7701,,1.3988,4.9809,-2.8241

PRICE_WINDOW_180_ROW_013=20251119,38.0,38.0,37.35,37.85,55000,37.73,36.1923,36.1923,36.1923,36.0564,0.0,6.7701,,1.0113,4.5802,-2.8241

PRICE_WINDOW_180_ROW_014=20251120,38.0,38.9,38.0,38.0,48000,37.86,36.3214,36.3214,36.3214,36.2183,0.3963,1.7403,,0.8901,4.6214,-2.439

PRICE_WINDOW_180_ROW_015=20251121,37.85,38.95,37.2,38.95,96000,38.09,36.4967,36.4967,36.4967,36.446,2.5,3.0423,,1.6921,6.7221,0.0

PRICE_WINDOW_180_ROW_016=20251124,38.95,38.95,38.0,38.9,68000,38.31,36.6469,36.6469,36.6469,36.6505,-0.1284,2.9101,,1.1839,6.1482,-0.1284

