# PRICE_WINDOW_9

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20260522,29.7,29.85,29.57,29.85,155833.0,,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20260525,30.11,30.2,29.86,30.2,244007.0,,,,,,1.1725,,,,,,

PRICE_WINDOW_180_ROW_003=20260526,30.31,30.31,29.92,30.05,496178.0,,,,,,-0.4967,,,,,,

PRICE_WINDOW_180_ROW_004=20260527,30.29,30.55,30.07,30.18,343466.0,,,,,,0.4326,,,,,,

PRICE_WINDOW_180_ROW_005=20260528,29.75,30.01,29.57,29.89,132133.0,30.034,29.915,30.034,30.034,30.034,-0.9609,,,0.4817,-0.0836,-0.4795,-2.1604

PRICE_WINDOW_180_ROW_006=20260529,29.93,29.97,29.5,29.76,290879.0,30.016,29.9021,29.9883,29.9883,29.9883,-0.4349,-0.3015,,1.0498,-0.4752,-0.7614,-2.5859

PRICE_WINDOW_180_ROW_007=20260601,29.54,29.54,29.08,29.33,296192.0,29.842,29.8544,29.8943,29.8943,29.8943,-1.4449,-2.8808,,1.0585,-1.7566,-1.8876,-3.9935

PRICE_WINDOW_180_ROW_008=20260602,29.14,29.51,28.97,29.51,74349.0,29.734,29.8257,29.8462,29.8462,29.8462,0.6137,-1.797,,0.2926,-1.0585,-1.1266,-3.4043

PRICE_WINDOW_180_ROW_009=20260603,29.44,29.74,29.4,29.68,147712.0,29.634,29.8136,29.8278,29.8278,29.8278,0.5761,-1.6567,,0.6096,-0.448,-0.4954,-2.8478
