# PRICE_WINDOW_180

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20250903,112.5,113.0,111.5,113.0,48601.0,112.5,107.4884,105.72,107.215,110.1567,0.4444,1.3453,11.33,0.2532,5.1276,6.8861,-6.9959

PRICE_WINDOW_180_ROW_002=20250904,112.5,113.0,112.0,113.0,31014.0,112.4,107.9477,106.345,107.1067,110.1838,0.0,-0.4405,12.4378,0.1723,4.6803,6.2579,-6.9959

PRICE_WINDOW_180_ROW_003=20250905,113.0,113.0,111.0,111.0,56853.0,112.1,108.2021,106.925,106.9817,110.1915,-1.7699,-1.3333,11.67,0.3317,2.5858,3.8111,-8.642

PRICE_WINDOW_180_ROW_004=20250909,112.0,112.0,109.5,110.0,52768.0,111.9,108.3519,107.49,106.8567,110.1897,-0.9009,-0.9009,11.4488,0.321,1.5211,2.3351,-9.465

PRICE_WINDOW_180_ROW_005=20250910,110.0,110.5,109.5,110.5,69507.0,111.5,108.5309,107.99,106.7567,110.1926,0.4545,-1.7778,9.9502,0.4342,1.8143,2.3243,-9.0535

PRICE_WINDOW_180_ROW_006=20250911,110.0,110.0,107.0,108.0,146106.0,110.5,108.4867,108.39,106.6067,110.1725,-2.2624,-4.4248,8.0,0.9246,-0.4486,-0.3598,-11.1111

PRICE_WINDOW_180_ROW_007=20250917,108.0,108.0,106.5,106.5,116072.0,109.2,108.3211,108.615,106.465,110.1391,-1.3889,-5.7522,4.4118,0.7636,-1.6812,-1.9472,-12.3457

PRICE_WINDOW_180_ROW_008=20250918,107.5,108.0,106.5,106.5,46516.0,108.3,108.1693,108.79,106.365,110.1063,0.0,-4.0541,3.3981,0.3108,-1.5433,-2.105,-12.3457

PRICE_WINDOW_180_ROW_009=20250919,107.5,107.5,106.0,106.0,70968.0,107.5,107.9886,108.99,106.2483,110.0696,-0.4695,-3.6364,3.9216,0.4774,-1.8415,-2.7434,-12.7572

PRICE_WINDOW_180_ROW_010=20250922,107.0,107.0,104.5,105.0,143589.0,106.4,107.7395,109.215,106.0483,110.0248,-0.9434,-4.9774,4.4776,0.9593,-2.5427,-3.8594,-13.5802

PRICE_WINDOW_180_ROW_011=20250923,105.5,105.5,103.5,104.5,165988.0,105.7,107.4696,109.45,105.8567,109.9763,-0.4762,-3.2407,4.7094,1.0786,-2.7632,-4.5226,-13.9918

PRICE_WINDOW_180_ROW_012=20250924,104.5,105.5,103.5,104.5,175208.0,105.3,107.2221,109.675,105.6483,109.9287,0.0,-1.8779,4.5,1.105,-2.5387,-4.7185,-13.9918

PRICE_WINDOW_180_ROW_013=20250925,106.5,106.5,103.5,105.0,153791.0,105.0,107.0369,109.5,105.44,109.8862,0.4785,-1.4085,-3.2258,1.1665,-1.903,-4.1096,-13.5802

PRICE_WINDOW_180_ROW_014=20250926,104.5,104.5,101.5,103.0,234956.0,104.4,106.7005,109.05,105.19,109.8274,-1.9048,-2.8302,-8.0357,1.9834,-3.4681,-5.5479,-15.2263

PRICE_WINDOW_180_ROW_015=20250930,104.0,104.5,103.0,104.0,148853.0,104.2,106.4755,108.575,104.9233,109.778,0.9709,-0.9524,-8.37,1.3029,-2.3249,-4.2137,-14.4033

PRICE_WINDOW_180_ROW_016=20251001,104.0,104.0,102.0,102.5,243522.0,103.8,106.1442,108.125,104.6067,109.7168,-1.4423,-1.9139,-8.0717,2.0215,-3.4332,-5.2023,-11.2554

PRICE_WINDOW_180_ROW_017=20251002,102.5,103.0,102.0,102.0,103746.0,103.3,105.7988,107.55,104.5233,109.6525,-0.4878,-2.3923,-10.1322,0.8875,-3.5906,-5.1604,-11.6883

PRICE_WINDOW_180_ROW_018=20251003,102.5,102.5,101.5,101.5,71396.0,102.6,105.4406,107.0,104.4817,109.5942,-0.4902,-3.3333,-9.7778,0.6184,-3.7373,-5.1402,-12.1212

