# PRICE_WINDOW_134

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,47.65,48.15,47.1,47.7,482000,,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,47.15,48.3,47.15,47.5,491000,,,,,,-0.4193,,,,,,

PRICE_WINDOW_180_ROW_003=20251105,47.0,47.2,46.3,46.75,500000,,,,,,-1.5789,,,,,,

PRICE_WINDOW_180_ROW_004=20251106,47.05,47.35,46.3,47.05,660000,,,,,,0.6417,,,,,,

PRICE_WINDOW_180_ROW_005=20251107,47.1,49.2,47.1,48.2,1360000,47.44,47.6127,47.44,47.44,47.44,2.4442,,,1.9468,1.2336,1.602,-2.0325

PRICE_WINDOW_180_ROW_006=20251110,48.8,48.8,47.1,47.35,1019000,47.37,47.5908,47.425,47.425,47.425,-1.7635,-0.7338,,1.3551,-0.5059,-0.1581,-3.7602

PRICE_WINDOW_180_ROW_007=20251111,47.75,47.75,45.35,46.15,1649000,47.1,47.4707,47.2429,47.2429,47.2429,-2.5343,-2.8421,,1.8736,-2.7821,-2.3133,-6.1992

PRICE_WINDOW_180_ROW_008=20251112,46.3,47.25,46.2,46.5,514000,47.05,47.3898,47.15,47.15,47.15,0.7584,-0.5348,,0.616,-1.8776,-1.3786,-5.4878

PRICE_WINDOW_180_ROW_009=20251113,46.9,46.9,44.4,44.65,1241000,46.57,47.1615,46.8722,46.8722,46.8722,-3.9785,-5.101,,1.4109,-5.3253,-4.741,-9.248

PRICE_WINDOW_180_ROW_010=20251114,44.25,45.4,44.15,44.9,659000,45.91,46.973,46.675,46.675,46.675,0.5599,-6.8465,,0.7685,-4.4132,-3.8029,-8.7398

PRICE_WINDOW_180_ROW_011=20251117,45.05,45.05,44.0,44.15,541000,45.27,46.7378,46.4455,46.4455,46.4455,-1.6704,-6.7582,,0.6528,-5.5368,-4.9423,-10.2642

PRICE_WINDOW_180_ROW_012=20251118,44.05,44.15,42.95,42.95,642000,44.63,46.4221,46.1542,46.1542,46.1542,-2.718,-6.9339,,0.7895,-7.4795,-6.9423,-12.7033

