date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,51.0,51.0,49.95,50.3,1947000,,,,,,,,,,,
20251104,52.2,52.2,47.95,47.95,3524000,,,,,,-4.672,,,,,
20251105,46.8,48.3,45.4,47.95,2350000,,,,,,0.0,,,,,
20251106,48.05,50.0,48.0,49.9,1757000,,,,,,4.0667,,,,,
20251107,49.5,49.5,47.5,47.6,1477000,48.74,48.74,48.74,48.74,49.729,-4.6092,,,0.668,-2.3389,-8.8123
20251110,48.35,49.2,47.95,48.25,1065000,48.33,48.6583,48.6583,48.6583,49.6058,1.3655,-4.0755,,0.5272,-0.8392,-7.567
20251111,49.5,53.0,49.4,53.0,5895000,49.34,49.2786,49.2786,49.2786,49.8886,9.8446,10.5318,,2.2906,7.5518,0.0
20251112,56.8,58.3,56.0,58.3,16701000,51.41,50.4062,50.4062,50.4062,50.5896,10.0,21.585,,3.8486,15.6603,0.0
20251113,59.5,64.1,57.5,64.1,39280000,54.25,51.9278,51.9278,51.9278,51.7155,9.9485,28.4569,,4.7776,23.4407,0.0
20251114,64.1,70.0,63.1,68.2,35301000,58.37,53.555,53.555,53.555,53.0892,6.3963,43.2773,,3.2298,27.3457,-2.5714
20251117,71.5,72.0,66.6,67.0,20651000,62.12,54.7773,54.7773,54.7773,54.2484,-1.7595,38.8601,,1.7481,22.3135,-6.9444
20251118,64.9,65.2,60.3,60.8,4513000,63.68,55.2792,55.2792,55.2792,54.7944,-9.2537,14.717,,0.4028,9.9872,-15.5556
20251119,60.0,60.5,58.0,60.4,2450000,64.1,55.6731,55.6731,55.6731,55.2615,-0.6579,3.6021,,0.2326,8.4905,-16.1111
20251120,65.0,66.4,63.7,65.6,3276000,64.4,56.3821,56.3821,56.3821,56.123,8.6093,2.3401,,0.3272,16.3489,-8.8889
20251121,61.5,62.6,60.0,61.1,1912000,62.98,56.6967,56.6967,56.6967,56.5378,-6.8598,-10.4106,,0.2018,7.7665,-15.1389
20251124,62.2,63.0,60.3,60.6,1000000,61.7,56.9406,56.9406,56.9406,56.8763,-0.8183,-9.5522,,0.1118,6.4267,-15.8333
20251125,61.3,62.0,60.8,60.8,715000,61.7,57.1676,57.1676,57.1676,57.2033,0.33,0.0,,0.0845,6.3539,-15.5556
20251126,61.2,61.2,56.6,56.8,2361000,60.98,57.1472,57.1472,57.1472,57.1697,-6.5789,-5.9603,,0.2907,-0.6076,-21.1111
20251127,58.0,60.0,57.5,59.9,1088000,59.84,57.2921,57.2921,57.2921,57.3972,5.4577,-8.689,,0.1404,4.5519,-16.8056
20251128,60.2,61.6,60.2,60.7,1215000,59.76,57.4625,57.4625,57.4625,57.6724,1.3356,-0.6547,,0.1637,5.6341,-15.6944
20251201,61.5,62.5,59.5,61.0,2161000,59.84,57.9975,57.631,57.631,57.9497,0.4942,0.6601,21.2724,0.2907,5.1769,-15.2778
20251202,62.9,67.1,60.2,67.1,34209000,61.1,58.955,58.0614,58.0614,58.7123,10.0,10.3618,39.9374,3.8142,13.8156,-6.8056
20251203,68.2,69.3,64.5,64.5,51725000,62.64,59.7825,58.3413,58.3413,59.1946,-3.8748,13.5563,34.5151,4.5224,7.8911,-10.4167
20251204,64.2,66.5,63.5,65.5,11483000,63.76,60.5625,58.6396,58.6396,59.72,1.5504,9.3489,31.2625,0.963,8.1527,-9.0278
20251205,65.2,66.0,63.1,65.9,8947000,64.8,61.4775,58.93,58.93,60.235,0.6107,8.5667,38.4454,0.7276,7.1937,-8.4722
20251208,65.9,69.0,64.6,66.6,18289000,65.92,62.395,59.225,59.225,60.7654,1.0622,9.1803,38.0311,1.3899,6.7393,-7.5
20251209,66.6,69.9,65.7,68.8,18407000,66.26,63.185,59.5796,59.5796,61.435,3.3033,2.5335,29.8113,1.3354,8.8866,-4.4444
20251210,68.8,69.9,65.2,66.5,12805000,66.66,63.595,59.8268,59.8268,61.8571,-3.343,3.1008,14.0652,0.9423,4.568,-7.6389
20251211,66.1,68.4,65.4,66.2,9478000,66.8,63.7,60.0466,60.0466,62.219,-0.4511,1.0687,3.2761,0.7834,3.9246,-8.0556
20251212,66.5,67.4,64.0,65.0,5035000,66.62,63.54,60.2117,60.2117,62.4507,-1.8127,-1.3657,-4.6921,0.4756,2.2978,-9.7222
20251215,63.2,64.0,62.9,63.6,2934000,66.02,63.37,60.321,60.321,62.5465,-2.1538,-4.5045,-5.0746,0.3025,0.3629,-11.6667
20251216,63.5,63.7,60.4,60.9,3568000,64.44,63.375,60.3391,60.3391,62.4093,-4.2453,-11.4826,0.1645,0.3696,-3.9053,-15.4167
20251217,61.3,61.6,59.8,60.1,2187000,63.16,63.36,60.3318,60.3318,62.2169,-1.3136,-9.6241,-0.4967,0.2269,-5.1452,-16.5278
20251218,60.0,60.4,59.2,59.5,1980000,61.82,63.055,60.3074,60.3074,61.9904,-0.9983,-10.1208,-9.2988,0.2068,-5.6379,-17.3611
20251219,60.0,61.5,59.8,59.8,1646000,60.78,62.99,60.2929,60.2929,61.8079,0.5042,-8.0,-2.1277,0.1721,-5.0643,-16.9444
20251222,60.8,65.3,60.8,64.0,5504000,60.86,63.16,60.3958,60.3958,61.9906,7.0234,0.6289,5.6106,0.5624,1.33,-11.1111
20251223,64.6,64.9,63.4,64.3,2712000,61.54,63.335,60.5014,60.5014,62.183,0.4687,5.5829,5.7566,0.2743,1.5236,-10.6944
20251224,64.6,66.2,63.7,64.7,3160000,62.46,63.73,60.6118,60.6118,62.3928,0.6221,7.6539,13.9085,0.3183,1.522,-10.1389
20251226,65.8,68.5,65.8,67.1,11689000,63.98,64.09,60.7782,60.7782,62.7851,3.7094,12.7731,12.02,1.1178,4.6965,-6.8056
20251229,67.8,73.8,67.7,73.8,17614000,66.78,64.745,61.1038,61.1038,63.703,9.9851,23.4114,21.5815,1.562,13.9856,0.0
20251230,74.3,74.7,69.3,70.5,27544000,68.08,65.22,61.3329,61.3329,64.2694,-4.4715,10.1562,15.5738,2.1955,8.0957,-5.6225
20251231,70.9,71.2,69.0,69.9,8141000,69.2,65.36,61.5369,61.5369,64.7386,-0.8511,8.7092,4.1729,0.7241,6.9461,-6.4257
20260102,70.1,70.2,67.9,68.2,4626000,69.9,65.545,61.6919,61.6919,65.0271,-2.432,5.4096,5.7364,0.5205,4.0507,-8.7015
20260105,68.2,68.8,64.3,64.3,5630000,69.34,65.485,61.7511,61.7511,64.9665,-5.7185,-4.1729,-1.8321,0.655,-1.8096,-13.9224
20260106,64.3,65.5,63.2,64.7,3416000,67.52,65.425,61.8167,61.8167,64.9443,0.6221,-12.3306,-1.8209,0.4107,-1.1081,-13.3869
20260107,65.7,68.7,65.3,68.0,7164000,67.02,65.495,61.9511,61.9511,65.1989,5.1005,-3.5461,2.1021,0.923,3.8247,-8.9692
20260108,69.3,72.4,68.1,68.8,16636000,66.8,65.495,62.0968,62.0968,65.499,1.1765,-1.5737,0.0,2.168,5.0462,-7.8983
20260109,69.2,70.7,66.1,70.7,7711000,67.3,65.705,62.276,62.276,65.9324,2.7616,3.6657,6.3158,1.0394,7.6022,-5.3548
20260112,70.9,72.1,69.4,69.9,8004000,68.42,65.89,62.4316,62.4316,66.263,-1.1315,8.7092,5.5891,1.0897,6.0859,-6.4257
20260113,69.5,70.3,67.3,69.3,6444000,69.34,66.105,62.569,62.569,66.5161,-0.8584,7.1097,6.6154,0.869,4.8332,-7.2289
20260114,69.3,72.0,68.4,69.7,7935000,69.68,66.41,62.7088,62.7088,66.7814,0.5772,2.5,9.5912,1.0352,4.9541,-6.6934
20260115,71.9,76.6,71.9,76.6,15833000,71.24,67.195,62.976,62.976,67.5997,9.8996,11.3372,25.78,1.9125,13.9966,0.0
20260116,84.2,84.2,81.5,84.2,13644000,73.94,68.4,63.3764,63.3764,68.983,9.9217,19.0948,40.0998,1.5414,23.0994,0.0
20260119,88.0,92.6,88.0,92.6,21453000,78.48,70.055,63.9176,63.9176,70.9511,9.9762,32.475,55.6303,2.1834,32.1819,0.0
