# PRICE_WINDOW_136

columns=date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,16.65,16.8,16.65,16.7,1164784,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,16.7,16.85,16.7,16.8,712982,,,,,,0.5988,,,,,

PRICE_WINDOW_180_ROW_003=20251105,16.8,16.8,16.6,16.65,594318,,,,,,-0.8929,,,,,

PRICE_WINDOW_180_ROW_004=20251106,16.7,16.8,16.65,16.75,720646,,,,,,0.6006,,,,,

PRICE_WINDOW_180_ROW_005=20251107,16.7,16.75,16.65,16.7,246674,16.72,16.72,16.72,16.72,16.7067,-0.2985,,,0.3586,-0.1196,-0.8902

PRICE_WINDOW_180_ROW_006=20251110,16.65,16.7,16.6,16.65,432496,16.71,16.7083,16.7083,16.7083,16.702,-0.2994,-0.2994,,0.6702,-0.3491,-1.1869

PRICE_WINDOW_180_ROW_007=20251111,16.65,16.7,16.6,16.65,406173,16.68,16.7,16.7,16.7,16.6977,0.0,-0.8929,,0.6646,-0.2994,-1.1869

PRICE_WINDOW_180_ROW_008=20251112,16.7,16.7,16.6,16.65,323049,16.68,16.6937,16.6937,16.6937,16.6937,0.0,0.0,,0.5617,-0.2621,-1.1869

PRICE_WINDOW_180_ROW_009=20251113,16.65,16.65,16.5,16.55,832109,16.64,16.6778,16.6778,16.6778,16.6817,-0.6006,-1.194,,1.3784,-0.7662,-1.7804

PRICE_WINDOW_180_ROW_010=20251114,16.5,16.6,16.5,16.55,1102960,16.61,16.665,16.665,16.665,16.6707,0.0,-0.8982,,1.6875,-0.6901,-1.7804

PRICE_WINDOW_180_ROW_011=20251117,16.55,16.55,16.3,16.35,2520897,16.55,16.6364,16.6364,16.6364,16.644,-1.2085,-1.8018,,3.0617,-1.7213,-2.9674

PRICE_WINDOW_180_ROW_012=20251118,16.35,16.4,16.3,16.3,937004,16.48,16.6083,16.6083,16.6083,16.6154,-0.3058,-2.1021,,1.1251,-1.8565,-3.2641

PRICE_WINDOW_180_ROW_013=20251119,16.5,16.55,16.35,16.5,2358934,16.45,16.6,16.6,16.6,16.6057,1.227,-0.9009,,2.4825,-0.6024,-2.0772

PRICE_WINDOW_180_ROW_014=20251120,16.6,16.7,16.55,16.55,1750777,16.45,16.5964,16.5964,16.5964,16.6011,0.303,0.0,,1.7379,-0.2798,-1.7804

PRICE_WINDOW_180_ROW_015=20251121,16.7,16.7,16.45,16.55,1256807,16.45,16.5933,16.5933,16.5933,16.5968,0.0,0.0,,1.2273,-0.2611,-1.7804

PRICE_WINDOW_180_ROW_016=20251124,16.55,16.65,16.55,16.65,1190046,16.51,16.5969,16.5969,16.5969,16.6013,0.6042,1.8349,,1.1505,0.3201,-1.1869

PRICE_WINDOW_180_ROW_017=20251125,16.65,16.65,16.5,16.6,666422,16.57,16.5971,16.5971,16.5971,16.6012,-0.3003,1.8405,,0.658,0.0177,-1.4837

PRICE_WINDOW_180_ROW_018=20251126,16.65,16.65,16.55,16.6,331707,16.59,16.5972,16.5972,16.5972,16.6011,0.0,0.6061,,0.3402,0.0167,-1.4837

PRICE_WINDOW_180_ROW_019=20251127,16.55,16.65,16.55,16.65,414327,16.61,16.6,16.6,16.6,16.6051,0.3012,0.6042,,0.4382,0.3012,-1.1869

PRICE_WINDOW_180_ROW_020=20251128,16.65,16.7,16.55,16.7,375578,16.64,16.605,16.605,16.605,16.613,0.3003,0.9063,,0.4096,0.5721,-0.8902

PRICE_WINDOW_180_ROW_021=20251201,16.55,16.7,16.55,16.7,422991,16.65,16.605,16.6095,16.6095,16.6203,0.0,0.3003,0.0,0.4808,0.5721,-0.8902

PRICE_WINDOW_180_ROW_022=20251202,16.7,16.7,16.6,16.65,362981,16.66,16.5975,16.6114,16.6114,16.6228,-0.2994,0.3012,-0.8929,0.4209,0.3163,-1.1869

PRICE_WINDOW_180_ROW_023=20251203,16.65,16.7,16.6,16.65,319044,16.67,16.5975,16.613,16.613,16.625,0.0,0.3012,0.0,0.376,0.3163,-1.1869

PRICE_WINDOW_180_ROW_024=20251204,16.6,16.65,16.55,16.65,342340,16.67,16.5925,16.6146,16.6146,16.6271,0.0,0.0,-0.597,0.4126,0.3465,-1.1869

PRICE_WINDOW_180_ROW_025=20251205,16.65,16.7,16.55,16.55,666823,16.64,16.585,16.612,16.612,16.6207,-0.6006,-0.8982,-0.8982,0.7839,-0.211,-1.7804

PRICE_WINDOW_180_ROW_026=20251208,16.6,16.7,16.55,16.6,589393,16.62,16.5825,16.6115,16.6115,16.619,0.3021,-0.5988,-0.3003,0.6865,0.1055,-1.4837

