date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,171.5,172.5,170.0,170.5,74000,,,,,,,,,,,
20251104,170.5,171.0,168.0,170.0,120000,,,,,,-0.2933,,,,,
20251105,169.0,169.0,167.0,168.5,88000,,,,,,-0.8824,,,,,
20251106,168.5,169.0,166.0,166.5,153000,,,,,,-1.1869,,,,,
20251107,175.0,180.0,175.0,178.0,479000,170.7,170.7,170.7,170.7,170.6473,6.9069,,,2.6204,4.2765,-1.1111
20251110,178.0,179.0,169.0,171.0,364000,170.8,170.75,170.75,170.75,170.6767,-3.9326,0.2933,,1.7089,0.1464,-5.0
20251111,171.0,172.0,169.5,170.5,205000,170.9,170.7143,170.7143,170.7143,170.662,-0.2924,0.2941,,0.9676,-0.1255,-5.2778
20251112,170.0,171.5,169.5,171.0,103000,171.4,170.75,170.75,170.75,170.6901,0.2933,1.4837,,0.5195,0.1464,-5.0
20251113,171.0,178.5,171.0,178.5,371000,173.8,171.6111,171.6111,171.6111,171.341,4.386,7.2072,,1.7062,4.0142,-0.8333
20251114,174.0,175.5,171.0,171.5,218000,172.5,171.6,171.6,171.6,171.3542,-3.9216,-3.6517,,1.0023,-0.0583,-4.7222
20251117,174.0,174.0,170.0,172.0,150000,172.7,171.6364,171.6364,171.6364,171.408,0.2915,0.5848,,0.7097,0.2119,-4.4444
20251118,171.0,171.0,166.0,167.0,247000,172.0,171.25,171.25,171.25,171.0407,-2.907,-2.0528,,1.1524,-2.4818,-7.2222
20251119,169.0,169.0,166.0,167.0,167000,171.2,170.9231,170.9231,170.9231,170.704,0.0,-2.3392,,0.7926,-2.2952,-7.2222
20251120,171.0,174.0,170.5,171.0,141000,169.7,170.9286,170.9286,170.9286,170.7286,2.3952,-4.2017,,0.6854,0.0418,-5.0
20251121,168.5,171.0,168.0,168.0,136000,169.0,170.7333,170.7333,170.7333,170.5013,-1.7544,-2.0408,,0.6764,-1.6009,-6.6667
20251124,168.5,170.5,168.0,169.0,48000,168.4,170.625,170.625,170.625,170.3761,0.5952,-1.7442,,0.2507,-0.9524,-6.1111
20251125,172.0,173.5,171.0,171.0,168000,169.2,170.6471,170.6471,170.6471,170.4281,1.1834,2.3952,,0.8837,0.2068,-5.0
20251126,172.0,174.5,172.0,174.5,110000,170.7,170.8611,170.8611,170.8611,170.7675,2.0468,4.491,,0.5925,2.1297,-3.0556
20251127,175.5,177.0,174.5,175.5,131000,171.6,171.1053,171.1053,171.1053,171.1618,0.5731,2.6316,,0.7167,2.5684,-2.5
20251128,175.5,178.5,175.5,178.0,118000,173.6,171.45,171.45,171.45,171.7317,1.4245,5.9524,,0.6572,3.8204,-1.1111
20251201,179.0,179.0,174.0,175.0,89000,174.8,171.675,171.619,171.619,172.004,-1.6854,3.5503,2.6393,0.4936,1.9368,-2.7778
20251202,176.5,176.5,173.0,173.5,76000,175.3,171.85,171.7045,171.7045,172.1287,-0.8571,1.462,2.0588,0.4267,0.9601,-3.6111
20251203,175.0,180.0,175.0,179.5,206000,176.3,172.4,172.0435,172.0435,172.743,3.4582,2.8653,6.5282,1.1196,4.1183,-0.2778
