# PRICE_WINDOW_136

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,27.2,27.45,27.1,27.45,47000,,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,27.5,30.1,27.5,28.4,182000,,,,,,3.4608,,,,,,

PRICE_WINDOW_180_ROW_003=20251105,28.4,29.3,28.4,29.0,142000,,,,,,2.1127,,,,,,

PRICE_WINDOW_180_ROW_004=20251106,29.05,29.1,28.65,28.95,110000,,,,,,-0.1724,,,,,,

PRICE_WINDOW_180_ROW_005=20251107,28.55,29.0,28.5,29.0,45000,28.56,27.8633,28.56,28.56,28.56,0.1727,,,0.4278,4.0797,1.5406,-3.6545

PRICE_WINDOW_180_ROW_006=20251110,28.7,29.55,28.65,29.3,179000,28.93,27.983,28.6833,28.6833,28.6833,1.0345,6.7395,,1.5234,4.7065,2.1499,-2.6578

PRICE_WINDOW_180_ROW_007=20251111,29.3,29.5,29.2,29.3,75000,29.11,28.0927,28.7714,28.7714,28.7714,0.0,3.169,,0.6731,4.2974,1.8371,-2.6578

PRICE_WINDOW_180_ROW_008=20251112,29.35,29.35,29.0,29.35,68000,29.18,28.1975,28.8438,28.8438,28.8438,0.1706,1.2069,,0.6415,4.0872,1.7551,-2.4917

PRICE_WINDOW_180_ROW_009=20251113,29.2,29.45,29.15,29.35,45000,29.26,28.2936,28.9,28.9,28.9,0.0,1.3817,,0.4535,3.7339,1.5571,-2.4917

PRICE_WINDOW_180_ROW_010=20251114,29.7,30.3,29.35,29.5,50000,29.36,28.3941,28.96,28.96,28.96,0.5111,1.7241,,0.5302,3.8949,1.8646,-2.6403

PRICE_WINDOW_180_ROW_011=20251117,30.0,30.0,29.5,29.8,74000,29.46,28.5113,29.0364,29.0364,29.0364,1.0169,1.7065,,0.8004,4.5201,2.6299,-1.6502

PRICE_WINDOW_180_ROW_012=20251118,29.5,29.95,29.2,29.5,82000,29.5,28.5936,29.075,29.075,29.075,-1.0067,0.6826,,0.8954,3.1698,1.4617,-2.6403

PRICE_WINDOW_180_ROW_013=20251119,29.8,29.8,28.75,29.7,56000,29.57,28.6858,29.1231,29.1231,29.1231,0.678,1.1925,,0.6303,3.5354,1.981,-1.9802

PRICE_WINDOW_180_ROW_014=20251120,29.8,29.8,29.35,29.75,22000,29.65,28.7745,29.1679,29.1679,29.1679,0.1684,1.3629,,0.2617,3.3901,1.9958,-1.8152

PRICE_WINDOW_180_ROW_015=20251121,29.45,29.5,28.75,29.5,60000,29.65,28.835,29.19,29.19,29.19,-0.8403,0.0,,0.7276,2.3063,1.062,-2.6403

PRICE_WINDOW_180_ROW_016=20251124,29.7,29.7,29.2,29.5,39000,29.59,28.8904,29.2094,29.2094,29.2094,0.0,-1.0067,,0.489,2.1101,0.995,-2.6403

PRICE_WINDOW_180_ROW_017=20251125,29.45,29.5,28.85,29.5,52000,29.59,28.9412,29.2265,29.2265,29.2265,0.0,0.0,,0.6657,1.9308,0.9359,-2.6403

PRICE_WINDOW_180_ROW_018=20251126,29.3,29.7,29.25,29.6,125000,29.57,28.9961,29.2472,29.2472,29.2472,0.339,-0.3367,,1.5485,2.0827,1.2062,-2.3102

PRICE_WINDOW_180_ROW_019=20251127,29.6,29.9,29.6,29.6,180000,29.54,29.0464,29.2658,29.2658,29.2658,0.0,-0.5042,,2.0943,1.9058,1.142,-2.3102

PRICE_WINDOW_180_ROW_020=20251128,30.45,30.6,29.8,29.9,80000,29.62,29.1176,29.2975,29.2975,29.2975,1.0135,1.3559,,0.934,2.6872,2.0565,-2.2876

PRICE_WINDOW_180_ROW_021=20251201,30.55,30.55,29.6,29.95,35000,29.71,29.1869,29.4225,29.3286,29.3286,0.1672,1.5254,9.1075,0.4115,2.6144,1.7928,-2.1242

PRICE_WINDOW_180_ROW_022=20251202,30.0,30.0,29.4,29.95,81000,29.8,29.2505,29.5,29.3568,29.3568,0.0,1.5254,5.4577,1.0125,2.3914,1.5254,-2.1242

PRICE_WINDOW_180_ROW_023=20251203,29.6,29.95,29.5,29.95,110000,29.87,29.3088,29.5475,29.3826,29.3826,0.0,1.1824,3.2759,1.4031,2.1877,1.3622,-2.1242

PRICE_WINDOW_180_ROW_024=20251204,29.95,32.9,29.8,32.6,877000,30.47,29.5831,29.73,29.5167,29.5167,8.8481,10.1351,12.6079,7.5118,10.1982,9.6535,-0.9119

PRICE_WINDOW_180_ROW_025=20251205,33.0,33.85,31.8,32.65,1042000,31.02,29.8386,29.9125,29.642,29.642,0.1534,9.1973,12.5862,6.2545,9.4218,9.1517,-3.5451

PRICE_WINDOW_180_ROW_026=20251208,32.4,32.7,32.0,32.7,225000,31.57,30.0771,30.0825,29.7596,29.7596,0.1531,9.182,11.6041,1.3321,8.7206,8.7011,-3.3973

PRICE_WINDOW_180_ROW_027=20251209,32.65,32.65,32.05,32.65,154000,32.11,30.2915,30.25,29.8667,29.8667,-0.1529,9.015,11.4334,0.8909,7.786,7.9339,-3.5451

PRICE_WINDOW_180_ROW_028=20251210,32.25,32.9,32.25,32.7,142000,32.66,30.4922,30.4175,29.9679,29.9679,0.1531,9.182,11.414,0.8043,7.2405,7.5039,-3.3973

PRICE_WINDOW_180_ROW_029=20251211,32.3,33.2,32.3,32.8,250000,32.7,30.6845,30.59,30.0655,30.0655,0.3058,0.6135,11.7547,1.3383,6.8943,7.2246,-3.1019

PRICE_WINDOW_180_ROW_030=20251212,32.85,32.85,32.5,32.75,109000,32.72,30.8566,30.7525,30.155,30.155,-0.1524,0.3063,11.0169,0.5744,6.136,6.4954,-3.2496

PRICE_WINDOW_180_ROW_031=20251215,32.65,33.75,31.8,32.75,143000,32.73,31.0144,30.9,30.2387,30.2387,0.0,0.1529,9.8993,0.7402,5.596,5.9871,-3.2496

PRICE_WINDOW_180_ROW_032=20251216,32.2,32.75,32.1,32.7,110000,32.74,31.1549,31.06,30.3156,30.3156,-0.1527,0.1531,10.8475,0.5653,4.9594,5.2801,-3.3973

PRICE_WINDOW_180_ROW_033=20251217,32.65,32.75,32.35,32.75,58000,32.75,31.2878,31.2125,30.3894,30.3894,0.1529,0.1529,10.2694,0.2979,4.6733,4.9259,-3.2496

PRICE_WINDOW_180_ROW_034=20251218,32.45,32.65,32.25,32.65,64000,32.72,31.4013,31.3575,30.4559,30.4559,-0.3053,-0.4573,9.7479,0.3252,3.9765,4.1218,-3.5451

PRICE_WINDOW_180_ROW_035=20251219,32.6,33.0,32.25,32.65,156000,32.7,31.5054,31.515,30.5186,30.5186,0.0,-0.3053,10.678,0.7738,3.6331,3.6015,-3.5451

PRICE_WINDOW_180_ROW_036=20251222,32.35,32.65,31.7,32.65,271000,32.68,31.6008,31.6725,30.5778,30.5778,0.0,-0.3053,10.678,1.2711,3.3203,3.0863,-3.5451

PRICE_WINDOW_180_ROW_037=20251223,32.65,32.65,32.25,32.65,88000,32.67,31.6882,31.83,30.6338,30.6338,0.0,-0.1529,10.678,0.4093,3.0352,2.5762,-3.5451

PRICE_WINDOW_180_ROW_038=20251224,32.5,32.65,32.45,32.65,38000,32.65,31.7684,31.9825,30.6868,30.6868,0.0,-0.3053,10.3041,0.1804,2.7752,2.0871,-3.5451

PRICE_WINDOW_180_ROW_039=20251226,32.55,32.6,32.3,32.6,75000,32.64,31.8377,32.1325,30.7359,30.7359,-0.1531,-0.1531,10.1351,0.3651,2.3945,1.4549,-3.6928

PRICE_WINDOW_180_ROW_040=20251229,32.35,32.9,32.1,32.9,312000,32.69,31.9262,32.2825,30.79,30.79,0.9202,0.7657,10.0334,1.4378,3.0502,1.9128,-2.8065

PRICE_WINDOW_180_ROW_041=20251230,32.5,33.15,32.5,32.9,49000,32.74,32.0073,32.43,30.8415,30.8415,0.0,0.7657,9.8497,0.2251,2.7889,1.4493,-2.8065

PRICE_WINDOW_180_ROW_042=20251231,32.65,32.95,32.6,32.95,72000,32.8,32.0859,32.58,30.8917,30.8917,0.152,0.9188,10.0167,0.3314,2.6931,1.1357,-2.6588

PRICE_WINDOW_180_ROW_043=20260102,32.95,32.95,32.1,32.85,99000,32.84,32.1496,32.725,30.9372,30.9372,-0.3035,0.6126,9.6828,0.4569,2.1787,0.382,-2.9542

PRICE_WINDOW_180_ROW_044=20260105,32.8,32.8,32.15,32.25,214000,32.77,32.1579,32.7075,30.967,30.967,-1.8265,-1.0736,-1.0736,1.1659,0.2863,-1.3988,-4.7267

PRICE_WINDOW_180_ROW_045=20260106,32.3,32.7,32.0,32.55,163000,32.7,32.1906,32.7025,31.0022,31.0022,0.9302,-1.0638,-0.3063,1.1676,1.1164,-0.4663,-3.8405

