# PRICE_WINDOW_136

columns=date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,12.6,12.75,12.5,12.65,1166263,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,12.7,12.75,12.6,12.75,629051,,,,,,0.7905,,,,,

PRICE_WINDOW_180_ROW_003=20251105,12.7,12.85,12.55,12.8,814475,,,,,,0.3922,,,,,

PRICE_WINDOW_180_ROW_004=20251106,12.95,13.1,12.85,13.1,1200064,,,,,,2.3438,,,,,

PRICE_WINDOW_180_ROW_005=20251107,13.0,13.0,12.8,12.85,828730,12.83,12.83,12.83,12.83,12.718,-1.9084,,,0.8933,0.1559,-1.9084

PRICE_WINDOW_180_ROW_006=20251110,13.1,14.1,13.1,14.1,11853129,13.12,13.0417,13.0417,13.0417,12.8331,9.7276,11.4625,,4.3124,8.115,0.0

PRICE_WINDOW_180_ROW_007=20251111,13.8,14.4,13.7,14.05,8825869,13.38,13.1857,13.1857,13.1857,12.9345,-0.3546,10.1961,,2.4402,6.5547,-2.4306

PRICE_WINDOW_180_ROW_008=20251112,14.1,14.7,14.1,14.6,4864923,13.74,13.3625,13.3625,13.3625,13.0733,3.9146,14.0625,,1.2895,9.261,-0.6803

PRICE_WINDOW_180_ROW_009=20251113,14.7,14.85,14.15,14.35,3054102,13.99,13.4722,13.4722,13.4722,13.1797,-1.7123,9.542,,0.827,6.5155,-3.367

PRICE_WINDOW_180_ROW_010=20251114,14.1,14.55,14.0,14.25,1940992,14.27,13.55,13.55,13.55,13.2689,-0.6969,10.8949,,0.5518,5.1661,-4.0404

PRICE_WINDOW_180_ROW_011=20251117,14.3,14.5,14.1,14.15,1697358,14.28,13.6045,13.6045,13.6045,13.3423,-0.7018,0.3546,,0.5063,4.0094,-4.7138

PRICE_WINDOW_180_ROW_012=20251118,14.0,14.05,13.65,13.75,1682689,14.22,13.6167,13.6167,13.6167,13.3763,-2.8269,-2.1352,,0.5237,0.9792,-7.4074

PRICE_WINDOW_180_ROW_013=20251119,13.85,13.85,13.35,13.5,2287715,14.0,13.6077,13.6077,13.6077,13.3866,-1.8182,-7.5342,,0.7281,-0.7914,-9.0909

PRICE_WINDOW_180_ROW_014=20251120,13.65,13.8,13.6,13.7,766995,13.87,13.6143,13.6143,13.6143,13.4127,1.4815,-4.5296,,0.258,0.6296,-7.7441

PRICE_WINDOW_180_ROW_015=20251121,13.7,13.9,13.5,13.6,816426,13.74,13.6133,13.6133,13.6133,13.4283,-0.7299,-4.5614,,0.2886,-0.0979,-8.4175

PRICE_WINDOW_180_ROW_016=20251124,13.65,13.8,13.55,13.8,1475391,13.67,13.625,13.625,13.625,13.4593,1.4706,-2.4735,,0.5377,1.2844,-7.0707

PRICE_WINDOW_180_ROW_017=20251125,13.8,13.9,13.5,13.65,742737,13.65,13.6265,13.6265,13.6265,13.4752,-1.087,-0.7273,,0.2828,0.1727,-8.0808

PRICE_WINDOW_180_ROW_018=20251126,13.7,14.1,13.7,14.05,1193009,13.76,13.65,13.65,13.65,13.5231,2.9304,4.0741,,0.4685,2.9304,-5.3872

PRICE_WINDOW_180_ROW_019=20251127,14.0,14.1,13.8,13.85,529885,13.79,13.6605,13.6605,13.6605,13.5503,-1.4235,1.0949,,0.2171,1.387,-6.734

PRICE_WINDOW_180_ROW_020=20251128,13.8,13.85,13.65,13.85,947579,13.84,13.67,13.67,13.67,13.5753,0.0,1.8382,,0.4005,1.3168,-6.734

PRICE_WINDOW_180_ROW_021=20251201,13.8,13.9,13.7,13.85,785502,13.85,13.73,13.6786,13.6786,13.5982,0.0,0.3623,9.4862,0.3347,0.874,-6.734

PRICE_WINDOW_180_ROW_022=20251202,13.9,14.1,13.85,13.95,905237,13.91,13.79,13.6909,13.6909,13.6275,0.722,2.1978,9.4118,0.3835,1.1603,-6.0606

PRICE_WINDOW_180_ROW_023=20251203,14.05,14.3,14.05,14.15,1248172,13.93,13.8575,13.7109,13.7109,13.6711,1.4337,0.7117,10.5469,0.5239,2.1108,-4.7138

PRICE_WINDOW_180_ROW_024=20251204,14.25,14.35,14.0,14.0,912803,13.96,13.9025,13.7229,13.7229,13.6985,-1.0601,1.083,6.8702,0.3855,0.7013,-5.7239

PRICE_WINDOW_180_ROW_025=20251205,14.15,14.15,13.65,13.85,1180279,13.96,13.9525,13.728,13.728,13.7111,-1.0714,0.0,7.7821,0.4948,-0.7346,-6.734

PRICE_WINDOW_180_ROW_026=20251208,13.9,14.0,13.75,14.0,842946,13.99,13.9475,13.7385,13.7385,13.7352,1.083,1.083,-0.7092,0.4594,0.3764,-5.7239

PRICE_WINDOW_180_ROW_027=20251209,14.05,14.3,14.05,14.3,1662214,14.06,13.96,13.7593,13.7593,13.7822,2.1429,2.509,1.7794,1.1255,2.4355,-3.7037

PRICE_WINDOW_180_ROW_028=20251210,14.3,14.45,13.9,14.35,3520985,14.1,13.9475,13.7804,13.7804,13.8296,0.3497,1.4134,-1.7123,2.4978,2.8858,-3.367

PRICE_WINDOW_180_ROW_029=20251211,14.35,14.45,13.55,13.65,3517886,14.03,13.9125,13.7759,13.7759,13.8146,-4.878,-2.5,-4.878,2.4552,-1.8868,-8.0808

PRICE_WINDOW_180_ROW_030=20251212,13.8,13.9,13.5,13.8,1751453,14.02,13.89,13.7767,13.7767,13.8134,1.0989,-0.361,-3.1579,1.2305,-0.6479,-7.0707

PRICE_WINDOW_180_ROW_031=20251215,13.75,13.8,13.55,13.7,709456,13.96,13.8675,13.7742,13.7742,13.8039,-0.7246,-2.1429,-3.1802,0.5164,-1.2079,-7.7441

PRICE_WINDOW_180_ROW_032=20251216,13.55,13.8,13.45,13.6,1831738,13.82,13.86,13.7688,13.7688,13.7869,-0.7299,-4.8951,-1.0909,1.326,-1.8759,-8.4175

PRICE_WINDOW_180_ROW_033=20251217,13.7,14.0,13.6,13.65,1397241,13.68,13.8675,13.7652,13.7652,13.7755,0.3676,-4.878,1.1111,1.0451,-1.5684,-8.0808

PRICE_WINDOW_180_ROW_034=20251218,13.65,13.75,13.45,13.5,1589333,13.65,13.8575,13.7574,13.7574,13.7526,-1.0989,-1.0989,-1.4599,1.1534,-2.5798,-9.0909

PRICE_WINDOW_180_ROW_035=20251219,13.5,13.65,13.5,13.65,1215702,13.62,13.86,13.7543,13.7543,13.744,1.1111,-1.087,0.3676,0.8696,-1.5152,-8.0808

