# PRICE_WINDOW_180

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20250829,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_002=20250901,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_003=20250902,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_004=20250903,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_005=20250904,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_006=20250905,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_007=20250909,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_008=20250910,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_009=20250911,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_010=20250917,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_011=20250918,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_012=20250919,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_013=20250922,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_014=20250923,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_015=20250924,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_016=20250925,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_017=20250926,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_018=20250930,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_019=20251001,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_020=20251002,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_021=20251003,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_022=20251007,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_023=20251008,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_024=20251009,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_025=20251013,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

PRICE_WINDOW_180_ROW_026=20251014,96.0,96.9,94.6,95.0,629282.0,95.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.9608

