date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,66.9,68.3,66.9,68.3,16000,,,,,,,,,,,
20251104,68.7,68.7,67.9,68.5,3000,,,,,,0.2928,,,,,
20251105,67.8,68.0,67.1,68.0,10000,,,,,,-0.7299,,,,,
20251106,68.0,69.6,68.0,69.6,10000,,,,,,2.3529,,,,,
20251107,68.9,70.5,68.9,70.2,12000,68.92,68.92,68.92,68.92,68.5495,0.8621,,,1.1765,1.8572,-0.4255
20251110,67.1,67.9,66.0,67.4,66000,68.74,68.6667,68.6667,68.6667,68.4537,-3.9886,-1.3177,,3.3846,-1.8447,-4.3972
20251111,67.4,67.4,66.1,67.4,29000,68.52,68.4857,68.4857,68.4857,68.3659,0.0,-1.6058,,1.3904,-1.5853,-4.3972
20251112,66.9,67.4,66.0,67.4,15000,68.4,68.35,68.35,68.35,68.2854,0.0,-0.8824,,0.7453,-1.3899,-4.3972
20251113,67.7,67.8,66.3,66.5,16000,67.78,68.1444,68.1444,68.1444,68.1366,-1.3353,-4.454,,0.8136,-2.4132,-5.6738
20251114,66.5,66.5,65.4,66.4,17000,67.02,67.97,67.97,67.97,67.9919,-0.1504,-5.4131,,0.8763,-2.3098,-5.8156
20251117,65.5,66.8,65.2,66.8,8000,66.9,67.8636,67.8636,67.8636,67.8926,0.6024,-0.8902,,0.4356,-1.5673,-5.2482
20251118,66.8,66.8,65.0,66.1,10000,66.64,67.7167,67.7167,67.7167,67.7432,-1.0479,-1.9288,,0.566,-2.3874,-6.2411
20251119,64.2,66.4,64.2,65.9,5000,66.34,67.5769,67.5769,67.5769,67.5896,-0.3026,-2.2255,,0.2995,-2.4815,-6.5248
20251120,65.8,67.1,64.7,67.1,11000,66.46,67.5429,67.5429,67.5429,67.5488,1.8209,0.9023,,0.6754,-0.6557,-4.8227
20251124,66.5,67.0,65.1,66.5,17000,66.48,67.4733,67.4733,67.4733,67.4614,-0.8942,0.1506,,1.0408,-1.4425,-5.6738
20251125,66.0,66.7,65.4,66.6,11000,66.44,67.4188,67.4188,67.4188,67.3896,0.1504,-0.2994,,0.6875,-1.2144,-5.5319
20251126,67.5,67.5,67.5,67.5,1000,66.72,67.4235,67.4235,67.4235,67.3988,1.3514,2.118,,0.0661,0.1134,-4.2553
20251127,67.5,67.5,67.4,67.5,4000,67.04,67.4278,67.4278,67.4278,67.4072,0.0,2.4279,,0.2759,0.1071,-4.2553
20251128,67.0,68.0,66.8,68.0,17000,67.22,67.4579,67.4579,67.4579,67.4566,0.7407,1.3413,,1.1619,0.8036,-3.5461
20251201,67.6,67.6,66.6,67.4,6000,67.4,67.455,67.455,67.455,67.4519,-0.8824,1.3534,,0.4225,-0.0815,-4.3972
20251202,67.9,67.9,66.1,66.2,9000,67.32,67.35,67.3952,67.3952,67.3476,-1.7804,-0.6006,-3.0747,0.6498,-1.7075,-6.0993
20251203,66.4,66.6,66.0,66.6,11000,67.14,67.255,67.3591,67.3591,67.2853,0.6042,-1.3333,-2.7737,0.7719,-0.9739,-5.5319
20251204,66.6,66.9,66.6,66.6,4000,66.96,67.185,67.3261,67.3261,67.2282,0.0,-1.3333,-2.0588,0.2867,-0.8707,-5.5319
20251205,66.6,66.6,65.7,66.5,18000,66.66,67.03,67.2917,67.2917,67.1675,-0.1502,-2.2059,-4.454,1.2544,-0.7907,-5.6738
20251208,65.9,66.0,65.2,66.0,13000,66.38,66.82,67.24,67.24,67.0702,-0.7519,-2.0772,-5.9829,0.9028,-1.2272,-6.383
20251209,65.6,65.6,63.9,64.3,43000,66.0,66.665,67.1269,67.1269,66.8394,-2.5758,-2.8701,-4.5994,3.2453,-3.5476,-8.7943
20251210,64.7,65.0,64.3,65.0,36000,65.68,66.545,67.0481,67.0481,66.6861,1.0886,-2.4024,-3.5608,2.6471,-2.3217,-7.8014
20251211,65.7,65.7,64.6,64.6,11000,65.28,66.405,66.9607,66.9607,66.5122,-0.6154,-3.003,-4.1543,0.8209,-2.7182,-8.3688
20251212,65.7,65.7,64.8,64.8,14000,64.94,66.32,66.8862,66.8862,66.3696,0.3096,-2.5564,-2.5564,1.0526,-2.2919,-8.0851
20251215,64.3,64.4,63.5,64.1,32000,64.56,66.205,66.7933,66.7933,66.1804,-1.0802,-2.8788,-3.4639,2.2776,-3.1795,-9.078
20251216,64.1,64.1,64.1,64.1,3000,64.52,66.07,66.7065,66.7065,66.0071,0.0,-0.311,-4.0419,0.2174,-2.9817,-9.078
20251217,65.2,65.2,63.8,63.9,5000,64.3,65.96,66.6188,66.6188,65.8315,-0.312,-1.6923,-3.3283,0.369,-3.1231,-9.3617
20251218,63.9,64.3,62.8,63.9,25000,64.16,65.86,66.5364,66.5364,65.6705,0.0,-1.0836,-3.0349,1.7182,-2.976,-9.3617
20251219,63.2,64.1,63.0,63.9,11000,63.98,65.7,66.4588,66.4588,65.523,0.0,-1.3889,-4.769,0.756,-2.7397,-9.3617
20251222,64.0,64.0,63.1,63.6,23000,63.88,65.555,66.3771,66.3771,65.3627,-0.4695,-0.78,-4.3609,1.5488,-2.9822,-9.7872
20251223,63.3,63.6,62.8,63.1,21000,63.68,65.38,66.2861,66.2861,65.1742,-0.7862,-1.5601,-5.2553,1.3681,-3.4873,-10.4965
20251224,62.9,63.4,62.7,63.3,7000,63.56,65.17,66.2054,66.2054,65.018,0.317,-0.939,-6.2222,0.4473,-2.8694,-10.2128
20251226,63.2,63.2,62.7,63.2,13000,63.42,64.955,66.1263,66.1263,64.8665,-0.158,-1.0955,-6.3704,0.8075,-2.7019,-10.3546
20251229,62.0,62.7,62.0,62.6,14000,63.16,64.685,66.0359,66.0359,64.6776,-0.9494,-2.0344,-7.9412,0.8777,-3.2233,-11.2057
20251230,62.1,62.1,62.0,62.0,6000,62.84,64.415,65.935,65.935,64.4545,-0.9585,-2.5157,-8.0119,0.3762,-3.7491,-12.0567
20251231,62.0,62.5,61.8,61.8,16000,62.58,64.195,65.8341,65.8341,64.2333,-0.3226,-2.0602,-6.6465,0.9816,-3.7308,-12.3404
