date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,18.3,18.45,18.15,18.25,93577,,,,,,,,,,,
20251104,18.25,18.45,17.95,18.45,205780,,,,,,1.0959,,,,,
20251105,18.35,18.35,17.85,17.9,264312,,,,,,-2.981,,,,,
20251106,18.6,19.25,18.5,18.95,487375,,,,,,5.8659,,,,,
20251107,18.95,18.95,18.5,18.55,184706,18.42,18.42,18.42,18.42,18.3168,-2.1108,,,0.7473,0.7058,-3.6364
20251110,18.55,18.55,18.05,18.35,192628,18.44,18.4083,18.4083,18.4083,18.3196,-1.0782,0.5479,,0.8091,-0.3169,-4.6753
20251111,18.45,18.5,18.05,18.2,218367,18.39,18.3786,18.3786,18.3786,18.3096,-0.8174,-1.355,,0.9282,-0.9716,-5.4545
20251112,18.2,18.6,18.2,18.45,282677,18.5,18.3875,18.3875,18.3875,18.3213,1.3736,3.0726,,1.1721,0.3399,-4.1558
20251113,18.45,18.8,18.4,18.8,294400,18.47,18.4333,18.4333,18.4333,18.3612,1.897,-0.7916,,1.1915,1.9892,-2.3377
20251114,18.6,18.9,18.4,18.75,180254,18.51,18.465,18.465,18.465,18.3936,-0.266,1.0782,,0.7498,1.5435,-2.5974
20251117,18.75,18.75,18.25,18.25,196899,18.49,18.4455,18.4455,18.4455,18.3816,-2.6667,-0.545,,0.8327,-1.0596,-5.1948
20251118,18.3,18.3,17.65,17.7,310551,18.39,18.3833,18.3833,18.3833,18.3248,-3.0137,-2.7473,,1.28,-3.7171,-8.0519
20251119,17.7,17.7,17.45,17.6,174461,18.22,18.3231,18.3231,18.3231,18.2644,-0.565,-4.607,,0.7349,-3.9463,-8.5714
20251120,17.6,17.75,17.45,17.65,173465,17.99,18.275,18.275,18.275,18.2132,0.2841,-6.117,,0.7451,-3.42,-8.3117
20251121,17.65,17.8,17.5,17.5,180527,17.74,18.2233,18.2233,18.2233,18.1538,-0.8499,-6.6667,,0.7872,-3.9693,-9.0909
20251124,17.65,17.65,17.4,17.55,90475,17.6,18.1812,18.1812,18.1812,18.1035,0.2857,-3.8356,,0.41,-3.472,-8.8312
20251125,17.7,17.85,17.5,17.7,115387,17.6,18.1529,18.1529,18.1529,18.0698,0.8547,0.0,,0.538,-2.4951,-8.0519
20251126,17.75,18.15,17.75,18.1,140632,17.7,18.15,18.15,18.15,18.0724,2.2599,2.8409,,0.6685,-0.2755,-5.974
