# PRICE_WINDOW_180

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20250822,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_002=20250825,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_003=20250826,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_004=20250827,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_005=20250828,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_006=20250829,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_007=20250901,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_008=20250902,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_009=20250903,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_010=20250904,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_011=20250905,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_012=20250909,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_013=20250910,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_014=20250911,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_015=20250917,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_016=20250918,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_017=20250919,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_018=20250922,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_019=20250923,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_020=20250924,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

PRICE_WINDOW_180_ROW_021=20250925,54.2,54.5,53.7,54.0,104653.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9174

