date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct
20251103,26.9,26.95,26.4,26.6,28587,,,,,,,,,,,
20251104,26.6,26.6,26.5,26.5,5913,,,,,,-0.3759,,,,,
20251105,26.4,26.7,26.4,26.65,17341,,,,,,0.566,,,,,
20251106,26.45,26.65,26.45,26.65,10051,,,,,,0.0,,,,,
20251107,26.55,26.55,26.45,26.5,10063,26.58,26.58,26.58,26.58,26.5926,-0.5629,,,0.6993,-0.301,-1.6698
20251110,26.35,26.7,26.35,26.45,6753,26.55,26.5583,26.5583,26.5583,26.5807,-0.1887,-0.5639,,0.5148,-0.4079,-1.8553
20251111,26.45,26.5,26.45,26.5,16665,26.55,26.55,26.55,26.55,26.574,0.189,0.0,,1.2231,-0.1883,-1.6698
20251112,26.5,26.75,26.35,26.5,30450,26.52,26.5438,26.5438,26.5438,26.5678,0.0,-0.5629,,1.9361,-0.1648,-1.6698
20251113,26.6,26.65,26.5,26.65,21908,26.52,26.5556,26.5556,26.5556,26.5747,0.566,0.0,,1.3347,0.3556,-1.1132
20251114,26.1,27.1,26.1,27.0,20103,26.62,26.6,26.6,26.6,26.6101,1.3133,1.8868,,1.1978,1.5038,-0.369
20251117,27.0,27.0,26.5,27.0,33369,26.73,26.6364,26.6364,26.6364,26.6426,0.0,2.0794,,1.8243,1.3652,-0.369
20251118,26.75,27.1,26.4,26.6,59873,26.75,26.6333,26.6333,26.6333,26.639,-1.4815,0.3774,,2.752,-0.1252,-1.845
20251119,26.4,26.95,26.4,26.8,10078,26.81,26.6462,26.6462,26.6462,26.6525,0.7519,1.1321,,0.4832,0.5774,-1.107
20251120,26.6,26.95,26.55,26.9,10259,26.86,26.6643,26.6643,26.6643,26.6731,0.3731,0.9381,,0.5104,0.884,-0.738
20251121,26.3,27.35,26.3,26.75,23273,26.81,26.67,26.67,26.67,26.6795,-0.5576,-0.9259,,1.1458,0.3,-2.1938
20251124,26.7,27.1,26.7,27.05,7610,26.82,26.6938,26.6938,26.6938,26.7104,1.1215,0.1852,,0.3899,1.3346,-1.0969
20251125,26.75,26.8,26.6,26.8,15443,26.86,26.7,26.7,26.7,26.7178,-0.9242,0.7519,,0.801,0.3745,-2.011
20251126,27.05,27.05,26.9,26.9,12354,26.88,26.7111,26.7111,26.7111,26.733,0.3731,0.3731,,0.6539,0.7072,-1.6453
20251127,27.05,27.05,27.0,27.0,4823,26.9,26.7263,26.7263,26.7263,26.7553,0.3717,0.3717,,0.2657,1.024,-1.2797
20251128,26.8,26.8,26.8,26.8,7975,26.91,26.73,26.73,26.73,26.759,-0.7407,0.1869,,0.452,0.2619,-2.011
20251201,26.8,26.9,26.4,26.8,15101,26.86,26.74,26.7333,26.7333,26.7624,0.0,-0.9242,0.7519,0.8899,0.2244,-2.011
20251202,27.05,27.2,26.8,27.0,19613,26.9,26.765,26.7455,26.7455,26.7822,0.7463,0.7463,1.8868,1.1109,0.878,-1.2797
20251203,26.75,26.9,26.7,26.85,33858,26.89,26.775,26.75,26.75,26.7879,-0.5556,-0.1859,0.7505,1.832,0.2801,-1.8282
20251204,26.9,26.9,26.85,26.85,5079,26.86,26.785,26.7542,26.7542,26.793,0.0,-0.5556,0.7505,0.2786,0.2427,-1.8282
20251205,27.05,27.35,26.7,26.95,72752,26.89,26.8075,26.762,26.762,26.8061,0.3724,0.5597,1.6981,3.4049,0.5316,-1.4625
20251208,26.7,27.0,26.7,26.8,9072,26.89,26.825,26.7635,26.7635,26.8056,-0.5566,0.0,1.3233,0.4223,-0.0932,-2.011
20251209,26.8,26.85,26.8,26.8,4550,26.85,26.84,26.7648,26.7648,26.8051,0.0,-0.7407,1.1321,0.2179,-0.149,-2.011
20251210,27.05,27.05,26.8,26.8,17193,26.84,26.855,26.7661,26.7661,26.8047,0.0,-0.1862,1.1321,0.8505,-0.2048,-2.011
20251211,26.85,26.85,26.8,26.8,9049,26.83,26.8625,26.7672,26.7672,26.8043,0.0,-0.1862,0.5629,0.4624,-0.2327,-2.011
20251212,26.8,27.0,26.8,27.0,9467,26.84,26.8625,26.775,26.775,26.8206,0.7463,0.1855,0.0,0.4972,0.5119,-1.2797
20251215,27.0,28.0,27.0,27.55,26129,26.99,26.89,26.8,26.8,26.8814,2.037,2.7985,2.037,1.399,2.4544,-1.6071
20251216,27.2,27.85,27.05,27.35,32709,27.1,26.9275,26.8172,26.8172,26.9205,-0.726,2.0522,2.8195,1.8886,1.569,-2.3214
20251217,27.35,27.7,27.3,27.3,8764,27.2,26.9525,26.8318,26.8318,26.9521,-0.1828,1.8657,1.8657,0.508,1.2893,-2.5
20251218,27.15,27.7,27.1,27.65,22728,27.37,26.99,26.8559,26.8559,27.0102,1.2821,3.1716,2.7881,1.2713,2.4454,-1.25
20251219,27.65,27.65,27.45,27.45,12687,27.46,27.025,26.8729,26.8729,27.0469,-0.7233,1.6667,2.6168,0.7313,1.5726,-1.9643
20251222,27.2,27.4,27.1,27.35,13770,27.42,27.04,26.8861,26.8861,27.0722,-0.3643,-0.726,1.1091,0.7799,1.1464,-2.3214
20251223,27.35,27.45,27.2,27.2,18003,27.39,27.06,26.8946,26.8946,27.0828,-0.5484,-0.5484,1.4925,1.0123,0.5174,-2.8571
20251224,27.2,27.3,27.2,27.3,4349,27.39,27.08,26.9053,26.9053,27.1009,0.3676,0.0,1.487,0.2502,0.8124,-2.5
20251226,27.2,27.4,27.0,27.35,31846,27.33,27.0975,26.9167,26.9167,27.1217,0.1832,-1.085,1.2963,1.6998,0.9318,-2.3214
20251229,27.1,27.3,27.05,27.25,44520,27.29,27.12,26.925,26.925,27.1324,-0.3656,-0.7286,1.6791,2.1652,0.4794,-2.6786
20251230,27.1,27.3,27.05,27.25,31972,27.27,27.1425,26.9329,26.9329,27.1422,0.0,-0.3656,1.6791,1.4936,0.3961,-2.6786
20251231,27.2,27.25,27.2,27.25,5589,27.28,27.155,26.9405,26.9405,27.1511,0.0,0.1838,0.9259,0.2699,0.3498,-2.6786
20260102,27.25,27.45,27.2,27.45,19546,27.31,27.185,26.9523,26.9523,27.1761,0.7339,0.5495,2.2346,0.9779,0.9748,-1.9643
20260105,27.15,27.45,27.15,27.25,22331,27.29,27.205,26.9591,26.9591,27.1822,-0.7286,-0.3656,1.4898,1.071,0.1654,-2.6786
20260106,27.05,27.25,26.95,26.95,37054,27.23,27.205,26.9589,26.9589,27.1629,-1.1009,-1.1009,0.0,1.9434,-0.9373,-3.75
20260107,27.1,27.2,27.1,27.15,8211,27.21,27.2225,26.963,26.963,27.1618,0.7421,-0.367,1.306,0.4316,-0.2663,-3.0357
20260108,27.15,27.15,27.0,27.15,13326,27.19,27.24,26.967,26.967,27.1608,0.0,-0.367,1.306,0.6847,-0.3304,-3.0357
20260109,27.2,27.5,27.2,27.5,6426,27.2,27.275,26.9781,26.9781,27.1891,1.2891,0.1821,2.6119,0.3396,0.8249,-1.7857
20260112,27.5,27.9,27.05,27.1,56308,27.17,27.29,26.9806,26.9806,27.1817,-1.4545,-0.5505,1.1194,2.6452,-0.6962,-3.2143
20260113,27.4,27.5,27.0,27.0,22338,27.18,27.29,26.981,26.981,27.1665,-0.369,0.1855,0.0,1.0186,-1.0627,-3.5714
20260114,28.7,28.7,27.3,28.3,87941,27.41,27.3275,27.0069,27.0069,27.261,4.8148,4.2357,2.7223,3.5147,3.5587,-1.3937
20260115,29.1,29.3,28.2,29.0,116581,27.78,27.41,27.0452,27.0452,27.4059,2.4735,6.814,6.0329,3.9905,5.8008,-1.0239
20260116,29.8,30.5,29.75,30.1,179370,28.3,27.55,27.1028,27.1028,27.6304,3.7931,9.4545,10.2564,4.7522,9.2559,-1.3115
20260119,30.7,31.1,29.7,30.1,223869,28.9,27.6725,27.1583,27.1583,27.8362,0.0,11.0701,8.8608,4.6833,8.7722,-3.2154
20260120,30.15,30.15,29.0,29.2,90798,29.34,27.76,27.1955,27.1955,27.9498,-2.99,8.1481,6.3752,1.756,5.1873,-6.1093
20260121,29.45,29.45,28.75,29.35,73701,29.55,27.86,27.2339,27.2339,28.0665,0.5137,3.7102,7.3126,1.3473,5.3482,-5.627
20260122,29.45,29.45,28.55,28.9,75646,29.53,27.945,27.2632,27.2632,28.136,-1.5332,-0.3448,6.25,1.3136,3.4174,-7.074
20260123,29.0,29.7,28.75,29.5,46756,29.41,28.055,27.3017,27.3017,28.2497,2.0761,-1.9934,8.0586,0.7831,5.1506,-5.1447
20260126,29.15,29.15,28.75,29.05,31684,29.2,28.14,27.3314,27.3314,28.3163,-1.5254,-3.4884,6.2157,0.5307,3.2338,-6.5916
20260127,29.05,29.15,28.8,29.15,16566,29.19,28.235,27.3617,27.3617,28.3858,0.3442,-0.1712,6.9725,0.2841,3.2407,-6.2701
20260128,29.15,29.15,29.0,29.05,24088,29.13,28.325,27.4025,27.3893,28.4412,-0.3431,-1.0221,6.6055,0.416,2.5596,-6.5916
20260129,29.0,29.15,28.8,29.15,20140,29.18,28.42,27.4467,27.4177,28.5002,0.3442,0.8651,6.9725,0.3435,2.5686,-6.2701
20260130,29.2,30.25,29.2,29.9,184655,29.26,28.5425,27.5008,27.4571,28.6169,2.5729,1.3559,8.9253,2.7606,4.7561,-3.8585
20260202,30.0,30.0,28.75,29.15,38830,29.28,28.6375,27.5425,27.4836,28.6613,-2.5084,0.3442,6.9725,0.5734,1.7896,-6.2701
20260203,29.1,29.1,28.6,28.95,37339,29.24,28.7375,27.5833,27.5062,28.6854,-0.6861,-0.6861,7.4212,0.5513,0.7395,-6.9132
20260204,28.95,29.35,28.95,29.05,20926,29.24,28.8325,27.6267,27.5295,28.7158,0.3454,0.0,6.9982,0.3061,0.7544,-6.5916
20260205,29.05,29.05,28.7,28.9,24302,29.19,28.92,27.6667,27.55,28.7311,-0.5164,-0.8576,6.4457,0.3526,-0.0692,-7.074
20260206,28.8,28.9,28.4,28.75,31038,28.96,28.9825,27.7042,27.5676,28.7327,-0.519,-3.8462,4.5455,0.4425,-0.8022,-7.5563
20260209,28.8,28.8,28.65,28.65,22098,28.86,29.06,27.7375,27.5833,28.7258,-0.3478,-1.7153,5.7196,0.3229,-1.4109,-7.8778
20260210,28.7,28.85,28.6,28.85,13956,28.84,29.1525,27.7683,27.6014,28.7361,0.6981,-0.3454,6.8519,0.2052,-1.0376,-7.2347
20260211,28.85,29.0,28.65,29.0,28482,28.83,29.1875,27.8017,27.6211,28.7581,0.5199,-0.1721,2.4735,0.4379,-0.6424,-6.7524
20260223,29.0,29.45,28.9,29.4,39911,28.93,29.2075,27.8483,27.6458,28.8116,1.3793,1.7301,1.3793,0.6521,0.6591,-5.4662
20260224,29.45,29.5,28.95,28.95,32179,28.97,29.15,27.8842,27.6637,28.8232,-1.5306,0.6957,-3.8206,0.5976,-0.6861,-6.9132
20260225,29.05,29.1,28.85,29.1,26743,29.06,29.1,27.9208,27.6831,28.8462,0.5181,1.5707,-3.3223,0.6079,0.0,-6.4309
20260226,29.1,29.2,28.35,28.7,45600,29.03,29.075,27.9533,27.6967,28.834,-1.3746,-0.5199,-1.7123,1.0927,-1.2898,-7.717
20260302,29.0,29.0,28.45,28.75,32137,28.98,29.045,27.9817,27.7105,28.827,0.1742,-0.8621,-2.0443,0.8104,-1.0157,-7.5563
20260303,28.55,28.9,28.3,28.65,33834,28.83,29.0325,28.0125,27.7227,28.8123,-0.3478,-2.551,-0.8651,0.9007,-1.3175,-7.8778
20260304,28.5,28.5,27.75,27.75,37015,28.59,28.945,28.0267,27.7231,28.7238,-3.1414,-4.1451,-5.9322,0.9984,-4.1285,-10.7717
20260305,27.75,28.4,27.75,27.95,18038,28.36,28.89,28.0425,27.7259,28.6593,0.7207,-3.9519,-3.7866,0.4956,-3.2537,-10.1286
20260306,27.9,28.1,27.75,28.1,29039,28.24,28.8375,28.0642,27.7306,28.6127,0.5367,-2.0906,-3.6021,0.7845,-2.5574,-9.6463
20260309,26.0,26.8,26.0,26.35,78473,27.76,28.7025,28.0567,27.7136,28.4241,-6.2278,-8.3478,-9.2943,1.9748,-8.1962,-15.2733
20260310,26.8,26.95,26.5,26.5,32291,27.33,28.57,28.0483,27.6988,28.2638,0.5693,-7.5044,-9.0909,0.8004,-7.2454,-14.791
20260311,27.2,27.2,27.05,27.05,27407,27.19,28.4275,28.0517,27.691,28.1626,2.0755,-2.5225,-9.5318,0.8438,-4.8457,-13.0225
20260312,27.65,27.65,27.0,27.0,37544,27.0,28.32,28.0542,27.6827,28.0657,-0.1848,-3.3989,-7.3756,1.1581,-4.661,-13.1833
20260313,26.7,26.7,26.35,26.45,92759,26.67,28.195,28.0458,27.6682,27.9311,-2.037,-5.8719,-8.6356,2.6361,-6.189,-14.9518
20260316,26.5,26.8,26.4,26.4,27243,26.68,28.0625,28.0392,27.6535,27.8035,-0.189,0.1898,-9.1222,0.7673,-5.9243,-15.1125
20260317,26.6,26.65,26.3,26.4,40673,26.66,27.9375,28.0325,27.6391,27.6865,0.0,-0.3774,-8.6505,1.1198,-5.5034,-15.1125
20260318,26.4,26.6,26.35,26.6,62350,26.57,27.83,28.0292,27.6273,27.596,0.7576,-1.6636,-7.4783,1.6456,-4.4197,-14.4695
20260319,26.5,26.6,26.3,26.3,41849,26.43,27.7125,28.0208,27.6124,27.488,-1.1278,-2.5926,-8.2024,1.0765,-5.097,-15.4341
20260320,26.3,26.55,26.25,26.25,22001,26.39,27.5825,28.0083,27.5972,27.3848,-0.1901,-0.7561,-9.0121,0.5601,-4.831,-15.5949
20260323,26.0,26.05,25.75,26.0,32100,26.31,27.4325,27.9825,27.5797,27.2694,-0.9524,-1.5152,-10.3448,0.8135,-5.2219,-16.3987
20260324,26.3,26.3,26.0,26.3,11115,26.29,27.2775,27.965,27.5658,27.1886,1.1538,-0.3788,-10.5442,0.2923,-3.5835,-15.4341
20260325,26.6,26.6,26.05,26.5,47412,26.27,27.155,27.9517,27.5543,27.1313,0.7605,-0.3759,-8.4629,1.2226,-2.4121,-14.791
20260326,26.15,26.65,26.15,26.55,22101,26.32,27.0275,27.9333,27.5436,27.0828,0.1887,0.9506,-8.7629,0.5733,-1.7667,-14.6302
