# PRICE_WINDOW_136

columns=date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,69.9,70.9,69.1,69.2,507645,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,69.8,69.8,66.0,66.1,1228134,,,,,,-4.4798,,,,,

PRICE_WINDOW_180_ROW_003=20251105,65.1,72.7,65.0,72.7,3829114,,,,,,9.9849,,,,,

PRICE_WINDOW_180_ROW_004=20251106,77.6,79.9,76.9,79.9,7120296,,,,,,9.9037,,,,,

PRICE_WINDOW_180_ROW_005=20251107,79.4,87.0,79.0,82.4,18244227,74.06,74.06,74.06,74.06,71.1635,3.1289,,,2.9493,11.2611,-5.2874

PRICE_WINDOW_180_ROW_006=20251110,81.7,86.2,79.3,85.4,8921846,77.3,75.95,75.95,75.95,72.3498,3.6408,23.4104,,1.3433,12.4424,-1.8391

PRICE_WINDOW_180_ROW_007=20251111,84.2,85.5,80.6,80.6,4315940,80.2,76.6143,76.6143,76.6143,73.0374,-5.6206,21.9365,,0.684,5.2023,-7.3563

PRICE_WINDOW_180_ROW_008=20251112,81.1,82.6,78.6,80.1,2707889,81.68,77.05,77.05,77.05,73.6259,-0.6203,10.1788,,0.4621,3.9585,-7.931

PRICE_WINDOW_180_ROW_009=20251113,79.9,81.2,77.4,78.8,1646740,81.46,77.2444,77.2444,77.2444,74.0571,-1.623,-1.3767,,0.3054,2.0138,-9.4253

PRICE_WINDOW_180_ROW_010=20251114,78.0,81.0,77.0,79.0,1688529,80.78,77.42,77.42,77.42,74.469,0.2538,-4.1262,,0.3363,2.0408,-9.1954

PRICE_WINDOW_180_ROW_011=20251117,80.3,83.0,79.2,81.0,2821219,79.9,77.7455,77.7455,77.7455,75.0132,2.5316,-5.1522,,0.5852,4.1862,-6.8966

PRICE_WINDOW_180_ROW_012=20251118,81.1,81.4,77.4,77.9,1891881,79.36,77.7583,77.7583,77.7583,75.2538,-3.8272,-3.3499,,0.4133,0.1822,-10.4598

PRICE_WINDOW_180_ROW_013=20251119,78.5,78.9,77.1,77.6,824183,78.86,77.7462,77.7462,77.7462,75.4493,-0.3851,-3.1211,,0.1922,-0.188,-10.8046

PRICE_WINDOW_180_ROW_014=20251120,79.5,83.5,79.1,80.9,2797086,79.28,77.9714,77.9714,77.9714,75.9035,4.2526,2.665,,0.6689,3.756,-7.0115

PRICE_WINDOW_180_ROW_015=20251121,78.9,79.8,75.0,75.6,1946317,78.6,77.8133,77.8133,77.8133,75.8782,-6.5513,-4.3038,,0.4826,-2.8444,-13.1034

PRICE_WINDOW_180_ROW_016=20251124,77.1,80.3,76.7,79.7,1860983,78.34,77.9312,77.9312,77.9312,76.1967,5.4233,-1.6049,,0.4775,2.2696,-8.3908

PRICE_WINDOW_180_ROW_017=20251125,81.3,85.8,80.6,85.8,3485312,79.92,78.3941,78.3941,78.3941,76.997,7.6537,10.1412,,0.8999,9.447,-1.3793

PRICE_WINDOW_180_ROW_018=20251126,87.6,87.8,78.5,79.7,8125898,80.34,78.4667,78.4667,78.4667,77.2223,-7.1096,2.7062,,1.9776,1.5718,-9.2255

PRICE_WINDOW_180_ROW_019=20251127,79.7,83.2,78.5,82.0,3105580,80.56,78.6526,78.6526,78.6526,77.6204,2.8858,1.3597,,0.7656,4.2559,-6.6059

PRICE_WINDOW_180_ROW_020=20251128,82.4,90.2,82.1,88.9,10432421,83.22,79.165,79.165,79.165,78.5604,8.4146,17.5926,,2.3845,12.2971,-1.4412

PRICE_WINDOW_180_ROW_021=20251201,89.1,92.8,87.1,92.1,8397750,85.7,80.31,79.781,79.781,79.6887,3.5996,15.5583,33.0925,1.7607,14.6806,-0.7543

PRICE_WINDOW_180_ROW_022=20251202,92.5,92.7,89.5,91.1,6357668,86.76,81.56,80.2955,80.2955,80.6396,-1.0858,6.1772,37.8215,1.2649,11.6969,-1.8319

PRICE_WINDOW_180_ROW_023=20251203,92.0,100.0,90.8,100.0,18005518,90.82,82.925,81.1522,81.1522,82.253,9.7695,25.4705,37.5516,3.1397,20.5909,0.0

PRICE_WINDOW_180_ROW_024=20251204,101.0,110.0,100.5,107.0,24029382,95.82,84.28,82.2292,82.2292,84.3152,7.0,30.4878,33.9174,3.6517,26.9578,-2.7273

PRICE_WINDOW_180_ROW_025=20251205,105.5,109.0,105.0,108.5,8467226,99.74,85.585,83.28,83.28,86.3306,1.4019,22.0472,31.6748,1.39,26.7746,-1.3636

PRICE_WINDOW_180_ROW_026=20251208,110.0,119.0,109.0,119.0,14364873,105.12,87.265,84.6538,84.6538,89.0531,9.6774,29.2074,39.3443,2.2573,36.3662,0.0

PRICE_WINDOW_180_ROW_027=20251209,118.0,123.0,114.0,116.5,16473763,110.2,89.06,85.8333,85.8333,91.3403,-2.1008,27.8814,44.5409,2.363,30.8107,-5.2846

PRICE_WINDOW_180_ROW_028=20251210,115.5,125.0,114.5,118.0,9801380,113.8,90.955,86.9821,86.9821,93.562,1.2876,18.0,47.3159,1.3379,29.7345,-5.6

PRICE_WINDOW_180_ROW_029=20251211,114.5,116.0,107.0,108.0,11085130,114.0,92.415,87.7069,87.7069,94.7651,-8.4746,0.9346,37.0558,1.4215,16.8641,-13.6

PRICE_WINDOW_180_ROW_030=20251212,109.0,118.5,106.5,118.5,11255963,116.0,94.39,88.7333,88.7333,96.743,9.7222,9.2166,50.0,1.36,25.543,-5.2

PRICE_WINDOW_180_ROW_031=20251215,118.5,123.0,116.0,118.5,26417914,115.9,96.265,89.6935,89.6935,98.5561,0.0,-0.4202,46.2963,2.7937,23.0977,-5.2

PRICE_WINDOW_180_ROW_032=20251216,117.0,118.0,107.0,109.0,11959656,114.4,97.82,90.2969,90.2969,99.4264,-8.0169,-6.4378,39.923,1.2008,11.4292,-12.8

PRICE_WINDOW_180_ROW_033=20251217,109.0,114.0,106.5,108.0,7745442,112.4,99.34,90.8333,90.8333,100.1409,-0.9174,-8.4746,39.1753,0.7516,8.7175,-13.6

PRICE_WINDOW_180_ROW_034=20251218,107.0,118.0,101.5,110.5,16062522,112.9,100.82,91.4118,91.4118,101.0042,2.3148,2.3148,36.5884,1.4644,9.6013,-11.6

PRICE_WINDOW_180_ROW_035=20251219,114.0,117.0,108.0,112.5,15234377,111.7,102.665,92.0143,92.0143,101.9621,1.81,-5.0633,48.8095,1.3095,9.5797,-10.0

PRICE_WINDOW_180_ROW_036=20251222,116.5,121.5,115.5,119.0,14367811,111.8,104.63,92.7639,92.7639,103.382,5.7778,0.4219,49.3099,1.172,13.7341,-4.8

PRICE_WINDOW_180_ROW_037=20251223,119.5,130.5,118.0,130.5,10635245,116.1,106.865,93.7838,93.7838,105.6418,9.6639,19.7248,52.0979,0.843,22.1167,0.0

PRICE_WINDOW_180_ROW_038=20251224,133.0,142.0,128.5,139.5,38080841,122.4,109.855,94.9868,94.9868,108.4633,6.8966,29.1667,75.0314,2.6981,26.9856,-1.7606

PRICE_WINDOW_180_ROW_039=20251226,138.0,140.5,134.0,134.0,14319007,127.1,112.455,95.9872,95.9872,110.5914,-3.9427,21.267,63.4146,0.9758,19.1588,-5.6338

PRICE_WINDOW_180_ROW_040=20251229,134.5,136.0,130.5,130.5,7000510,130.7,114.535,96.85,96.85,112.2504,-2.6119,16.0,46.7942,0.4827,13.939,-8.0986

PRICE_WINDOW_180_ROW_041=20251230,131.0,139.5,130.0,136.5,13806103,134.2,116.755,97.8171,97.8171,114.2712,4.5977,14.7059,48.2085,0.9345,16.9115,-3.8732

PRICE_WINDOW_180_ROW_042=20251231,138.5,149.5,137.5,140.5,24622914,136.2,119.225,98.8333,98.8333,116.457,2.9304,7.6628,54.2261,1.5697,17.8444,-6.0201

PRICE_WINDOW_180_ROW_043=20260102,141.5,145.5,136.0,136.5,12067700,135.6,121.05,99.7093,99.7093,118.1272,-2.847,-2.1505,36.5,0.7841,12.7633,-8.6957

PRICE_WINDOW_180_ROW_044=20260105,137.0,140.5,131.0,135.5,9408564,135.9,122.475,100.5227,100.5227,119.5749,-0.7326,1.1194,26.6355,0.6418,10.6348,-9.3645

PRICE_WINDOW_180_ROW_045=20260106,135.5,138.0,130.0,131.5,6725887,136.1,123.625,101.2111,101.2111,120.5687,-2.952,0.7663,21.1982,0.4616,6.3701,-12.0401

PRICE_WINDOW_180_ROW_046=20260107,131.5,134.0,126.0,128.0,6458827,134.4,124.075,101.7935,101.7935,121.188,-2.6616,-6.2271,7.563,0.4556,3.1634,-14.3813

PRICE_WINDOW_180_ROW_047=20260108,128.0,132.0,125.0,125.5,4951701,131.4,124.525,102.2979,102.2979,121.5473,-1.9531,-10.6762,7.7253,0.3641,0.783,-16.0535

PRICE_WINDOW_180_ROW_048=20260109,126.0,126.0,119.0,120.5,5221326,128.2,124.65,102.6771,102.6771,121.46,-3.9841,-11.7216,2.1186,0.3905,-3.3293,-19.398

PRICE_WINDOW_180_ROW_049=20260112,121.5,123.0,118.5,119.0,3163839,124.9,125.2,103.0102,103.0102,121.255,-1.2448,-12.1771,10.1852,0.2438,-4.9521,-20.4013

PRICE_WINDOW_180_ROW_050=20260113,118.5,118.5,108.0,116.5,9411906,121.9,125.1,103.28,103.28,120.8588,-2.1008,-11.4068,-1.6878,0.7306,-6.8745,-22.0736

PRICE_WINDOW_180_ROW_051=20260114,117.5,118.0,114.0,114.5,3656281,119.2,124.9,103.5,103.5,120.3289,-1.7167,-10.5469,-3.3755,0.3113,-8.3267,-23.4114

PRICE_WINDOW_180_ROW_052=20260115,114.5,117.0,113.0,115.0,2247726,117.1,125.2,103.7212,103.7212,119.8848,0.4367,-8.3665,5.5046,0.1996,-8.147,-23.0769

PRICE_WINDOW_180_ROW_053=20260116,116.5,122.0,116.0,121.0,6825497,117.2,125.85,104.0472,104.0472,119.9777,5.2174,0.4149,12.037,0.6087,-3.8538,-19.0635

PRICE_WINDOW_180_ROW_054=20260119,125.5,133.0,125.0,133.0,11018864,120.0,126.975,104.5833,104.5833,121.0629,9.9174,11.7647,20.362,1.0053,4.745,-11.0368

PRICE_WINDOW_180_ROW_055=20260120,131.0,133.0,126.5,128.5,9385193,122.4,127.775,105.0182,105.0182,121.6827,-3.3835,10.3004,14.2222,0.8797,0.5674,-14.0468

PRICE_WINDOW_180_ROW_056=20260121,125.5,125.5,116.0,116.0,10089882,122.7,127.625,105.2143,105.2143,121.2091,-9.7276,1.31,-2.521,0.9651,-9.1087,-22.408

PRICE_WINDOW_180_ROW_057=20260122,117.5,118.5,111.5,112.5,4545847,122.2,126.725,105.3421,105.3421,120.4834,-3.0172,-2.1739,-13.7931,0.4478,-11.2251,-24.7492

PRICE_WINDOW_180_ROW_058=20260123,113.5,116.5,111.0,113.5,2616461,120.7,125.425,105.4828,105.4828,119.9014,0.8889,-6.1983,-18.638,0.3123,-9.5077,-24.0803

PRICE_WINDOW_180_ROW_059=20260126,112.5,114.0,110.5,111.5,1695588,116.4,124.3,105.5847,105.5847,119.2013,-1.7621,-16.1654,-16.791,0.2189,-10.2977,-25.4181

PRICE_WINDOW_180_ROW_060=20260127,113.5,116.0,109.5,110.5,2966792,112.8,123.3,105.6667,105.6667,118.4762,-0.8969,-14.0078,-15.3257,0.3932,-10.3812,-26.087

PRICE_WINDOW_180_ROW_061=20260128,111.5,118.5,111.5,115.5,3426325,112.7,122.25,106.4383,105.8279,118.2282,4.5249,-0.431,-15.3846,0.4877,-5.5215,-22.7425

PRICE_WINDOW_180_ROW_062=20260129,118.5,127.0,116.0,127.0,14176504,115.6,121.575,107.4533,106.1694,118.9592,9.9567,12.8889,-9.6085,2.18,4.4623,-15.0502

PRICE_WINDOW_180_ROW_063=20260130,128.0,128.5,115.5,117.5,10404950,116.4,120.625,108.2,106.3492,118.8376,-7.4803,3.5242,-13.9194,1.6207,-2.5907,-21.4047

PRICE_WINDOW_180_ROW_064=20260202,112.0,115.0,110.0,110.5,3690825,116.2,119.375,108.71,106.4141,118.1428,-5.9574,-0.8969,-18.4502,0.6017,-7.4346,-26.087

PRICE_WINDOW_180_ROW_065=20260203,114.0,118.5,107.5,109.0,5044472,115.9,118.25,109.1533,106.4538,117.3809,-1.3575,-1.3575,-17.1103,0.8338,-7.8224,-27.0903

PRICE_WINDOW_180_ROW_066=20260204,108.5,117.0,107.0,115.5,4195871,115.9,117.625,109.655,106.5909,117.2241,5.9633,0.0,-9.7656,0.7068,-1.8066,-22.7425

PRICE_WINDOW_180_ROW_067=20260205,127.0,127.0,127.0,127.0,3699878,115.9,117.7,110.4283,106.8955,118.0388,9.9567,0.0,1.1952,0.6299,7.9014,-15.0502

PRICE_WINDOW_180_ROW_068=20260206,125.5,125.5,114.5,114.5,4716307,115.3,117.4,111.0017,107.0074,117.7439,-9.8425,-2.5532,-4.9793,0.8064,-2.4702,-23.4114

PRICE_WINDOW_180_ROW_069=20260209,116.5,116.5,108.0,108.0,7443790,114.8,116.85,111.4883,107.0217,116.9319,-5.6769,-2.2624,-9.2437,1.2278,-7.5738,-27.7592

PRICE_WINDOW_180_ROW_070=20260210,109.0,118.0,109.0,114.5,5656212,115.9,116.75,112.08,107.1286,116.7292,6.0185,5.0459,-1.7167,0.9627,-1.9272,-23.4114

PRICE_WINDOW_180_ROW_071=20260211,114.0,114.5,108.5,109.0,3153246,114.6,116.475,112.5467,107.1549,116.0851,-4.8035,-5.6277,-4.8035,0.539,-6.4177,-27.0903

PRICE_WINDOW_180_ROW_072=20260223,111.0,116.0,108.0,114.5,3519875,112.1,116.45,113.1567,107.2569,115.953,5.0459,-9.8425,-0.4348,0.5952,-1.6745,-23.4114

PRICE_WINDOW_180_ROW_073=20260224,113.5,125.5,113.5,125.5,7191452,114.3,116.675,113.955,107.5068,116.7486,9.607,9.607,3.719,1.2123,7.5637,-16.0535

PRICE_WINDOW_180_ROW_074=20260225,127.5,131.5,116.5,121.5,10335130,117.0,116.1,114.6317,107.6959,117.1446,-3.1873,12.5,-8.6466,1.7524,4.6512,-18.7291

PRICE_WINDOW_180_ROW_075=20260226,122.5,133.5,119.5,133.5,13897466,120.8,116.35,115.5967,108.04,118.5075,9.8765,16.5939,3.8911,2.2696,14.74,-10.7023

PRICE_WINDOW_180_ROW_076=20260302,128.0,138.5,125.5,132.5,14906006,125.5,117.175,116.4767,108.3618,119.6736,-0.7491,21.5596,14.2241,2.3422,13.0787,-11.3712

PRICE_WINDOW_180_ROW_077=20260303,135.0,144.0,129.5,135.5,15488272,129.7,118.325,117.305,108.7143,120.9924,2.2642,18.3406,20.4444,2.241,14.5151,-9.3645

