# PRICE_WINDOW_136

columns=date,open,high,low,close,volume,ma5,ma20,ma60,ma120,ema23,return_1d,return_5d,return_20d,volume_ratio,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20251103,14.15,14.15,14.0,14.0,56541,,,,,,,,,,,

PRICE_WINDOW_180_ROW_002=20251104,14.05,14.05,13.9,13.9,103495,,,,,,-0.7143,,,,,

PRICE_WINDOW_180_ROW_003=20251105,13.9,14.1,13.6,13.85,97245,,,,,,-0.3597,,,,,

PRICE_WINDOW_180_ROW_004=20251106,14.0,14.2,13.9,14.0,159573,,,,,,1.083,,,,,

PRICE_WINDOW_180_ROW_005=20251107,14.0,14.25,13.95,14.1,75142,13.97,13.97,13.97,13.97,13.9914,0.7143,,,0.7636,0.9306,-1.0526

PRICE_WINDOW_180_ROW_006=20251110,14.1,14.2,13.75,13.9,166347,13.95,13.9583,13.9583,13.9583,13.9838,-1.4184,-0.7143,,1.5161,-0.4179,-2.4561

PRICE_WINDOW_180_ROW_007=20251111,13.95,13.95,13.8,13.9,103070,13.95,13.95,13.95,13.95,13.9768,0.0,0.0,,0.9476,-0.3584,-2.4561

PRICE_WINDOW_180_ROW_008=20251112,14.1,14.1,13.85,14.05,101086,13.99,13.9625,13.9625,13.9625,13.9829,1.0791,1.444,,0.9376,0.6267,-1.4035

PRICE_WINDOW_180_ROW_009=20251113,14.1,14.1,13.9,14.05,101664,14.0,13.9722,13.9722,13.9722,13.9885,0.0,0.3571,,0.949,0.5567,-1.4035

PRICE_WINDOW_180_ROW_010=20251114,13.95,14.15,13.75,14.0,192372,13.98,13.975,13.975,13.975,13.9895,-0.3559,-0.7092,,1.6633,0.1789,-1.7544

PRICE_WINDOW_180_ROW_011=20251117,14.05,14.05,13.75,13.75,108477,13.95,13.9545,13.9545,13.9545,13.9695,-1.7857,-1.0791,,0.9433,-1.4658,-3.5088

PRICE_WINDOW_180_ROW_012=20251118,13.8,13.9,13.55,13.8,123075,13.93,13.9417,13.9417,13.9417,13.9554,0.3636,-0.7194,,1.064,-1.0161,-3.1579

PRICE_WINDOW_180_ROW_013=20251119,13.65,13.8,13.5,13.75,140448,13.87,13.9269,13.9269,13.9269,13.9383,-0.3623,-2.1352,,1.1945,-1.2704,-3.5088

PRICE_WINDOW_180_ROW_014=20251120,13.75,14.0,13.65,13.75,58360,13.81,13.9143,13.9143,13.9143,13.9226,0.0,-2.1352,,0.5149,-1.1807,-3.5088

PRICE_WINDOW_180_ROW_015=20251121,13.55,13.75,13.55,13.6,62456,13.73,13.8933,13.8933,13.8933,13.8957,-1.0909,-2.8571,,0.568,-2.1113,-4.5614

PRICE_WINDOW_180_ROW_016=20251124,13.6,14.15,13.6,14.0,408568,13.78,13.9,13.9,13.9,13.9044,2.9412,1.8182,,3.1766,0.7194,-1.7544

PRICE_WINDOW_180_ROW_017=20251125,14.1,14.2,13.9,14.0,148040,13.82,13.9059,13.9059,13.9059,13.9124,0.0,1.4493,,1.1409,0.6768,-1.7544

PRICE_WINDOW_180_ROW_018=20251126,14.15,14.75,14.15,14.3,848612,13.93,13.9278,13.9278,13.9278,13.9447,2.1429,4.0,,5.0007,2.6725,-3.0508

PRICE_WINDOW_180_ROW_019=20251127,14.4,14.4,14.15,14.3,109726,14.04,13.9474,13.9474,13.9474,13.9743,0.0,4.0,,0.6588,2.5283,-3.0508

PRICE_WINDOW_180_ROW_020=20251128,14.3,14.5,14.15,14.4,215255,14.2,13.97,13.97,13.97,14.0097,0.6993,5.8824,,1.2739,3.078,-2.3729

PRICE_WINDOW_180_ROW_021=20251201,14.4,15.0,14.4,14.5,546638,14.3,13.995,13.9952,13.9952,14.0506,0.6944,3.5714,3.5714,2.8253,3.6084,-3.3333

PRICE_WINDOW_180_ROW_022=20251202,14.7,14.8,14.5,14.65,226273,14.43,14.0325,14.025,14.025,14.1006,1.0345,4.6429,5.3957,1.1335,4.4005,-2.3333

PRICE_WINDOW_180_ROW_023=20251203,14.85,14.85,14.5,14.6,114551,14.49,14.07,14.05,14.05,14.1422,-0.3413,2.0979,5.4152,0.5714,3.7669,-2.6667

PRICE_WINDOW_180_ROW_024=20251204,14.8,14.85,14.6,14.6,225146,14.55,14.1,14.0729,14.0729,14.1803,0.0,2.0979,4.2857,1.1049,3.5461,-2.6667

PRICE_WINDOW_180_ROW_025=20251205,14.55,14.6,14.15,14.3,249754,14.53,14.11,14.082,14.082,14.1903,-2.0548,-0.6944,1.4184,1.1753,1.3466,-4.6667

PRICE_WINDOW_180_ROW_026=20251208,14.15,14.55,14.15,14.4,139091,14.51,14.135,14.0942,14.0942,14.2078,0.6993,-0.6897,3.5971,0.6588,1.8748,-4.0

PRICE_WINDOW_180_ROW_027=20251209,14.3,14.35,14.2,14.35,60000,14.45,14.1575,14.1037,14.1037,14.2196,-0.3472,-2.0478,3.2374,0.2871,1.3597,-4.3333

PRICE_WINDOW_180_ROW_028=20251210,14.2,14.3,14.15,14.25,113225,14.38,14.1675,14.1089,14.1089,14.2222,-0.6969,-2.3973,1.4235,0.5402,0.5823,-5.0

PRICE_WINDOW_180_ROW_029=20251211,14.15,14.25,14.05,14.1,93459,14.28,14.17,14.1086,14.1086,14.212,-1.0526,-3.4247,0.3559,0.4468,-0.494,-6.0

PRICE_WINDOW_180_ROW_030=20251212,14.35,14.5,14.1,14.1,331741,14.24,14.175,14.1083,14.1083,14.2026,0.0,-1.3986,0.7143,1.5348,-0.5291,-6.0

PRICE_WINDOW_180_ROW_031=20251215,14.25,14.65,14.15,14.35,349777,14.23,14.205,14.1161,14.1161,14.2149,1.773,-0.3472,4.3636,1.5327,1.0208,-4.3333

PRICE_WINDOW_180_ROW_032=20251216,14.45,14.5,14.1,14.15,171735,14.19,14.2225,14.1172,14.1172,14.2095,-1.3937,-1.3937,2.5362,0.7446,-0.5098,-5.6667

PRICE_WINDOW_180_ROW_033=20251217,14.35,14.4,14.1,14.15,123341,14.17,14.2425,14.1182,14.1182,14.2046,0.0,-0.7018,2.9091,0.5368,-0.6495,-5.6667

PRICE_WINDOW_180_ROW_034=20251218,14.1,14.15,14.0,14.15,107158,14.18,14.2625,14.1191,14.1191,14.2,0.0,0.3546,2.9091,0.4614,-0.7888,-5.6667

PRICE_WINDOW_180_ROW_035=20251219,14.4,14.4,14.15,14.25,60315,14.21,14.295,14.1229,14.1229,14.2042,0.7067,1.0638,4.7794,0.2598,-0.3148,-5.0

PRICE_WINDOW_180_ROW_036=20251222,14.3,14.3,14.1,14.3,93178,14.2,14.31,14.1278,14.1278,14.2122,0.3509,-0.3484,2.1429,0.4307,-0.0699,-4.6667

PRICE_WINDOW_180_ROW_037=20251223,14.3,14.3,14.15,14.15,59190,14.2,14.3175,14.1284,14.1284,14.207,-1.049,0.0,1.0714,0.2793,-1.1699,-5.6667

PRICE_WINDOW_180_ROW_038=20251224,14.3,14.5,14.25,14.45,325315,14.26,14.325,14.1368,14.1368,14.2272,2.1201,2.1201,1.049,1.7514,0.8726,-3.6667

PRICE_WINDOW_180_ROW_039=20251226,14.5,14.65,14.45,14.6,398358,14.35,14.34,14.1487,14.1487,14.2583,1.0381,3.1802,2.0979,1.99,1.8131,-2.6667

PRICE_WINDOW_180_ROW_040=20251229,15.05,15.1,14.75,15.0,630812,14.5,14.37,14.17,14.17,14.3201,2.7397,5.2632,4.1667,2.855,4.3841,-0.6623

PRICE_WINDOW_180_ROW_041=20251230,15.0,15.0,14.7,14.95,221392,14.63,14.3925,14.189,14.189,14.3726,-0.3333,4.5455,3.1034,1.0816,3.8735,-0.9934

PRICE_WINDOW_180_ROW_042=20251231,15.7,16.0,15.25,15.35,1399245,14.87,14.4275,14.2167,14.2167,14.454,2.6756,8.4806,4.7782,5.3135,6.394,-4.0625

PRICE_WINDOW_180_ROW_043=20260102,15.35,15.45,15.2,15.3,617279,15.04,14.4625,14.2419,14.2419,14.5245,-0.3257,5.8824,4.7945,2.1398,5.7908,-4.375

PRICE_WINDOW_180_ROW_044=20260105,15.45,15.45,14.5,14.65,417511,15.05,14.465,14.2511,14.2511,14.535,-4.2484,0.3425,0.3425,1.4006,1.2789,-8.4375

PRICE_WINDOW_180_ROW_045=20260106,14.7,14.9,14.7,14.85,208786,15.02,14.4925,14.2644,14.2644,14.5612,1.3652,-1.0,3.8462,0.7052,2.4668,-7.1875

PRICE_WINDOW_180_ROW_046=20260107,15.05,16.3,15.05,16.3,2321877,15.29,14.5875,14.3087,14.3087,14.7061,9.7643,9.0301,13.1944,5.7304,11.7395,0.0

PRICE_WINDOW_180_ROW_047=20260108,17.65,17.7,16.3,16.6,3382168,15.54,14.7,14.3574,14.3574,14.864,1.8405,8.1433,15.6794,5.9202,12.9252,-6.2147

PRICE_WINDOW_180_ROW_048=20260109,16.4,16.4,15.9,16.25,972244,15.73,14.8,14.3969,14.3969,14.9795,-2.1084,6.2092,14.0351,1.5828,9.7973,-8.1921

PRICE_WINDOW_180_ROW_049=20260112,16.5,16.95,16.5,16.75,1402693,16.15,14.9325,14.4449,14.4449,15.127,3.0769,14.3345,18.7943,2.0637,12.1714,-5.3672

PRICE_WINDOW_180_ROW_050=20260113,16.75,16.75,16.1,16.35,811226,16.45,15.045,14.483,14.483,15.2289,-2.3881,10.101,15.9574,1.1528,8.674,-7.6271

PRICE_WINDOW_180_ROW_051=20260114,16.5,16.5,16.05,16.3,623223,16.45,15.1425,14.5186,14.5186,15.3182,-0.3058,0.0,13.5889,0.8688,7.644,-7.9096

PRICE_WINDOW_180_ROW_052=20260115,17.0,17.9,16.9,17.2,5636753,16.57,15.295,14.5702,14.5702,15.475,5.5215,3.6145,21.5548,5.6902,12.4551,-3.9106

PRICE_WINDOW_180_ROW_053=20260116,16.9,17.0,16.65,16.8,1009128,16.68,15.4275,14.6123,14.6123,15.5854,-2.3256,3.3846,18.7279,0.9751,8.8965,-6.1453

PRICE_WINDOW_180_ROW_054=20260119,16.55,16.9,16.3,16.7,774959,16.67,15.555,14.6509,14.6509,15.6783,-0.5952,-0.2985,18.0212,0.7254,7.361,-6.7039

PRICE_WINDOW_180_ROW_055=20260120,16.75,16.85,16.35,16.4,561566,16.68,15.6625,14.6827,14.6827,15.7384,-1.7964,0.3058,15.0877,0.5136,4.7087,-8.3799

PRICE_WINDOW_180_ROW_056=20260121,16.3,16.35,15.85,15.9,767488,16.6,15.7425,14.7045,14.7045,15.7519,-3.0488,-2.454,11.1888,0.681,1.0005,-11.1732

PRICE_WINDOW_180_ROW_057=20260122,16.0,16.35,15.9,15.9,317463,16.34,15.83,14.7254,14.7254,15.7642,0.0,-7.5581,12.3675,0.2785,0.4422,-11.1732

PRICE_WINDOW_180_ROW_058=20260123,16.2,16.4,16.05,16.2,596829,16.22,15.9175,14.7509,14.7509,15.8006,1.8868,-3.5714,12.1107,0.5174,1.7748,-9.4972

PRICE_WINDOW_180_ROW_059=20260126,16.45,16.85,16.45,16.75,800081,16.23,16.025,14.7847,14.7847,15.8797,3.3951,0.2994,14.726,0.6817,4.5242,-6.4246

PRICE_WINDOW_180_ROW_060=20260127,16.7,16.75,16.25,16.35,537472,16.22,16.0925,14.8108,14.8108,15.9189,-2.3881,-0.3049,9.0,0.4598,1.6001,-8.6592

PRICE_WINDOW_180_ROW_061=20260128,16.75,16.9,16.45,16.6,920459,16.36,16.175,14.8542,14.8402,15.9756,1.5291,4.4025,11.0368,0.7646,2.6275,-7.2626

PRICE_WINDOW_180_ROW_062=20260129,16.8,18.25,16.65,17.4,6413470,16.66,16.2775,14.9125,14.8815,16.0943,4.8193,9.434,13.355,4.409,6.896,-4.6575

PRICE_WINDOW_180_ROW_063=20260130,17.3,19.0,16.85,17.95,8345509,17.01,16.41,14.9808,14.9302,16.249,3.1609,10.8025,17.3203,4.533,9.3845,-5.5263

PRICE_WINDOW_180_ROW_064=20260202,17.55,18.55,17.15,17.3,2734601,17.12,16.5425,15.0358,14.9672,16.3366,-3.6212,3.2836,18.0887,1.3974,4.5791,-8.9474

PRICE_WINDOW_180_ROW_065=20260203,17.5,17.55,16.6,16.8,1297913,17.21,16.64,15.0808,14.9954,16.3752,-2.8902,2.7523,13.1313,0.6453,0.9615,-11.5789

PRICE_WINDOW_180_ROW_066=20260204,16.8,17.3,16.65,16.95,792186,17.28,16.6725,15.1317,15.025,16.4231,0.8929,2.1084,3.9877,0.4094,1.6644,-10.7895

PRICE_WINDOW_180_ROW_067=20260205,16.95,17.05,16.5,16.5,777507,17.1,16.6675,15.175,15.047,16.4295,-2.6549,-5.1724,-0.6024,0.4308,-1.0049,-13.1579

PRICE_WINDOW_180_ROW_068=20260206,16.55,16.55,15.7,16.45,895217,16.8,16.6775,15.215,15.0676,16.4312,-0.303,-8.3565,1.2308,0.4971,-1.3641,-13.4211

PRICE_WINDOW_180_ROW_069=20260209,16.7,16.8,16.2,16.6,451957,16.66,16.67,15.2575,15.0899,16.4453,0.9119,-4.0462,-0.8955,0.2578,-0.4199,-12.6316

PRICE_WINDOW_180_ROW_070=20260210,16.7,16.8,16.4,16.4,326379,16.58,16.6725,15.2975,15.1086,16.4415,-1.2048,-2.381,0.3058,0.1888,-1.6344,-13.6842

