date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct
20251103,123.5,124.0,123.5,123.5,71513,,,,,,,,,,,,
20251104,123.5,125.0,123.5,123.5,64215,,,,,,0.0,,,,,,
20251105,123.5,124.5,123.5,124.5,75513,,,,,,0.8097,,,,,,
20251106,125.0,125.0,124.0,125.0,59085,,,,,,0.4016,,,,,,
20251107,124.5,125.0,124.0,124.0,52792,124.1,123.7263,124.1,124.1,124.1,-0.8,,,0.8169,0.2212,-0.0806,-0.8
20251110,124.5,124.5,123.0,124.5,68365,124.3,123.7908,124.1667,124.1667,124.1667,0.4032,0.8097,,1.0478,0.5729,0.2685,-0.4
20251111,125.5,127.5,125.5,127.0,229956,125.0,124.0582,124.5714,124.5714,124.5714,2.008,2.834,,2.5903,2.3713,1.9495,-0.3922
20251112,127.5,128.5,127.5,128.5,103155,125.8,124.4283,125.0625,125.0625,125.0625,1.1811,3.2129,,1.1389,3.2723,2.7486,0.0
20251113,128.5,130.0,128.0,129.0,186220,126.6,124.8093,125.5,125.5,125.5,0.3891,3.2,,1.8401,3.3577,2.7888,-0.7692
20251114,129.0,130.0,128.0,130.0,242369,127.8,125.2419,125.95,125.95,125.95,0.7752,4.8387,,2.1017,3.7992,3.2156,0.0
20251117,129.0,130.0,128.5,129.5,140579,128.8,125.5967,126.2727,126.2727,126.2727,-0.3846,4.0161,,1.1952,3.1078,2.5558,-0.3846
20251118,128.5,129.0,126.5,127.0,174742,128.8,125.7137,126.3333,126.3333,126.3333,-1.9305,0.0,,1.4279,1.0232,0.5277,-2.3077
20251119,127.5,127.5,126.0,126.0,91895,128.3,125.7375,126.3077,126.3077,126.3077,-0.7874,-1.9455,,0.7656,0.2088,-0.2436,-3.0769
20251120,128.0,128.0,126.0,127.5,162431,128.0,125.8844,126.3929,126.3929,126.3929,1.1905,-1.1628,,1.3199,1.2834,0.876,-1.9231
20251121,127.5,127.5,126.0,126.5,74275,127.3,125.9357,126.4,126.4,126.4,-0.7843,-2.6923,,0.62,0.4481,0.0791,-2.6923
20251124,126.5,128.5,126.5,128.0,146998,127.0,126.1077,126.5,126.5,126.5,1.1858,-1.1583,,1.2098,1.5005,1.1858,-1.5385
20251125,128.0,128.5,128.0,128.5,40302,127.3,126.3071,126.6176,126.6176,126.6176,0.3906,1.1811,,0.3453,1.7362,1.4866,-1.1538
20251126,128.5,129.0,127.5,129.0,90556,127.9,126.5315,126.75,126.75,126.75,0.3891,2.381,,0.7856,1.9509,1.7751,-0.7692
20251127,128.0,129.0,128.0,129.0,45191,128.2,126.7372,126.8684,126.8684,126.8684,0.0,1.1765,,0.405,1.7854,1.6801,-0.7692
20251128,129.0,129.0,128.0,128.5,49128,128.6,126.8841,126.95,126.95,126.95,-0.3876,1.581,,0.4529,1.2735,1.221,-1.1538
20251201,129.0,129.0,128.0,128.5,65661,128.7,127.0188,127.2,127.0238,127.0238,0.0,0.3906,4.0486,0.607,1.1662,1.022,-1.1538
20251202,129.0,129.5,128.5,129.5,71254,128.9,127.2255,127.5,127.1364,127.1364,0.7782,0.7782,4.8583,0.6566,1.7878,1.5686,-0.3846
20251203,129.5,129.5,129.0,129.5,32415,129.0,127.4151,127.75,127.2391,127.2391,0.0,0.3876,4.0161,0.3047,1.6363,1.3699,-0.3846
20251204,129.5,130.0,129.0,129.5,31706,129.1,127.5888,127.975,127.3333,127.3333,0.0,0.3876,3.6,0.302,1.4979,1.1916,-0.3846
20251205,129.5,130.0,129.0,130.0,50699,129.4,127.7897,128.275,127.44,127.44,0.3861,1.1673,4.8387,0.4833,1.7296,1.3448,0.0
20251208,129.0,129.5,128.5,129.0,68768,129.5,127.8906,128.5,127.5,127.5,-0.7692,0.3891,3.6145,0.6555,0.8675,0.3891,-0.7692
20251209,128.0,129.0,127.5,127.5,119730,129.1,127.858,128.525,127.5,127.5,-1.1628,-1.5444,0.3937,1.2045,-0.28,-0.7975,-1.9231
20251210,127.5,128.0,127.0,127.0,41034,128.6,127.7865,128.45,127.4821,127.4821,-0.3922,-1.9305,-1.1673,0.4261,-0.6155,-1.1288,-2.3077
20251211,127.0,127.5,126.5,127.0,58103,128.1,127.721,128.35,127.4655,127.4655,0.0,-1.9305,-1.5504,0.6464,-0.5645,-1.0518,-2.3077
20251212,127.5,128.0,126.5,127.5,39507,127.6,127.7026,128.225,127.4667,127.4667,0.3937,-1.9231,-1.9231,0.4954,-0.1586,-0.5654,-1.9231
20251215,127.5,127.5,126.5,126.5,40754,127.1,127.6024,128.075,127.4355,127.4355,-0.7843,-1.938,-2.3166,0.5451,-0.8639,-1.2297,-2.6923
20251216,125.5,126.5,125.0,126.5,97430,126.9,127.5105,128.05,127.4062,127.4062,0.0,-0.7843,-0.3937,1.3743,-0.7925,-1.2105,-2.6923
20251217,127.0,127.0,125.5,126.5,61346,126.8,127.4263,128.075,127.3788,127.3788,0.0,-0.3937,0.3968,0.8844,-0.7269,-1.2297,-2.6923
20251218,127.0,127.0,126.0,126.5,75299,126.7,127.3491,128.025,127.3529,127.3529,0.0,-0.3937,-0.7843,1.1583,-0.6668,-1.1912,-2.6923
20251219,126.0,127.5,125.5,127.5,146504,126.7,127.3617,128.075,127.3571,127.3571,0.7905,0.0,0.7905,2.135,0.1086,-0.449,-1.9231
20251222,127.5,127.5,126.5,127.5,50387,126.9,127.3732,128.05,127.3611,127.3611,0.0,0.7905,-0.3906,0.7899,0.0995,-0.4295,-1.9231
20251223,127.5,127.5,127.0,127.5,37303,127.1,127.3838,128.0,127.3649,127.3649,0.0,0.7905,-0.7782,0.5862,0.0912,-0.3906,-1.9231
20251224,127.5,127.5,126.5,126.5,30095,127.1,127.3101,127.875,127.3421,127.3421,-0.7843,0.0,-1.938,0.4965,-0.6363,-1.0753,-2.6923
20251226,127.0,127.0,126.5,126.5,38076,127.1,127.2426,127.75,127.3205,127.3205,0.0,0.0,-1.938,0.6319,-0.5836,-0.9785,-2.6923
20251229,126.5,127.5,126.5,127.0,50181,127.0,127.2224,127.675,127.3125,127.3125,0.3953,-0.3922,-1.1673,0.832,-0.1748,-0.5287,-2.3077
20251230,127.0,127.5,126.0,126.5,73754,126.8,127.1622,127.575,127.2927,127.2927,-0.3937,-0.7843,-1.5564,1.2147,-0.5207,-0.8426,-2.6923
20251231,127.5,127.5,126.5,126.5,45430,126.6,127.107,127.425,127.2738,127.2738,0.0,-0.7843,-2.3166,0.7645,-0.4776,-0.7259,-2.6923
20260102,127.0,128.0,127.0,127.5,42309,126.8,127.1398,127.325,127.2791,127.2791,0.7905,0.7905,-1.5444,0.7061,0.2833,0.1374,-1.9231
20260105,127.0,128.5,126.0,127.0,151368,126.9,127.1281,127.2,127.2727,127.2727,-0.3922,0.3953,-1.9305,2.2968,-0.1008,-0.1572,-2.3077
20260106,127.0,127.5,126.0,126.5,115721,126.8,127.0758,127.025,127.2556,127.2556,-0.3937,-0.3937,-2.6923,1.6734,-0.4531,-0.4133,-2.6923
20260107,126.5,127.5,126.5,127.0,182080,126.9,127.0695,126.925,127.25,127.25,0.3953,0.3953,-1.5504,2.4336,-0.0547,0.0591,-2.3077
20260108,125.0,126.0,124.5,124.5,133170,126.5,126.8553,126.775,127.1915,127.1915,-1.9685,-1.581,-2.3529,1.764,-1.8567,-1.7945,-4.2308
20260109,125.0,125.0,124.0,124.0,134456,125.8,126.6174,126.625,127.125,127.125,-0.4016,-2.7451,-2.3622,1.6773,-2.0672,-2.0731,-4.6154
20260112,124.5,124.5,124.0,124.5,84333,125.3,126.4409,126.5,127.0714,127.0714,0.4032,-1.9685,-1.9685,1.0351,-1.5351,-1.581,-4.2308
20260113,123.0,123.5,122.0,123.0,285250,124.6,126.1542,126.275,126.99,126.99,-1.2048,-2.7668,-3.5294,3.0423,-2.5003,-2.5935,-5.3846
20260114,124.0,124.0,122.5,123.0,147871,123.8,125.8913,126.1,126.9118,126.9118,0.0,-3.1496,-2.7668,1.4919,-2.2967,-2.4584,-5.3846
20260115,123.0,124.0,122.5,123.5,96929,123.6,125.6921,125.95,126.8462,126.8462,0.4065,-0.8032,-2.3715,0.9782,-1.744,-1.9452,-5.0
20260116,123.5,123.5,123.0,123.5,105736,123.5,125.5094,125.8,126.783,126.783,0.0,-0.4032,-2.3715,1.0437,-1.601,-1.8283,-5.0
20260119,123.0,123.5,122.5,122.5,108730,123.1,125.2586,125.6,126.7037,126.7037,-0.8097,-1.6064,-3.1621,1.0558,-2.2023,-2.4682,-5.7692
20260120,122.5,122.5,121.0,121.5,300293,122.8,124.9454,125.3,126.6091,126.6091,-0.8163,-1.2195,-4.7059,2.7133,-2.7575,-3.0327,-6.5385
20260121,121.0,121.5,121.0,121.5,167935,122.5,124.6583,125.0,126.5179,126.5179,0.0,-1.2195,-4.7059,1.4409,-2.5335,-2.8,-6.5385
20260122,121.0,122.5,121.0,122.5,107708,122.3,124.4784,124.75,126.4474,126.4474,0.823,-0.8097,-3.9216,0.897,-1.5894,-1.8036,-5.7692
20260123,122.5,123.0,121.0,122.5,95669,122.1,124.3136,124.55,126.3793,126.3793,0.0,-0.8097,-3.1621,0.7756,-1.4589,-1.6459,-5.7692
20260126,122.5,122.5,121.0,121.5,102701,121.9,124.0791,124.3,126.2966,126.2966,-0.8163,-0.8163,-3.9526,0.8113,-2.0786,-2.2526,-6.5385
20260127,121.5,123.0,121.5,122.5,88783,122.1,123.9475,124.075,126.2333,126.2333,0.823,0.823,-3.5433,0.6909,-1.1678,-1.2694,-5.7692
20260128,122.5,123.0,121.5,122.0,85439,122.2,123.7852,123.85,126.2083,126.1639,-0.4082,0.4115,-3.5573,0.6618,-1.4422,-1.4937,-6.1538
20260129,122.0,122.5,121.5,122.5,82207,122.2,123.6781,123.65,126.1917,126.1048,0.4098,0.0,-3.1621,0.6278,-0.9526,-0.93,-5.7692
20260130,122.5,122.5,121.0,121.0,97062,121.9,123.4549,123.325,126.1333,126.0238,-1.2245,-1.2245,-5.098,0.7261,-1.9885,-1.8853,-6.9231
20260202,122.0,122.0,120.0,121.0,115552,121.8,123.2504,123.025,126.0667,125.9453,0.0,-0.4115,-4.7244,0.8762,-1.8258,-1.646,-6.9231
20260203,120.5,122.0,120.5,122.0,79874,121.7,123.1462,122.8,126.0333,125.8846,0.8264,-0.4082,-3.5573,0.614,-0.9307,-0.6515,-6.1538
20260204,122.0,122.0,121.0,121.0,46696,121.5,122.9673,122.5,125.975,125.8106,-0.8197,-0.8197,-4.7244,0.3787,-1.5999,-1.2245,-6.9231
20260205,121.0,122.0,121.0,122.0,59506,121.4,122.8867,122.375,125.8917,125.7537,0.8264,-0.4082,-2.008,0.4974,-0.7216,-0.3064,-6.1538
20260206,121.0,121.5,120.5,121.5,78947,121.5,122.7711,122.25,125.775,125.6912,-0.4098,0.4132,-2.0161,0.6756,-1.0354,-0.6135,-6.5385
20260209,121.5,122.5,121.0,121.0,72792,121.5,122.6235,122.075,125.6417,125.6232,-0.4115,0.0,-2.8112,0.626,-1.324,-0.8806,-6.9231
20260210,122.0,122.5,121.5,122.5,128574,121.6,122.6133,122.05,125.5167,125.5786,1.2397,0.4098,-0.4065,1.1856,-0.0924,0.3687,-5.7692
20260211,123.5,123.5,121.5,122.0,90982,121.8,122.5621,122.0,125.3917,125.5282,-0.4082,0.8264,-0.813,0.8615,-0.4587,0.0,-6.1538
20260223,123.0,123.5,122.0,123.0,118606,122.0,122.5986,121.975,125.325,125.4931,0.8197,0.8197,-0.4049,1.1117,0.3274,0.8403,-5.3846
20260224,123.0,124.0,122.0,123.5,235338,122.4,122.6737,121.975,125.2833,125.4658,0.4065,1.6461,0.0,2.0795,0.6735,1.2503,-5.0
20260225,124.0,124.0,122.5,123.5,88875,122.9,122.7426,122.025,125.2167,125.4392,0.0,2.0661,0.8163,0.7923,0.6171,1.2088,-5.0
20260226,123.0,124.0,122.5,124.0,236423,123.2,122.8474,122.15,125.175,125.42,0.4049,1.2245,2.0576,2.1693,0.9382,1.5145,-4.6154
20260302,123.5,123.5,122.0,123.0,84131,123.4,122.8601,122.225,125.0917,125.3882,-0.8065,0.8197,1.2346,0.8028,0.1139,0.6341,-5.3846
20260303,123.0,123.5,121.5,121.5,136424,123.1,122.7468,122.175,124.975,125.3377,-1.2195,-1.2195,-0.8163,1.2842,-1.0157,-0.5525,-6.5385
