date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct
20251103,41.15,42.6,41.05,41.6,447000,,,,,,,,,,,,
20251104,42.35,42.9,42.0,42.65,467000,,,,,,2.524,,,,,,
20251105,42.35,43.0,41.75,42.95,512000,,,,,,0.7034,,,,,,
20251106,43.1,44.35,42.2,42.2,612000,,,,,,-1.7462,,,,,,
20251107,42.2,42.65,41.3,42.1,228000,42.3,41.8494,42.3,42.3,42.3,-0.237,,,0.5031,0.5987,-0.4728,-5.0733
20251110,41.55,42.3,40.85,41.8,314000,42.34,41.8453,42.2167,42.2167,42.2167,-0.7126,0.4808,,0.7302,-0.1083,-0.987,-5.7497
20251111,42.8,42.95,40.9,41.6,461000,42.13,41.8249,42.1286,42.1286,42.1286,-0.4785,-2.4619,,1.0612,-0.5376,-1.2547,-6.2007
20251112,41.9,42.15,41.5,41.5,329000,41.84,41.7978,42.05,42.05,42.05,-0.2404,-3.376,,0.781,-0.7125,-1.308,-6.4262
20251113,41.55,41.6,40.15,40.55,391000,41.51,41.6938,41.8833,41.8833,41.8833,-2.2892,-3.91,,0.9357,-2.7434,-3.1834,-8.5682
20251114,40.6,42.55,40.6,40.8,785000,41.25,41.6193,41.775,41.775,41.775,0.6165,-3.0879,,1.7268,-1.9686,-2.3339,-8.0045
20251117,40.85,41.15,40.65,40.8,250000,41.05,41.5511,41.6864,41.6864,41.6864,0.0,-2.3923,,0.5734,-1.8075,-2.1263,-8.0045
20251118,40.8,40.95,39.8,39.95,650000,40.72,41.4176,41.5417,41.5417,41.5417,-2.0833,-3.9663,,1.4322,-3.5435,-3.8315,-9.9211
20251119,40.05,40.85,39.6,40.4,487000,40.5,41.3328,41.4538,41.4538,41.4538,1.1264,-2.6506,,1.0671,-2.2569,-2.5422,-8.9064
20251120,40.6,41.7,40.15,40.2,497000,40.43,41.2384,41.3643,41.3643,41.3643,-0.495,-0.8631,,1.0821,-2.5181,-2.8147,-9.3574
20251121,40.05,41.3,39.55,40.5,555000,40.37,41.1769,41.3067,41.3067,41.3067,0.7463,-0.7353,,1.1918,-1.6439,-1.9529,-8.6809
20251124,41.0,43.8,41.0,43.15,926000,40.84,41.3413,41.4219,41.4219,41.4219,6.5432,5.7598,,1.8728,4.375,4.172,-2.7057
