# PRICE_WINDOW_180

columns=date,open,high,low,close,volume,ma5,ema23,ma20,ma60,ma120,return_1d,return_5d,return_20d,volume_ratio,distance_to_ema23_pct,distance_to_ma20_pct,distance_to_high_60_pct

PRICE_WINDOW_180_ROW_001=20250829,10.5,10.65,10.1,10.15,3192928.0,10.45,10.2234,10.263,9.1418,8.8001,-2.4038,-6.8807,-2.4038,0.7723,-0.7181,-1.101,-10.9649

PRICE_WINDOW_180_ROW_002=20250901,10.25,10.3,10.05,10.2,1702874.0,10.32,10.2215,10.2935,9.1768,8.8138,0.4926,-5.9908,6.3608,0.4407,-0.21,-0.9083,-10.5263

PRICE_WINDOW_180_ROW_003=20250902,10.2,10.35,9.94,10.2,3091213.0,10.26,10.2197,10.324,9.2115,8.8273,0.0,-2.8571,6.3608,0.7989,-0.1925,-1.2011,-10.5263

PRICE_WINDOW_180_ROW_004=20250903,10.2,10.2,9.82,9.84,3073718.0,10.158,10.188,10.3285,9.2403,8.837,-3.5294,-4.9275,0.9231,0.7971,-3.4161,-4.7296,-13.6842

PRICE_WINDOW_180_ROW_005=20250904,9.92,9.97,9.82,9.89,1860924.0,10.056,10.1632,10.336,9.2698,8.847,0.5081,-4.9038,1.54,0.4849,-2.6881,-4.315,-13.2456

PRICE_WINDOW_180_ROW_006=20250905,9.9,9.91,9.7,9.78,1384637.0,9.982,10.1313,10.3445,9.2995,8.8558,-1.1122,-3.6453,1.769,0.3656,-3.4672,-5.457,-14.2105

PRICE_WINDOW_180_ROW_007=20250909,10.1,10.15,9.94,10.0,996263.0,9.942,10.1203,10.358,9.3303,8.8665,2.2495,-1.9608,2.7749,0.2684,-1.189,-3.4563,-12.2807

PRICE_WINDOW_180_ROW_008=20250910,10.0,10.0,9.87,9.87,1607887.0,9.876,10.0995,10.3465,9.3622,8.8758,-1.3,-3.2353,-2.2772,0.4557,-2.2721,-4.6054,-13.4211

PRICE_WINDOW_180_ROW_009=20250911,9.92,9.92,9.58,9.58,2290946.0,9.824,10.0562,10.3205,9.3895,8.8823,-2.9382,-2.6423,-5.1485,0.6647,-4.7352,-7.175,-15.9649

PRICE_WINDOW_180_ROW_010=20250917,9.59,9.76,9.59,9.61,642271.0,9.768,10.019,10.2935,9.4213,8.8889,0.3132,-2.8311,-5.3202,0.1902,-4.0822,-6.6401,-15.7018

PRICE_WINDOW_180_ROW_011=20250918,9.67,10.1,9.67,9.95,2457606.0,9.802,10.0132,10.281,9.4607,8.8985,3.538,1.7382,-2.451,0.7276,-0.6316,-3.2195,-12.7193

PRICE_WINDOW_180_ROW_012=20250919,10.0,10.25,9.92,9.92,2486766.0,9.786,10.0055,10.2245,9.5,8.9076,-0.3015,-0.8,-10.2262,0.9032,-0.8543,-2.9781,-12.9825

PRICE_WINDOW_180_ROW_013=20250922,9.93,10.2,9.91,10.15,2286892.0,9.842,10.0175,10.1845,9.54,8.9186,2.3185,2.8369,-7.3059,0.9077,1.3225,-0.3388,-10.9649

PRICE_WINDOW_180_ROW_014=20250923,10.3,10.95,10.3,10.55,7307403.0,10.036,10.0619,10.1845,9.5862,8.9329,3.9409,10.1253,0.0,2.7505,4.851,3.5888,-7.4561

PRICE_WINDOW_180_ROW_015=20250924,10.55,10.6,10.05,10.1,3384498.0,10.134,10.0651,10.1395,9.6252,8.943,-4.2654,5.0989,-8.1818,1.3508,0.347,-0.3896,-11.4035

PRICE_WINDOW_180_ROW_016=20250925,10.25,10.7,10.2,10.6,3327998.0,10.264,10.1096,10.1245,9.6722,8.9573,4.9505,6.5327,-2.7523,1.3189,4.8503,4.6965,-7.0175

PRICE_WINDOW_180_ROW_017=20250926,10.55,10.65,10.2,10.6,3202371.0,10.4,10.1505,10.112,9.7213,8.9714,0.0,6.8548,-2.3041,1.2614,4.4283,4.8259,-7.0175

PRICE_WINDOW_180_ROW_018=20250930,10.65,10.75,10.4,10.45,1590990.0,10.46,10.1755,10.1095,9.7663,8.9839,-1.4151,2.9557,-0.4762,0.646,2.698,3.3681,-8.3333

PRICE_WINDOW_180_ROW_019=20251001,10.5,10.5,10.25,10.3,1259756.0,10.41,10.1858,10.107,9.8077,8.995,-1.4354,-2.3697,-0.4831,0.5191,1.1207,1.9096,-9.6491

PRICE_WINDOW_180_ROW_020=20251002,10.45,10.65,10.35,10.35,3391640.0,10.46,10.1995,10.1045,9.847,9.0062,0.4854,2.4752,-0.4808,1.3422,1.4753,2.4296,-9.2105

PRICE_WINDOW_180_ROW_021=20251003,10.25,10.3,9.72,10.15,5828670.0,10.37,10.1954,10.1045,9.8837,9.0217,-1.9324,-4.2453,0.0,2.1922,-0.4453,0.4503,-10.9649

PRICE_WINDOW_180_ROW_022=20251007,10.2,10.5,10.05,10.3,2309229.0,10.31,10.2041,10.1095,9.9213,9.0407,1.4778,-2.8302,0.9804,0.8587,0.9397,1.8844,-9.6491

PRICE_WINDOW_180_ROW_023=20251008,10.25,10.35,10.15,10.35,940099.0,10.29,10.2163,10.117,9.9613,9.0663,0.4854,-0.9569,1.4706,0.3642,1.309,2.3031,-9.2105

PRICE_WINDOW_180_ROW_024=20251009,10.4,11.2,10.4,11.0,9676584.0,10.43,10.2816,10.175,10.013,9.0914,6.2802,6.7961,11.7886,3.3234,6.9874,8.1081,-3.5088

PRICE_WINDOW_180_ROW_025=20251013,10.9,11.0,10.55,10.8,5132269.0,10.52,10.3248,10.2205,10.0625,9.1128,-1.8182,4.3478,9.2012,1.6689,4.6027,5.67,-5.2632

PRICE_WINDOW_180_ROW_026=20251014,10.95,11.0,10.45,10.5,3288967.0,10.59,10.3394,10.2565,10.1053,9.13,-2.7778,3.4483,7.362,1.0374,1.5534,2.3741,-7.8947

PRICE_WINDOW_180_ROW_027=20251016,10.15,10.35,10.15,10.3,1232577.0,10.59,10.3361,10.2715,10.1392,9.1476,-1.9048,0.0,3.0,0.3873,-0.3493,0.2775,-9.6491

PRICE_WINDOW_180_ROW_028=20251020,10.55,10.8,10.25,10.3,1494515.0,10.58,10.3331,10.293,10.1653,9.1655,0.0,-0.4831,4.3566,0.4705,-0.3203,0.068,-9.6491

PRICE_WINDOW_180_ROW_029=20251021,10.5,10.5,10.1,10.25,2009581.0,10.43,10.3262,10.3265,10.184,9.1815,-0.4854,-6.8182,6.9937,0.6354,-0.7376,-0.7408,-10.0877

PRICE_WINDOW_180_ROW_030=20251022,10.25,10.45,10.25,10.45,1283520.0,10.36,10.3365,10.3685,10.198,9.2008,1.9512,-3.2407,8.7409,0.4018,1.0982,0.786,-8.3333

PRICE_WINDOW_180_ROW_031=20251023,10.45,10.95,10.25,10.7,5666894.0,10.4,10.3668,10.406,10.2173,9.2229,2.3923,1.9048,7.5377,1.6891,3.2143,2.8253,-6.1404

PRICE_WINDOW_180_ROW_032=20251027,10.85,10.85,10.55,10.65,1700866.0,10.47,10.3904,10.4425,10.2398,9.2433,-0.4673,3.3981,7.3589,0.513,2.4986,1.9871,-6.5789

PRICE_WINDOW_180_ROW_033=20251028,10.6,10.6,10.25,10.3,2271954.0,10.47,10.3829,10.45,10.2508,9.2611,-3.2864,0.0,1.4778,0.6854,-0.798,-1.4354,-9.6491

PRICE_WINDOW_180_ROW_034=20251029,10.4,10.45,10.2,10.25,1792055.0,10.47,10.3718,10.435,10.2533,9.2779,-0.4854,0.0,-2.8436,0.5896,-1.1742,-1.7729,-10.0877

PRICE_WINDOW_180_ROW_035=20251030,10.3,10.4,10.2,10.3,1243643.0,10.44,10.3658,10.445,10.2592,9.2945,0.4878,-1.4354,1.9802,0.4241,-0.6348,-1.3882,-9.6491

PRICE_WINDOW_180_ROW_036=20251031,10.4,10.4,10.15,10.15,1397200.0,10.33,10.3478,10.4225,10.2633,9.3088,-1.4563,-5.1402,-4.2453,0.4927,-1.9117,-2.6145,-10.9649

PRICE_WINDOW_180_ROW_037=20251103,10.2,10.25,10.0,10.05,1388526.0,10.21,10.323,10.395,10.2567,9.3232,-0.9852,-5.6338,-5.1887,0.5058,-2.6446,-3.3189,-11.8421

PRICE_WINDOW_180_ROW_038=20251104,10.1,10.25,10.1,10.15,1474031.0,10.18,10.3086,10.38,10.255,9.3378,0.995,-1.4563,-2.8708,0.5381,-1.5383,-2.2158,-10.9649

PRICE_WINDOW_180_ROW_039=20251105,10.1,10.15,9.85,10.1,1707926.0,10.15,10.2912,10.37,10.2508,9.3503,-0.4926,-1.4634,-1.9417,0.6185,-1.8579,-2.6037,-11.4035

PRICE_WINDOW_180_ROW_040=20251106,10.2,10.55,10.15,10.55,1911185.0,10.2,10.3128,10.38,10.2533,9.3668,4.4554,2.4272,1.9324,0.7111,2.3004,1.6378,-7.4561

PRICE_WINDOW_180_ROW_041=20251107,10.35,10.5,10.2,10.25,2017475.0,10.22,10.3075,10.385,10.2508,9.3801,-2.8436,0.9852,0.9852,0.808,-0.5582,-1.3,-10.0877

PRICE_WINDOW_180_ROW_042=20251110,10.2,10.2,9.72,9.93,4676474.0,10.196,10.2761,10.3665,10.2565,9.3915,-3.122,-1.194,-3.5922,1.7881,-3.3678,-4.2107,-12.8947

PRICE_WINDOW_180_ROW_043=20251111,10.0,10.4,9.96,10.15,2459513.0,10.196,10.2656,10.3565,10.2658,9.4046,2.2155,0.0,-1.9324,0.9139,-1.1258,-1.9939,-10.9649

PRICE_WINDOW_180_ROW_044=20251112,10.15,10.6,10.15,10.35,2725546.0,10.246,10.2726,10.324,10.2758,9.4187,1.9704,2.4752,-5.9091,1.1629,0.7534,0.2518,-9.2105

