review_code,msci_index_segment,effective_date,action,msci_company_name,stock_id,mapping_status,event_type,source_url,error_message
Feb25,small_cap,20250228,deletion,CHIA HSIN CEMENT,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,CHIN-POON INDUSTRIAL CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,CHINA MAN-MADE FIBER,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,CHINA METAL PRODUCTS CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,CO TECH DEVELOPMENT,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,CUB ELECPARTS,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,DARFON ELECTRONICS,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,EGIS TECHNOLOGY,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,ELITE MATERIAL CO,2383,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,ELITEGROUP COMPUTER SYS,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,EPISIL PRECISION,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,ERIS TECHNOLOGY,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,ETRON TECHNOLOGY,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,EVER SUPREME BIO TECH,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,FIRST COPPER TECHNOLOGY,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,FORMOSA ADVANCED TECH,8131,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,GLOBAL PMX,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,GRAND PACIFIC PETROCHEM,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,HOLYSTONE ENTERPRISE CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,IBASE TECHNOLOGY,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,INTL CSRC INV HLDGS CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,KUO TOONG INTERNATIONAL,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,LOTES CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,ORIENTAL UNION CHEMICAL,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,SENSORTEK TECHNOLOGY,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,SHIHLIN PAPER,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,SYNMOSA BIOPHARMA CORP,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,TAIDOC TECHNOLOGY CORP,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,TAIWAN MASK CORPORATION,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,TAIWAN SEMICONDUCTOR CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,TAIWAN-ASIA SC CORP,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,TCI,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,UPC TECHNOLOGY CORP,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,USI CORP,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,VISCO VISION,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,WAFER WORKS CORP,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,WAFFER TECHNOLOGY CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,YEASHIN INTL DEV,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
Feb25,small_cap,20250228,deletion,YUNG SHIN GLOBAL HOLDING,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb25_SCPublicList.pdf,
May25,small_cap,20250530,addition,ECHEM SOLUTIONS,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,addition,EZCONN,6442,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,addition,TAIWAN SPECIALITY CHEM,4772,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,ACTRON TECHNOLOGY,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,DIAMOND BIOFUND,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,DYNAMIC HOLDING,3715,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,EPISIL TECHNOLOGIES,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,FARGLORY FTZ INVESTMENT,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,GALLANT PREC MACHINING,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,INSYDE SOFTWARE CORP,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,KMC (KUEI MENG) INTL,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,LONGCHEN PAPER & PAC CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,MATERIALS ANALYSIS TECH,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,NAMCHOW HOLDINGS CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,NANTEX INDUSTRY CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,OBI PHARMA,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,PHIHONG TECHNOLOGY CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,RICHWAVE TECHNOLOGY,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,SCINOPHARM TAIWAN,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,SDI CORPORATION,2351,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,SKYTECH,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,SUNPLUS TECHNOLOGY CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,TAIWAN TEA CORP,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,TPK HOLDING CO,3673,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,UNITED RENEWABLE ENERGY,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,ZILLTEK TECHNOLOGY,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
May25,small_cap,20250530,deletion,ZYXEL GROUP CORP,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_May25_SCPublicList.pdf,
Aug25,global_standard,20250826,addition,CALIWAY BIOPHARMA,6919,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Aug25_STPublicList.pdf,
Aug25,global_standard,20250826,addition,KING SLIDE WORKS CO,2059,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Aug25_STPublicList.pdf,
Aug25,global_standard,20250826,deletion,POU CHEN CORP,9904,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Aug25_STPublicList.pdf,
Aug25,global_standard,20250826,deletion,RUENTEX DEVELOPMENT CO,9945,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Aug25_STPublicList.pdf,
Aug25,small_cap,20250826,addition,ABLEPRINT TECHNOLOGY,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,
Aug25,small_cap,20250826,addition,FIRST HI TEC ENTERPRISE,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,
Aug25,small_cap,20250826,addition,FULLTECH FIBER GLASS,1815,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,
Aug25,small_cap,20250826,addition,MEGA UNION TECHNOLOGY,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,
Aug25,small_cap,20250826,addition,POU CHEN CORP,9904,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,
Aug25,small_cap,20250826,addition,RUENTEX DEVELOPMENT CO,9945,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,
Aug25,small_cap,20250826,addition,WISELINK,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,
Aug25,small_cap,20250826,deletion,CALIWAY BIOPHARMA,6919,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,
Aug25,small_cap,20250826,deletion,CHUNG HWA PULP CORP,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,
Aug25,small_cap,20250826,deletion,HUANG HSIANG CONST,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,
Aug25,small_cap,20250826,deletion,KING SLIDE WORKS CO,2059,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Aug25_SCPublicList.pdf,
Nov25,global_standard,20251124,addition,ASPEED TECHNOLOGY,5274,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,
Nov25,global_standard,20251124,addition,BIZLINK HOLDING,3665,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,
Nov25,global_standard,20251124,addition,CHROMA ATE,2360,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,
Nov25,global_standard,20251124,addition,GOLD CIRCUIT ELECTRONICS,2368,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,
Nov25,global_standard,20251124,addition,KING YUAN ELECTRONICS CO,2449,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,
Nov25,global_standard,20251124,addition,TECO ELECTRIC & MACH,1504,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,
Nov25,global_standard,20251124,deletion,ACER,2353,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,
Nov25,global_standard,20251124,deletion,AUO CORP,2409,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,
Nov25,global_standard,20251124,deletion,MICRO-STAR INTERNATIONAL,2377,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,
Nov25,global_standard,20251124,deletion,SILERGY CORP,6415,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,
Nov25,global_standard,20251124,deletion,SYNNEX TECHNOLOGY INTL,2347,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,
Nov25,global_standard,20251124,deletion,VOLTRONIC POWER TECH,6409,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,
Nov25,global_standard,20251124,deletion,WPG HOLDINGS CO,3702,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Nov25_STPublicList.pdf,
Nov25,small_cap,20251124,addition,ABILITY ENTERPRISE CO,2374,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,addition,ACER,2353,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,addition,AUO CORP,2409,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,addition,DYNAMIC HOLDING,3715,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,addition,INTELLIGO TECHNOLOGY,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,addition,LONGWELL CO,6290,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,addition,MICRO-STAR INTERNATIONAL,2377,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,addition,SILERGY CORP,6415,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,addition,SYNNEX TECHNOLOGY INTL,2347,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,addition,VOLTRONIC POWER TECH,6409,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,addition,WPG HOLDINGS CO,3702,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,deletion,ADLINK TECHNOLOGY,6166,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,deletion,ADVANCETEK ENTERPRISE CO,1442,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,deletion,ASPEED TECHNOLOGY,5274,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,deletion,BIZLINK HOLDING,3665,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,deletion,CHROMA ATE,2360,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,deletion,CROWELL DEVELOPMENT,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,deletion,FOCALTECH SYSTEMS CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,deletion,GOLD CIRCUIT ELECTRONICS,2368,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,deletion,GOURMET MASTER CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,deletion,HIYES INTERNATIONAL,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,deletion,HSIN KUANG STEEL CO,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Nov25,small_cap,20251124,deletion,KING YUAN ELECTRONICS CO,2449,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Nov25_SCPublicList.pdf,
Feb26,global_standard,20260227,addition,HONPRECISION,2317,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Feb26_STPublicList.pdf,
Feb26,global_standard,20260227,deletion,CHENG SHIN RUBBER IND,2105,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Feb26_STPublicList.pdf,
Feb26,global_standard,20260227,deletion,ECLAT TEXTILE COMPANY,1476,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Feb26_STPublicList.pdf,
Feb26,global_standard,20260227,deletion,FENG TAY ENTERPRISE CO,9910,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Feb26_STPublicList.pdf,
Feb26,global_standard,20260227,deletion,NIEN MADE ENTERPRISE CO,8464,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/stdindex/MSCI_Feb26_STPublicList.pdf,
Feb26,small_cap,20260227,addition,CHENG SHIN RUBBER IND,2105,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb26_SCPublicList.pdf,
Feb26,small_cap,20260227,addition,DONG FANG OFFSHORE,7786,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb26_SCPublicList.pdf,
Feb26,small_cap,20260227,addition,ECLAT TEXTILE COMPANY,1476,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb26_SCPublicList.pdf,
Feb26,small_cap,20260227,addition,FENG TAY ENTERPRISE CO,9910,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb26_SCPublicList.pdf,
Feb26,small_cap,20260227,addition,FORMOSA ADVANCED TECH,8131,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb26_SCPublicList.pdf,
Feb26,small_cap,20260227,addition,FULLTECH FIBER GLASS,1815,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb26_SCPublicList.pdf,
Feb26,small_cap,20260227,addition,HERON NEUTRON MEDICAL,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb26_SCPublicList.pdf,
Feb26,small_cap,20260227,addition,MYSON CENTURY,,unmatched_name,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb26_SCPublicList.pdf,
Feb26,small_cap,20260227,addition,NICHIDENBO,3090,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb26_SCPublicList.pdf,
Feb26,small_cap,20260227,addition,NIEN MADE ENTERPRISE CO,8464,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb26_SCPublicList.pdf,
Feb26,small_cap,20260227,addition,SYNTEC TECHNOLOGY,7751,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb26_SCPublicList.pdf,
Feb26,small_cap,20260227,addition,TOPOINT TECHNOLOGY CO,8021,mapped,msci_index_rebalance,https://www.msci.com/eqb/gimi/smallcap/MSCI_Feb26_SCPublicList.pdf,
