date,ticker,name,market,open,high,low,close,volume
20260323,0050,元大台灣50,TWSE,73.5,74.45,73.3,74.25,233385121
20260323,0051,元大中型100,TWSE,109.45,109.9,108.05,108.55,130620
20260323,0052,富邦科技,TWSE,44.0,44.34,43.88,44.1,67001322
20260323,0053,元大電子,TWSE,165.7,167.0,165.4,165.85,52277
20260323,0055,元大MSCI金融,TWSE,31.8,32.05,31.62,32.0,166363
20260323,0056,元大高股息,TWSE,37.88,38.1,37.8,37.97,110664636
20260323,0057,富邦摩台,TWSE,218.95,220.75,218.55,220.05,157572
20260323,0061,元大寶滬深,TWSE,23.25,23.25,22.75,22.75,462014
20260323,1101,台泥,TWSE,23.15,23.15,22.6,22.8,35180198
20260323,1102,亞泥,TWSE,34.15,34.45,33.9,34.2,9517443
20260323,1103,嘉泥,TWSE,13.4,13.55,13.4,13.5,385027
20260323,1104,環泥,TWSE,29.1,29.4,28.8,29.2,626004
20260323,1108,幸福,TWSE,14.85,14.95,14.8,14.8,175946
20260323,1109,信大,TWSE,15.2,15.25,15.15,15.15,194509
20260323,1110,東泥,TWSE,14.95,15.1,14.8,14.9,494425
20260323,1201,味全,TWSE,13.5,13.6,13.4,13.45,721996
20260323,1203,味王,TWSE,38.25,38.95,38.25,38.4,14313
20260323,1210,大成,TWSE,53.0,54.3,52.8,54.0,2316406
20260323,1213,大飲,TWSE,9.51,9.97,9.51,9.97,11000
20260323,1215,卜蜂,TWSE,147.0,149.0,147.0,147.5,512337
20260323,1216,統一,TWSE,70.0,70.2,69.5,69.5,12506836
20260323,1217,愛之味,TWSE,10.15,10.25,10.1,10.15,511521
20260323,1218,泰山,TWSE,18.95,19.1,18.85,19.0,775646
20260323,1219,福壽,TWSE,13.65,13.9,13.45,13.65,746036
20260323,1220,台榮,TWSE,12.5,12.5,12.25,12.4,255411
20260323,1225,福懋油,TWSE,32.05,32.55,31.4,31.5,400121
20260323,1227,佳格,TWSE,30.25,30.25,29.5,30.05,1708650
20260323,1229,聯華,TWSE,43.3,44.5,43.05,44.05,2265012
20260323,1231,聯華食,TWSE,87.7,90.3,86.7,89.6,340237
20260323,1232,大統益,TWSE,149.0,150.0,148.0,149.5,98176
20260323,1233,天仁,TWSE,29.65,29.95,29.35,29.7,23963
20260323,1234,黑松,TWSE,35.65,35.9,35.65,35.65,148055
20260323,1235,興泰,TWSE,40.5,42.3,38.4,38.4,78069
20260323,1236,宏亞,TWSE,26.75,27.2,25.9,26.85,38357
20260323,1256,鮮活果汁-KY,TWSE,152.5,152.5,147.0,147.0,80005
20260323,1301,台塑,TWSE,47.25,48.0,44.75,44.75,47616296
20260323,1303,南亞,TWSE,74.7,77.0,72.6,73.8,70639678
20260323,1304,台聚,TWSE,15.45,16.55,15.45,16.55,59483647
20260323,1305,華夏,TWSE,18.0,18.45,18.0,18.45,21417417
20260323,1307,三芳,TWSE,33.5,35.2,33.5,34.95,2002700
20260323,1308,亞聚,TWSE,16.95,18.15,16.6,18.15,34177238
20260323,1309,台達化,TWSE,19.15,19.9,19.0,19.9,10004285
20260323,1310,台苯,TWSE,12.65,13.25,11.6,11.6,45869441
20260323,1312,國喬,TWSE,14.65,15.15,14.2,14.25,36209047
20260323,1313,聯成,TWSE,13.15,13.95,13.05,13.05,23292161
20260323,1314,中石化,TWSE,8.66,9.03,8.4,8.4,105307408
20260323,1315,達新,TWSE,62.2,63.8,62.2,63.1,19911
20260323,1316,上曜,TWSE,12.4,12.65,12.25,12.3,2088299
20260323,1319,東陽,TWSE,81.4,83.4,81.0,82.0,1378572
20260323,1321,大洋,TWSE,32.85,33.05,32.7,32.8,184564
20260323,1323,永裕,TWSE,19.1,19.25,18.9,19.15,65386
20260323,1324,地球,TWSE,10.85,11.05,10.6,10.65,395385
20260323,1325,恆大,TWSE,27.75,28.2,27.3,27.5,691727
20260323,1326,台化,TWSE,44.8,45.8,43.05,43.1,34324848
20260323,1337,再生-KY,TWSE,6.31,6.49,6.18,6.29,2137946
20260323,1338,廣華-KY,TWSE,15.2,15.2,14.6,14.8,266881
