date,ticker,name,market,open,high,low,close,volume
20260128,0050,元大台灣50,TWSE,73.55,74.2,73.5,74.2,90901846
20260128,0051,元大中型100,TWSE,105.9,107.5,105.9,107.5,114440
20260128,0052,富邦科技,TWSE,43.82,44.24,43.79,44.23,38434828
20260128,0053,元大電子,TWSE,161.3,164.0,161.3,164.0,24344
20260128,0055,元大MSCI金融,TWSE,32.26,32.3,32.12,32.14,123225
20260128,0056,元大高股息,TWSE,38.7,38.79,38.52,38.62,56201100
20260128,0057,富邦摩台,TWSE,218.6,218.75,218.5,218.7,6872
20260128,0061,元大寶滬深,TWSE,23.61,23.64,23.37,23.37,758393
20260128,1101,台泥,TWSE,26.1,26.45,25.85,26.35,33189771
20260128,1102,亞泥,TWSE,35.6,35.75,35.5,35.5,7870932
20260128,1103,嘉泥,TWSE,14.2,14.3,14.0,14.3,534036
20260128,1104,環泥,TWSE,30.1,30.1,29.8,30.0,612247
20260128,1108,幸福,TWSE,15.15,15.15,15.05,15.15,105122
20260128,1109,信大,TWSE,15.45,15.5,15.35,15.5,93103
20260128,1110,東泥,TWSE,16.35,16.4,16.15,16.15,159266
20260128,1201,味全,TWSE,14.6,14.65,14.55,14.6,338637
20260128,1203,味王,TWSE,39.85,39.9,39.4,39.9,17883
20260128,1210,大成,TWSE,51.8,51.9,50.9,51.5,2641296
20260128,1213,大飲,TWSE,10.0,10.1,9.9,10.1,16004
20260128,1215,卜蜂,TWSE,151.0,152.0,148.5,151.5,624337
20260128,1216,統一,TWSE,73.5,73.5,72.2,72.7,12445059
20260128,1217,愛之味,TWSE,10.7,10.75,10.6,10.6,509700
20260128,1218,泰山,TWSE,18.7,18.7,18.4,18.55,763481
20260128,1219,福壽,TWSE,13.5,13.5,13.35,13.5,282681
20260128,1220,台榮,TWSE,12.7,12.9,12.7,12.9,157456
20260128,1225,福懋油,TWSE,28.7,28.7,28.45,28.65,63103
20260128,1227,佳格,TWSE,29.6,29.65,29.3,29.5,750554
20260128,1229,聯華,TWSE,46.8,46.9,46.35,46.55,1651437
20260128,1231,聯華食,TWSE,95.3,95.3,93.8,94.5,360775
20260128,1232,大統益,TWSE,145.5,145.5,145.0,145.0,50064
20260128,1233,天仁,TWSE,32.25,32.3,32.2,32.2,43485
20260128,1234,黑松,TWSE,37.05,37.05,36.95,37.0,75816
20260128,1235,興泰,TWSE,41.3,43.2,41.3,42.8,19301
20260128,1236,宏亞,TWSE,25.15,26.15,24.85,26.15,235359
20260128,1256,鮮活果汁-KY,TWSE,159.0,162.0,157.5,157.5,50418
20260128,1301,台塑,TWSE,51.3,52.8,50.5,51.3,95054642
20260128,1303,南亞,TWSE,80.1,83.5,79.6,80.5,132427952
20260128,1304,台聚,TWSE,12.3,12.8,12.1,12.5,11887310
20260128,1305,華夏,TWSE,12.6,13.3,12.35,12.7,9154574
20260128,1307,三芳,TWSE,32.6,33.0,32.35,32.35,795722
20260128,1308,亞聚,TWSE,14.25,14.65,14.0,14.15,3980078
20260128,1309,台達化,TWSE,12.7,12.9,12.3,12.55,2965162
20260128,1310,台苯,TWSE,9.14,9.21,8.98,9.17,4543381
20260128,1312,國喬,TWSE,13.4,13.75,13.05,13.55,9913785
20260128,1313,聯成,TWSE,11.4,11.8,11.25,11.45,9765371
20260128,1314,中石化,TWSE,8.3,8.35,8.13,8.24,31119323
