date,ticker,name,market,open,high,low,close,volume
20260427,0050,元大台灣50,TWSE,92.7,94.25,92.7,93.0,192038103
20260427,0051,元大中型100,TWSE,124.1,124.7,122.5,123.8,233866
20260427,0052,富邦科技,TWSE,55.0,55.55,54.55,54.85,100997275
20260427,0053,元大電子,TWSE,209.5,214.75,209.5,213.05,41027
20260427,0055,元大MSCI金融,TWSE,33.15,33.19,32.93,33.05,271490
20260427,0056,元大高股息,TWSE,41.18,41.25,40.83,40.9,147779049
20260427,0057,富邦摩台,TWSE,277.5,279.6,275.6,275.6,76178
20260427,0061,元大寶滬深,TWSE,24.16,24.28,24.16,24.22,302145
20260427,1101,台泥,TWSE,24.2,24.6,24.15,24.35,27152058
20260427,1102,亞泥,TWSE,35.8,35.9,35.15,35.25,11619107
20260427,1103,嘉泥,TWSE,13.55,13.55,13.35,13.35,746217
20260427,1104,環泥,TWSE,28.6,28.75,28.15,28.4,1234762
20260427,1108,幸福,TWSE,14.6,14.6,14.45,14.5,326144
20260427,1109,信大,TWSE,15.25,15.45,15.25,15.45,248701
20260427,1110,東泥,TWSE,15.0,15.0,14.7,14.9,141250
20260427,1201,味全,TWSE,12.85,12.85,12.55,12.7,849419
20260427,1203,味王,TWSE,44.1,44.1,42.8,43.1,30694
20260427,1210,大成,TWSE,53.1,53.7,52.7,53.7,2123426
20260427,1213,大飲,TWSE,8.95,8.95,8.95,8.95,6044
20260427,1215,卜蜂,TWSE,139.5,140.5,137.5,139.0,1838764
20260427,1216,統一,TWSE,71.3,71.7,70.5,70.5,10369319
20260427,1217,愛之味,TWSE,10.05,10.05,9.96,9.98,1177546
20260427,1218,泰山,TWSE,18.8,18.85,18.6,18.8,829241
20260427,1219,福壽,TWSE,13.55,13.55,13.3,13.55,846646
20260427,1220,台榮,TWSE,12.6,12.6,12.35,12.4,83285
20260427,1225,福懋油,TWSE,31.5,31.5,30.4,31.35,485878
20260427,1227,佳格,TWSE,29.2,29.3,28.85,29.1,1105557
20260427,1229,聯華,TWSE,42.5,42.5,41.3,41.7,5888858
20260427,1231,聯華食,TWSE,86.8,86.8,85.1,85.9,602780
20260427,1232,大統益,TWSE,148.5,149.5,147.5,149.5,167533
20260427,1233,天仁,TWSE,28.65,28.8,28.65,28.8,27125
20260427,1234,黑松,TWSE,35.45,35.45,35.1,35.25,277718
20260427,1235,興泰,TWSE,44.0,44.0,43.75,43.75,9258
20260427,1236,宏亞,TWSE,25.4,25.6,25.15,25.6,45383
20260427,1256,鮮活果汁-KY,TWSE,161.0,161.0,156.5,157.5,37498
20260427,1301,台塑,TWSE,49.7,51.1,49.45,50.3,16159637
20260427,1303,南亞,TWSE,86.0,89.7,85.9,87.8,64884563
20260427,1304,台聚,TWSE,14.25,14.25,13.7,13.75,10397530
