date,ticker,name,market,open,high,low,close,volume,turnover
20250925,1101,台泥,listed,23.5,24.3,23.5,23.95,50316369.0,1208323257.0
20250925,1102,亞泥,listed,37.25,37.25,36.9,37.1,7712537.0,285649927.0
20250925,1103,嘉泥,listed,13.45,13.65,13.35,13.6,507414.0,6886943.0
20250925,1104,環泥,listed,30.45,31.1,30.4,30.8,1671338.0,51450856.0
20250925,1108,幸福,listed,15.15,15.25,15.1,15.1,246273.0,3737927.0
20250925,1109,信大,listed,15.8,15.8,15.65,15.7,188670.0,2963844.0
20250925,1110,東泥,listed,16.85,16.95,16.7,16.9,229317.0,3856975.0
20250925,1201,味全,listed,15.5,15.55,15.4,15.45,187250.0,2895983.0
20250925,1203,味王,listed,39.35,39.35,39.35,39.35,2259.0,88892.0
20250925,1210,大成,listed,52.5,52.7,52.0,52.2,1351259.0,70621654.0
20250925,1213,大飲,listed,12.45,12.45,12.3,12.3,12101.0,150057.0
20250925,1215,卜蜂,listed,137.5,141.0,136.5,139.0,1411333.0,196738816.0
20250925,1216,統一,listed,79.1,79.4,78.2,78.3,9413819.0,738957288.0
20250925,1217,愛之味,listed,10.55,10.65,10.55,10.6,595115.0,6307080.0
20250925,1218,泰山,listed,19.15,19.3,19.1,19.2,699917.0,13426922.0
20250925,1219,福壽,listed,13.5,13.65,13.5,13.55,179022.0,2428118.0
20250925,1220,台榮,listed,12.95,12.95,12.85,12.85,59030.0,760125.0
20250925,1225,福懋油,listed,29.85,30.35,29.85,29.95,212481.0,6386099.0
20250925,1227,佳格,listed,30.3,30.4,30.15,30.3,280157.0,8484807.0
20250925,1229,聯華,listed,48.7,49.25,48.45,48.8,887283.0,43371696.0
20250925,1231,聯華食,listed,131.0,131.0,129.0,130.0,159292.0,20695514.0
20250925,1232,大統益,listed,147.5,148.0,147.0,147.0,36846.0,5432634.0
20250925,1233,天仁,listed,30.8,30.85,30.8,30.85,5209.0,160520.0
20250925,1234,黑松,listed,38.25,38.4,38.25,38.25,117197.0,4490103.0
20250925,1235,興泰,listed,63.7,63.7,62.4,63.0,19083.0,1196200.0
20250925,1236,宏亞,listed,24.1,24.45,23.95,24.3,163916.0,3944139.0
20250925,1256,鮮活果汁-KY,listed,171.0,172.0,169.0,172.0,46426.0,7927097.0
20250925,1301,台塑,listed,38.05,39.0,38.0,38.9,15648611.0,607398354.0
20250925,1303,南亞,listed,38.5,41.2,38.4,40.9,84120960.0,3417036005.0
20250925,1304,台聚,listed,10.1,10.4,10.05,10.3,2975312.0,30688132.0
20250925,1305,華夏,listed,11.55,11.9,11.55,11.75,1199633.0,14145472.0
20250925,1307,三芳,listed,30.6,31.15,30.5,30.65,1186264.0,36566043.0
20250925,1308,亞聚,listed,11.6,11.95,11.6,11.9,773588.0,9194237.0
20250925,1309,台達化,listed,10.8,11.0,10.8,10.9,590466.0,6457522.0
20250925,1310,台苯,listed,8.66,8.92,8.61,8.82,1517376.0,13391536.0
20250925,1312,國喬,listed,9.42,9.78,9.42,9.64,5135509.0,49496867.0
20250925,1313,聯成,listed,10.25,10.7,10.2,10.6,3327998.0,34892067.0
20250925,1314,中石化,listed,7.27,7.49,7.27,7.37,20479828.0,151938370.0
20250925,1315,達新,listed,64.6,64.9,64.5,64.5,21558.0,1394315.0
