date,ticker,name,market,open,high,low,close,volume
20251121,0050,元大台灣50,TWSE,60.1,60.15,59.5,59.85,327691489
20251121,0051,元大中型100,TWSE,87.0,88.0,85.05,85.35,240749
20251121,0053,元大電子,TWSE,129.0,129.1,127.5,127.7,41418
20251121,0055,元大MSCI金融,TWSE,29.17,29.27,29.01,29.15,555360
20251121,0056,元大高股息,TWSE,34.96,35.15,34.84,35.0,84280844
20251121,0057,富邦摩台,TWSE,176.1,176.3,174.15,174.15,35472
20251121,0061,元大寶滬深,TWSE,22.37,22.37,21.79,21.95,565618
20251121,1101,台泥,TWSE,20.5,20.85,20.45,20.55,24685964
20251121,1102,亞泥,TWSE,37.65,37.75,37.35,37.4,5836815
20251121,1103,嘉泥,TWSE,13.45,13.45,13.35,13.45,276895
20251121,1104,環泥,TWSE,30.35,30.8,30.3,30.55,823160
20251121,1108,幸福,TWSE,14.9,15.0,14.9,14.95,100259
20251121,1109,信大,TWSE,15.5,15.5,15.4,15.45,108353
20251121,1110,東泥,TWSE,16.65,16.7,16.3,16.45,74852
20251121,1201,味全,TWSE,14.85,14.9,14.75,14.85,191027
20251121,1203,味王,TWSE,39.9,39.9,39.4,39.8,11051
20251121,1210,大成,TWSE,51.7,51.9,51.1,51.1,1629457
20251121,1213,大飲,TWSE,10.0,10.0,10.0,10.0,1039
20251121,1215,卜蜂,TWSE,135.5,137.5,134.5,136.0,597511
20251121,1216,統一,TWSE,75.0,75.7,74.7,74.8,12391233
20251121,1217,愛之味,TWSE,10.1,10.2,10.1,10.2,399217
20251121,1218,泰山,TWSE,17.9,18.1,17.85,17.95,588922
20251121,1219,福壽,TWSE,13.55,13.55,13.4,13.55,155633
20251121,1220,台榮,TWSE,12.45,12.5,12.25,12.35,157852
20251121,1225,福懋油,TWSE,30.85,30.85,30.35,30.45,81913
20251121,1227,佳格,TWSE,30.35,30.5,30.3,30.5,389506
20251121,1229,聯華,TWSE,47.2,47.95,47.2,47.6,1757134
20251121,1231,聯華食,TWSE,94.6,96.4,94.4,96.4,313776
20251121,1232,大統益,TWSE,143.5,144.0,143.0,144.0,32917
20251121,1233,天仁,TWSE,30.85,30.85,30.8,30.8,7447
20251121,1234,黑松,TWSE,37.35,37.65,37.3,37.4,134532
20251121,1235,興泰,TWSE,47.45,47.65,46.55,47.65,4688
20251121,1236,宏亞,TWSE,24.4,24.55,24.35,24.55,15553
20251121,1256,鮮活果汁-KY,TWSE,132.5,138.0,132.0,133.5,41386
20251121,1301,台塑,TWSE,40.6,41.15,39.8,40.0,20567995
20251121,1303,南亞,TWSE,53.4,55.1,52.2,52.5,87722137
20251121,1304,台聚,TWSE,10.4,10.4,10.05,10.15,3678185
20251121,1305,華夏,TWSE,10.65,10.75,10.4,10.5,1215093
20251121,1307,三芳,TWSE,33.15,33.4,32.75,32.8,1110066
20251121,1308,亞聚,TWSE,12.4,12.5,12.1,12.3,1420219
20251121,1309,台達化,TWSE,10.75,10.8,10.5,10.55,871393
20251121,1310,台苯,TWSE,8.63,8.63,8.32,8.4,1053514
20251121,1312,國喬,TWSE,10.2,10.45,10.15,10.25,2837377
20251121,1313,聯成,TWSE,9.73,9.73,9.42,9.53,2806058
20251121,1314,中石化,TWSE,8.32,8.51,8.21,8.26,25282914
20251121,1315,達新,TWSE,64.9,65.0,64.3,64.8,11600
20251121,1316,上曜,TWSE,14.05,14.3,13.8,13.95,2765114
20251121,1319,東陽,TWSE,97.0,98.9,96.3,96.8,1911826
20251121,1321,大洋,TWSE,36.0,36.0,35.55,35.75,183705
20251121,1323,永裕,TWSE,19.5,19.6,19.5,19.6,36460
20251121,1324,地球,TWSE,10.55,10.55,10.4,10.5,28492
20251121,1325,恆大,TWSE,31.6,32.1,31.5,31.85,441549
20251121,1326,台化,TWSE,32.2,33.05,31.85,31.9,18594188
20251121,1337,再生-KY,TWSE,4.96,4.98,4.85,4.93,200088
20251121,1338,廣華-KY,TWSE,20.7,20.7,20.2,20.4,61567
20251121,1339,昭輝,TWSE,44.15,47.0,43.7,44.75,128663
20251121,1340,勝悅-KY,TWSE,7.4,7.89,7.35,7.36,878329
20251121,1341,富林-KY,TWSE,57.8,58.0,57.8,58.0,7042
20251121,1342,八貫,TWSE,83.3,83.9,82.8,83.5,127932
20251121,1402,遠東新,TWSE,28.0,28.35,27.9,28.25,11259154
20251121,1409,新纖,TWSE,15.6,15.7,15.15,15.35,8871367
20251121,1410,南染,TWSE,33.95,34.65,33.85,34.5,14783
20251121,1413,宏洲,TWSE,10.05,10.05,10.0,10.0,5316
20251121,1414,東和,TWSE,17.35,17.35,16.8,17.0,167121
20251121,1416,廣豐,TWSE,11.65,11.85,11.6,11.8,262435
20251121,1417,嘉裕,TWSE,8.79,8.81,8.49,8.75,758640
20251121,1418,東華,TWSE,20.55,20.55,19.9,19.95,6241
20251121,1419,新紡,TWSE,64.4,67.7,64.1,67.3,1256569
20251121,1423,利華,TWSE,38.25,38.8,38.2,38.8,9315
20251121,1432,大魯閣,TWSE,17.6,18.85,17.35,18.55,1755453
20251121,1434,福懋,TWSE,15.9,15.9,15.5,15.65,1253468
20251121,1435,中福,TWSE,23.85,23.85,23.85,23.85,1638
20251121,1436,華友聯,TWSE,60.0,61.8,60.0,60.4,134914
20251121,1437,勤益控,TWSE,31.9,31.9,30.95,31.85,184531
20251121,1438,三地開發,TWSE,33.55,34.05,33.4,33.65,51888
20251121,1439,雋揚,TWSE,26.65,26.85,26.55,26.7,10295
20251121,1440,南紡,TWSE,13.7,13.9,13.5,13.6,816426
20251121,1441,大東,TWSE,10.8,10.8,10.8,10.8,3809
20251121,1442,名軒,TWSE,31.55,32.3,30.6,30.8,695131
20251121,1443,立益物流,TWSE,27.05,27.05,26.9,26.9,5420
20251121,1444,力麗,TWSE,6.13,6.15,6.03,6.05,815040
20251121,1445,大宇,TWSE,14.2,14.2,13.65,13.7,51826
