date,ticker,name,market,open,high,low,close,volume,turnover
20250731,1101,台泥,listed,24.8,24.85,24.25,24.3,16961942.0,413593564.0
20250731,1102,亞泥,listed,40.15,40.55,40.1,40.5,4024062.0,162870842.0
20250731,1103,嘉泥,listed,14.0,14.05,13.75,14.05,896867.0,12478011.0
20250731,1104,環泥,listed,27.1,27.15,26.75,26.75,1180235.0,31700210.0
20250731,1108,幸福,listed,14.15,14.15,14.05,14.05,157999.0,2224889.0
20250731,1109,信大,listed,16.25,16.35,16.15,16.35,58767.0,954450.0
20250731,1110,東泥,listed,17.9,18.0,17.7,18.0,147320.0,2628360.0
20250731,1201,味全,listed,15.55,15.7,15.55,15.7,212281.0,3317027.0
20250731,1203,味王,listed,40.85,40.85,40.15,40.25,20494.0,825398.0
20250731,1210,大成,listed,61.6,61.8,60.7,61.0,2733710.0,167012292.0
20250731,1215,卜蜂,listed,117.5,117.5,115.5,116.0,538484.0,62640874.0
20250731,1216,統一,listed,79.7,79.7,78.6,79.2,16549302.0,1307073477.0
20250731,1217,愛之味,listed,10.65,10.65,10.5,10.55,1113701.0,11777961.0
20250731,1218,泰山,listed,18.9,18.9,18.7,18.75,769327.0,14454271.0
20250731,1219,福壽,listed,14.5,14.6,14.45,14.5,165172.0,2392410.0
20250731,1220,台榮,listed,13.5,13.55,13.4,13.45,59619.0,801289.0
20250731,1225,福懋油,listed,30.2,30.4,30.05,30.1,79884.0,2411507.0
20250731,1227,佳格,listed,32.2,32.2,31.9,31.95,280551.0,8979581.0
20250731,1229,聯華,listed,46.05,46.4,45.4,45.4,1738343.0,79431712.0
20250731,1231,聯華食,listed,138.5,139.0,137.5,138.0,193346.0,26737113.0
20250731,1232,大統益,listed,151.0,151.0,150.0,150.0,83174.0,12496395.0
20250731,1233,天仁,listed,30.6,30.6,30.55,30.55,7046.0,215463.0
20250731,1234,黑松,listed,39.8,40.0,39.8,39.9,58813.0,2347196.0
20250731,1235,興泰,listed,61.4,63.2,61.4,61.9,12101.0,751492.0
20250731,1236,宏亞,listed,20.8,20.95,20.8,20.95,6440.0,134129.0
20250731,1256,鮮活果汁-KY,listed,118.0,118.0,117.0,117.5,17021.0,1998061.0
20250731,1301,台塑,listed,43.15,43.2,41.95,42.65,73833930.0,3145310298.0
20250731,1303,南亞,listed,38.7,41.8,37.5,40.95,200542382.0,7985849121.0
20250731,1304,台聚,listed,11.3,11.3,10.7,10.85,2874631.0,31384348.0
20250731,1305,華夏,listed,12.25,12.25,11.7,11.95,2379865.0,28390458.0
20250731,1307,三芳,listed,34.65,34.65,34.1,34.3,846043.0,28999657.0
20250731,1308,亞聚,listed,12.85,12.85,12.35,12.45,1911490.0,23977758.0
20250731,1309,台達化,listed,11.9,11.9,11.55,11.7,1051098.0,12285337.0
20250731,1310,台苯,listed,9.68,9.68,9.38,9.5,2076297.0,19656937.0
20250731,1312,國喬,listed,10.75,10.75,10.1,10.4,7678910.0,79192037.0
20250731,1313,聯成,listed,10.4,10.4,10.05,10.4,4585425.0,46817203.0
20250731,1314,中石化,listed,7.67,7.67,7.4,7.45,18457496.0,138097538.0
20250731,1315,達新,listed,66.5,67.0,66.5,66.6,10499.0,701221.0
20250731,1316,上曜,listed,14.1,14.1,13.8,13.85,1862157.0,25836368.0
20250731,1319,東陽,listed,106.0,107.0,104.5,105.0,2170809.0,229406310.0
20250731,1321,大洋,listed,36.45,37.0,36.45,36.9,296325.0,10899952.0
20250731,1323,永裕,listed,19.7,19.85,19.7,19.85,16001.0,316469.0
20250731,1324,地球,listed,11.3,11.3,11.2,11.25,17153.0,193457.0
20250731,1325,恆大,listed,29.05,29.05,28.45,28.6,215522.0,6171999.0
20250731,1326,台化,listed,29.15,29.3,28.4,28.85,47287740.0,1363065545.0
20250731,1337,再生-KY,listed,5.49,5.52,5.48,5.51,55390.0,304013.0
20250731,1338,廣華-KY,listed,23.4,23.4,23.0,23.1,82666.0,1909081.0
20250731,1339,昭輝,listed,49.4,49.75,49.4,49.6,17559.0,870908.0
20250731,1340,勝悅-KY,listed,6.39,6.42,6.34,6.35,59941.0,381295.0
20250731,1341,富林-KY,listed,65.0,65.0,65.0,65.0,5020.0,326300.0
20250731,1342,八貫,listed,83.8,84.4,83.4,83.4,141933.0,11881528.0
20250731,1402,遠東新,listed,29.0,29.1,28.7,28.7,26190894.0,752741142.0
20250731,1409,新纖,listed,12.9,13.05,12.85,12.9,1798726.0,23295266.0
20250731,1410,南染,listed,35.15,35.45,34.95,35.15,21001.0,737184.0
20250731,1413,宏洲,listed,11.5,11.6,11.5,11.6,11934.0,138043.0
20250731,1414,東和,listed,18.4,18.4,18.0,18.05,599177.0,10845583.0
20250731,1416,廣豐,listed,11.8,11.8,11.75,11.8,35774.0,421492.0
20250731,1417,嘉裕,listed,7.94,8.03,7.9,7.97,114218.0,907587.0
20250731,1418,東華,listed,20.4,20.4,20.15,20.15,11007.0,223840.0
20250731,1419,新紡,listed,53.5,53.5,51.9,52.4,453852.0,23783216.0
20250731,1423,利華,listed,37.5,37.5,37.4,37.4,8113.0,304133.0
20250731,1432,大魯閣,listed,16.6,16.65,16.5,16.55,42356.0,702097.0
20250731,1434,福懋,listed,16.6,16.7,16.4,16.4,2370713.0,39101098.0
20250731,1435,中福,listed,31.8,32.3,31.8,32.3,3244.0,104179.0
20250731,1436,華友聯,listed,74.3,74.3,71.6,72.5,458217.0,33082530.0
20250731,1437,勤益控,listed,31.25,31.25,30.9,30.9,69941.0,2171982.0
20250731,1438,三地開發,listed,38.65,38.85,38.3,38.3,26150.0,1010625.0
20250731,1439,雋揚,listed,29.6,29.85,29.5,29.5,10270.0,303704.0
20250731,1440,南紡,listed,13.05,13.1,12.9,12.9,1050057.0,13605107.0
20250731,1441,大東,listed,11.55,11.6,11.5,11.5,8415.0,97100.0
20250731,1442,名軒,listed,71.6,71.6,69.5,70.0,690356.0,48456511.0
20250731,1443,立益物流,listed,31.1,31.25,31.05,31.05,5880.0,182658.0
20250731,1444,力麗,listed,6.6,6.6,6.53,6.58,415285.0,2724204.0
20250731,1445,大宇,listed,14.0,14.0,12.7,13.35,234205.0,3096625.0
20250731,1446,宏和,listed,20.5,20.7,20.25,20.3,187308.0,3802479.0
20250731,1447,力鵬,listed,6.04,6.05,5.97,5.97,513416.0,3079381.0
20250731,1449,佳和,listed,12.75,13.0,12.6,12.65,592990.0,7557685.0
20250731,1451,年興,listed,18.65,18.65,18.5,18.65,76013.0,1413080.0
20250731,1452,宏益,listed,11.85,11.9,11.8,11.8,38126.0,452049.0
20250731,1453,大將,listed,13.0,13.1,13.0,13.05,33538.0,436757.0
20250731,1454,台富,listed,14.4,14.55,14.3,14.4,40041.0,577180.0
20250731,1455,集盛,listed,8.85,8.99,8.85,8.89,162997.0,1448365.0
20250731,1456,怡華,listed,12.3,12.6,12.3,12.55,8002.0,100124.0
20250731,1457,宜進,listed,17.1,17.1,17.1,17.1,39618.0,677684.0
20250731,1459,聯發,listed,12.0,12.05,11.65,11.8,138655.0,1635441.0
20250731,1460,宏遠,listed,6.47,6.47,6.34,6.34,213467.0,1360180.0
20250731,1463,強盛新,listed,19.95,20.0,19.9,19.95,60164.0,1199572.0
20250731,1464,得力,listed,13.6,13.6,13.25,13.3,842965.0,11304476.0
20250731,1465,偉全,listed,13.3,13.35,13.25,13.35,30537.0,406894.0
20250731,1466,聚隆,listed,15.1,15.2,14.75,14.9,277522.0,4146462.0
20250731,1467,南緯,listed,7.85,7.9,7.77,7.82,86435.0,676557.0
