date,stock_id,stock_name,market,open,high,low,close,volume,trading_value,source
20260616,006201,元大富櫃50,TPEx,48.01,49.0,47.51,48.22,189000,9184150,TPEX_OTC_QUOTES_NO1430_JSON
20260616,00858,永豐美國500大,TPEx,36.24,36.35,36.21,36.3,1071000,38870350,TPEX_OTC_QUOTES_NO1430_JSON
20260616,00877,復華中國5G,TPEx,44.73,45.85,44.5,45.38,3278000,148631080,TPEX_OTC_QUOTES_NO1430_JSON
20260616,00886,永豐美國科技,TPEx,45.3,45.3,45.3,45.3,1000,45300,TPEX_OTC_QUOTES_NO1430_JSON
20260616,00887,永豐中國科技50大,TPEx,17.62,17.95,17.61,17.83,8555000,152496710,TPEX_OTC_QUOTES_NO1430_JSON
20260616,00888,永豐台灣ESG,TPEx,35.5,35.69,35.3,35.56,4571000,162628760,TPEX_OTC_QUOTES_NO1430_JSON
20260616,00928,中信上櫃ESG 30,TPEx,38.15,38.65,38.02,38.07,350000,13425120,TPEX_OTC_QUOTES_NO1430_JSON
20260616,00955,中信日本商社,TPEx,14.52,14.52,14.32,14.36,7109000,102217520,TPEX_OTC_QUOTES_NO1430_JSON
20260616,009806,台新標普500,TPEx,13.23,13.26,13.23,13.26,14000,185490,TPEX_OTC_QUOTES_NO1430_JSON
20260616,009807,台新標普科技精選,TPEx,17.0,17.06,17.0,17.06,317000,5390480,TPEX_OTC_QUOTES_NO1430_JSON
20260616,009814,富邦標普500,TPEx,11.09,11.11,11.06,11.1,1091000,12108230,TPEX_OTC_QUOTES_NO1430_JSON
20260616,009815,大華美國MAG7+,TPEx,11.35,11.38,11.33,11.36,5476000,62167070,TPEX_OTC_QUOTES_NO1430_JSON
20260616,009822,華南永昌未來金融,TPEx,9.71,9.77,9.58,9.71,1738000,16800630,TPEX_OTC_QUOTES_NO1430_JSON
20260616,020025,統一亞洲半導體N,TPEx,42.67,43.42,42.57,43.27,118000,5075910,TPEX_OTC_QUOTES_NO1430_JSON
20260616,020027,元大上櫃ESG成長N,TPEx,11.22,11.25,11.22,11.25,5000,56190,TPEX_OTC_QUOTES_NO1430_JSON
20260616,020033,統一恒生科期N,TPEx,3.75,3.75,3.72,3.72,29000,108330,TPEX_OTC_QUOTES_NO1430_JSON
20260616,020040,元大上櫃ESG龍頭N,TPEx,12.07,12.07,12.07,12.07,1000,12070,TPEX_OTC_QUOTES_NO1430_JSON
20260616,020041,兆豐半導體氣候N,TPEx,19.73,19.99,19.7,19.7,23000,456470,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1240,茂生農經,TPEx,58.1,58.3,58.1,58.2,7000,407300,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1259,安心,TPEx,58.0,58.6,58.0,58.6,6000,348900,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1264,德麥,TPEx,270.5,270.5,269.5,270.0,9000,2429500,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1268,漢來美食,TPEx,169.0,170.0,168.5,169.5,24000,4055500,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1294,漢田生技,TPEx,79.0,79.4,79.0,79.1,24000,1899800,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1295,生合,TPEx,49.5,49.5,48.6,48.6,41000,2015800,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1336,台翰,TPEx,15.55,15.9,15.05,15.05,494000,7563400,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1565,精華,TPEx,93.0,93.7,92.7,93.5,147000,13680400,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1569,濱川,TPEx,49.45,50.0,48.6,48.75,616000,30226700,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1570,力肯,TPEx,43.4,43.6,41.5,42.2,199000,8465150,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1580,新麥,TPEx,124.0,124.0,123.0,124.0,85000,10510500,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1584,精剛,TPEx,19.8,19.8,19.5,19.65,559000,10966600,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1586,和勤,TPEx,21.3,21.5,21.05,21.3,403000,8546100,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1593,祺驊,TPEx,31.75,32.3,31.75,32.25,97000,3102000,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1595,川寶,TPEx,75.4,77.9,74.0,74.3,666000,50654400,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1599,宏佳騰,TPEx,23.35,23.5,23.25,23.45,64000,1497100,TPEX_OTC_QUOTES_NO1430_JSON
20260616,1742,台蠟,TPEx,15.7,15.8,15.5,15.6,30000,467150,TPEX_OTC_QUOTES_NO1430_JSON
