date,ticker,name,market,open,high,low,close,volume,turnover
20251023,1101,台泥,listed,23.05,23.2,22.85,23.05,12272913.0,282663463.0
20251023,1102,亞泥,listed,37.35,37.65,37.2,37.65,3409325.0,127805702.0
20251023,1103,嘉泥,listed,13.3,13.3,13.2,13.3,273090.0,3622402.0
20251023,1104,環泥,listed,32.5,32.7,32.3,32.45,992236.0,32268412.0
20251023,1108,幸福,listed,15.05,15.1,15.0,15.0,86967.0,1308595.0
20251023,1109,信大,listed,15.8,15.85,15.7,15.7,38628.0,609264.0
20251023,1110,東泥,listed,16.6,16.65,16.5,16.6,38000.0,630550.0
20251023,1201,味全,listed,15.3,15.35,15.05,15.25,370695.0,5646401.0
20251023,1203,味王,listed,39.5,39.5,39.5,39.5,4262.0,168390.0
20251023,1210,大成,listed,58.0,59.8,54.1,54.2,34982036.0,1991354088.0
20251023,1213,大飲,listed,11.35,11.35,10.7,11.0,34517.0,378115.0
20251023,1215,卜蜂,listed,145.5,148.0,133.0,134.0,8852274.0,1230682744.0
20251023,1216,統一,listed,78.9,80.0,78.9,79.9,10247955.0,816511045.0
20251023,1217,愛之味,listed,10.4,10.5,10.35,10.4,450917.0,4706120.0
20251023,1218,泰山,listed,18.8,18.8,18.65,18.75,589314.0,11036105.0
20251023,1219,福壽,listed,14.7,15.2,14.15,14.25,5836416.0,86307496.0
20251023,1220,台榮,listed,13.4,13.95,13.2,13.2,552710.0,7452413.0
20251023,1225,福懋油,listed,31.2,31.5,30.65,30.7,170565.0,5290412.0
20251023,1227,佳格,listed,31.9,32.1,31.65,31.7,495322.0,15766454.0
20251023,1229,聯華,listed,48.4,49.1,48.1,48.9,1018214.0,49629654.0
20251023,1231,聯華食,listed,112.5,112.5,111.0,112.0,224079.0,25064248.0
20251023,1232,大統益,listed,146.5,146.5,145.5,145.5,35945.0,5242393.0
20251023,1233,天仁,listed,31.0,31.0,30.85,30.85,3012.0,93068.0
20251023,1234,黑松,listed,37.65,37.7,37.5,37.5,75214.0,2826375.0
20251023,1235,興泰,listed,52.7,53.9,51.4,51.5,78624.0,4146285.0
20251023,1236,宏亞,listed,25.9,25.95,25.7,25.85,75231.0,1941686.0
20251023,1256,鮮活果汁-KY,listed,152.0,156.5,151.0,153.5,74600.0,11529952.0
20251023,1301,台塑,listed,39.25,40.8,38.85,40.2,38882640.0,1559826286.0
20251023,1303,南亞,listed,42.3,44.4,42.0,43.4,89186133.0,3875007103.0
20251023,1304,台聚,listed,10.7,11.45,10.6,11.1,7848052.0,87209537.0
20251023,1305,華夏,listed,11.3,11.95,11.2,11.7,1929719.0,22674213.0
20251023,1307,三芳,listed,31.85,33.5,31.65,32.3,2100042.0,68534167.0
20251023,1308,亞聚,listed,13.0,13.85,12.9,13.7,4443218.0,60311671.0
20251023,1309,台達化,listed,11.3,11.8,11.1,11.55,1347173.0,15612719.0
20251023,1310,台苯,listed,8.8,9.11,8.8,8.98,1092534.0,9849684.0
20251023,1312,國喬,listed,10.7,11.0,10.55,10.95,7410524.0,80484461.0
20251023,1313,聯成,listed,10.45,10.95,10.25,10.7,5666894.0,61138515.0
20251023,1314,中石化,listed,7.3,7.4,7.25,7.32,13052757.0,95958084.0
20251023,1315,達新,listed,64.7,64.7,64.3,64.6,20792.0,1341487.0
20251023,1316,上曜,listed,16.6,16.8,16.05,16.2,10087730.0,165697845.0
20251023,1319,東陽,listed,99.4,103.5,97.6,100.0,9935125.0,1004085929.0
20251023,1321,大洋,listed,36.1,36.1,35.55,35.75,87088.0,3108434.0
20251023,1323,永裕,listed,19.75,19.8,19.7,19.8,20532.0,405401.0
20251023,1324,地球,listed,12.5,12.95,11.55,11.85,1697292.0,20633465.0
20251023,1325,恆大,listed,31.8,32.5,31.15,31.35,1911612.0,60552910.0
20251023,1326,台化,listed,30.05,31.5,29.75,30.9,17984053.0,556133163.0
20251023,1337,再生-KY,listed,5.06,5.1,5.02,5.03,288799.0,1459913.0
20251023,1338,廣華-KY,listed,21.75,21.85,21.5,21.75,30122.0,652423.0
20251023,1339,昭輝,listed,44.5,47.05,44.5,45.8,278738.0,12816161.0
20251023,1340,勝悅-KY,listed,6.77,6.77,6.65,6.71,90931.0,609192.0
20251023,1341,富林-KY,listed,59.0,60.0,59.0,60.0,4108.0,245351.0
20251023,1342,八貫,listed,83.9,84.0,83.5,84.0,42122.0,3524365.0
20251023,1402,遠東新,listed,27.45,27.65,27.4,27.5,5615006.0,154539868.0
20251023,1409,新纖,listed,13.7,13.8,13.45,13.7,3664332.0,50146035.0
20251023,1410,南染,listed,34.25,34.25,34.0,34.05,9000.0,306900.0
20251023,1413,宏洲,listed,10.4,10.4,10.35,10.4,70793.0,734124.0
20251023,1414,東和,listed,17.85,18.05,17.75,18.05,500220.0,8975190.0
20251023,1416,廣豐,listed,11.2,11.45,11.2,11.35,132562.0,1497279.0
20251023,1417,嘉裕,listed,8.25,8.25,8.11,8.19,157759.0,1285051.0
20251023,1418,東華,listed,20.3,20.35,20.1,20.25,15752.0,318396.0
20251023,1419,新紡,listed,65.3,65.3,65.3,65.3,1233039.0,80517420.0
20251023,1423,利華,listed,38.95,38.95,38.0,38.0,10999.0,419742.0
20251023,1432,大魯閣,listed,17.35,17.4,17.3,17.35,63942.0,1109238.0
20251023,1434,福懋,listed,15.2,15.5,15.15,15.35,1290111.0,19821881.0
20251023,1435,中福,listed,27.9,27.9,26.65,26.65,5008.0,137265.0
20251023,1436,華友聯,listed,62.8,63.6,62.8,63.3,136552.0,8651837.0
20251023,1437,勤益控,listed,30.25,30.25,30.0,30.25,58534.0,1764226.0
20251023,1438,三地開發,listed,36.2,36.2,36.2,36.2,1030.0,37298.0
20251023,1439,雋揚,listed,28.3,28.3,28.0,28.0,22000.0,621800.0
20251023,1440,南紡,listed,12.95,13.1,12.9,12.95,1316366.0,17124785.0
20251023,1441,大東,listed,11.0,11.15,11.0,11.15,10681.0,117888.0
20251023,1442,名軒,listed,35.4,35.75,35.0,35.4,774173.0,27340199.0
20251023,1443,立益物流,listed,28.3,28.3,28.3,28.3,1001.0,28328.0
20251023,1444,力麗,listed,6.61,6.75,6.53,6.72,1435544.0,9600778.0
20251023,1445,大宇,listed,15.0,15.0,14.65,14.65,20001.0,294664.0
20251023,1446,宏和,listed,18.9,18.95,18.45,18.7,230322.0,4313106.0
20251023,1447,力鵬,listed,5.63,5.72,5.63,5.7,310757.0,1768452.0
20251023,1449,佳和,listed,12.25,12.25,11.85,11.85,335341.0,4007819.0
20251023,1451,年興,listed,17.1,17.2,17.05,17.1,122649.0,2096596.0
20251023,1452,宏益,listed,11.9,11.95,11.65,11.85,129409.0,1517839.0
20251023,1453,大將,listed,13.5,13.5,13.2,13.25,23337.0,310520.0
20251023,1454,台富,listed,13.6,13.9,13.5,13.55,42239.0,575387.0
20251023,1455,集盛,listed,8.09,8.19,8.06,8.13,307871.0,2502904.0
20251023,1456,怡華,listed,12.9,12.9,12.6,12.7,12214.0,155594.0
20251023,1457,宜進,listed,16.5,16.5,16.45,16.45,150044.0,2473259.0
20251023,1459,聯發,listed,11.75,11.8,11.7,11.8,218920.0,2578696.0
20251023,1460,宏遠,listed,5.85,5.88,5.8,5.87,336354.0,1965833.0
20251023,1463,強盛新,listed,17.15,17.2,17.05,17.1,82049.0,1406288.0
20251023,1464,得力,listed,11.15,11.35,11.1,11.3,410718.0,4627426.0
