date,stock_id,stock_name,market,open,high,low,close,volume,trading_value,source
20260531,006201,元大富櫃50,TPEx,49.14,50.65,49.14,50.3,50,287320,TPEX_OLD_DAILY_JSON
20260531,00858,永豐美國500大,TPEx,35.73,36.06,35.73,36.05,36,832830,TPEX_OLD_DAILY_JSON
20260531,00877,復華中國5G,TPEx,42.81,43.7,42.2,43.12,43,7592021,TPEX_OLD_DAILY_JSON
20260531,00886,永豐美國科技,TPEx,44.38,44.64,44.36,44.64,44,23151,TPEX_OLD_DAILY_JSON
20260531,00887,永豐中國科技50大,TPEx,17.93,17.99,17.44,17.82,18,12190050,TPEX_OLD_DAILY_JSON
20260531,00888,永豐台灣ESG,TPEx,34.96,35.02,34.6,34.91,35,5885038,TPEX_OLD_DAILY_JSON
20260531,00928,中信上櫃ESG 30,TPEx,38.6,39.85,38.6,39.59,39,886676,TPEX_OLD_DAILY_JSON
20260531,00955,中信日本商社,TPEx,15.17,15.34,15.15,15.33,15,7526464,TPEX_OLD_DAILY_JSON
20260531,009806,台新標普500,TPEx,13.17,13.23,13.17,13.22,13,51925,TPEX_OLD_DAILY_JSON
20260531,009807,台新標普科技精選,TPEx,16.62,16.72,16.62,16.72,17,166751,TPEX_OLD_DAILY_JSON
20260531,009814,富邦標普500,TPEx,10.96,11.07,10.96,11.06,11,2102043,TPEX_OLD_DAILY_JSON
20260531,009815,大華美國MAG7+,TPEx,11.5,11.55,11.48,11.54,12,6840205,TPEX_OLD_DAILY_JSON
20260531,020025,統一亞洲半導體N,TPEx,39.62,40.69,39.62,40.3,40,89000,TPEX_OLD_DAILY_JSON
20260531,020027,元大上櫃ESG成長N,TPEx,11.51,11.59,11.4,11.45,12,73000,TPEX_OLD_DAILY_JSON
20260531,020033,統一恒生科期N,TPEx,3.95,3.98,3.95,3.96,4,6000,TPEX_OLD_DAILY_JSON
20260531,020040,元大上櫃ESG龍頭N,TPEx,12.12,12.12,12.12,12.12,12,1000,TPEX_OLD_DAILY_JSON
20260531,020041,兆豐半導體氣候N,TPEx,20.27,20.27,19.91,20.0,20,37000,TPEX_OLD_DAILY_JSON
20260531,1240,茂生農經,TPEx,57.6,57.6,57.3,57.3,57,2457,TPEX_OLD_DAILY_JSON
20260531,1259,安心,TPEx,57.9,58.4,56.8,58.4,58,9066,TPEX_OLD_DAILY_JSON
20260531,1264,德麥,TPEx,271.5,272.0,270.5,270.5,271,43326,TPEX_OLD_DAILY_JSON
20260531,1268,漢來美食,TPEx,168.0,168.5,167.5,168.5,168,22839,TPEX_OLD_DAILY_JSON
20260531,1294,漢田生技,TPEx,77.3,77.9,77.2,77.9,78,10952,TPEX_OLD_DAILY_JSON
20260531,1295,生合,TPEx,50.3,50.4,49.95,50.0,50,57512,TPEX_OLD_DAILY_JSON
20260531,1336,台翰,TPEx,13.2,13.35,13.15,13.25,13,87532,TPEX_OLD_DAILY_JSON
20260531,1565,精華,TPEx,92.3,94.6,92.3,94.0,94,176422,TPEX_OLD_DAILY_JSON
20260531,1569,濱川,TPEx,51.0,52.0,50.7,51.1,51,436945,TPEX_OLD_DAILY_JSON
20260531,1570,力肯,TPEx,53.4,53.4,50.5,52.1,52,566257,TPEX_OLD_DAILY_JSON
20260531,1580,新麥,TPEx,121.0,122.0,121.0,121.5,121,90109,TPEX_OLD_DAILY_JSON
20260531,1584,精剛,TPEx,19.8,20.2,19.7,19.8,20,662830,TPEX_OLD_DAILY_JSON
20260531,1586,和勤,TPEx,22.15,22.2,21.6,21.75,22,346210,TPEX_OLD_DAILY_JSON
20260531,1591,駿吉-KY,TPEx,37.9,40.2,37.9,40.2,39,251699,TPEX_OLD_DAILY_JSON
20260531,1593,祺驊,TPEx,30.9,31.6,30.85,31.4,31,31660,TPEX_OLD_DAILY_JSON
20260531,1595,川寶,TPEx,88.8,90.8,83.7,85.5,87,2027039,TPEX_OLD_DAILY_JSON
20260531,1599,宏佳騰,TPEx,23.25,24.5,23.25,23.7,24,94251,TPEX_OLD_DAILY_JSON
20260531,1742,台蠟,TPEx,15.0,15.3,15.0,15.2,15,26606,TPEX_OLD_DAILY_JSON
20260531,1777,生泰,TPEx,71.3,72.1,71.1,71.7,72,45430,TPEX_OLD_DAILY_JSON
20260531,1781,合世,TPEx,10.4,10.9,10.4,10.9,11,33246,TPEX_OLD_DAILY_JSON
20260531,1784,訊聯,TPEx,64.5,66.7,64.5,66.7,66,287232,TPEX_OLD_DAILY_JSON
20260531,1785,光洋科,TPEx,156.5,160.5,151.5,158.5,157,62303261,TPEX_OLD_DAILY_JSON
20260531,1788,杏昌,TPEx,134.0,134.5,133.5,134.5,134,41321,TPEX_OLD_DAILY_JSON
20260531,1796,金穎生技,TPEx,35.9,36.05,35.9,35.9,36,21121,TPEX_OLD_DAILY_JSON
20260531,1799,易威,TPEx,33.2,33.65,33.1,33.25,33,131421,TPEX_OLD_DAILY_JSON
20260531,1813,寶利徠,TPEx,11.9,12.15,11.5,12.1,12,296986,TPEX_OLD_DAILY_JSON
20260531,1815,富喬,TPEx,107.5,109.0,104.5,106.0,106,20566522,TPEX_OLD_DAILY_JSON
20260531,2035,唐榮,TPEx,27.65,28.0,27.65,28.0,28,5126,TPEX_OLD_DAILY_JSON
20260531,2061,風青,TPEx,34.4,36.3,33.3,36.3,35,1839152,TPEX_OLD_DAILY_JSON
20260531,2063,世鎧,TPEx,24.9,25.55,24.8,25.2,25,49304,TPEX_OLD_DAILY_JSON
20260531,2064,晉椿,TPEx,13.75,14.05,13.75,13.8,14,12130,TPEX_OLD_DAILY_JSON
20260531,2065,世豐,TPEx,35.55,36.5,35.55,36.2,36,97343,TPEX_OLD_DAILY_JSON
20260531,2066,世德,TPEx,59.3,59.6,57.1,58.3,59,191568,TPEX_OLD_DAILY_JSON
20260531,2067,嘉鋼,TPEx,6.6,6.6,6.55,6.56,7,35573,TPEX_OLD_DAILY_JSON
20260531,2070,精湛,TPEx,76.6,81.5,75.0,77.6,78,2959495,TPEX_OLD_DAILY_JSON
20260531,2073,雄順,TPEx,26.0,26.0,26.0,26.0,26,1090,TPEX_OLD_DAILY_JSON
20260531,2221,大甲,TPEx,42.0,43.15,41.95,42.5,43,427152,TPEX_OLD_DAILY_JSON
