date,ticker,name,market,open,high,low,close,volume
20260106,0050,元大台灣50,TWSE,69.45,70.4,68.95,70.4,130176548
20260106,0051,元大中型100,TWSE,93.2,95.25,93.2,94.6,121670
20260106,0052,富邦科技,TWSE,40.27,41.1,40.2,41.1,77151705
20260106,0053,元大電子,TWSE,149.15,151.2,148.9,151.0,31919
20260106,0055,元大MSCI金融,TWSE,32.11,32.21,32.05,32.11,250253
20260106,0056,元大高股息,TWSE,37.15,37.33,37.15,37.26,60484594
20260106,0057,富邦摩台,TWSE,203.15,205.05,203.15,205.05,8218
20260106,0061,元大寶滬深,TWSE,23.5,23.88,23.5,23.85,694257
20260106,1101,台泥,TWSE,23.15,23.2,22.85,23.0,31146907
20260106,1102,亞泥,TWSE,37.5,37.9,37.0,37.05,9842830
20260106,1103,嘉泥,TWSE,13.75,13.85,13.7,13.7,402381
20260106,1104,環泥,TWSE,29.75,29.95,29.75,29.95,335298
20260106,1108,幸福,TWSE,14.9,14.95,14.85,14.9,210207
20260106,1109,信大,TWSE,15.5,15.5,15.4,15.4,167417
20260106,1110,東泥,TWSE,16.25,16.35,16.15,16.35,378520
20260106,1201,味全,TWSE,14.35,14.4,14.3,14.35,554629
20260106,1203,味王,TWSE,39.65,39.75,39.6,39.7,24379
20260106,1210,大成,TWSE,51.5,51.5,51.0,51.2,1271995
20260106,1213,大飲,TWSE,10.55,10.65,10.25,10.65,17335
20260106,1215,卜蜂,TWSE,134.0,135.5,133.0,133.5,1084790
20260106,1216,統一,TWSE,77.0,77.7,75.9,76.2,13356417
20260106,1217,愛之味,TWSE,10.4,10.45,10.4,10.4,557026
20260106,1218,泰山,TWSE,18.1,18.1,18.0,18.05,584131
20260106,1219,福壽,TWSE,13.35,13.35,13.2,13.3,450026
20260106,1220,台榮,TWSE,12.5,12.5,12.4,12.5,162344
20260106,1225,福懋油,TWSE,28.2,28.4,27.85,28.05,357672
20260106,1227,佳格,TWSE,30.0,30.1,29.75,29.9,715545
20260106,1229,聯華,TWSE,46.25,46.6,46.0,46.15,2156121
20260106,1231,聯華食,TWSE,94.0,95.0,93.6,95.0,352756
20260106,1232,大統益,TWSE,144.5,145.0,144.0,145.0,52265
20260106,1233,天仁,TWSE,32.2,32.2,32.05,32.05,47045
20260106,1234,黑松,TWSE,37.95,37.95,37.4,37.45,73334
20260106,1235,興泰,TWSE,45.5,45.65,45.05,45.2,15050
20260106,1236,宏亞,TWSE,25.45,25.85,25.0,25.5,99955
20260106,1256,鮮活果汁-KY,TWSE,150.0,153.0,147.0,151.5,159250
20260106,1301,台塑,TWSE,38.0,38.8,38.0,38.2,18619258
20260106,1303,南亞,TWSE,56.3,59.4,56.3,58.9,83828180
20260106,1304,台聚,TWSE,10.5,10.7,10.45,10.55,3709552
20260106,1305,華夏,TWSE,10.6,10.9,10.6,10.85,1215817
20260106,1307,三芳,TWSE,30.85,31.3,30.85,31.15,732419
20260106,1308,亞聚,TWSE,12.8,13.0,12.7,12.8,1115043
20260106,1309,台達化,TWSE,10.95,11.2,10.9,11.1,819289
20260106,1310,台苯,TWSE,8.65,8.72,8.6,8.69,1279829
20260106,1312,國喬,TWSE,11.3,11.45,11.2,11.3,3836099
20260106,1313,聯成,TWSE,9.8,9.94,9.8,9.85,1367098
20260106,1314,中石化,TWSE,7.68,7.86,7.66,7.85,19191004
20260106,1315,達新,TWSE,63.7,64.2,63.7,64.0,25427
20260106,1316,上曜,TWSE,14.65,14.75,14.35,14.4,3743719
20260106,1319,東陽,TWSE,97.2,97.6,95.1,95.1,2403416
20260106,1321,大洋,TWSE,34.85,34.95,34.75,34.95,93111
20260106,1323,永裕,TWSE,19.5,19.5,19.45,19.45,15174
20260106,1324,地球,TWSE,11.9,12.05,11.15,11.25,1319128
20260106,1325,恆大,TWSE,29.85,30.2,29.6,29.75,385199
20260106,1326,台化,TWSE,30.65,31.7,30.65,31.2,14832516
20260106,1337,再生-KY,TWSE,4.77,4.8,4.73,4.75,250325
20260106,1338,廣華-KY,TWSE,20.1,20.3,20.0,20.0,90768
20260106,1339,昭輝,TWSE,42.0,42.85,41.5,42.05,91110
20260106,1340,勝悅-KY,TWSE,6.73,6.95,6.54,6.71,655392
20260106,1341,富林-KY,TWSE,57.7,57.7,57.7,57.7,1081
20260106,1342,八貫,TWSE,91.3,93.0,91.1,92.3,483515
20260106,1402,遠東新,TWSE,27.7,27.95,27.65,27.85,4731094
20260106,1409,新纖,TWSE,14.4,14.75,14.4,14.6,3736680
20260106,1410,南染,TWSE,34.25,34.65,34.1,34.1,11296
20260106,1413,宏洲,TWSE,9.97,9.97,9.71,9.75,18689
20260106,1416,廣豐,TWSE,11.9,12.0,11.85,11.95,328807
20260106,1417,嘉裕,TWSE,8.77,8.89,8.71,8.87,89943
20260106,1418,東華,TWSE,19.95,20.0,19.85,20.0,18225
20260106,1419,新紡,TWSE,66.6,67.9,66.3,67.0,97967
20260106,1423,利華,TWSE,38.3,38.55,38.15,38.5,40169
20260106,1432,大魯閣,TWSE,18.1,18.1,18.0,18.05,216142
20260106,1434,福懋,TWSE,15.6,15.75,15.45,15.55,3511352
20260106,1435,中福,TWSE,21.65,22.0,21.5,21.75,9959
20260106,1436,華友聯,TWSE,63.0,63.5,62.6,62.8,199430
20260106,1437,勤益控,TWSE,34.15,34.15,33.2,33.3,237363
20260106,1438,三地開發,TWSE,33.4,33.45,33.3,33.45,24125
20260106,1439,雋揚,TWSE,28.45,29.05,28.4,29.05,9942
20260106,1440,南紡,TWSE,13.1,13.2,13.0,13.05,897937
20260106,1441,大東,TWSE,10.25,10.25,10.25,10.25,17085
20260106,1442,名軒,TWSE,29.0,29.7,28.95,29.6,648668
20260106,1443,立益物流,TWSE,27.0,27.0,27.0,27.0,2047
20260106,1444,力麗,TWSE,5.97,6.02,5.95,5.97,1062499
20260106,1445,大宇,TWSE,12.7,12.8,12.5,12.6,190764
20260106,1446,宏和,TWSE,18.1,18.25,17.95,18.1,215286
20260106,1447,力鵬,TWSE,5.17,5.2,5.15,5.17,941785
20260106,1449,佳和,TWSE,11.15,11.25,11.1,11.1,442088
20260106,1451,年興,TWSE,17.25,17.35,17.2,17.35,126142
20260106,1452,宏益,TWSE,11.7,12.0,11.7,11.85,57341
20260106,1453,大將,TWSE,12.15,12.35,12.05,12.2,103812
20260106,1454,台富,TWSE,13.15,13.15,12.7,12.7,68123
