date,ticker,name,market,open,high,low,close,volume
20251119,0050,元大台灣50,TWSE,60.15,60.5,59.9,60.05,151383859
20251119,0051,元大中型100,TWSE,88.65,89.2,88.35,88.45,142206
20251119,0053,元大電子,TWSE,132.55,132.85,131.6,131.6,20490
20251119,0055,元大MSCI金融,TWSE,30.39,30.48,30.2,30.22,347001
20251119,0056,元大高股息,TWSE,34.97,35.08,34.66,34.74,115664163
20251119,0057,富邦摩台,TWSE,177.3,177.3,175.55,175.55,62368
20251119,0061,元大寶滬深,TWSE,22.18,22.43,22.18,22.25,191969
20251119,1101,台泥,TWSE,20.85,20.85,20.25,20.4,36219463
20251119,1102,亞泥,TWSE,37.4,37.65,36.7,37.55,7427548
20251119,1103,嘉泥,TWSE,13.35,13.4,13.25,13.3,237062
20251119,1104,環泥,TWSE,29.8,29.95,29.65,29.75,319507
20251119,1108,幸福,TWSE,15.0,15.0,14.9,14.9,92163
20251119,1109,信大,TWSE,15.65,15.65,15.3,15.35,203140
20251119,1110,東泥,TWSE,16.5,16.5,16.15,16.15,161411
20251119,1201,味全,TWSE,14.9,14.9,14.75,14.8,259781
20251119,1203,味王,TWSE,39.5,39.8,39.5,39.5,6424
20251119,1210,大成,TWSE,52.2,52.2,51.0,51.0,2914179
20251119,1213,大飲,TWSE,10.2,10.2,10.0,10.0,17012
20251119,1215,卜蜂,TWSE,136.0,136.0,132.0,134.5,1398532
20251119,1216,統一,TWSE,75.5,75.6,74.7,74.8,7651659
20251119,1217,愛之味,TWSE,10.1,10.2,10.1,10.1,484830
20251119,1218,泰山,TWSE,18.1,18.1,17.9,17.95,641781
20251119,1219,福壽,TWSE,13.65,13.65,13.35,13.5,339649
20251119,1220,台榮,TWSE,12.55,12.55,12.4,12.4,70080
20251119,1225,福懋油,TWSE,30.05,30.45,30.0,30.25,135707
20251119,1227,佳格,TWSE,30.4,30.4,30.05,30.2,426127
20251119,1229,聯華,TWSE,46.9,47.0,46.45,46.55,1275719
20251119,1231,聯華食,TWSE,94.0,94.4,93.0,93.2,302341
20251119,1232,大統益,TWSE,144.0,144.0,142.5,143.0,44920
20251119,1233,天仁,TWSE,30.8,30.8,30.7,30.75,8054
20251119,1234,黑松,TWSE,37.4,37.4,37.15,37.15,76125
20251119,1235,興泰,TWSE,47.6,48.35,47.5,48.15,9184
20251119,1236,宏亞,TWSE,23.85,24.25,23.8,24.2,34079
20251119,1256,鮮活果汁-KY,TWSE,142.0,142.0,135.0,139.0,73245
20251119,1301,台塑,TWSE,41.0,41.25,40.05,40.05,31862818
20251119,1303,南亞,TWSE,56.6,56.8,53.3,53.8,141242686
20251119,1304,台聚,TWSE,10.75,10.75,10.2,10.2,3707065
20251119,1305,華夏,TWSE,11.25,11.25,10.6,10.6,1423430
20251119,1307,三芳,TWSE,32.3,32.75,32.2,32.65,814653
