date,ticker,name,market,open,high,low,close,volume,turnover
20250630,1101,台泥,listed,26.0,26.05,25.5,25.5,21430048.0,550001929.0
20250630,1102,亞泥,listed,43.05,43.3,42.65,42.65,6836238.0,293080637.0
20250630,1103,嘉泥,listed,14.7,14.7,14.55,14.65,140752.0,2056507.0
20250630,1104,環泥,listed,28.1,28.15,27.8,27.85,333435.0,9302202.0
20250630,1108,幸福,listed,14.9,14.9,14.75,14.8,62096.0,919667.0
20250630,1109,信大,listed,16.85,16.85,16.75,16.85,57574.0,968079.0
20250630,1110,東泥,listed,19.9,19.9,19.35,19.5,63304.0,1235978.0
20250630,1201,味全,listed,16.2,16.25,16.1,16.2,188618.0,3048868.0
20250630,1203,味王,listed,40.05,40.5,40.05,40.05,16058.0,646822.0
20250630,1210,大成,listed,66.3,66.9,65.5,65.9,5492916.0,362283310.0
20250630,1213,大飲,listed,12.6,12.75,12.6,12.65,15115.0,191107.0
20250630,1215,卜蜂,listed,126.0,128.0,125.0,127.5,2480324.0,314950893.0
20250630,1216,統一,listed,80.8,82.4,80.5,81.0,28802549.0,2346859084.0
20250630,1217,愛之味,listed,10.65,10.65,10.5,10.55,459828.0,4863718.0
20250630,1218,泰山,listed,21.0,21.0,20.5,20.5,905006.0,18679257.0
20250630,1219,福壽,listed,14.95,14.95,14.65,14.8,321693.0,4748177.0
20250630,1220,台榮,listed,14.2,14.2,13.9,14.1,169702.0,2380730.0
20250630,1225,福懋油,listed,33.4,34.3,32.7,32.7,945730.0,31591088.0
20250630,1227,佳格,listed,32.8,32.95,32.6,32.75,431601.0,14164909.0
20250630,1229,聯華,listed,43.45,43.6,43.0,43.0,1042801.0,45180127.0
20250630,1231,聯華食,listed,141.5,142.0,139.0,140.5,321808.0,45328091.0
20250630,1232,大統益,listed,153.5,153.5,152.0,152.0,64436.0,9844985.0
20250630,1233,天仁,listed,31.5,31.55,31.5,31.5,6005.0,189203.0
20250630,1234,黑松,listed,40.05,40.15,39.85,39.95,350106.0,14010543.0
20250630,1235,興泰,listed,65.2,66.9,65.2,66.9,4238.0,280511.0
20250630,1236,宏亞,listed,22.0,22.05,21.9,21.9,9618.0,211462.0
20250630,1256,鮮活果汁-KY,listed,124.0,124.0,122.5,122.5,11209.0,1387269.0
20250630,1301,台塑,listed,35.0,35.2,34.35,34.85,11783762.0,411057046.0
20250630,1303,南亞,listed,28.1,28.1,27.25,27.3,25367810.0,698222342.0
20250630,1304,台聚,listed,9.48,9.48,9.27,9.27,1072342.0,9997574.0
20250630,1305,華夏,listed,10.05,10.05,9.81,9.81,673581.0,6664923.0
20250630,1307,三芳,listed,38.15,38.35,37.75,37.95,988221.0,37568996.0
20250630,1308,亞聚,listed,11.65,11.75,11.45,11.5,458517.0,5291789.0
20250630,1309,台達化,listed,10.35,10.35,10.05,10.1,352931.0,3598127.0
20250630,1310,台苯,listed,7.81,7.81,7.65,7.65,618806.0,4777547.0
20250630,1312,國喬,listed,9.52,9.52,9.31,9.32,1589393.0,14919356.0
20250630,1313,聯成,listed,7.79,7.79,7.62,7.65,752591.0,5786822.0
20250630,1314,中石化,listed,6.64,6.64,6.52,6.54,4974416.0,32620919.0
