date,ticker,name,market,open,high,low,close,volume
20260311,0050,元大台灣50,TWSE,76.3,78.5,76.1,78.2,151798656
20260311,0051,元大中型100,TWSE,106.95,108.5,106.95,108.5,58598
20260311,0052,富邦科技,TWSE,45.22,46.66,45.22,46.46,51607274
20260311,0053,元大電子,TWSE,168.2,174.0,168.2,173.45,43125
20260311,0055,元大MSCI金融,TWSE,32.32,32.77,32.32,32.51,383657
20260311,0056,元大高股息,TWSE,38.25,38.71,38.25,38.64,44949403
20260311,0057,富邦摩台,TWSE,225.45,232.0,225.45,231.65,39743
20260311,0061,元大寶滬深,TWSE,23.69,24.01,23.69,23.89,298857
20260311,1101,台泥,TWSE,24.45,25.1,24.35,25.0,21688647
20260311,1102,亞泥,TWSE,34.25,34.35,33.9,34.0,8951997
20260311,1103,嘉泥,TWSE,13.4,13.65,13.4,13.65,399096
20260311,1104,環泥,TWSE,29.35,30.2,29.35,29.6,1225916
20260311,1108,幸福,TWSE,15.05,15.15,15.0,15.15,214390
20260311,1109,信大,TWSE,15.25,15.4,15.2,15.35,132688
20260311,1110,東泥,TWSE,15.95,16.05,15.8,15.85,148062
20260311,1201,味全,TWSE,14.05,14.2,14.05,14.1,281307
20260311,1203,味王,TWSE,39.3,39.5,38.75,39.15,17704
20260311,1210,大成,TWSE,51.5,52.1,51.5,51.7,2118069
20260311,1215,卜蜂,TWSE,157.5,157.5,152.5,154.5,1116019
20260311,1216,統一,TWSE,70.7,70.8,70.2,70.2,5993703
20260311,1217,愛之味,TWSE,10.3,10.35,10.25,10.3,514020
20260311,1218,泰山,TWSE,18.2,18.55,18.2,18.45,1448977
20260311,1219,福壽,TWSE,13.55,13.75,13.45,13.5,300609
20260311,1220,台榮,TWSE,13.15,13.2,12.95,12.95,155215
20260311,1225,福懋油,TWSE,32.1,32.85,31.55,31.75,503088
20260311,1227,佳格,TWSE,29.4,29.75,29.3,29.4,907685
20260311,1229,聯華,TWSE,44.55,44.55,43.25,43.75,4936523
20260311,1231,聯華食,TWSE,86.4,89.4,86.4,88.4,995174
20260311,1232,大統益,TWSE,150.5,151.0,150.0,150.5,48346
20260311,1233,天仁,TWSE,32.7,32.7,32.7,32.7,1443
20260311,1234,黑松,TWSE,36.5,36.9,36.45,36.65,76310
20260311,1235,興泰,TWSE,38.55,38.6,38.55,38.6,8966
20260311,1236,宏亞,TWSE,27.95,28.45,27.95,28.15,137534
20260311,1256,鮮活果汁-KY,TWSE,168.0,171.5,167.0,171.0,111811
20260311,1301,台塑,TWSE,47.0,47.3,46.0,47.15,22657440
20260311,1303,南亞,TWSE,79.5,83.3,78.6,82.4,107699736
20260311,1304,台聚,TWSE,12.75,12.75,12.1,12.45,13302122
20260311,1305,華夏,TWSE,12.85,12.85,12.25,12.75,7466975
20260311,1307,三芳,TWSE,32.95,33.35,32.65,33.2,2285582
20260311,1308,亞聚,TWSE,14.4,14.5,13.9,14.2,6809383
20260311,1309,台達化,TWSE,13.6,13.85,13.15,13.75,9416661
20260311,1310,台苯,TWSE,10.8,11.5,10.65,11.3,13795850
20260311,1312,國喬,TWSE,13.55,13.6,13.0,13.5,15611812
20260311,1313,聯成,TWSE,12.25,12.4,12.0,12.3,10814087
20260311,1314,中石化,TWSE,8.9,8.9,8.3,8.49,102213717
20260311,1315,達新,TWSE,64.6,64.6,64.4,64.4,15764
20260311,1316,上曜,TWSE,13.0,13.2,13.0,13.05,1102807
20260311,1319,東陽,TWSE,87.6,90.0,87.6,89.3,2428432
20260311,1321,大洋,TWSE,33.6,33.75,33.35,33.55,103084
20260311,1323,永裕,TWSE,18.6,18.65,18.55,18.65,83314
20260311,1324,地球,TWSE,10.45,10.55,10.4,10.45,49843
20260311,1325,恆大,TWSE,27.2,27.55,27.2,27.55,139775
20260311,1326,台化,TWSE,44.4,44.4,42.95,44.0,33549694
20260311,1337,再生-KY,TWSE,5.75,5.88,5.65,5.76,1200618
20260311,1338,廣華-KY,TWSE,15.6,15.85,15.4,15.55,366366
20260311,1339,昭輝,TWSE,41.15,41.9,41.15,41.55,58121
20260311,1340,勝悅-KY,TWSE,7.24,7.25,7.14,7.14,113750
20260311,1341,富林-KY,TWSE,60.2,60.2,58.0,58.0,16201
20260311,1342,八貫,TWSE,94.2,96.2,94.2,95.9,1031680
20260311,1402,遠東新,TWSE,28.6,28.85,28.45,28.45,7990179
20260311,1409,新纖,TWSE,15.05,15.2,15.0,15.2,3091695
20260311,1410,南染,TWSE,32.0,32.95,31.85,32.8,66089
20260311,1413,宏洲,TWSE,9.45,9.73,9.44,9.73,232316
20260311,1414,東和,TWSE,21.9,21.9,20.45,20.7,412377
20260311,1416,廣豐,TWSE,11.5,11.7,11.5,11.6,276682
20260311,1417,嘉裕,TWSE,8.65,8.72,8.62,8.62,166190
20260311,1418,東華,TWSE,18.35,19.2,18.35,19.0,12131
20260311,1419,新紡,TWSE,63.9,64.5,63.6,63.8,78742
20260311,1423,利華,TWSE,39.0,41.9,39.0,41.15,384002
20260311,1432,大魯閣,TWSE,16.8,17.4,16.75,17.3,509227
20260311,1434,福懋,TWSE,16.75,16.85,16.65,16.75,1544136
20260311,1435,中福,TWSE,21.1,21.1,20.1,20.1,3292
20260311,1436,華友聯,TWSE,53.2,54.1,52.9,53.9,303086
20260311,1437,勤益控,TWSE,31.55,31.55,31.35,31.45,63944
20260311,1438,三地開發,TWSE,30.75,30.75,29.2,30.2,31675
20260311,1439,雋揚,TWSE,27.2,27.45,27.05,27.45,24038
20260311,1440,南紡,TWSE,12.75,12.85,12.65,12.7,1022687
20260311,1441,大東,TWSE,9.96,10.0,9.94,10.0,8375
20260311,1442,名軒,TWSE,26.15,26.55,25.8,26.05,805989
20260311,1443,立益物流,TWSE,25.1,25.1,24.75,25.05,29115
20260311,1444,力麗,TWSE,6.07,6.15,6.05,6.13,737380
20260311,1445,大宇,TWSE,13.9,13.9,13.5,13.5,70709
20260311,1446,宏和,TWSE,15.7,16.25,15.6,16.1,444433
20260311,1447,力鵬,TWSE,5.48,5.57,5.48,5.56,670291
20260311,1449,佳和,TWSE,10.85,10.85,10.65,10.7,431699
20260311,1451,年興,TWSE,17.75,18.2,17.35,18.2,2165274
20260311,1452,宏益,TWSE,11.1,11.25,11.1,11.2,83290
20260311,1453,大將,TWSE,12.35,12.75,12.35,12.4,63480
20260311,1454,台富,TWSE,13.0,13.4,13.0,13.0,46430
20260311,1455,集盛,TWSE,8.63,8.79,8.62,8.76,747184
20260311,1456,怡華,TWSE,13.6,13.8,13.3,13.65,103050
20260311,1457,宜進,TWSE,15.65,15.75,15.65,15.65,149384
20260311,1459,聯發,TWSE,12.0,12.05,11.75,11.75,281481
20260311,1460,宏遠,TWSE,6.89,6.89,6.71,6.76,911328
20260311,1463,強盛新,TWSE,18.0,18.1,17.8,17.95,87487
20260311,1464,得力,TWSE,10.85,11.0,10.85,10.85,349448
20260311,1465,偉全,TWSE,12.35,12.4,12.25,12.4,122253
20260311,1466,聚隆,TWSE,16.75,17.2,16.75,17.15,215427
20260311,1467,南緯,TWSE,7.17,7.17,7.13,7.16,79529
20260311,1468,昶和,TWSE,12.35,12.4,12.1,12.4,44024
20260311,1470,大統新創,TWSE,23.75,23.75,23.3,23.3,2007
20260311,1471,首利,TWSE,11.75,12.35,11.75,12.15,611394
20260311,1472,三洋實業,TWSE,92.4,92.4,90.8,91.9,71426
20260311,1473,台南,TWSE,23.5,24.2,23.5,24.1,179702
20260311,1474,弘裕,TWSE,10.1,10.1,9.99,10.1,264748
20260311,1475,業旺,TWSE,28.5,28.5,28.0,28.35,15064
20260311,1476,儒鴻,TWSE,373.0,382.5,370.0,381.5,814384
20260311,1477,聚陽,TWSE,288.5,291.5,283.0,288.5,1673585
20260311,1503,士電,TWSE,208.0,210.5,206.5,208.5,2055334
20260311,1504,東元,TWSE,71.1,72.2,71.0,71.6,5599003
20260311,1506,正道,TWSE,11.4,11.5,11.35,11.5,179153
20260311,1512,瑞利,TWSE,7.74,7.76,7.4,7.76,326453
20260311,1513,中興電,TWSE,153.0,158.0,153.0,156.5,4252126
20260311,1514,亞力,TWSE,114.0,116.5,114.0,115.5,2528181
20260311,1515,力山,TWSE,24.85,25.8,24.85,25.4,285700
20260311,1516,川飛,TWSE,26.0,26.05,24.55,25.5,241534
20260311,1517,利奇,TWSE,11.6,11.75,11.45,11.55,472729
