date,stock_id,stock_name,industry,call_warrant_count,put_warrant_count,call_volume,put_volume,total_warrant_volume,call_turnover,put_turnover,total_warrant_turnover,call_put_turnover_ratio,call_turnover_change_1d,call_turnover_change_5d,put_turnover_change_1d,put_turnover_change_5d,call_volume_change_1d,call_volume_change_5d,put_volume_change_1d,put_volume_change_5d,low_float_call_spike_count,low_float_put_spike_count,issuer_count,top_issuer,top_issuer_call_turnover,top_issuer_put_turnover,latest_warrant_count,issued_quantity_total,cancelled_quantity_total,warrant_flow_signal,warrant_flow_signal_zh,warrant_flow_score,warrant_flow_warning,note
20260611,2327,國巨*,,279,0,21612000.0,0.0,21612000.0,184275590.0,0.0,184275590.0,,159.76,247.41,-100.0,-100.0,67.59,79.44,-100.0,-100.0,0,0,11,元富,80058600.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260611,2344,華邦電,,204,0,37021000.0,0.0,37021000.0,155356180.0,0.0,155356180.0,,151.42,115.9,-100.0,-100.0,-4.43,-4.01,-100.0,-100.0,0,0,12,中信,109958900.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260611,4958,臻鼎-KY,,256,0,27098000.0,0.0,27098000.0,50604640.0,0.0,50604640.0,,120.38,62.5,-100.0,-100.0,201.73,56.55,-100.0,-100.0,0,0,13,凱基,9226610.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260611,6285,啟碁,,218,0,31495000.0,0.0,31495000.0,48310210.0,0.0,48310210.0,,176.56,76.84,-100.0,-100.0,150.84,71.96,-100.0,-100.0,0,0,12,元大,10340820.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260611,2478,大毅,,17,0,3508000.0,0.0,3508000.0,15538290.0,0.0,15538290.0,,945.92,530.12,,,717.72,140.93,,,0,0,6,台新,10387770.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260611,7788,松川精密,,12,0,6016000.0,0.0,6016000.0,13450490.0,0.0,13450490.0,,102.9,266.12,,,59.62,151.17,,,0,0,6,國票,4949820.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260611,6271,同欣電,,116,0,6137000.0,0.0,6137000.0,10783970.0,0.0,10783970.0,,356.49,167.85,,,424.98,92.55,,,0,0,12,元大,3588330.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260611,3090,日電貿,,75,0,4586000.0,0.0,4586000.0,10759210.0,0.0,10759210.0,,193.57,73.46,,,236.22,73.41,,,0,0,12,統一,3328380.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260611,0027,電子類,,12,0,1337000.0,0.0,1337000.0,10414910.0,0.0,10414910.0,,682.24,814.72,-100.0,-100.0,219.86,239.51,-100.0,-100.0,0,0,4,群益,8046650.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260611,4916,事欣科,,32,0,1367000.0,0.0,1367000.0,10266920.0,0.0,10266920.0,,370.17,269.84,,,239.21,84.93,,,0,0,5,國票,5688180.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
