date,stock_id,stock_name,industry,call_warrant_count,put_warrant_count,call_volume,put_volume,total_warrant_volume,call_turnover,put_turnover,total_warrant_turnover,call_put_turnover_ratio,call_turnover_change_1d,call_turnover_change_5d,put_turnover_change_1d,put_turnover_change_5d,call_volume_change_1d,call_volume_change_5d,put_volume_change_1d,put_volume_change_5d,low_float_call_spike_count,low_float_put_spike_count,issuer_count,top_issuer,top_issuer_call_turnover,top_issuer_put_turnover,latest_warrant_count,issued_quantity_total,cancelled_quantity_total,warrant_flow_signal,warrant_flow_score,warrant_flow_warning,note
20260601,2059,川湖,,214,26,15644000.0,112000.0,15756000.0,40349930.0,97980.0,40447910.0,411.82,47.03,114.62,-89.16,-81.17,2.46,75.9,-92.86,-88.05,0,0,12,群益,8331120.0,100.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260601,3706,神達,,114,4,40273000.0,200000.0,40473000.0,33385720.0,30000.0,33415720.0,1112.86,38.14,193.32,,179.85,41.18,154.49,,525.0,0,0,12,元大,9274100.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260601,3406,玉晶光,,62,4,18796000.0,71000.0,18867000.0,31786320.0,40790.0,31827110.0,779.27,16.05,108.0,-41.13,-44.6,5.45,68.7,-34.86,-32.64,0,0,12,台新,9903300.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260601,8150,南茂,,145,2,14848000.0,20000.0,14868000.0,29971050.0,3960.0,29975010.0,7568.45,530.38,-3.8,,,796.62,-19.41,,,0,0,12,統一,5440130.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260601,3376,新日興,,94,5,23863000.0,822000.0,24685000.0,27939110.0,592190.0,28531300.0,47.18,301.98,63.64,131.88,327.36,219.54,45.81,57.47,204.44,0,0,11,台新,8891960.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260601,4958,臻鼎-KY,,271,17,11909000.0,556000.0,12465000.0,28128050.0,389470.0,28517520.0,72.22,113.8,-56.36,82.09,-60.26,69.72,-51.26,62.1,-59.42,0,0,13,元大,8620220.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260601,2464,盟立,,109,3,7911000.0,1335000.0,9246000.0,25758190.0,489090.0,26247280.0,52.67,109.11,41.46,100.55,59.68,60.01,24.68,182.84,146.22,0,0,11,台新,8512600.0,489090.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260601,1326,台化,,108,6,14966000.0,87000.0,15053000.0,24264370.0,73830.0,24338200.0,328.65,114.96,144.72,,664.29,62.07,52.3,,1350.0,0,0,11,元大,5476610.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260601,1301,台塑,,96,5,20691000.0,15000.0,20706000.0,23828750.0,6300.0,23835050.0,3782.34,46.56,216.49,6.78,42.53,82.03,185.8,50.0,150.0,0,0,11,元大,8817650.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260601,6862,三集瑞-KY,,20,1,19027000.0,288000.0,19315000.0,23074160.0,79210.0,23153370.0,291.3,480.37,406.96,654.38,63.12,508.09,259.16,860.0,269.23,0,0,7,國票,9729720.0,79210.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
