date,stock_id,stock_name,industry,call_warrant_count,put_warrant_count,call_volume,put_volume,total_warrant_volume,call_turnover,put_turnover,total_warrant_turnover,call_put_turnover_ratio,call_turnover_change_1d,call_turnover_change_5d,put_turnover_change_1d,put_turnover_change_5d,call_volume_change_1d,call_volume_change_5d,put_volume_change_1d,put_volume_change_5d,low_float_call_spike_count,low_float_put_spike_count,issuer_count,top_issuer,top_issuer_call_turnover,top_issuer_put_turnover,latest_warrant_count,issued_quantity_total,cancelled_quantity_total,warrant_flow_signal,warrant_flow_signal_zh,warrant_flow_score,warrant_flow_warning,note
20260908,2330,台積電,,1017,0,137120000.0,0.0,137120000.0,172685550.0,0.0,172685550.0,,55.58,148.04,-100.0,-100.0,37.8,108.28,-100.0,-100.0,0,0,12,元大,50936190.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,認購權證成交量與成交金額同步偏大，短線資金關注度高,認購權證成交金額明顯升溫
20260908,2344,華邦電,,385,0,82165000.0,0.0,82165000.0,159050920.0,0.0,159050920.0,,200.2,188.75,-100.0,-100.0,96.89,72.0,-100.0,-100.0,0,0,12,凱基,53901830.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,認購權證成交量與成交金額同步偏大，短線資金關注度高,認購權證成交金額明顯升溫
20260908,2409,友達,,295,0,82935000.0,0.0,82935000.0,127468780.0,0.0,127468780.0,,13.72,186.03,-100.0,-100.0,-3.61,134.42,-100.0,-100.0,0,0,11,元大,24866810.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,認購權證成交量與成交金額同步偏大，短線資金關注度高,認購權證成交金額明顯升溫
20260908,2059,川湖,,95,0,4078000.0,0.0,4078000.0,62676100.0,0.0,62676100.0,,525.03,545.65,-100.0,-100.0,394.9,386.87,-100.0,-100.0,0,0,12,群益,34694000.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,2360,致茂,,59,0,21078000.0,0.0,21078000.0,34629650.0,0.0,34629650.0,,212.94,228.23,,-100.0,197.92,181.48,,-100.0,0,0,10,群益,6893530.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,7769,鴻勁,,24,0,10216000.0,0.0,10216000.0,25355410.0,0.0,25355410.0,,186.2,314.13,,,159.49,191.67,,,0,0,7,永豐,9947010.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,2379,瑞昱,,110,0,27944000.0,0.0,27944000.0,22971610.0,0.0,22971610.0,,-4.26,132.8,-100.0,-100.0,18.08,197.71,-100.0,-100.0,0,0,11,元大,7529500.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,8039,台虹,,104,0,6569000.0,0.0,6569000.0,17132980.0,0.0,17132980.0,,178.0,27.85,-100.0,-100.0,180.61,38.49,-100.0,-100.0,0,0,12,統一,5302580.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,2634,漢翔,,97,0,9403000.0,0.0,9403000.0,14305870.0,0.0,14305870.0,,10.98,150.31,-100.0,-100.0,6.91,101.29,-100.0,-100.0,0,0,10,國票,3924460.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,3715,定穎投控,,221,0,18567000.0,0.0,18567000.0,12230320.0,0.0,12230320.0,,98.66,197.67,-100.0,-100.0,71.33,120.75,-100.0,-100.0,0,0,12,富邦,3130720.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,6426,統新,,6,0,3806000.0,0.0,3806000.0,11480980.0,0.0,11480980.0,,709.08,281.07,,,639.03,179.44,,,0,0,2,台新,6561390.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,3016,嘉晶,,69,0,12743000.0,0.0,12743000.0,10263750.0,0.0,10263750.0,,119.2,-7.2,,-100.0,124.27,11.79,,-100.0,0,0,10,元大,2680020.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,3167,大量,,19,0,1303000.0,0.0,1303000.0,7356590.0,0.0,7356590.0,,635.12,999.84,,,523.44,787.6,,,0,0,9,統一,5567390.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,1605,華新,,104,0,5424000.0,0.0,5424000.0,5465000.0,0.0,5465000.0,,355.29,26.22,,,264.03,23.16,,,0,0,11,國票,1593570.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,2884,玉山金,,19,0,2580000.0,0.0,2580000.0,5104540.0,0.0,5104540.0,,132.65,-3.92,,,79.29,-24.7,,,0,0,6,富邦,3300860.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,3673,TPK-KY,,75,0,5204000.0,0.0,5204000.0,4940860.0,0.0,4940860.0,,289.77,87.78,,,204.68,6.92,,,0,0,9,國票,3537610.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,2887,台新新光金,,31,0,2298000.0,0.0,2298000.0,4680970.0,0.0,4680970.0,,142.43,-51.53,,,115.37,-54.14,,,0,0,6,台新,1158300.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,3450,聯鈞,,83,0,1918000.0,0.0,1918000.0,4243740.0,0.0,4243740.0,,372.04,55.09,,,524.76,110.63,,,0,0,11,統一,3192590.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,6116,彩晶,,34,0,3654000.0,0.0,3654000.0,4088330.0,0.0,4088330.0,,109.93,96.53,,,65.56,64.18,,,0,0,8,永豐,2023770.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,2009,第一銅,,23,0,3680000.0,0.0,3680000.0,3603760.0,0.0,3603760.0,,634.34,569.77,,,388.06,234.06,,,0,0,8,第一,1147670.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,1409,新纖,,34,0,1767000.0,0.0,1767000.0,3438180.0,0.0,3438180.0,,132.54,-16.74,,,50.9,-44.08,,,0,0,8,凱基,1451390.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,4961,天鈺,,14,0,4261000.0,0.0,4261000.0,3409880.0,0.0,3409880.0,,14155.35,315.14,,,10045.24,294.61,,,0,0,5,元大,822650.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,3532,台勝科,,30,0,1512000.0,0.0,1512000.0,3301880.0,0.0,3301880.0,,32.73,105.61,,,28.57,95.6,,,0,0,8,統一,3176560.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260908,2408,南亞科,,479,0,72390000.0,0.0,72390000.0,112909610.0,0.0,112909610.0,,92.18,57.22,-100.0,-100.0,78.07,44.47,-100.0,-100.0,0,0,13,元大,17504580.0,0.0,0.0,0.0,0.0,call_inflow,認購流入,1,認購權證成交量與成交金額同步偏大，短線資金關注度高,認購權證資金升溫
