date,stock_id,stock_name,industry,call_warrant_count,put_warrant_count,call_volume,put_volume,total_warrant_volume,call_turnover,put_turnover,total_warrant_turnover,call_put_turnover_ratio,call_turnover_change_1d,call_turnover_change_5d,put_turnover_change_1d,put_turnover_change_5d,call_volume_change_1d,call_volume_change_5d,put_volume_change_1d,put_volume_change_5d,low_float_call_spike_count,low_float_put_spike_count,issuer_count,top_issuer,top_issuer_call_turnover,top_issuer_put_turnover,latest_warrant_count,issued_quantity_total,cancelled_quantity_total,warrant_flow_signal,warrant_flow_signal_zh,warrant_flow_score,warrant_flow_warning,note
20260604,1519,華城,,130,12,72728000.0,824000.0,73552000.0,81534350.0,613940.0,82148290.0,132.81,82.9,197.49,61.94,284.41,43.41,101.68,-3.63,186.11,0,0,12,元大,21752550.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,認購權證成交量與成交金額同步偏大，短線資金關注度高,認購成交金額明顯大於認售，且認購資金明顯升溫
20260604,2404,漢唐,,248,10,60236000.0,71000.0,60307000.0,76992300.0,101960.0,77094260.0,755.12,121.7,114.92,180.42,-60.61,73.0,88.81,208.7,-79.82,0,0,12,元大,23487230.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,認購權證成交量與成交金額同步偏大，短線資金關注度高,認購成交金額明顯大於認售，且認購資金明顯升溫
20260604,1513,中興電,,92,2,43994000.0,534000.0,44528000.0,49795980.0,213440.0,50009420.0,233.3,58.15,197.45,1533.05,1080.79,40.05,114.04,1807.14,1716.33,0,0,11,元大,16912780.0,78200.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260604,3406,玉晶光,,63,4,18882000.0,178000.0,19060000.0,29610300.0,85010.0,29695310.0,348.32,111.02,57.02,85.09,22.77,111.09,50.55,119.75,67.61,0,0,12,元大,6211650.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260604,2371,大同,,68,4,30132000.0,35000.0,30167000.0,19566570.0,2450.0,19569020.0,7986.36,53.76,219.32,,-99.47,54.01,154.6,,-94.56,0,0,10,元大,7127870.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260604,6944,兆聯實業,,101,6,11862000.0,2000.0,11864000.0,15162080.0,780.0,15162860.0,19438.56,199.39,92.51,-97.07,-95.79,193.47,85.97,-90.0,-85.92,0,0,11,元大,7798170.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260604,1609,大亞,,27,1,13323000.0,20000.0,13343000.0,8862090.0,20890.0,8882980.0,424.23,43.55,228.6,38.8,594.02,12.77,131.78,53.85,669.23,0,0,9,元大,4847070.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260604,2481,強茂,,157,2,13576000.0,0.0,13576000.0,25113670.0,0.0,25113670.0,,106.1,-17.63,,-100.0,107.43,-13.69,,-100.0,0,0,12,元大,5781630.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260604,6269,台郡,,28,0,17832000.0,0.0,17832000.0,20382250.0,0.0,20382250.0,,49.97,169.29,,,151.9,287.1,,,0,0,8,國票,11888370.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260604,6456,GIS-KY,,45,0,10068000.0,0.0,10068000.0,20154330.0,0.0,20154330.0,,158.88,27.32,,,245.27,11.01,,,0,0,9,元富,5050030.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260604,6209,今國光,,46,0,10915000.0,0.0,10915000.0,17586940.0,0.0,17586940.0,,360.77,87.65,,,335.03,79.47,,,0,0,10,台新,7531690.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260604,2883,凱基金,,14,0,7740000.0,0.0,7740000.0,15735090.0,0.0,15735090.0,,244.44,195.31,,,214.89,73.48,,,0,0,2,凱基,14905440.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260604,2887,台新新光金,,27,1,7222000.0,0.0,7222000.0,11723640.0,0.0,11723640.0,,7.16,200.96,,,-23.43,52.73,,,0,0,6,富邦,5960980.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260604,1795,美時,,126,3,15739000.0,0.0,15739000.0,11072490.0,0.0,11072490.0,,113.41,86.32,,-100.0,82.19,54.8,,-100.0,0,0,12,元大,4330500.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260604,2352,佳世達,,16,2,3921000.0,0.0,3921000.0,10783960.0,0.0,10783960.0,,808.39,143.72,,-100.0,948.4,38.99,,-100.0,0,0,6,永豐,3365260.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260604,6505,台塑化,,44,1,10515000.0,0.0,10515000.0,10317530.0,0.0,10317530.0,,46.34,123.62,,,36.29,80.31,,,0,0,9,富邦,3786220.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
20260604,2455,全新,,56,0,757000.0,0.0,757000.0,8555300.0,0.0,8555300.0,,114.28,235.37,,,28.52,99.42,,,0,0,11,群益,3097850.0,0.0,0.0,0.0,0.0,call_strong_inflow,認購強流入,2,,認購權證成交金額明顯升溫
