date,stock_id,stock_name,industry,call_warrant_count,put_warrant_count,call_volume,put_volume,total_warrant_volume,call_turnover,put_turnover,total_warrant_turnover,call_put_turnover_ratio,call_turnover_change_1d,call_turnover_change_5d,put_turnover_change_1d,put_turnover_change_5d,call_volume_change_1d,call_volume_change_5d,put_volume_change_1d,put_volume_change_5d,low_float_call_spike_count,low_float_put_spike_count,issuer_count,top_issuer,top_issuer_call_turnover,top_issuer_put_turnover,latest_warrant_count,issued_quantity_total,cancelled_quantity_total,warrant_flow_signal,warrant_flow_score,warrant_flow_warning,note
20260526,6239,力成,,197,6,48251000.0,1290000.0,49541000.0,185000410.0,98220.0,185098630.0,1883.53,341.53,728.83,100.49,119.88,202.74,218.6,110.78,412.31,0,0,12,凱基,63364220.0,2600.0,0.0,0.0,0.0,call_put_bullish,3,認購權證成交金額很大且認購/認售比偏高，需檢查標的是否高位追價或獲利結清,認購成交金額明顯大於認售，且認購資金明顯升溫
20260526,2404,漢唐,,235,12,86374000.0,644000.0,87018000.0,136206430.0,388730.0,136595160.0,350.39,38.96,137.75,2.01,202.69,5.82,49.73,36.15,379.88,0,0,12,元大,51530900.0,0.0,0.0,0.0,0.0,call_put_bullish,3,認購權證成交金額很大且認購/認售比偏高，需檢查標的是否高位追價或獲利結清；認購權證成交量與成交金額同步偏大，短線資金關注度高,認購成交金額明顯大於認售，且認購資金明顯升溫
20260526,3017,奇鋐,,413,40,65879000.0,1735000.0,67614000.0,125163140.0,654640.0,125817780.0,191.19,71.34,210.38,-36.73,10.26,50.62,154.01,-31.91,28.44,0,0,13,群益,28895930.0,376400.0,0.0,0.0,0.0,call_put_bullish,3,認購權證成交金額很大且認購/認售比偏高，需檢查標的是否高位追價或獲利結清；認購權證成交量與成交金額同步偏大，短線資金關注度高,認購成交金額明顯大於認售，且認購資金明顯升溫
20260526,6770,力積電,,188,48,44280000.0,5330000.0,49610000.0,84887310.0,1704280.0,86591590.0,49.81,7.03,162.88,-46.19,3.41,-4.7,117.09,-16.5,91.78,0,0,11,台新,16981970.0,1119580.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260526,2301,光寶科,,209,5,26533000.0,35000.0,26568000.0,56681580.0,59860.0,56741440.0,946.9,40.78,155.63,105.28,471.62,20.08,88.76,133.33,600.0,0,0,12,元大,11253170.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260526,2409,友達,,184,11,26689000.0,528000.0,27217000.0,53783540.0,107410.0,53890950.0,500.73,337.02,176.55,25.06,4.42,449.04,109.42,-7.69,-8.81,0,0,12,元大,12262790.0,1100.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260526,3189,景碩,,159,14,10808000.0,1761000.0,12569000.0,47568460.0,347920.0,47916380.0,136.72,108.54,260.66,348.47,96.09,83.37,150.8,453.77,64.73,0,0,12,元大,19973720.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260526,2383,台光電,,153,18,3736000.0,1487000.0,5223000.0,41970430.0,109940.0,42080370.0,381.76,302.14,863.49,-38.96,3.45,126.15,365.72,-48.92,2.59,0,0,12,富邦,31904500.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260526,3037,欣興,,234,40,5334000.0,2825000.0,8159000.0,39651200.0,299890.0,39951090.0,132.22,117.76,203.22,6.14,-25.73,41.49,99.63,41.25,25.06,0,0,11,統一,16953430.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260526,2049,上銀,,123,6,16760000.0,30000.0,16790000.0,36255800.0,50700.0,36306500.0,715.1,28.77,114.6,-28.43,8.5,25.31,95.62,-67.39,-87.5,0,0,12,元大,11279500.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260526,1303,南亞,,254,27,25924000.0,1960000.0,27884000.0,35617780.0,354000.0,35971780.0,100.62,108.48,152.46,1233.33,417.27,72.94,135.26,1665.77,1752.55,0,0,13,元大,8168100.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260526,2312,金寶,,81,1,14599000.0,417000.0,15016000.0,31506920.0,277470.0,31784390.0,113.55,201.0,223.63,243.15,277.46,117.02,89.58,334.38,518.69,0,0,11,元大,8440380.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260526,8039,台虹,,138,8,25531000.0,23000.0,25554000.0,30549910.0,18550.0,30568460.0,1646.9,27.19,124.96,-57.36,-43.25,32.66,101.57,-54.0,-35.39,0,0,11,統一,13437520.0,0.0,0.0,0.0,0.0,call_put_bullish,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
