date,stock_id,stock_name,industry,call_warrant_count,put_warrant_count,call_volume,put_volume,total_warrant_volume,call_turnover,put_turnover,total_warrant_turnover,call_put_turnover_ratio,call_turnover_change_1d,call_turnover_change_5d,put_turnover_change_1d,put_turnover_change_5d,call_volume_change_1d,call_volume_change_5d,put_volume_change_1d,put_volume_change_5d,low_float_call_spike_count,low_float_put_spike_count,issuer_count,top_issuer,top_issuer_call_turnover,top_issuer_put_turnover,latest_warrant_count,issued_quantity_total,cancelled_quantity_total,warrant_flow_signal,warrant_flow_signal_zh,warrant_flow_score,warrant_flow_warning,note
20260623,2330,台積電,,910,186,157569000.0,6416000.0,163985000.0,392958020.0,2405040.0,395363060.0,163.39,17.66,123.57,-38.14,-19.95,-14.18,40.44,-24.52,9.15,0,0,12,元富,132527160.0,690.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,認購權證成交金額很大且認購/認售比偏高，需檢查標的是否高位追價或獲利結清；認購權證成交量與成交金額同步偏大，短線資金關注度高,認購成交金額明顯大於認售，且認購資金明顯升溫
20260623,2454,聯發科,,405,40,15902000.0,785000.0,16687000.0,77433810.0,275350.0,77709160.0,281.22,118.82,81.51,-18.74,-31.81,120.8,92.68,-29.91,-39.53,0,0,13,元大,19102610.0,11050.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260623,6770,力積電,,179,33,34451000.0,1523000.0,35974000.0,63592410.0,530730.0,64123140.0,119.82,99.4,125.72,420.43,-6.92,113.91,91.28,412.79,81.09,0,0,11,台新,19158460.0,224680.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260623,2449,京元電子,,260,8,42037000.0,147000.0,42184000.0,58368850.0,170480.0,58539330.0,342.38,-12.15,127.02,-2.57,49.29,-18.18,84.57,-30.99,19.32,0,0,12,元大,18194200.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260623,2368,金像電,,233,22,46579000.0,1209000.0,47788000.0,50844070.0,877840.0,51721910.0,57.92,80.72,124.36,199.35,53.31,125.61,149.54,234.9,111.22,0,0,12,台新,12066390.0,186860.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260623,2059,川湖,,173,18,7257000.0,195000.0,7452000.0,31285540.0,66530.0,31352070.0,470.25,25.51,103.42,-77.22,-71.91,7.94,63.51,-75.35,-70.83,0,0,12,凱基,8004010.0,26540.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260623,2356,英業達,,104,6,9684000.0,200000.0,9884000.0,19179560.0,91000.0,19270560.0,210.76,56.83,140.46,-67.56,-74.44,16.03,58.17,-25.65,34.95,0,0,11,國泰,5846410.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260623,6719,力智,,25,1,8434000.0,20000.0,8454000.0,16157000.0,37000.0,16194000.0,436.68,67.93,215.75,,-47.71,52.05,155.95,,-37.5,0,0,8,台新,7943980.0,37000.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260623,2363,矽統,,61,3,12846000.0,13000.0,12859000.0,16162510.0,4940.0,16167450.0,3271.76,417.47,86.93,384.31,225.0,460.96,28.65,333.33,333.33,0,0,10,元大,5594860.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260623,2312,金寶,,97,2,8849000.0,31000.0,8880000.0,12582210.0,63510.0,12645720.0,198.11,25.01,137.09,807.29,763.38,35.72,105.6,210.0,545.83,0,0,12,台新,3192740.0,63510.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260623,8046,南電,,91,9,1413000.0,839000.0,2252000.0,9226500.0,136710.0,9363210.0,67.49,-23.24,124.3,117.8,161.16,29.63,187.9,110.8,196.05,0,0,11,統一,5018500.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
