date,stock_id,stock_name,industry,call_warrant_count,put_warrant_count,call_volume,put_volume,total_warrant_volume,call_turnover,put_turnover,total_warrant_turnover,call_put_turnover_ratio,call_turnover_change_1d,call_turnover_change_5d,put_turnover_change_1d,put_turnover_change_5d,call_volume_change_1d,call_volume_change_5d,put_volume_change_1d,put_volume_change_5d,low_float_call_spike_count,low_float_put_spike_count,issuer_count,top_issuer,top_issuer_call_turnover,top_issuer_put_turnover,latest_warrant_count,issued_quantity_total,cancelled_quantity_total,warrant_flow_signal,warrant_flow_signal_zh,warrant_flow_score,warrant_flow_warning,note
20260715,6669,緯穎,,374,29,42601000.0,775000.0,43376000.0,75923470.0,730200.0,76653670.0,103.98,161.52,46.5,-40.2,25.72,69.09,11.08,-50.98,5.56,0,0,12,台新,24813550.0,312430.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260715,3711,日月光投控,,244,19,34596000.0,559000.0,35155000.0,59769050.0,701260.0,60470310.0,85.23,119.07,48.15,-63.44,-26.78,65.82,32.91,-52.87,-25.11,0,0,12,群益,15500650.0,291050.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260715,2059,川湖,,140,15,6677000.0,3674000.0,10351000.0,45829640.0,576420.0,46406060.0,79.51,56.71,141.74,-35.81,1.75,27.08,80.19,-24.11,32.76,0,0,12,凱基,11440210.0,192710.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260715,1301,台塑,,109,4,22067000.0,1174000.0,23241000.0,39714590.0,176470.0,39891060.0,225.05,21.05,171.61,-11.04,252.04,25.38,146.6,23.45,419.01,0,0,12,統一,9194310.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260715,6285,啟碁,,216,19,24211000.0,93000.0,24304000.0,33117910.0,101460.0,33219370.0,326.41,129.83,110.51,-72.35,-44.36,80.57,92.09,-77.75,-53.5,0,0,12,元大,9415870.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260715,6196,帆宣,,86,1,12142000.0,40000.0,12182000.0,25888250.0,7200.0,25895450.0,3595.59,196.16,221.44,-34.78,40.68,222.58,240.74,-16.67,68.07,0,0,9,國票,5839370.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260715,6944,兆聯實業,,83,5,16417000.0,45000.0,16462000.0,22732360.0,18290.0,22750650.0,1242.88,127.52,108.25,1.61,161.88,88.59,89.61,80.0,262.9,0,0,11,元大,8160410.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260715,6505,台塑化,,45,1,12581000.0,308000.0,12889000.0,19633440.0,66120.0,19699560.0,296.94,59.63,196.92,1337.39,1315.85,17.34,67.31,1953.33,2805.66,0,0,9,統一,5800640.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260715,8028,昇陽半導體,,126,2,9448000.0,17000.0,9465000.0,15395930.0,10720.0,15406650.0,1436.19,140.27,25.18,-66.1,41.46,75.65,28.32,-56.41,77.08,0,0,12,元大,5904010.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260715,6257,矽格,,107,8,8354000.0,7000.0,8361000.0,13907140.0,13160.0,13920300.0,1056.77,105.55,85.59,-88.81,-80.87,16.64,32.19,-90.79,-84.16,0,0,12,群益,3608820.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260715,3583,辛耘,,96,2,8316000.0,85000.0,8401000.0,13202360.0,65270.0,13267630.0,202.27,129.61,11.4,-59.52,37.47,91.04,7.01,-49.4,62.21,0,0,12,元大,4203450.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260715,3443,創意,,55,9,1397000.0,20000.0,1417000.0,12576470.0,2600.0,12579070.0,4837.1,688.72,871.06,-82.32,-18.8,154.93,281.07,-73.33,9.89,0,0,10,國票,11311700.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260715,4722,國精化,,49,2,5654000.0,182000.0,5836000.0,8894610.0,67600.0,8962210.0,131.58,116.93,218.6,-32.22,112.05,66.0,155.01,-17.27,166.08,0,0,10,台新,2666010.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260715,1605,華新,,136,5,6420000.0,2000.0,6422000.0,7401140.0,1620.0,7402760.0,4568.6,317.37,228.95,65.31,-91.08,67.01,91.93,0.0,-89.9,0,0,12,國票,4449350.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
20260715,2451,創見,,110,7,8883000.0,247000.0,9130000.0,7235060.0,120970.0,7356030.0,59.81,245.28,19.34,-77.84,-86.9,75.41,17.17,-69.09,-77.13,0,0,12,元大,2765610.0,0.0,0.0,0.0,0.0,call_put_bullish,認購/認售結構偏多,3,,認購成交金額明顯大於認售，且認購資金明顯升溫
