profile,strategy,horizon,slippage_bps,partition,original_primary_samples,original_primary_mean_net_return_pct,matched_known_action_samples,theoretical_gross_proxy_samples,theoretical_gross_proxy_mean_pct,conditional_costed_proxy_samples,conditional_costed_proxy_mean_pct,fractional_samples,pending_rights_samples,original_anomaly_candidate_samples,corporate_action_coverage_complete,total_return_verified,formal_use,promotion_evidence_allowed
common_12,baseline_4,20,0,all,11617,1.14716706826298458825994569,1,1,-1.035196687370600414078674948,0,,0,0,487,False,False,False,False
common_12,baseline_4,20,0,purged_cross_split,1245,4.179767859966462706414375247,0,0,,0,,0,0,80,False,False,False,False
common_12,baseline_4,20,0,training,5391,0.7725242645392932846968598663,1,1,-1.035196687370600414078674948,0,,0,0,172,False,False,False,False
common_12,baseline_4,20,0,validation,4981,0.7946497763946026489719173335,0,0,,0,,0,0,235,False,False,False,False
common_12,baseline_4,20,10,all,11617,0.9450748260988989393168899656,1,1,-1.035196687370600414078674948,0,,0,0,487,False,False,False,False
common_12,baseline_4,20,10,purged_cross_split,1245,3.971615482560316081354266991,0,0,,0,,0,0,80,False,False,False,False
common_12,baseline_4,20,10,training,5391,0.5711815216915698790848967583,1,1,-1.035196687370600414078674948,0,,0,0,172,False,False,False,False
common_12,baseline_4,20,10,validation,4981,0.5932610711833090220059365844,0,0,,0,,0,0,235,False,False,False,False
common_12,baseline_4,20,20,all,11617,0.7433858288850124236014264806,1,1,-1.035196687370600414078674948,0,,0,0,487,False,False,False,False
common_12,baseline_4,20,20,purged_cross_split,1245,3.763878403867635194765586265,0,0,,0,,0,0,80,False,False,False,False
common_12,baseline_4,20,20,training,5391,0.3702405506793618647951952792,1,1,-1.035196687370600414078674948,0,,0,0,172,False,False,False,False
common_12,baseline_4,20,20,validation,4981,0.392274192457246274720682357,0,0,,0,,0,0,235,False,False,False,False
common_12,baseline_4,60,0,all,4515,7.543104128803869108563373564,3,3,35.6649201800789787447632512,0,,1,0,252,False,False,False,False
common_12,baseline_4,60,0,purged_cross_split,1670,12.17775598808481112699452043,0,0,,0,,0,0,160,False,False,False,False
common_12,baseline_4,60,0,training,1672,7.285954612425845176982282614,1,1,66.45962732919254658385093168,0,,0,0,66,False,False,False,False
common_12,baseline_4,60,0,validation,1173,1.311292863999847661695145715,2,2,20.26756660552219482521941096,0,,1,0,26,False,False,False,False
common_12,baseline_4,60,10,all,4515,7.328233826707218691096396687,3,3,35.6649201800789787447632512,0,,1,0,252,False,False,False,False
common_12,baseline_4,60,10,purged_cross_split,1670,11.95362285304228926990685025,0,0,,0,,0,0,160,False,False,False,False
common_12,baseline_4,60,10,training,1672,7.07160084295268926991076933,1,1,66.45962732919254658385093168,0,,0,0,66,False,False,False,False
common_12,baseline_4,60,10,validation,1173,1.108873788222994757259151571,2,2,20.26756660552219482521941096,0,,1,0,26,False,False,False,False
common_12,baseline_4,60,20,all,4515,7.113792139192398600748834773,3,3,35.6649201800789787447632512,0,,1,0,252,False,False,False,False
common_12,baseline_4,60,20,purged_cross_split,1670,11.72993684395041813078194375,0,0,,0,,0,0,160,False,False,False,False
common_12,baseline_4,60,20,training,1672,6.857674766540528825561587135,1,1,66.45962732919254658385093168,0,,0,0,66,False,False,False,False
common_12,baseline_4,60,20,validation,1173,0.9068582859341152665269984493,2,2,20.26756660552219482521941096,0,,1,0,26,False,False,False,False
common_12,trend_12,20,0,all,6582,1.408811169027527332311642594,1,1,-1.035196687370600414078674948,0,,0,0,268,False,False,False,False
common_12,trend_12,20,0,purged_cross_split,740,4.086506777073232637769565895,0,0,,0,,0,0,46,False,False,False,False
common_12,trend_12,20,0,training,2906,0.8932397954676588119539261996,1,1,-1.035196687370600414078674948,0,,0,0,85,False,False,False,False
common_12,trend_12,20,0,validation,2936,1.244218410720700354832303502,0,0,,0,,0,0,137,False,False,False,False
common_12,trend_12,20,10,all,6582,1.206196332407640524995482883,1,1,-1.035196687370600414078674948,0,,0,0,268,False,False,False,False
common_12,trend_12,20,10,purged_cross_split,740,3.878541222214312278341524105,0,0,,0,,0,0,46,False,False,False,False
common_12,trend_12,20,10,training,2906,0.6916562239797674934853143727,1,1,-1.035196687370600414078674948,0,,0,0,85,False,False,False,False
common_12,trend_12,20,10,validation,2936,1.041931460689133008678207368,0,0,,0,,0,0,137,False,False,False,False
common_12,trend_12,20,20,all,6582,1.00398573567277537946941096,1,1,-1.035196687370600414078674948,0,,0,0,268,False,False,False,False
common_12,trend_12,20,20,purged_cross_split,740,3.670990687228373751478811055,0,0,,0,,0,0,46,False,False,False,False
common_12,trend_12,20,20,training,2906,0.4904748706064653670211396242,1,1,-1.035196687370600414078674948,0,,0,0,85,False,False,False,False
common_12,trend_12,20,20,validation,2936,0.8400480346276643784093702415,0,0,,0,,0,0,137,False,False,False,False
common_12,trend_12,60,0,all,2741,8.957369499041502345697096414,2,2,31.01803574224132448646471498,0,,1,0,150,False,False,False,False
common_12,trend_12,60,0,purged_cross_split,1018,13.21204507747053766616852361,0,0,,0,,0,0,89,False,False,False,False
common_12,trend_12,60,0,training,981,7.483264561254140517171501528,1,1,66.45962732919254658385093168,0,,0,0,37,False,False,False,False
common_12,trend_12,60,0,validation,742,5.069009937220267841039004423,1,1,-4.423555844709897610921501706,0,,1,0,24,False,False,False,False
common_12,trend_12,60,10,all,2741,8.739674199665572776452665133,2,2,31.01803574224132448646471498,0,,1,0,150,False,False,False,False
common_12,trend_12,60,10,purged_cross_split,1018,12.98584635650452697094215659,0,0,,0,,0,0,89,False,False,False,False
common_12,trend_12,60,10,training,981,7.268516559375696501865936186,1,1,66.45962732919254658385093168,0,,0,0,37,False,False,False,False
common_12,trend_12,60,10,validation,742,4.859084428051439697448997817,1,1,-4.423555844709897610921501706,0,,1,0,24,False,False,False,False
common_12,trend_12,60,20,all,2741,8.522413134878479668400995575,2,2,31.01803574224132448646471498,0,,1,0,150,False,False,False,False
common_12,trend_12,60,20,purged_cross_split,1018,12.76009881508181800889890677,0,0,,0,,0,0,89,False,False,False,False
common_12,trend_12,60,20,training,981,7.054196956666661429077897058,1,1,66.45962732919254658385093168,0,,0,0,37,False,False,False,False
common_12,trend_12,60,20,validation,742,4.64957762056418756887146191,1,1,-4.423555844709897610921501706,0,,1,0,24,False,False,False,False
common_12,trend_8,20,0,all,6762,1.580162927396411440638112053,1,1,-1.035196687370600414078674948,0,,0,0,282,False,False,False,False
common_12,trend_8,20,0,purged_cross_split,767,4.552796378808614510810256649,0,0,,0,,0,0,53,False,False,False,False
common_12,trend_8,20,0,training,3009,0.8449313063224118929101668445,1,1,-1.035196687370600414078674948,0,,0,0,85,False,False,False,False
common_12,trend_8,20,0,validation,2986,1.557491155989346766924566236,0,0,,0,,0,0,144,False,False,False,False
common_12,trend_8,20,10,all,6762,1.37720573691274594580313705,1,1,-1.035196687370600414078674948,0,,0,0,282,False,False,False,False
common_12,trend_8,20,10,purged_cross_split,767,4.343898773783674474492235452,0,0,,0,,0,0,53,False,False,False,False
common_12,trend_8,20,10,training,3009,0.6434438997118841588657297378,1,1,-1.035196687370600414078674948,0,,0,0,85,False,False,False,False
common_12,trend_8,20,10,validation,2986,1.354578747246768362209741182,0,0,,0,,0,0,144,False,False,False,False
common_12,trend_8,20,20,all,6762,1.174653494434687546184641751,1,1,-1.035196687370600414078674948,0,,0,0,282,False,False,False,False
common_12,trend_8,20,20,purged_cross_split,767,4.135418047965915053511886969,0,0,,0,,0,0,53,False,False,False,False
common_12,trend_8,20,20,training,3009,0.4423584825146546338147698411,1,1,-1.035196687370600414078674948,0,,0,0,85,False,False,False,False
common_12,trend_8,20,20,validation,2986,1.152071203178467698629701158,0,0,,0,,0,0,144,False,False,False,False
common_12,trend_8,60,0,all,2911,8.68334184992615240016490507,2,2,26.27841852749949909837707874,0,,1,0,153,False,False,False,False
common_12,trend_8,60,0,purged_cross_split,1117,13.46275324378944543153797491,0,0,,0,,0,0,94,False,False,False,False
common_12,trend_8,60,0,training,1055,6.726096432158499080546876436,1,1,66.45962732919254658385093168,0,,0,0,39,False,False,False,False
common_12,trend_8,60,0,validation,739,4.253424920020301163565854001,1,1,-13.90279027419354838709677419,0,,1,0,20,False,False,False,False
common_12,trend_8,60,10,all,2911,8.466194051685209194048352772,2,2,26.27841852749949909837707874,0,,1,0,153,False,False,False,False
common_12,trend_8,60,10,purged_cross_split,1117,13.23605265224178458224877416,0,0,,0,,0,0,94,False,False,False,False
common_12,trend_8,60,10,training,1055,6.512861986799264276721330898,1,1,66.45962732919254658385093168,0,,0,0,39,False,False,False,False
common_12,trend_8,60,10,validation,739,4.045129466614812954752192206,1,1,-13.90279027419354838709677419,0,,1,0,20,False,False,False,False
common_12,trend_8,60,20,all,2911,8.249479494048992473253641391,2,2,26.27841852749949909837707874,0,,1,0,153,False,False,False,False
common_12,trend_8,60,20,purged_cross_split,1117,13.0098043537100117015978594,0,0,,0,,0,0,94,False,False,False,False
common_12,trend_8,60,20,training,1055,6.300053060598090103517576873,1,1,66.45962732919254658385093168,0,,0,0,39,False,False,False,False
common_12,trend_8,60,20,validation,739,3.837249479230783436732743712,1,1,-13.90279027419354838709677419,0,,1,0,20,False,False,False,False
common_8,baseline_4,20,0,all,12699,0.9760270436050872310221651658,0,0,,0,,0,0,502,False,False,False,False
common_8,baseline_4,20,0,purged_cross_split,1226,4.117223428028662157071436216,0,0,,0,,0,0,76,False,False,False,False
common_8,baseline_4,20,0,training,6439,0.4643329876572627828591004951,0,0,,0,,0,0,190,False,False,False,False
common_8,baseline_4,20,0,validation,5034,0.865516765286600691964868173,0,0,,0,,0,0,236,False,False,False,False
common_8,baseline_4,20,10,all,12699,0.7742766100727262679276579526,0,0,,0,,0,0,502,False,False,False,False
common_8,baseline_4,20,10,purged_cross_split,1226,3.909196040965577279994080123,0,0,,0,,0,0,76,False,False,False,False
common_8,baseline_4,20,10,training,6439,0.26360544458498046956308,0,0,,0,,0,0,190,False,False,False,False
common_8,baseline_4,20,10,validation,5034,0.6639866641650901644068165008,0,0,,0,,0,0,236,False,False,False,False
common_8,baseline_4,20,20,all,12699,0.5729287430544745482855207071,0,0,,0,,0,0,502,False,False,False,False
common_8,baseline_4,20,20,purged_cross_split,1226,3.70158369975449449492962471,0,0,,0,,0,0,76,False,False,False,False
common_8,baseline_4,20,20,training,6439,0.06327847104420532342145044142,0,0,,0,,0,0,190,False,False,False,False
common_8,baseline_4,20,20,validation,5034,0.4628586446357020183518848137,0,0,,0,,0,0,236,False,False,False,False
common_8,baseline_4,60,0,all,4893,5.27952983292741503882049469,3,3,33.07498860940828064088890139,0,,1,0,231,False,False,False,False
common_8,baseline_4,60,0,purged_cross_split,1741,11.44821316781813200351200153,0,0,,0,,0,0,151,False,False,False,False
common_8,baseline_4,60,0,training,1741,2.413096670844612231852394134,1,1,54.18719211822660098522167488,0,,0,0,43,False,False,False,False
common_8,baseline_4,60,0,validation,1411,1.204960342595325351650792177,2,2,22.51888685499912046872251465,0,,1,0,37,False,False,False,False
common_8,baseline_4,60,10,all,4893,5.069181989573747098182724018,3,3,33.07498860940828064088890139,0,,1,0,231,False,False,False,False
common_8,baseline_4,60,10,purged_cross_split,1741,11.22553956257451904073065601,0,0,,0,,0,0,151,False,False,False,False
common_8,baseline_4,60,10,training,1741,2.208476748165325857005414669,1,1,54.18719211822660098522167488,0,,0,0,43,False,False,False,False
common_8,baseline_4,60,10,validation,1411,1.002753421677019549574464673,2,2,22.51888685499912046872251465,0,,1,0,37,False,False,False,False
common_8,baseline_4,60,20,all,4893,4.859253863139928845736064257,3,3,33.07498860940828064088890139,0,,1,0,231,False,False,False,False
common_8,baseline_4,60,20,purged_cross_split,1741,11.00331033697337569753482694,0,0,,0,,0,0,151,False,False,False,False
common_8,baseline_4,60,20,training,1741,2.004265166936568104217078887,1,1,54.18719211822660098522167488,0,,0,0,43,False,False,False,False
common_8,baseline_4,60,20,validation,1411,0.8009498228465341483603787023,2,2,22.51888685499912046872251465,0,,1,0,37,False,False,False,False
common_8,trend_8,20,0,all,7340,1.322817228825991017243997085,1,1,0,0,,0,0,288,False,False,False,False
common_8,trend_8,20,0,purged_cross_split,754,4.419814600112088133975606984,0,0,,0,,0,0,52,False,False,False,False
common_8,trend_8,20,0,training,3586,0.4433189191562038835153767571,1,1,0,0,,0,0,91,False,False,False,False
common_8,trend_8,20,0,validation,3000,1.595732202334704162422396659,0,0,,0,,0,0,145,False,False,False,False
common_8,trend_8,20,10,all,7340,1.120374122892006097058778211,1,1,0,0,,0,0,288,False,False,False,False
common_8,trend_8,20,10,purged_cross_split,754,4.211182662464316596247675878,0,0,,0,,0,0,52,False,False,False,False
common_8,trend_8,20,10,training,3586,0.2426336280277219437450094619,1,1,0,0,,0,0,91,False,False,False,False
common_8,trend_8,20,10,validation,3000,1.392743381473939716190360121,0,0,,0,,0,0,145,False,False,False,False
common_8,trend_8,20,20,all,7340,0.9183349461374643967639671906,1,1,0,0,,0,0,288,False,False,False,False
common_8,trend_8,20,20,purged_cross_split,754,4.002967076459880233030142489,0,0,,0,,0,0,52,False,False,False,False
common_8,trend_8,20,20,training,3586,0.04234874278879969018107638542,1,1,0,0,,0,0,91,False,False,False,False
common_8,trend_8,20,20,validation,3000,1.190159579119201095851150584,0,0,,0,,0,0,145,False,False,False,False
common_8,trend_8,60,0,all,3214,7.232046411300856968100574518,2,2,26.59027152956989247311827957,0,,1,0,149,False,False,False,False
common_8,trend_8,60,0,purged_cross_split,1189,13.24080307839497206623747848,0,0,,0,,0,0,97,False,False,False,False
common_8,trend_8,60,0,training,1214,4.041184592702649272440650754,1,1,67.08333333333333333333333333,0,,0,0,35,False,False,False,False
common_8,trend_8,60,0,validation,811,3.199117398481277795284752829,1,1,-13.90279027419354838709677419,0,,1,0,17,False,False,False,False
common_8,trend_8,60,10,all,3214,7.017797980394951585222216195,2,2,26.59027152956989247311827957,0,,1,0,149,False,False,False,False
common_8,trend_8,60,10,purged_cross_split,1189,13.01454752593591150587448455,0,0,,0,,0,0,97,False,False,False,False
common_8,trend_8,60,10,training,1214,3.833311855694546276387740059,1,1,67.08333333333333333333333333,0,,0,0,35,False,False,False,False
common_8,trend_8,60,10,validation,811,2.992928616323546775443556308,1,1,-13.90279027419354838709677419,0,,1,0,17,False,False,False,False
common_8,trend_8,60,20,all,3214,6.80397692672010403556452383,2,2,26.59027152956989247311827957,0,,1,0,149,False,False,False,False
common_8,trend_8,60,20,purged_cross_split,1189,12.78874338009346005981520569,0,0,,0,,0,0,97,False,False,False,False
common_8,trend_8,60,20,training,1214,3.625853830711614976863467813,1,1,67.08333333333333333333333333,0,,0,0,35,False,False,False,False
common_8,trend_8,60,20,validation,811,2.78715094089197259836233075,1,1,-13.90279027419354838709677419,0,,1,0,17,False,False,False,False
full_available,baseline_4,20,0,all,13625,0.8051140101734277282089138451,1,1,0,0,,0,0,535,False,False,False,False
full_available,baseline_4,20,0,purged_cross_split,1287,4.087382492208177116513373776,0,0,,0,,0,0,78,False,False,False,False
full_available,baseline_4,20,0,training,7272,0.1652825757277415246502127079,1,1,0,0,,0,0,217,False,False,False,False
full_available,baseline_4,20,0,validation,5066,0.889712244462868630208723301,0,0,,0,,0,0,240,False,False,False,False
full_available,baseline_4,20,10,all,13625,0.6037053156956138895807822963,1,1,0,0,,0,0,535,False,False,False,False
full_available,baseline_4,20,10,purged_cross_split,1287,3.879415546257583401286288593,0,0,,0,,0,0,78,False,False,False,False
full_available,baseline_4,20,10,training,7272,-0.03484721758126856644805691696,1,1,0,0,,0,0,217,False,False,False,False
full_available,baseline_4,20,10,validation,5066,0.6881338500928176911356051174,0,0,,0,,0,0,240,False,False,False,False
full_available,baseline_4,20,20,all,13625,0.402698499770492503040784358,1,1,0,0,,0,0,535,False,False,False,False
full_available,baseline_4,20,20,purged_cross_split,1287,3.671863525406514991819295658,0,0,,0,,0,0,78,False,False,False,False
full_available,baseline_4,20,20,training,7272,-0.2345776688949444497756398083,1,1,0,0,,0,0,217,False,False,False,False
full_available,baseline_4,20,20,validation,5066,0.4869576609512063952285246784,0,0,,0,,0,0,240,False,False,False,False
full_available,baseline_4,60,0,all,5115,6.336342701839641079956128504,3,3,21.21690370016387527711444817,0,,1,0,276,False,False,False,False
full_available,baseline_4,60,0,purged_cross_split,1472,13.24302986427973120019511335,0,0,,0,,0,0,153,False,False,False,False
full_available,baseline_4,60,0,training,2644,2.434352969804741691663846465,1,1,23.11557788944723618090452261,0,,0,0,72,False,False,False,False
full_available,baseline_4,60,0,validation,999,6.486710417944206971500681021,2,2,20.26756660552219482521941096,0,,1,0,51,False,False,False,False
full_available,baseline_4,60,10,all,5115,6.123883715662153290814339828,3,3,21.21690370016387527711444817,0,,1,0,276,False,False,False,False
full_available,baseline_4,60,10,purged_cross_split,1472,13.0167697621419349946588105,0,0,,0,,0,0,153,False,False,False,False
full_available,baseline_4,60,10,training,2644,2.229690920404901738738417084,1,1,23.11557788944723618090452261,0,,0,0,72,False,False,False,False
full_available,baseline_4,60,10,validation,999,6.273951273461887460613818387,2,2,20.26756660552219482521941096,0,,1,0,51,False,False,False,False
full_available,baseline_4,60,20,all,5115,5.911848681365383374785547632,3,3,21.21690370016387527711444817,0,,1,0,276,False,False,False,False
full_available,baseline_4,60,20,purged_cross_split,1472,12.79096120213159350635502088,0,0,,0,,0,0,153,False,False,False,False
full_available,baseline_4,60,20,training,2644,2.02543722238695778770762857,1,1,23.11557788944723618090452261,0,,0,0,72,False,False,False,False
full_available,baseline_4,60,20,validation,999,6.061616716371485415389905518,2,2,20.26756660552219482521941096,0,,1,0,51,False,False,False,False
full_available,trend_12,20,0,all,6582,1.408811169027527332311642594,1,1,-1.035196687370600414078674948,0,,0,0,268,False,False,False,False
full_available,trend_12,20,0,purged_cross_split,740,4.086506777073232637769565895,0,0,,0,,0,0,46,False,False,False,False
full_available,trend_12,20,0,training,2906,0.8932397954676588119539261996,1,1,-1.035196687370600414078674948,0,,0,0,85,False,False,False,False
full_available,trend_12,20,0,validation,2936,1.244218410720700354832303502,0,0,,0,,0,0,137,False,False,False,False
full_available,trend_12,20,10,all,6582,1.206196332407640524995482883,1,1,-1.035196687370600414078674948,0,,0,0,268,False,False,False,False
full_available,trend_12,20,10,purged_cross_split,740,3.878541222214312278341524105,0,0,,0,,0,0,46,False,False,False,False
full_available,trend_12,20,10,training,2906,0.6916562239797674934853143727,1,1,-1.035196687370600414078674948,0,,0,0,85,False,False,False,False
full_available,trend_12,20,10,validation,2936,1.041931460689133008678207368,0,0,,0,,0,0,137,False,False,False,False
full_available,trend_12,20,20,all,6582,1.00398573567277537946941096,1,1,-1.035196687370600414078674948,0,,0,0,268,False,False,False,False
full_available,trend_12,20,20,purged_cross_split,740,3.670990687228373751478811055,0,0,,0,,0,0,46,False,False,False,False
full_available,trend_12,20,20,training,2906,0.4904748706064653670211396242,1,1,-1.035196687370600414078674948,0,,0,0,85,False,False,False,False
full_available,trend_12,20,20,validation,2936,0.8400480346276643784093702415,0,0,,0,,0,0,137,False,False,False,False
full_available,trend_12,60,0,all,2741,8.957369499041502345697096414,2,2,31.01803574224132448646471498,0,,1,0,150,False,False,False,False
full_available,trend_12,60,0,purged_cross_split,1018,13.21204507747053766616852361,0,0,,0,,0,0,89,False,False,False,False
full_available,trend_12,60,0,training,981,7.483264561254140517171501528,1,1,66.45962732919254658385093168,0,,0,0,37,False,False,False,False
full_available,trend_12,60,0,validation,742,5.069009937220267841039004423,1,1,-4.423555844709897610921501706,0,,1,0,24,False,False,False,False
full_available,trend_12,60,10,all,2741,8.739674199665572776452665133,2,2,31.01803574224132448646471498,0,,1,0,150,False,False,False,False
full_available,trend_12,60,10,purged_cross_split,1018,12.98584635650452697094215659,0,0,,0,,0,0,89,False,False,False,False
full_available,trend_12,60,10,training,981,7.268516559375696501865936186,1,1,66.45962732919254658385093168,0,,0,0,37,False,False,False,False
full_available,trend_12,60,10,validation,742,4.859084428051439697448997817,1,1,-4.423555844709897610921501706,0,,1,0,24,False,False,False,False
full_available,trend_12,60,20,all,2741,8.522413134878479668400995575,2,2,31.01803574224132448646471498,0,,1,0,150,False,False,False,False
