artifact_version,source_commit_sha,model_id,model_name_zh,source_family,source_role,source_path,source_hash_basis,source_sha256,source_file_count,source_row_count,source_unique_date_count,source_date_min,source_date_max,source_unique_stock_count,source_target_model_row_count,source_target_unique_identity_count,source_target_duplicate_row_count,source_noncanonical_row_count,source_transport_normalized_hash_count,selector_required_input_count,selector_present_input_count,selector_missing_input_count,selector_missing_inputs,declared_semantic_item_count,declared_semantic_sha256,published_target_row_count,source_status,coverage_status,coverage_detail,pit_status,availability_state,selector_replay_allowed,performance_metrics_allowed,formal_use,trade_eligible,promotion_evidence_allowed,promotion_status,blockers
tdcc_stealth_accumulation_pit_replay_availability_audit_v1,cb45afb0a08045f5ef1e7086f109f6dc0879ec82,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,published_snapshot_manifest,published_revision_inventory,output/history/daily_model_snapshots/daily_published_model_snapshot_manifest.csv,raw_file_sha256,5327b528eee1701ae0d5ebef5a304274e580c7bb9dac967354cf94c9f44521d9,1,35,33,20260615,20260902,0,0,,,,,,,,,,,0,available,revision_inventory_only,signal_revision_count=35;selected_date_count=33,partial_membership_pit_only,partial_inputs_available_selector_replay_not_formally_available,False,False,False,False,False,blocked,phase_classifier_unresolved;full_historical_selector_replay_unavailable;model_semantic_sha_unavailable_from_snapshot_contract;formal_operation_decision_required;mutable_price_source_unpinned;no_published_tdcc_stealth_signal_rows
tdcc_stealth_accumulation_pit_replay_availability_audit_v1,cb45afb0a08045f5ef1e7086f109f6dc0879ec82,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,published_all_candidates_snapshots,historical_selector_input_coverage_probe,output/history/daily_model_snapshots/all_candidates_*.csv,sorted_path_tab_raw_file_sha256_lf_aggregate_sha256,3ee8fb54eda8c87edcb0b0b281e29144cae3913665052f6482d044d4cfd52932,33,17818,33,20260615,20260902,1094,,,,,13,50,26,24,all_thresholds_up;avg_volume_20d;avg_volume_20d_lots;close_1d_ago;close_prev;consecutive_tdcc_up_weeks;daily_return_calc;downgrade_flags;high_20_ex_today;high_thresholds_up;prev_close;previous_20d_high_ex_today;previous_close;prior_20d_high;range_high;return_1d;return_1d_pct;tdcc_consecutive_up_weeks;tdcc_judge;tdcc_price_phase;tdcc_status;volume_ma20;volume_ma20_lots;warrant_status,,,0,available,selector_input_surface_has_26_of_50_required_columns_not_full_replay,selected_snapshot_dates=33;observed_price_dates_in_range=56;missing_published_snapshot_dates=20260625;20260720;20260721;20260722;20260723;20260724;20260727;20260728;20260729;20260730;20260731;20260803;20260804;20260805;20260806;20260807;20260812;20260813;20260814;20260817;20260818;20260819;20260824;price_date_presence_is_not_market_calendar_proof;transport_normalized_hash_count=13;non_transport_hash_mismatch_count=0,partial_selector_input_coverage_only,partial_inputs_available_selector_replay_not_formally_available,False,False,False,False,False,blocked,phase_classifier_unresolved;full_historical_selector_replay_unavailable;model_semantic_sha_unavailable_from_snapshot_contract;formal_operation_decision_required;mutable_price_source_unpinned;no_published_tdcc_stealth_signal_rows
tdcc_stealth_accumulation_pit_replay_availability_audit_v1,cb45afb0a08045f5ef1e7086f109f6dc0879ec82,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,published_model_signal_snapshots,as_published_membership_source,output/history/daily_model_snapshots/daily_candidate_model_signals_for_report_*.csv,sorted_path_tab_raw_file_sha256_lf_aggregate_sha256,e3f811240637127a7827adfb5045f93f2e35843c6d7c8446380d8919e48c1b27,33,14040,33,20260615,20260902,1021,0,0,0,,1,50,6,44,all_thresholds_up;avg_volume_20d;avg_volume_20d_lots;close;close_1d_ago;close_prev;consecutive_tdcc_up_weeks;cumulative_revenue_yoy;cumulative_yoy_pct;daily_return_calc;false_breakout_risk;high;high_20;high_20_ex_today;high_thresholds_up;latest_revenue_yoy;low;low_20;off_60d_low_pct;open;platform_high;platform_low;prev_close;previous_20d_high;previous_20d_high_ex_today;previous_20d_low;previous_close;prior_20d_high;range_high;return_1d;return_1d_pct;return_20d_pct;return_5d_pct;revenue_yoy_pct;short_platform_high;tdcc_accumulation_signal;tdcc_consecutive_up_weeks;tdcc_judge;tdcc_judgement;tdcc_price_phase;volume_confirmed_breakout;volume_ma20;volume_ma20_lots;warrant_status,,,0,available,exact_as_published_membership_only_not_selector_replay,selected_snapshot_dates=33;observed_price_dates_in_range=56;missing_published_snapshot_dates=20260625;20260720;20260721;20260722;20260723;20260724;20260727;20260728;20260729;20260730;20260731;20260803;20260804;20260805;20260806;20260807;20260812;20260813;20260814;20260817;20260818;20260819;20260824;price_date_presence_is_not_market_calendar_proof;transport_normalized_hash_count=1;non_transport_hash_mismatch_count=0,published_membership_pit_only,partial_inputs_available_selector_replay_not_formally_available,False,False,False,False,False,blocked,phase_classifier_unresolved;full_historical_selector_replay_unavailable;model_semantic_sha_unavailable_from_snapshot_contract;formal_operation_decision_required;mutable_price_source_unpinned;no_published_tdcc_stealth_signal_rows
tdcc_stealth_accumulation_pit_replay_availability_audit_v1,cb45afb0a08045f5ef1e7086f109f6dc0879ec82,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,legacy_candidate_signal_log,legacy_discovery_lead,output/history/daily_candidate_models/daily_candidate_model_signal_log.csv,raw_file_sha256,7de305e164c60b45cd9a341b3a6f357666a7f46e9638581f6270cb6d874393c1,1,15961,5,20260529,20260605,225,555,552,3,,,,,,,,,0,available,rewritten_cumulative_log_not_pit,,not_formal_selector_pit,partial_inputs_available_selector_replay_not_formally_available,False,False,False,False,False,blocked,phase_classifier_unresolved;full_historical_selector_replay_unavailable;model_semantic_sha_unavailable_from_snapshot_contract;formal_operation_decision_required;mutable_price_source_unpinned;no_published_tdcc_stealth_signal_rows
tdcc_stealth_accumulation_pit_replay_availability_audit_v1,cb45afb0a08045f5ef1e7086f109f6dc0879ec82,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,tdcc_weekly_holder_snapshots,objective_tdcc_weekly_snapshots,output/history/tdcc/tdcc_holder_ratio_*.csv,sorted_path_tab_raw_file_sha256_lf_aggregate_sha256,39df48d0060353637614a28c6c07410604bd6a756f21acfad805dc106bb79802,40,37267,40,20251121,20260828,1972,,,,,,,,,,,,0,available,weekly_objective_snapshots_coverage_varies_by_date,,partial_objective_source_history,partial_inputs_available_selector_replay_not_formally_available,False,False,False,False,False,blocked,phase_classifier_unresolved;full_historical_selector_replay_unavailable;model_semantic_sha_unavailable_from_snapshot_contract;formal_operation_decision_required;mutable_price_source_unpinned;no_published_tdcc_stealth_signal_rows
tdcc_stealth_accumulation_pit_replay_availability_audit_v1,cb45afb0a08045f5ef1e7086f109f6dc0879ec82,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,tdcc_date_versioned_raw_snapshots,objective_tdcc_raw_snapshots,output/history/tdcc/tdcc_latest_ratio_raw_*.csv,sorted_path_tab_raw_file_sha256_lf_aggregate_sha256,4b1db6d8cc53e1d8539e0c3160367c9030357cc1bc1328f67424b745ce5d3249,17,812028,17,20260430,20260828,2968,,,,,,,,,,,,0,available,date_versioned_raw_available_only_for_partial_period,required_date_missing=20260709;schema_variant_count=2,partial_objective_source_history,partial_inputs_available_selector_replay_not_formally_available,False,False,False,False,False,blocked,phase_classifier_unresolved;full_historical_selector_replay_unavailable;model_semantic_sha_unavailable_from_snapshot_contract;formal_operation_decision_required;mutable_price_source_unpinned;no_published_tdcc_stealth_signal_rows
tdcc_stealth_accumulation_pit_replay_availability_audit_v1,cb45afb0a08045f5ef1e7086f109f6dc0879ec82,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,tdcc_latest_dataset_manifest,current_tdcc_dataset_lineage,output/latest/tdcc_dataset_manifest_latest.json,raw_file_sha256,5d388cb9ed8ef9b23fd91ea1bd814b447fd376ccd30d158375d588e447b23f2d,1,18,40,20251121,20260828,1968,,,,,,,,,,,,0,available,current_manifest_sources_verified_but_not_event_time_full_history,required_snapshot_count=18;history_snapshot_count=40;accepted_exception_count=6;declared_snapshot_sha256_verified=True;current_dataset_manifest_is_not_event_time_full_history,current_dataset_binding_only,partial_inputs_available_selector_replay_not_formally_available,False,False,False,False,False,blocked,phase_classifier_unresolved;full_historical_selector_replay_unavailable;model_semantic_sha_unavailable_from_snapshot_contract;formal_operation_decision_required;mutable_price_source_unpinned;no_published_tdcc_stealth_signal_rows
tdcc_stealth_accumulation_pit_replay_availability_audit_v1,cb45afb0a08045f5ef1e7086f109f6dc0879ec82,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,tdcc_dataset_manifests,tdcc_dataset_lineage,output/history/tdcc/tdcc_dataset_manifest_*.json,sorted_path_tab_raw_file_sha256_lf_aggregate_sha256,877d33407efe672c4009de075a88cd3792278de31d68515c7fc17c267ea27b23,7,,7,20260717,20260828,0,,,,,,,,,,,,0,available,versioned_dataset_manifests_cover_only_recent_dates,,partial_dataset_lineage,partial_inputs_available_selector_replay_not_formally_available,False,False,False,False,False,blocked,phase_classifier_unresolved;full_historical_selector_replay_unavailable;model_semantic_sha_unavailable_from_snapshot_contract;formal_operation_decision_required;mutable_price_source_unpinned;no_published_tdcc_stealth_signal_rows
tdcc_stealth_accumulation_pit_replay_availability_audit_v1,cb45afb0a08045f5ef1e7086f109f6dc0879ec82,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,tdcc_rebuilt_signal_snapshot,derived_tdcc_signal_history,output/history/tdcc_signals/tdcc_signal_snapshot.csv,raw_file_sha256,b808d5a5e26dc697fa89d12c2b3c5b796bf6e8a70e8cbcfbac30ca7d0937ed86,1,20651,39,20251128,20260828,1879,,,,,,,,,,,,0,available,full_history_rebuild_bound_to_current_dataset_not_event_time,,not_event_time_immutable,partial_inputs_available_selector_replay_not_formally_available,False,False,False,False,False,blocked,phase_classifier_unresolved;full_historical_selector_replay_unavailable;model_semantic_sha_unavailable_from_snapshot_contract;formal_operation_decision_required;mutable_price_source_unpinned;no_published_tdcc_stealth_signal_rows
tdcc_stealth_accumulation_pit_replay_availability_audit_v1,cb45afb0a08045f5ef1e7086f109f6dc0879ec82,tdcc_stealth_accumulation,TDCC潛伏吸籌模型,tdcc_per_stock_raw_history,derived_tdcc_per_stock_history,data/tdcc_stock_history_raw/*.csv,sorted_path_tab_raw_file_sha256_lf_aggregate_sha256,39429328cb89258b523282869c6a5b47a225ff8512f211d697fb85f6a0ef95a9,1972,60220,23,20251121,20260709,1972,,,,,,,,,,,,0,available,per_stock_history_not_event_time_manifest_bound,,not_event_time_immutable,partial_inputs_available_selector_replay_not_formally_available,False,False,False,False,False,blocked,phase_classifier_unresolved;full_historical_selector_replay_unavailable;model_semantic_sha_unavailable_from_snapshot_contract;formal_operation_decision_required;mutable_price_source_unpinned;no_published_tdcc_stealth_signal_rows
