observation_id,stock_id,signal_date,event_id,source_signal_ids,audit_source_path,audit_source_sha256,audit_row,anomaly_disposition,retained_in_primary,historical_availability_status,corporate_action_coverage_status,execution_status,formal_use,trade_eligible,promotion_evidence_allowed
d10_max_observed_return,8261,20260616,8261:20260616,"[""v2:289""]",output/research/tdcc_stealth_accumulation/tdcc_stealth_accumulation_price_pit_audit_v1.csv,fc3fe80afcca8018aaa1af08181eb9170a2b9cf56baaec02386cb9316a6bc32e,"{""category"":""pattern"",""disposition"":""unresolved_anomaly_candidate"",""entry_date"":""20260617"",""entry_open"":""176.0"",""enum_source_branch"":""blank_candidate_enum_filled_from_trend_debug"",""enum_window_dates"":""20260430,20260508,20260515"",""exit_close"":""327.0"",""exit_date"":""20260702"",""formal_use"":""False"",""generated_after_entry_open"":""True"",""gross_return_pct"":""85.795455"",""horizon"":""10"",""missing_stock_dates"":"""",""missing_weekdays"":""20260619"",""model_id"":""tdcc_stealth_accumulation"",""model_name_zh"":""TDCC 潛伏吸籌"",""observation_id"":""d10_max_observed_return"",""pipeline_after_entry_open"":""True"",""pipeline_commit_time"":""2026-06-17T06:31:40Z"",""promotion_evidence_allowed"":""False"",""retained_in_primary"":""True"",""same_stock_signal_categories"":""pattern"",""same_stock_signal_rows"":""1"",""selector_input_differences"":""0"",""signal_date"":""20260616"",""snapshot_date"":""20260616"",""snapshot_generated_at"":""2026-06-30 16:25:30 Asia/Taipei"",""snapshot_row_number"":""323"",""source_sequence_rows"":""11"",""stock_id"":""8261"",""stock_name"":""富鼎"",""trade_eligible"":""False""}",unresolved_anomaly_candidate,True,unproven,unproven,unproven,False,False,False
d5_min_observed_return,2492,20260709,2492:20260709,"[""v2:3262""]",output/research/tdcc_stealth_accumulation/tdcc_stealth_accumulation_price_pit_audit_v1.csv,fc3fe80afcca8018aaa1af08181eb9170a2b9cf56baaec02386cb9316a6bc32e,"{""category"":""revenue_pullback"",""disposition"":""unresolved_anomaly_candidate"",""entry_date"":""20260713"",""entry_open"":""473.5"",""enum_source_branch"":""blank_candidate_enum_filled_from_trend_debug"",""enum_window_dates"":""20260430,20260508,20260515"",""exit_close"":""277.0"",""exit_date"":""20260720"",""formal_use"":""False"",""generated_after_entry_open"":""True"",""gross_return_pct"":""-41.499472"",""horizon"":""5"",""missing_stock_dates"":"""",""missing_weekdays"":""20260710"",""model_id"":""tdcc_stealth_accumulation"",""model_name_zh"":""TDCC 潛伏吸籌"",""observation_id"":""d5_min_observed_return"",""pipeline_after_entry_open"":""True"",""pipeline_commit_time"":""2026-07-14T04:39:32+08:00"",""promotion_evidence_allowed"":""False"",""retained_in_primary"":""True"",""same_stock_signal_categories"":""revenue_pullback"",""same_stock_signal_rows"":""1"",""selector_input_differences"":""0"",""signal_date"":""20260709"",""snapshot_date"":""20260709"",""snapshot_generated_at"":""2026-07-14 04:43:10 Asia/Taipei"",""snapshot_row_number"":""243"",""source_sequence_rows"":""6"",""stock_id"":""2492"",""stock_name"":""華新科"",""trade_eligible"":""False""}",unresolved_anomaly_candidate,True,unproven,unproven,unproven,False,False,False
d5_max_observed_return,1447,20260626,1447:20260626,"[""v2:1336""]",output/research/tdcc_stealth_accumulation/tdcc_stealth_accumulation_price_pit_audit_v1.csv,fc3fe80afcca8018aaa1af08181eb9170a2b9cf56baaec02386cb9316a6bc32e,"{""category"":""pattern"",""disposition"":""unresolved_anomaly_candidate"",""entry_date"":""20260629"",""entry_open"":""6.4"",""enum_source_branch"":""blank_candidate_enum_filled_from_trend_debug"",""enum_window_dates"":""20260430,20260508,20260515"",""exit_close"":""9.51"",""exit_date"":""20260706"",""formal_use"":""False"",""generated_after_entry_open"":""True"",""gross_return_pct"":""48.593750"",""horizon"":""5"",""missing_stock_dates"":"""",""missing_weekdays"":"""",""model_id"":""tdcc_stealth_accumulation"",""model_name_zh"":""TDCC 潛伏吸籌"",""observation_id"":""d5_max_observed_return"",""pipeline_after_entry_open"":""False"",""pipeline_commit_time"":""2026-06-29T00:17:09Z"",""promotion_evidence_allowed"":""False"",""retained_in_primary"":""True"",""same_stock_signal_categories"":""pattern"",""same_stock_signal_rows"":""1"",""selector_input_differences"":""0"",""signal_date"":""20260626"",""snapshot_date"":""20260626"",""snapshot_generated_at"":""2026-06-30 16:25:30 Asia/Taipei"",""snapshot_row_number"":""324"",""source_sequence_rows"":""6"",""stock_id"":""1447"",""stock_name"":""力鵬"",""trade_eligible"":""False""}",unresolved_anomaly_candidate,True,unproven,unproven,unproven,False,False,False
d10_min_observed_return,3624,20260714,3624:20260714,"[""v2:3715""]",output/research/tdcc_stealth_accumulation/tdcc_stealth_accumulation_price_pit_audit_v1.csv,fc3fe80afcca8018aaa1af08181eb9170a2b9cf56baaec02386cb9316a6bc32e,"{""category"":""revenue_pullback"",""disposition"":""unresolved_anomaly_candidate"",""entry_date"":""20260715"",""entry_open"":""120.0"",""enum_source_branch"":""blank_candidate_enum_filled_from_trend_debug"",""enum_window_dates"":""20260430,20260508,20260515"",""exit_close"":""62.3"",""exit_date"":""20260729"",""formal_use"":""False"",""generated_after_entry_open"":""True"",""gross_return_pct"":""-48.083333"",""horizon"":""10"",""missing_stock_dates"":"""",""missing_weekdays"":"""",""model_id"":""tdcc_stealth_accumulation"",""model_name_zh"":""TDCC 潛伏吸籌"",""observation_id"":""d10_min_observed_return"",""pipeline_after_entry_open"":""True"",""pipeline_commit_time"":""2026-07-15T06:14:00Z"",""promotion_evidence_allowed"":""False"",""retained_in_primary"":""True"",""same_stock_signal_categories"":""revenue_pullback"",""same_stock_signal_rows"":""1"",""selector_input_differences"":""0"",""signal_date"":""20260714"",""snapshot_date"":""20260714"",""snapshot_generated_at"":""2026-07-15 18:16:06 Asia/Taipei"",""snapshot_row_number"":""290"",""source_sequence_rows"":""11"",""stock_id"":""3624"",""stock_name"":""光頡"",""trade_eligible"":""False""}",unresolved_anomaly_candidate,True,unproven,unproven,unproven,False,False,False
d20_min_observed_return,8358,20260630,8358:20260630,"[""v2:1704"",""v2:1772""]",output/research/tdcc_stealth_accumulation/tdcc_stealth_accumulation_price_pit_audit_v1.csv,fc3fe80afcca8018aaa1af08181eb9170a2b9cf56baaec02386cb9316a6bc32e,"{""category"":""revenue_pullback"",""disposition"":""unresolved_anomaly_candidate"",""entry_date"":""20260701"",""entry_open"":""626.0"",""enum_source_branch"":""blank_candidate_enum_filled_from_trend_debug"",""enum_window_dates"":""20260430,20260508,20260515"",""exit_close"":""271.0"",""exit_date"":""20260730"",""formal_use"":""False"",""generated_after_entry_open"":""True"",""gross_return_pct"":""-56.709265"",""horizon"":""20"",""missing_stock_dates"":"""",""missing_weekdays"":""20260710"",""model_id"":""tdcc_stealth_accumulation"",""model_name_zh"":""TDCC 潛伏吸籌"",""observation_id"":""d20_min_observed_return"",""pipeline_after_entry_open"":""True"",""pipeline_commit_time"":""2026-07-01T13:29:39+08:00"",""promotion_evidence_allowed"":""False"",""retained_in_primary"":""True"",""same_stock_signal_categories"":""revenue_pullback;pullback_rebound"",""same_stock_signal_rows"":""2"",""selector_input_differences"":""0"",""signal_date"":""20260630"",""snapshot_date"":""20260630"",""snapshot_generated_at"":""2026-07-01 13:49:33 Asia/Taipei"",""snapshot_row_number"":""214"",""source_sequence_rows"":""21"",""stock_id"":""8358"",""stock_name"":""金居"",""trade_eligible"":""False""}",unresolved_anomaly_candidate,True,unproven,unproven,unproven,False,False,False
d20_max_observed_return,3653,20260717,3653:20260717,"[""v2:4154""]",output/research/tdcc_stealth_accumulation/tdcc_stealth_accumulation_price_pit_audit_v1.csv,fc3fe80afcca8018aaa1af08181eb9170a2b9cf56baaec02386cb9316a6bc32e,"{""category"":""revenue_breakout_low_response"",""disposition"":""unresolved_anomaly_candidate"",""entry_date"":""20260720"",""entry_open"":""3175.0"",""enum_source_branch"":""existing_candidate_enum_preserved"",""enum_window_dates"":""20260618,20260626,20260703"",""exit_close"":""5340.0"",""exit_date"":""20260817"",""formal_use"":""False"",""generated_after_entry_open"":""False"",""gross_return_pct"":""68.188976"",""horizon"":""20"",""missing_stock_dates"":"""",""missing_weekdays"":"""",""model_id"":""tdcc_stealth_accumulation"",""model_name_zh"":""TDCC 潛伏吸籌"",""observation_id"":""d20_max_observed_return"",""pipeline_after_entry_open"":""False"",""pipeline_commit_time"":""2026-07-17T21:15:44Z"",""promotion_evidence_allowed"":""False"",""retained_in_primary"":""True"",""same_stock_signal_categories"":""revenue_breakout_low_response"",""same_stock_signal_rows"":""1"",""selector_input_differences"":""0"",""signal_date"":""20260717"",""snapshot_date"":""20260717"",""snapshot_generated_at"":""2026-07-18 08:19:29 Asia/Taipei"",""snapshot_row_number"":""64"",""source_sequence_rows"":""21"",""stock_id"":""3653"",""stock_name"":""健策"",""trade_eligible"":""False""}",unresolved_anomaly_candidate,True,unproven,unproven,unproven,False,False,False
