profile,strategy,partition,slippage_bps,signal_date,stock_id,horizon,net_return_pct,reason,disposition,primary_row_retained,exclusion_allowed_only_as_sensitivity,entry_date,exit_date,represented_in_current_proxy_trade,detector_profile,detector_strategy,q1,q3,lower_fence,upper_fence
full_available,baseline_4,training,10,20250910,1517,20,31.463551295132527885351204693551005264012244046101,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250911,20251014,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250910,2241,20,32.420579010435988994019048715858237537369526759893,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250911,20251014,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250910,2540,20,-33.682498568736723752249604411579080704297896430961,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250911,20251014,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250910,3135,20,32.993267290138928904751437429605083251828129738809,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250911,20251014,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250910,3581,20,41.180441334540977775324798371996670620436504920177,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250911,20251014,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250910,3581,20,41.180441334540977775324798371996670620436504920177,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250911,20251014,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250910,3631,20,42.066786811463949883604189842478943748708883520312,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250911,20251014,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250910,3631,20,42.066786811463949883604189842478943748708883520312,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250911,20251014,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250910,3685,20,67.701729016683122951671150029598227531850894849253,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250911,20251014,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250910,3685,20,67.701729016683122951671150029598227531850894849253,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250911,20251014,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250910,3709,20,51.942569772391334257298295193509173273872451889328,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250911,20251014,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250910,3709,20,51.942569772391334257298295193509173273872451889328,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250911,20251014,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250910,4806,20,110.82447599522604909390076002641623479107668543413,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250911,20251014,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250910,4806,20,110.82447599522604909390076002641623479107668543413,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250911,20251014,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250910,4967,20,63.115232720630626440933709597602680394484682070524,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250911,20251014,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250910,4967,20,63.115232720630626440933709597602680394484682070524,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250911,20251014,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250910,6485,20,40.408455478397778129685432536991808711918025460307,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250911,20251014,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250910,6485,20,40.408455478397778129685432536991808711918025460307,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250911,20251014,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250910,8046,20,34.745904764847929988797885996632424881983584440011,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250911,20251014,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250910,8046,20,34.745904764847929988797885996632424881983584440011,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250911,20251014,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250910,8271,20,44.878781037263000777005800346759448837739224016782,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250911,20251014,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250910,8271,20,44.878781037263000777005800346759448837739224016782,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250911,20251014,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250911,1570,20,36.423649184527433023326375299813150875387188640802,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250912,20251015,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250911,1570,20,36.423649184527433023326375299813150875387188640802,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250912,20251015,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250911,3016,20,34.376692400646615405147603560981002980522597107798,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250912,20251015,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250911,3016,20,34.376692400646615405147603560981002980522597107798,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250912,20251015,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250911,8110,20,46.126011371429507728139320976670610585139524258423,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250912,20251015,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250911,8110,20,46.126011371429507728139320976670610585139524258423,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250912,20251015,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250912,3628,20,44.936788426183151510267826496168603884993307313155,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250915,20251016,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250912,3628,20,44.936788426183151510267826496168603884993307313155,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250915,20251016,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250912,4973,20,44.145742534595023571816547486595027340031746488395,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250915,20251016,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250912,4973,20,44.145742534595023571816547486595027340031746488395,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250915,20251016,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250912,8043,20,46.401318673758079184294196323107755894981466962447,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250915,20251016,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250912,8043,20,46.401318673758079184294196323107755894981466962447,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250915,20251016,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250915,6770,20,63.972402381199257415355358139831441846658398366332,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250916,20251017,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250915,6770,20,63.972402381199257415355358139831441846658398366332,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250916,20251017,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250918,3430,20,46.377111373659482732025108681335167367708108669606,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250919,20251022,True,immutable_prior,,,,,
full_available,baseline_4,training,10,20250918,3430,20,46.377111373659482732025108681335167367708108669606,full_ledger_Q1_Q3_plus_3IQR_candidate_union,unresolved_anomaly_candidate,True,True,20250919,20251022,True,full_available,baseline_4,-6.4438420006735155,3.7499648620679324,-37.02526258889786,34.33138545029228
full_available,baseline_4,training,10,20250919,1504,20,39.811628336092840675664292924406780085799658433994,immutable_previous_candidate_retained,unresolved_anomaly_candidate,True,True,20250922,20251023,True,immutable_prior,,,,,
