profile,strategy,horizon,slippage_bps,partition,population,samples,stocks,signal_dates,entry_dates,price_qualified_rows,cohort_eligible_rows,strategy_supported_rows,selected_signals,unsupported_rows,cohort_ineligible_rows,rejected_rows,overlap_blocked_signals,missing_entry_signals,entry_after_as_of_signals,immature_positions,missing_exit_positions,purged_positions,anomaly_candidate_positions,win_count,neutral_count,failure_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,mean_net_return_pct,median_net_return_pct,high_return_ge10_rate_pct,loss_le_minus10_rate_pct,min_net_return_pct,max_net_return_pct,formal_use,promotion_evidence_allowed
full_available,baseline_4,20,0,all,primary,13625,1907,221,221,367704,367704,367692,210140,12,0,157552,195125,73,30,1219,68,1287,535,5610,0,8015,41.174311926605505,0.0,58.8256880733945,0.8051140101734278,-1.4412005994905535,14.187155963302752,13.746788990825687,-90.05841675612253,168.69143902371553,False,False
full_available,baseline_4,20,0,all,sensitivity_excluding_candidates,13090,1906,221,221,367704,367704,367692,210140,12,0,157552,195125,73,30,1219,68,1209,0,5104,0,7986,38.991596638655466,0.0,61.00840336134454,-1.1437020713798138,-1.7138929298476944,10.901451489686783,14.087089381207027,-36.241312795932465,33.65342779396503,False,False
full_available,baseline_4,20,10,all,primary,13625,1907,221,221,367704,367704,367692,210140,12,0,157552,195125,73,30,1219,68,1287,535,5470,0,8155,40.14678899082569,0.0,59.85321100917431,0.6037053156956139,-1.6381212776134495,13.849541284403669,14.194495412844036,-90.07828005930709,168.15459299170013,False,False
full_available,baseline_4,20,10,all,sensitivity_excluding_candidates,13090,1906,221,221,367704,367704,367692,210140,12,0,157552,195125,73,30,1219,68,1209,0,4964,0,8126,37.922077922077925,0.0,62.077922077922075,-1.3412178003194881,-1.9102687681496968,10.55003819709702,14.553093964858672,-36.36870278035617,33.38638797819287,False,False
full_available,baseline_4,20,20,all,primary,13625,1907,221,221,367704,367704,367692,210140,12,0,157552,195125,73,30,1219,68,1287,535,5302,0,8323,38.913761467889906,0.0,61.086238532110094,0.4026984997704925,-1.8346489004905913,13.61467889908257,14.664220183486238,-90.09810371517992,167.6188185086508,False,False
full_available,baseline_4,20,20,all,sensitivity_excluding_candidates,13090,1906,221,221,367704,367704,367692,210140,12,0,157552,195125,73,30,1219,68,1209,0,4796,0,8294,36.63865546218487,0.0,63.36134453781512,-1.5383394225435638,-2.1062526387105778,10.305576776165012,15.042016806722689,-36.495838493353894,33.119881176025046,False,False
full_available,baseline_4,20,0,training,primary,7272,1840,110,110,177605,177605,177605,99756,0,0,77849,92412,36,0,0,36,0,217,2827,0,4445,38.875137513751376,0.0,61.124862486248624,0.16528257572774152,-1.6949589851221785,12.16996699669967,12.72002200220022,-90.05841675612253,160.690405061676,False,False
full_available,baseline_4,20,0,training,sensitivity_excluding_candidates,7055,1831,110,110,177605,177605,177605,99756,0,0,77849,92412,36,0,0,36,0,0,2620,0,4435,37.136782423812896,0.0,62.863217576187104,-1.2791398086892205,-1.9097119937422506,9.61020552799433,12.969525159461377,-31.935527453902534,33.08466102470646,False,False
full_available,baseline_4,20,10,training,primary,7272,1840,110,110,177605,177605,177605,99756,0,0,77849,92412,36,0,0,36,0,217,2755,0,4517,37.88503850385038,0.0,62.11496149614961,-0.03484721758126856,-1.8913726534835729,11.867436743674368,13.063806380638063,-90.07828005930709,160.16954511150283,False,False
full_available,baseline_4,20,10,training,sensitivity_excluding_candidates,7055,1831,110,110,177605,177605,177605,99756,0,0,77849,92412,36,0,0,36,0,0,2548,0,4507,36.11622962437987,0.0,63.88377037562013,-1.4763846080972973,-2.105696585163345,9.298369950389795,13.32388377037562,-32.07152040604259,32.81875760607568,False,False
full_available,baseline_4,20,20,training,primary,7272,1840,110,110,177605,177605,177605,99756,0,0,77849,92412,36,0,0,36,0,217,2661,0,4611,36.59240924092409,0.0,63.4075907590759,-0.23457766889494444,-2.087394278594745,11.688668866886688,13.600110011001101,-90.09810371517992,159.64972480194876,False,False
full_available,baseline_4,20,20,training,sensitivity_excluding_candidates,7055,1831,110,110,177605,177605,177605,99756,0,0,77849,92412,36,0,0,36,0,0,2454,0,4601,34.78384124734231,0.0,65.21615875265769,-1.6732358228336366,-2.3012899897752157,9.114103472714387,13.876683203401843,-32.2072419151644,32.55338493279147,False,False
full_available,baseline_4,20,0,purged_cross_split,primary,1287,1287,20,20,32839,32839,32839,20286,0,0,12553,18989,6,0,0,4,1287,78,650,0,637,50.505050505050505,0.0,49.494949494949495,4.087382492208177,0.10814324962972333,20.97902097902098,8.158508158508159,-73.90747254929168,147.97257064576516,False,False
full_available,baseline_4,20,0,purged_cross_split,sensitivity_excluding_candidates,1209,1209,20,20,32839,32839,32839,20286,0,0,12553,18989,6,0,0,4,1209,0,577,0,632,47.72539288668321,0.0,52.2746071133168,1.3131045439528743,-0.41792034978917586,16.2944582299421,8.271298593879239,-30.21773299970619,33.076311138517376,False,False
full_available,baseline_4,20,10,purged_cross_split,primary,1287,1287,20,20,32839,32839,32839,20286,0,0,12553,18989,6,0,0,4,1287,78,635,0,652,49.339549339549336,0.0,50.660450660450664,3.8794155462575834,-0.09187302059930709,20.82362082362082,8.624708624708624,-73.95960547127112,147.47712095416523,False,False
full_available,baseline_4,20,10,purged_cross_split,sensitivity_excluding_candidates,1209,1209,20,20,32839,32839,32839,20286,0,0,12553,18989,6,0,0,4,1209,0,562,0,647,46.484698097601324,0.0,53.51530190239868,1.110679716164043,-0.6168855438954912,16.129032258064516,8.767576509511994,-30.357158108597883,32.81042440297588,False,False
full_available,baseline_4,20,20,purged_cross_split,primary,1287,1287,20,20,32839,32839,32839,20286,0,0,12553,18989,6,0,0,4,1287,78,620,0,667,48.174048174048174,0.0,51.82595182595182,3.671863525406515,-0.2914900567560241,20.51282051282051,8.857808857808857,-74.01163433552205,146.9826601841054,False,False
full_available,baseline_4,20,20,purged_cross_split,sensitivity_excluding_candidates,1209,1209,20,20,32839,32839,32839,20286,0,0,12553,18989,6,0,0,4,1209,0,547,0,662,45.24400330851944,0.0,54.755996691480554,0.9086587444233342,-0.8154536018858258,15.798180314309345,9.015715467328372,-30.496304923859057,32.54506837948138,False,False
full_available,baseline_4,20,0,validation,primary,5066,1799,91,91,157260,157260,157248,90098,12,0,67150,83724,31,30,1219,28,0,240,2133,0,2933,42.104224240031584,0.0,57.895775759968416,0.8897122444628687,-1.4064661588559164,15.35728385313857,16.640347414133437,-74.34915032555477,168.69143902371553,False,False
full_available,baseline_4,20,0,validation,sensitivity_excluding_candidates,4826,1777,91,91,157260,157260,157248,90098,12,0,67150,83724,31,30,1219,28,0,0,1907,0,2919,39.51512639867385,0.0,60.48487360132615,-1.561183621570314,-1.775358686618983,11.438043928719436,17.17778698715292,-36.241312795932465,33.65342779396503,False,False
full_available,baseline_4,20,10,validation,primary,5066,1799,91,91,157260,157260,157248,90098,12,0,67150,83724,31,30,1219,28,0,240,2080,0,2986,41.05803395183577,0.0,58.94196604816423,0.6881338500928177,-1.6034562364606,14.923016186340307,17.23253059613107,-74.40054277864668,168.15459299170013,False,False
full_available,baseline_4,20,10,validation,sensitivity_excluding_candidates,4826,1777,91,91,157260,157260,157248,90098,12,0,67150,83724,31,30,1219,28,0,0,1854,0,2972,38.416908412764194,0.0,61.583091587235806,-1.7578655973680057,-1.9716146229434826,10.982179859096561,17.799419809365936,-36.36870278035617,33.38638797819287,False,False
full_available,baseline_4,20,20,validation,primary,5066,1799,91,91,157260,157260,157248,90098,12,0,67150,83724,31,30,1219,28,0,240,2021,0,3045,39.89340702724042,0.0,60.10659297275958,0.4869576609512064,-1.8000531202976093,14.626924595341492,17.666798262929333,-74.45183265199191,167.6188185086508,False,False
full_available,baseline_4,20,20,validation,sensitivity_excluding_candidates,4826,1777,91,91,157260,157260,157248,90098,12,0,67150,83724,31,30,1219,28,0,0,1795,0,3031,37.19436386241193,0.0,62.80563613758806,-1.954155145671727,-2.1674794083437128,10.671363447990053,18.25528387898881,-36.495838493353894,33.119881176025046,False,False
full_available,baseline_4,60,0,all,primary,5115,1886,165,165,367704,367704,367692,210140,12,0,157552,203233,53,2,1704,33,1472,276,2258,0,2857,44.14467253176931,0.0,55.8553274682307,6.336342701839641,-1.8465908302890603,25.29814271749756,24.652981427174975,-87.7603623379398,413.7410335523276,False,False
full_available,baseline_4,60,0,all,sensitivity_excluding_candidates,4839,1876,164,164,367704,367704,367692,210140,12,0,157552,203233,53,2,1704,33,1319,0,1986,0,2853,41.04153750774954,0.0,58.95846249225046,0.3684523693697044,-2.5993533539031204,21.120066129365572,25.97644141351519,-58.91984268649354,64.31227861408604,False,False
full_available,baseline_4,60,10,all,primary,5115,1886,165,165,367704,367704,367692,210140,12,0,157552,203233,53,2,1704,33,1472,276,2229,0,2886,43.577712609970675,0.0,56.422287390029325,6.123883715662154,-2.04270153792085,25.200391006842622,25.12218963831867,-87.7848171584434,412.71457794083443,False,False
full_available,baseline_4,60,10,all,sensitivity_excluding_candidates,4839,1876,164,164,367704,367704,367692,210140,12,0,157552,203233,53,2,1704,33,1319,0,1957,0,2882,40.44224013225873,0.0,59.55775986774127,0.16791567724256906,-2.7939600405087086,21.016738995660262,26.472411655300682,-59.00200219208565,63.98398235311883,False,False
full_available,baseline_4,60,20,all,primary,5115,1886,165,165,367704,367704,367692,210140,12,0,157552,203233,53,2,1704,33,1472,276,2202,0,2913,43.049853372434015,0.0,56.95014662756598,5.911848681365384,-2.238420807014453,24.887585532746822,25.61094819159335,-87.80922316693005,411.69017114293706,False,False
full_available,baseline_4,60,20,all,sensitivity_excluding_candidates,4839,1876,164,164,367704,367704,367692,210140,12,0,157552,203233,53,2,1704,33,1319,0,1930,0,2909,39.884273610250055,0.0,60.115726389749945,-0.03222085944984248,-2.988178290614086,20.686092167803267,26.989047323827236,-59.08399770664864,63.656341374109644,False,False
full_available,baseline_4,60,0,training,primary,2644,1780,58,58,113922,113922,113922,63691,0,0,50231,61005,26,0,0,16,0,72,1065,0,1579,40.27987897125567,0.0,59.72012102874432,2.434352969804742,-2.602567366331634,19.780635400907716,23.789712556732223,-87.7603623379398,409.59819294542314,False,False
full_available,baseline_4,60,0,training,sensitivity_excluding_candidates,2572,1740,58,58,113922,113922,113922,63691,0,0,50231,61005,26,0,0,16,0,0,995,0,1577,38.68584758942457,0.0,61.31415241057543,-0.3466204361560667,-2.9196837344006012,17.61275272161742,24.377916018662518,-55.745894470321986,64.31227861408604,False,False
full_available,baseline_4,60,10,training,primary,2644,1780,58,58,113922,113922,113922,63691,0,0,50231,61005,26,0,0,16,0,72,1045,0,1599,39.52344931921331,0.0,60.47655068078669,2.229690920404902,-2.797167631333968,19.70499243570348,24.43267776096823,-87.7848171584434,408.58001473774,False,False
full_available,baseline_4,60,10,training,sensitivity_excluding_candidates,2572,1740,58,58,113922,113922,113922,63691,0,0,50231,61005,26,0,0,16,0,0,975,0,1597,37.90824261275272,0.0,62.091757387247284,-0.5457276520846984,-3.113650400265935,17.534992223950233,25.038880248833596,-55.83442958869392,63.98398235311883,False,False
full_available,baseline_4,60,20,training,primary,2644,1780,58,58,113922,113922,113922,63691,0,0,50231,61005,26,0,0,16,0,72,1028,0,1616,38.88048411497731,0.0,61.11951588502269,2.025437222386958,-2.991379472653663,19.47806354009077,24.92435703479576,-87.80922316693005,407.5638688218885,False,False
full_available,baseline_4,60,20,training,sensitivity_excluding_candidates,2572,1740,58,58,113922,113922,113922,63691,0,0,50231,61005,26,0,0,16,0,0,958,0,1614,37.24727838258165,0.0,62.75272161741835,-0.744437601683393,-3.3072299071175646,17.301710730948678,25.544323483670293,-55.92278799026272,63.656341374109644,False,False
full_available,baseline_4,60,0,purged_cross_split,primary,1472,1472,58,58,96522,96522,96522,56351,0,0,40171,54859,11,0,0,9,1472,153,732,0,740,49.72826086956522,0.0,50.27173913043478,13.24302986427973,-0.11738540957841127,33.15217391304348,24.116847826086957,-67.36567239509786,413.7410335523276,False,False
full_available,baseline_4,60,0,purged_cross_split,sensitivity_excluding_candidates,1319,1319,57,57,96522,96522,96522,56351,0,0,40171,54859,11,0,0,9,1319,0,580,0,739,43.97270659590599,0.0,56.02729340409402,1.4480101963977758,-1.7712222769121166,25.473843821076574,26.838514025777105,-58.91984268649354,63.17163802451073,False,False
full_available,baseline_4,60,10,purged_cross_split,primary,1472,1472,58,58,96522,96522,96522,56351,0,0,40171,54859,11,0,0,9,1472,153,728,0,744,49.45652173913043,0.0,50.54347826086957,13.016769762141935,-0.3169510730957371,32.94836956521739,24.320652173913043,-67.4308758468559,412.71457794083443,False,False
