profile,strategy,horizon,slippage_bps,partition,population,samples,stocks,signal_dates,entry_dates,price_qualified_rows,cohort_eligible_rows,strategy_supported_rows,selected_signals,unsupported_rows,cohort_ineligible_rows,rejected_rows,overlap_blocked_signals,missing_entry_signals,entry_after_as_of_signals,immature_positions,missing_exit_positions,purged_positions,anomaly_candidate_positions,win_count,neutral_count,failure_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,mean_net_return_pct,median_net_return_pct,high_return_ge10_rate_pct,loss_le_minus10_rate_pct,min_net_return_pct,max_net_return_pct,formal_use,promotion_evidence_allowed
full_available,baseline_4,60,10,purged_cross_split,sensitivity_excluding_candidates,1319,1319,57,57,96522,96522,96522,56351,0,0,40171,54859,11,0,0,9,1319,0,576,0,743,43.669446550416986,0.0,56.33055344958302,1.2453150810211382,-1.9674835710641403,25.246398786959816,27.065959059893856,-59.00200219208565,62.84562076572049,False,False
full_available,baseline_4,60,20,purged_cross_split,primary,1472,1472,58,58,96522,96522,96522,56351,0,0,40171,54859,11,0,0,9,1472,153,719,0,753,48.84510869565217,0.0,51.15489130434783,12.790961202131594,-0.5161184019553438,32.54076086956522,24.932065217391305,-67.49594915200365,411.69017114293706,False,False
full_available,baseline_4,60,20,purged_cross_split,sensitivity_excluding_candidates,1319,1319,57,57,96522,96522,96522,56351,0,0,40171,54859,11,0,0,9,1319,0,567,0,752,42.98711144806672,0.0,57.01288855193328,1.0430244699393478,-2.16335312610608,24.791508718726305,27.748294162244125,-59.08399770664864,62.52025423998174,False,False
full_available,baseline_4,60,0,validation,primary,999,999,49,49,157260,157260,157248,90098,12,0,67150,87369,16,2,1704,8,0,51,461,0,538,46.146146146146144,0.0,53.85385385385385,6.486710417944207,-1.4798056913043058,28.32832832832833,27.72772772772773,-85.98979727909082,356.5153024851067,False,False
full_available,baseline_4,60,0,validation,sensitivity_excluding_candidates,948,948,49,49,157260,157260,157248,90098,12,0,67150,87369,16,2,1704,8,0,0,411,0,537,43.35443037974683,0.0,56.64556962025317,0.8064592068826336,-2.550843320974727,24.578059071729957,29.11392405063291,-49.97138754693916,63.731134156432034,False,False
full_available,baseline_4,60,10,validation,primary,999,999,49,49,157260,157260,157248,90098,12,0,67150,87369,16,2,1704,8,0,51,456,0,543,45.645645645645644,0.0,54.35435435435435,6.273951273461887,-1.6766492363766248,28.32832832832833,28.128128128128125,-86.0177896921196,355.60318399862297,False,False
full_available,baseline_4,60,10,validation,sensitivity_excluding_candidates,948,948,49,49,157260,157260,157248,90098,12,0,67150,87369,16,2,1704,8,0,0,406,0,542,42.82700421940928,0.0,57.17299578059072,0.6050473538731591,-2.7455469307230294,24.578059071729957,29.535864978902953,-50.07134481457764,63.403999023252354,False,False
full_available,baseline_4,60,20,validation,primary,999,999,49,49,157260,157260,157248,90098,12,0,67150,87369,16,2,1704,8,0,51,455,0,544,45.545545545545544,0.0,54.454454454454456,6.061616716371486,-1.8730998801613745,27.927927927927925,28.428428428428425,-86.0457262320685,354.6928861079207,False,False
full_available,baseline_4,60,20,validation,sensitivity_excluding_candidates,948,948,49,49,157260,157260,157248,90098,12,0,67150,87369,16,2,1704,8,0,0,405,0,543,42.721518987341774,0.0,57.27848101265823,0.40403744388386,-2.939861910511754,24.156118143459913,29.85232067510549,-50.17110256671186,63.07751685441035,False,False
full_available,trend_8,20,0,all,primary,7340,1694,204,204,367704,367704,343527,112535,24177,0,230992,104382,46,19,712,36,754,288,3211,0,4129,43.74659400544959,0.0,56.25340599455041,1.322817228825991,-1.028236186269761,15.749318801089917,13.310626702997276,-90.05841675612253,208.63422607858428,False,False
full_available,trend_8,20,0,all,sensitivity_excluding_candidates,7052,1682,204,204,367704,367704,343527,112535,24177,0,230992,104382,46,19,712,36,702,0,2939,0,4113,41.67612024957459,0.0,58.32387975042541,-0.5991350761285847,-1.3225396815841601,12.535450935904707,13.627339761769711,-38.170061266989016,36.757389013338916,False,False
full_available,trend_8,20,10,all,primary,7340,1694,204,204,367704,367704,343527,112535,24177,0,230992,104382,46,19,712,36,754,288,3133,0,4207,42.68392370572207,0.0,57.31607629427793,1.120374122892006,-1.2259819681153759,15.504087193460492,13.746594005449591,-90.07828005930709,208.01757427822747,False,False
full_available,trend_8,20,10,all,sensitivity_excluding_candidates,7052,1682,204,204,367704,367704,343527,112535,24177,0,230992,104382,46,19,712,36,702,0,2861,0,4191,40.570051049347704,0.0,59.4299489506523,-0.7977388890282885,-1.519697444458118,12.28020419739081,14.081111741349972,-38.29359760811391,36.48414747684873,False,False
full_available,trend_8,20,20,all,primary,7340,1694,204,204,367704,367704,343527,112535,24177,0,230992,104382,46,19,712,36,754,288,3052,0,4288,41.58038147138964,0.0,58.41961852861035,0.9183349461374644,-1.4233330478016184,15.272479564032698,14.291553133514986,-90.09810371517992,207.40215331978754,False,False
full_available,trend_8,20,20,all,sensitivity_excluding_candidates,7052,1682,204,204,367704,367704,343527,112535,24177,0,230992,104382,46,19,712,36,702,0,2780,0,4272,39.421440726035165,0.0,60.578559273964835,-0.9959464372716328,-1.7164616788632654,12.039137833238797,14.648326715825297,-38.41688736971561,36.211451332646945,False,False
full_available,trend_8,20,0,training,primary,3586,1438,93,93,177605,177605,153471,47582,24134,0,105889,43953,28,0,0,15,0,91,1465,0,2121,40.85331846068042,0.0,59.14668153931958,0.44331891915620386,-1.3080735184330656,12.576687116564417,11.54489682097044,-90.05841675612253,130.8927555448409,False,False
full_available,trend_8,20,0,training,sensitivity_excluding_candidates,3495,1421,93,93,177605,177605,153471,47582,24134,0,105889,43953,28,0,0,15,0,0,1379,0,2116,39.456366237482115,0.0,60.54363376251788,-0.7277455589162696,-1.4678638495699183,10.44349070100143,11.702432045779686,-34.42785519995708,36.55555393223747,False,False
full_available,trend_8,20,10,training,primary,3586,1438,93,93,177605,177605,153471,47582,24134,0,105889,43953,28,0,0,15,0,91,1428,0,2158,39.82152816508645,0.0,60.17847183491355,0.24263362802772195,-1.5052601847299028,12.353597322922475,11.96319018404908,-90.07828005930709,130.43187533416503,False,False
full_available,trend_8,20,10,training,sensitivity_excluding_candidates,3495,1421,93,93,177605,177605,153471,47582,24134,0,105889,43953,28,0,0,15,0,0,1342,0,2153,38.39771101573677,0.0,61.60228898426323,-0.9260918684144361,-1.6647312544658825,10.214592274678111,12.131616595135908,-34.55886847628084,36.28271566264259,False,False
full_available,trend_8,20,20,training,primary,3586,1438,93,93,177605,177605,153471,47582,24134,0,105889,43953,28,0,0,15,0,91,1378,0,2208,38.42721695482432,0.0,61.57278304517568,0.04234874278879969,-1.7020532648664668,12.214166201896264,12.632459564974901,-90.09810371517992,129.97191327340795,False,False
full_available,trend_8,20,20,training,sensitivity_excluding_candidates,3495,1421,93,93,177605,177605,153471,47582,24134,0,105889,43953,28,0,0,15,0,0,1292,0,2203,36.96709585121602,0.0,63.03290414878398,-1.124042440568638,-1.861205710449879,10.071530758226038,12.818311874105865,-34.68962024905905,36.01042198041217,False,False
full_available,trend_8,20,0,purged_cross_split,primary,754,754,20,20,32839,32839,32827,11477,12,0,21350,10710,9,0,0,4,754,52,405,0,349,53.713527851458885,0.0,46.286472148541115,4.419814600112089,0.6503136961211404,21.485411140583555,10.344827586206897,-40.088167053364266,147.97257064576516,False,False
full_available,trend_8,20,0,purged_cross_split,sensitivity_excluding_candidates,702,702,20,20,32839,32839,32827,11477,12,0,21350,10710,9,0,0,4,702,0,355,0,347,50.56980056980057,0.0,49.43019943019943,1.0903905603401414,0.09107477934366608,15.954415954415953,10.826210826210826,-33.31652570218787,35.03540876710581,False,False
full_available,trend_8,20,10,purged_cross_split,primary,754,754,20,20,32839,32839,32827,11477,12,0,21350,10710,9,0,0,4,754,52,391,0,363,51.856763925729446,0.0,48.143236074270554,4.211182662464316,0.4492141682567626,21.352785145888596,10.610079575596817,-40.20796421203903,147.47712095416523,False,False
full_available,trend_8,20,10,purged_cross_split,sensitivity_excluding_candidates,702,702,20,20,32839,32839,32827,11477,12,0,21350,10710,9,0,0,4,702,0,341,0,361,48.57549857549858,0.0,51.42450142450142,0.8884102144976225,-0.10890738804762996,15.81196581196581,11.11111111111111,-33.44975941706861,34.76560775058811,False,False
full_available,trend_8,20,20,purged_cross_split,primary,754,754,20,20,32839,32839,32827,11477,12,0,21350,10710,9,0,0,4,754,52,388,0,366,51.45888594164456,0.0,48.54111405835544,4.00296707645988,0.248516036655587,21.352785145888596,10.742705570291777,-40.32752280831751,146.9826601841054,False,False
full_available,trend_8,20,20,purged_cross_split,sensitivity_excluding_candidates,702,702,20,20,32839,32839,32827,11477,12,0,21350,10710,9,0,0,4,702,0,338,0,364,48.148148148148145,0.0,51.85185185185185,0.6868329412389882,-0.3084903894361489,15.81196581196581,11.253561253561253,-33.582727196390714,34.496345259053484,False,False
full_available,trend_8,20,0,validation,primary,3000,1401,91,91,157260,157260,157229,53476,31,0,103753,49719,9,19,712,17,0,145,1341,0,1659,44.7,0.0,55.300000000000004,1.5957322023347043,-1.0319866262647799,18.099999999999998,16.166666666666664,-74.34915032555477,208.63422607858428,False,False
full_available,trend_8,20,0,validation,sensitivity_excluding_candidates,2855,1345,91,91,157260,157260,157229,53476,31,0,103753,49719,9,19,712,17,0,0,1205,0,1650,42.20665499124343,0.0,57.79334500875657,-0.857122242313554,-1.4665831244778613,14.25569176882662,16.672504378283712,-38.170061266989016,36.757389013338916,False,False
full_available,trend_8,20,10,validation,primary,3000,1401,91,91,157260,157260,157229,53476,31,0,103753,49719,9,19,712,17,0,145,1314,0,1686,43.8,0.0,56.2,1.3927433814739396,-1.2297249147237914,17.8,16.666666666666664,-74.40054277864668,208.01757427822747,False,False
full_available,trend_8,20,10,validation,sensitivity_excluding_candidates,2855,1345,91,91,157260,157260,157229,53476,31,0,103753,49719,9,19,712,17,0,0,1178,0,1677,41.26094570928196,0.0,58.73905429071804,-1.0552110458481145,-1.6634558648633988,13.94045534150613,17.197898423817865,-38.29359760811391,36.48414747684873,False,False
full_available,trend_8,20,20,validation,primary,3000,1401,91,91,157260,157260,157229,53476,31,0,103753,49719,9,19,712,17,0,145,1286,0,1714,42.86666666666667,0.0,57.13333333333333,1.190159579119201,-1.4270685159802898,17.4,17.166666666666668,-74.45183265199191,207.40215331978754,False,False
full_available,trend_8,20,20,validation,sensitivity_excluding_candidates,2855,1345,91,91,157260,157260,157229,53476,31,0,103753,49719,9,19,712,17,0,0,1150,0,1705,40.280210157618214,0.0,59.719789842381786,-1.2529046131705548,-1.8599363009529843,13.52014010507881,17.723292469352014,-38.41688736971561,36.211451332646945,False,False
full_available,trend_8,60,0,all,primary,3214,1631,157,157,367704,367704,343527,112535,24177,0,230992,108187,27,1,1092,14,1189,149,1530,0,1684,47.60423148724331,0.0,52.39576851275669,7.232046411300857,-0.7047653323663712,27.069072806471688,20.41070317361543,-87.03271750798591,417.4058193839578,False,False
full_available,trend_8,60,0,all,sensitivity_excluding_candidates,3065,1594,154,154,367704,367704,343527,112535,24177,0,230992,108187,27,1,1092,14,1092,0,1385,0,1680,45.18760195758564,0.0,54.81239804241436,1.9298939881764607,-1.2513879131633396,23.65415986949429,21.272430668841764,-59.29216739162566,68.86335437705242,False,False
full_available,trend_8,60,10,all,primary,3214,1631,157,157,367704,367704,343527,112535,24177,0,230992,108187,27,1,1092,14,1189,149,1513,0,1701,47.075295581829494,0.0,52.924704418170506,7.017797980394952,-0.9031574096243804,26.757934038581205,20.846297448662103,-87.05862616431361,416.37204152305077,False,False
full_available,trend_8,60,10,all,sensitivity_excluding_candidates,3065,1594,154,154,367704,367704,343527,112535,24177,0,230992,108187,27,1,1092,14,1092,0,1368,0,1697,44.63295269168026,0.0,55.36704730831974,1.7262377838263587,-1.4486878374127634,23.3278955954323,21.72920065252855,-59.37362839926686,68.52596505761774,False,False
full_available,trend_8,60,20,all,primary,3214,1631,157,157,367704,367704,343527,112535,24177,0,230992,108187,27,1,1092,14,1189,149,1490,0,1724,46.35967641568139,0.0,53.64032358431861,6.803976926720104,-1.101153494712214,26.384567517112632,21.53080273802116,-87.08448310675642,415.34032709100785,False,False
full_available,trend_8,60,20,all,sensitivity_excluding_candidates,3065,1594,154,154,367704,367704,343527,112535,24177,0,230992,108187,27,1,1092,14,1092,0,1345,0,1720,43.882544861337685,0.0,56.11745513866232,1.522987808296959,-1.6455939494381366,22.936378466557912,22.446982055464925,-59.45492681008643,68.18924916995839,False,False
full_available,trend_8,60,0,training,primary,1214,1214,48,48,113922,113922,89805,27476,24117,0,62329,26248,10,0,0,4,0,35,534,0,680,43.986820428336074,0.0,56.01317957166392,4.041184592702649,-1.4345334400698193,22.98187808896211,17.957166392092258,-87.03271750798591,227.59450506140877,False,False
full_available,trend_8,60,0,training,sensitivity_excluding_candidates,1179,1179,46,46,113922,113922,89805,27476,24117,0,62329,26248,10,0,0,4,0,0,501,0,678,42.49363867684479,0.0,57.50636132315522,1.4456287682515243,-1.6766492363766248,20.865139949109416,18.3206106870229,-49.93519292479481,66.28907224471315,False,False
full_available,trend_8,60,10,training,primary,1214,1214,48,48,113922,113922,89805,27476,24117,0,62329,26248,10,0,0,4,0,35,529,0,685,43.57495881383855,0.0,56.42504118616145,3.8333118556945465,-1.6314674391905588,22.73476112026359,18.28665568369028,-87.05862616431361,226.9399705857616,False,False
full_available,trend_8,60,10,training,sensitivity_excluding_candidates,1179,1179,46,46,113922,113922,89805,27476,24117,0,62329,26248,10,0,0,4,0,0,496,0,683,42.06955046649703,0.0,57.93044953350297,1.2429409870933927,-1.8730994876525957,20.610687022900763,18.6598812553011,-50.035337173665056,65.95682634612231,False,False
full_available,trend_8,60,20,training,primary,1214,1214,48,48,113922,113922,89805,27476,24117,0,62329,26248,10,0,0,4,0,35,519,0,695,42.75123558484349,0.0,57.24876441515651,3.625853830711615,-1.8280083564767262,22.40527182866557,19.110378912685338,-87.08448310675642,226.28674256615366,False,False
full_available,trend_8,60,20,training,sensitivity_excluding_candidates,1179,1179,46,46,113922,113922,89805,27476,24117,0,62329,26248,10,0,0,4,0,0,486,0,693,41.221374045801525,0.0,58.778625954198475,1.040657567859699,-2.0691576226585546,20.271416454622564,19.508057675996607,-50.135281533815004,65.62524361299774,False,False
full_available,trend_8,60,0,purged_cross_split,primary,1189,1189,59,59,96522,96522,96493,31583,29,0,64910,30383,5,0,0,6,1189,97,638,0,551,53.65853658536586,0.0,46.34146341463415,13.240803078394972,0.9512120903388347,34.06223717409588,20.100925147182505,-82.29581066158806,417.4058193839578,False,False
full_available,trend_8,60,0,purged_cross_split,sensitivity_excluding_candidates,1092,1092,58,58,96522,96522,96493,31583,29,0,64910,30383,5,0,0,6,1092,0,543,0,549,49.72527472527473,0.0,50.27472527472527,3.621090177038241,-0.1497153359736889,28.388278388278387,21.703296703296704,-59.29216739162566,68.86335437705242,False,False
full_available,trend_8,60,10,purged_cross_split,primary,1189,1189,59,59,96522,96522,96493,31583,29,0,64910,30383,5,0,0,6,1189,97,631,0,558,53.069806560134566,0.0,46.930193439865434,13.014547525935912,0.7495113668816142,33.89402859545837,20.43734230445753,-82.33118366725921,416.37204152305077,False,False
