signal_date,stock_id,horizon,net_return_pct,reason,disposition,primary_row_retained,exclusion_allowed_only_as_sensitivity,entry_date,exit_date,represented_in_current_proxy_trade
20260615,1310,5,15.733244884798030134255730785014949873952043149440,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,False
20260615,1617,10,37.400788269595673590435600026478479228764617540158,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260701,False
20260615,1617,20,43.714610050036612639449052106469831665972619659071,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260716,False
20260615,1710,10,31.809702784170096911159368618934949599714776520922,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260701,False
20260615,2332,5,12.997365991224742504169320955400791634159085540867,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,True
20260615,2332,20,37.801665842957003053865025555366819066047665293740,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260716,False
20260615,2351,5,16.647247951389549612082502713353750625638185864863,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,False
20260615,2369,5,18.676926362431699646610387754533589812240387104907,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,False
20260615,2379,5,24.486579880881282633785317461079500173790809634732,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,False
20260615,2379,10,28.517278606787774973110869458573979631472703844574,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260701,False
20260615,2543,5,-17.531003057061116633917700090711242128165320308824,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,False
20260615,2603,5,-17.022387043084007309089705688006024824265109885007,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,False
20260615,2634,20,35.153312814084967725902677651346041761927213859372,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260716,False
20260615,2645,20,34.320360600608615608293698593968078373852776907371,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260716,True
20260615,3588,5,24.472486528692798394836626719829519476386327487145,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,False
20260615,3591,5,15.016116509943220892856515597294700448502458981475,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,False
20260615,4722,5,20.908408993868994744265701774733186348153238957325,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,False
20260615,6226,5,21.778981353843159832310274644632388119004565247359,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,False
20260615,6226,10,95.572205154350769929372460935916252442772232268109,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260701,True
20260615,6226,20,102.02407171614378501982598542040008757490492446664,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260716,False
20260615,6505,20,47.809608055015332884592653109667202573637719197754,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260716,False
20260615,6695,5,24.292091620680200136293385231829766549608955998033,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,False
20260615,6831,5,12.861220153142248268842404908790682894360854202659,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,False
20260615,6831,10,19.616997415830340594794239005443646307051468714790,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260701,False
20260615,7795,10,57.549621105490998767096076461726473451890716540559,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260701,False
20260615,7795,20,46.612292037010631910537340575127280253577642003859,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260716,False
20260615,8021,5,14.250108407978897077386275733176853625668609770810,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,False
20260615,8081,5,13.690007053282487721628115284202811146512154649373,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,False
20260616,1444,10,40.653371142656614367542846792999615114673187076909,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260617,20260702,False
20260616,2923,20,41.512977640161741462805772857176698336511737872965,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260617,20260717,False
20260616,6672,5,29.970041757040532654061655777197555502836992551254,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260617,20260625,False
20260616,6672,10,33.561614586250633729130717076740147710169275592394,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260617,20260702,False
20260616,6770,5,17.758502006512072909254357929653265753673599739746,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260617,20260625,False
20260616,7631,5,25.469221039890812119083330661306753546518107699358,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260617,20260625,False
20260618,1444,5,14.418076034505902883263506687108329035403169399679,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260622,20260629,False
20260618,1444,10,28.491779060484241315237281070502539900099617778594,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260622,20260706,False
20260618,2413,5,-18.972620484341282204327364973444310389163972807281,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260622,20260629,False
20260618,2923,20,45.340897478332006030861607945255483051314074750306,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260622,20260721,False
20260618,7631,5,32.539202226614645050449500805856206956808411056862,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260622,20260629,False
20260622,2236,10,33.617323288893491136317007261130863100246509909638,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260623,20260707,False
20260622,6658,5,24.821637963555891798468707019183879979826401337039,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260623,20260630,True
20260622,8046,5,34.368435768241045720637302632958822888173563461278,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260623,20260630,True
20260622,8046,20,47.975365972619885793613232013511615079381012925712,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260623,20260722,True
20260623,6213,10,26.349410895231644353466145761639246530073218546998,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260624,20260708,False
20260626,1314,5,29.101611142884972240190410065959205692321908895876,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260629,20260706,False
20260626,1326,5,23.291961027728000967605119923360548117328528771634,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260629,20260706,True
20260626,1467,5,31.674796214600825387789953038280916465063327166643,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260629,20260706,False
20260626,1709,5,16.850587927117853016102039679460811693351887556189,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260629,20260706,True
20260626,1710,5,30.770372363196228763766753580032907874126363926808,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260629,20260706,False
