variant,horizon,slippage_bps,partition,population,samples,stocks,signal_dates,entry_dates,total_input_signals,condition_passed_signals,unsupported_signals,filter_rejected_signals,overlap_blocked_signals,missing_entry_signals,entry_after_as_of_signals,immature_positions,missing_exit_positions,purged_positions,anomaly_candidate_positions,win_count,neutral_count,failure_count,win_rate_pct,neutral_rate_pct,failure_rate_pct,mean_net_return_pct,median_net_return_pct,high_return_ge10_rate_pct,loss_le_minus10_rate_pct,min_net_return_pct,max_net_return_pct,formal_use,promotion_evidence_allowed
tdcc_both_up_count_ge2,60,0,all,sensitivity_excluding_candidates,3007,1465,160,160,210140,83993,0,126147,79808,23,1,1013,13,939,0,1333,0,1674,44.329896907216494,0.0,55.670103092783506,2.5368001068498924,-1.564599833796997,24.11040904556036,22.746923844363153,-69.95794790238118,73.7708367241366,False,False
tdcc_both_up_count_ge2,60,10,all,primary,3135,1488,160,160,210140,83993,0,126147,79808,23,1,1013,13,1008,128,1439,0,1696,45.901116427432214,0.0,54.09888357256778,7.159944017440388,-1.2086254832294516,26.82615629984051,22.647527910685806,-86.01629545659303,418.3276694163155,False,False
tdcc_both_up_count_ge2,60,10,all,sensitivity_excluding_candidates,3007,1465,160,160,210140,83993,0,126147,79808,23,1,1013,13,939,0,1315,0,1692,43.731293648154306,0.0,56.2687063518457,2.33193124038249,-1.7612739600031968,23.84436315264383,23.478550049883605,-70.0179719824963,73.42364224516729,False,False
tdcc_both_up_count_ge2,60,20,all,primary,3135,1488,160,160,210140,83993,0,126147,79808,23,1,1013,13,1008,128,1418,0,1717,45.23125996810207,0.0,54.76874003189792,6.945839112430526,-1.4060112412764618,26.6347687400319,23.28548644338118,-86.04428116635945,417.29204762802755,False,False
tdcc_both_up_count_ge2,60,20,all,sensitivity_excluding_candidates,3007,1465,160,160,210140,83993,0,126147,79808,23,1,1013,13,939,0,1294,0,1713,43.03292317924842,0.0,56.967076820751586,2.127471033282011,-1.9575555230832367,23.644828732956434,24.143664782174927,-70.07787625406829,73.07714076915002,False,False
tdcc_both_up_count_ge2,60,0,training,primary,1411,1189,54,54,63691,24831,0,38860,23400,12,0,0,8,0,32,600,0,811,42.523033309709426,0.0,57.476966690290574,3.637427042738587,-2.1375399430811095,22.749822820694543,20.978029766123317,-84.67135194416922,233.55770778933598,False,False
tdcc_both_up_count_ge2,60,0,training,sensitivity_excluding_candidates,1379,1168,54,54,63691,24831,0,38860,23400,12,0,0,8,0,0,570,0,809,41.33430021754895,0.0,58.66569978245105,1.3775702489480433,-2.3594502833462316,21.102248005801304,21.31979695431472,-41.59644308427071,72.5876643679848,False,False
tdcc_both_up_count_ge2,60,10,training,primary,1411,1189,54,54,63691,24831,0,38860,23400,12,0,0,8,0,32,591,0,820,41.88518781006378,0.0,58.11481218993622,3.4303615751372982,-2.333069333804224,22.466335931963147,21.970233876683203,-84.70197861361143,232.89125882272393,False,False
tdcc_both_up_count_ge2,60,10,training,sensitivity_excluding_candidates,1379,1168,54,54,63691,24831,0,38860,23400,12,0,0,8,0,0,561,0,818,40.681653372008704,0.0,59.3183466279913,1.175018575979041,-2.5545362967661194,20.812182741116754,22.33502538071066,-41.71313350767876,72.24283386974706,False,False
tdcc_both_up_count_ge2,60,20,training,primary,1411,1189,54,54,63691,24831,0,38860,23400,12,0,0,8,0,32,581,0,830,41.17647058823529,0.0,58.82352941176471,3.2237092178835054,-2.5282084463023424,22.32459248759745,22.678951098511693,-84.73254415197692,232.22614009357017,False,False
tdcc_both_up_count_ge2,60,20,training,sensitivity_excluding_candidates,1379,1168,54,54,63691,24831,0,38860,23400,12,0,0,8,0,0,551,0,828,39.95649021029732,0.0,60.04350978970269,0.972871005926712,-2.749232916945648,20.667150108774475,23.060188542422043,-41.829591016070026,71.89869165593694,False,False
tdcc_both_up_count_ge2,60,0,purged_cross_split,primary,1008,1008,56,56,56351,22082,0,34269,21067,5,0,0,2,1008,69,515,0,493,51.091269841269835,0.0,48.90873015873016,12.538263897755062,0.48463963589356357,33.23412698412698,22.023809523809522,-85.98825377540709,419.36536244817995,False,False
tdcc_both_up_count_ge2,60,0,purged_cross_split,sensitivity_excluding_candidates,939,939,56,56,56351,22082,0,34269,21067,5,0,0,2,939,0,448,0,491,47.71033013844516,0.0,52.28966986155484,4.457428773935161,-0.584167561225254,28.541001064962728,23.429179978700745,-69.95794790238118,73.7708367241366,False,False
tdcc_both_up_count_ge2,60,10,purged_cross_split,primary,1008,1008,56,56,56351,22082,0,34269,21067,5,0,0,2,1008,69,509,0,499,50.49603174603175,0.0,49.50396825396825,12.313412515543495,0.2838711251325374,32.83730158730159,22.71825396825397,-86.01629545659303,418.3276694163155,False,False
tdcc_both_up_count_ge2,60,10,purged_cross_split,sensitivity_excluding_candidates,939,939,56,56,56351,22082,0,34269,21067,5,0,0,2,939,0,442,0,497,47.07135250266241,0.0,52.928647497337586,4.248721526990501,-0.7828005930709578,28.115015974440894,24.17465388711395,-70.0179719824963,73.42364224516729,False,False
tdcc_both_up_count_ge2,60,20,purged_cross_split,primary,1008,1008,56,56,56351,22082,0,34269,21067,5,0,0,2,1008,69,505,0,503,50.09920634920635,0.0,49.90079365079365,12.089009489562285,0.08350334992193253,32.53968253968254,23.41269841269841,-86.04428116635945,417.29204762802755,False,False
tdcc_both_up_count_ge2,60,20,purged_cross_split,sensitivity_excluding_candidates,939,939,56,56,56351,22082,0,34269,21067,5,0,0,2,939,0,438,0,501,46.64536741214057,0.0,53.35463258785943,4.040430385288459,-0.9810371517992051,27.79552715654952,24.920127795527154,-70.07787625406829,73.07714076915002,False,False
tdcc_both_up_count_ge2,60,0,validation,primary,716,716,50,50,90098,37080,0,53018,35341,6,1,1013,3,0,27,342,0,374,47.76536312849162,0.0,52.23463687150838,7.469281335069498,-0.4306287720804715,26.955307262569832,23.743016759776538,-50.29208378061263,356.5153024851067,False,False
tdcc_both_up_count_ge2,60,0,validation,sensitivity_excluding_candidates,689,689,50,50,90098,37080,0,53018,35341,6,1,1013,3,0,0,315,0,374,45.71843251088534,0.0,54.28156748911466,2.239423699961045,-1.0108449536663473,24.092888243831638,24.67343976777939,-50.29208378061263,71.1699374416561,False,False
tdcc_both_up_count_ge2,60,10,validation,primary,716,716,50,50,90098,37080,0,53018,35341,6,1,1013,3,0,27,339,0,377,47.3463687150838,0.0,52.6536312849162,7.2545593526383305,-0.6295685747336575,26.955307262569832,23.88268156424581,-50.39140029653548,355.60318399862297,False,False
tdcc_both_up_count_ge2,60,10,validation,sensitivity_excluding_candidates,689,689,50,50,90098,37080,0,53018,35341,6,1,1013,3,0,0,312,0,377,45.28301886792453,0.0,54.71698113207547,2.0351481998707834,-1.2086254832294516,24.092888243831638,24.818577648766325,-50.39140029653548,70.8279395646498,False,False
tdcc_both_up_count_ge2,60,20,validation,primary,716,716,50,50,90098,37080,0,53018,35341,6,1,1013,3,0,27,332,0,384,46.36871508379888,0.0,53.63128491620112,7.040265845750403,-0.8281112919524057,26.81564245810056,24.30167597765363,-50.4905185758996,354.6928861079207,False,False
tdcc_both_up_count_ge2,60,20,validation,sensitivity_excluding_candidates,689,689,50,50,90098,37080,0,53018,35341,6,1,1013,3,0,0,305,0,384,44.26705370101596,0.0,55.73294629898403,1.8312803310888366,-1.4060112412764618,23.9477503628447,25.25399129172714,-50.4905185758996,70.48662431813652,False,False
price_5obs_nonnegative,20,0,all,primary,11594,1898,221,221,210140,88368,0,121772,75625,80,47,963,59,959,354,4664,0,6930,40.22770398481973,0.0,59.772296015180274,0.5092521752672868,-1.586680157246512,13.851992409867172,14.352251164395376,-90.05841675612253,203.68180326956917,False,False
price_5obs_nonnegative,20,0,all,sensitivity_excluding_candidates,11240,1894,221,221,210140,88368,0,121772,75625,80,47,963,59,917,0,4325,0,6915,38.47864768683274,0.0,61.521352313167256,-1.1246867342138986,-1.8268654667099384,11.272241992882561,14.67081850533808,-37.44621779133274,34.982703526784675,False,False
price_5obs_nonnegative,20,10,all,primary,11594,1898,221,221,210140,88368,0,121772,75625,80,47,963,59,959,354,4521,0,7073,38.994307400379505,0.0,61.005692599620495,0.30843449910173193,-1.783310166922343,13.567362428842506,14.809384164222875,-90.07828005930709,203.0750464198797,False,False
price_5obs_nonnegative,20,10,all,sensitivity_excluding_candidates,11240,1894,221,221,210140,88368,0,121772,75625,80,47,963,59,917,0,4182,0,7058,37.20640569395018,0.0,62.793594306049826,-1.322240353525151,-2.023015585657571,10.97864768683274,15.142348754448399,-37.571200373168246,34.71300781544245,False,False
price_5obs_nonnegative,20,20,all,primary,11594,1898,221,221,210140,88368,0,121772,75625,80,47,963,59,959,354,4403,0,7191,37.976539589442815,0.0,62.023460410557185,0.10801752274371511,-1.979547701528961,13.36035880627911,15.309642918751079,-90.09810371517992,202.4695006617066,False,False
price_5obs_nonnegative,20,20,all,sensitivity_excluding_candidates,11240,1894,221,221,210140,88368,0,121772,75625,80,47,963,59,917,0,4064,0,7176,36.15658362989324,0.0,63.843416370106766,-1.51939978920378,-2.218774187401715,10.765124555160142,15.658362989323843,-37.69593348877253,34.44385041889332,False,False
price_5obs_nonnegative,20,0,training,primary,6334,1824,110,110,99756,43314,0,56442,36898,49,0,0,33,0,144,2424,0,3910,38.26965582570256,0.0,61.73034417429745,0.03467545828080806,-1.7795531127179913,12.188190716766655,13.577518155983581,-90.05841675612253,203.68180326956917,False,False
price_5obs_nonnegative,20,0,training,sensitivity_excluding_candidates,6190,1820,110,110,99756,43314,0,56442,36898,49,0,0,33,0,0,2285,0,3905,36.91437802907916,0.0,63.08562197092083,-1.1924069772361177,-1.9454533758934283,10.226171243941842,13.81260096930533,-36.735379357143344,34.9214868811943,False,False
price_5obs_nonnegative,20,10,training,primary,6334,1824,110,110,99756,43314,0,56442,36898,49,0,0,33,0,144,2352,0,3982,37.13293337543416,0.0,62.86706662456584,-0.16519343936115127,-1.97579776184343,11.840858856962425,14.051152510262078,-90.07828005930709,203.0750464198797,False,False
price_5obs_nonnegative,20,10,training,sensitivity_excluding_candidates,6190,1820,110,110,99756,43314,0,56442,36898,49,0,0,33,0,0,2213,0,3977,35.75121163166398,0.0,64.24878836833602,-1.3898248752384972,-2.1413684124354067,9.870759289176089,14.297253634894991,-36.86178219559061,34.65191348083227,False,False
price_5obs_nonnegative,20,20,training,primary,6334,1824,110,110,99756,43314,0,56442,36898,49,0,0,33,0,144,2288,0,4046,36.12251341964004,0.0,63.877486580359964,-0.3646635071899129,-2.1716507050823903,11.635617303441743,14.540574676349857,-90.09810371517992,202.4695006617066,False,False
price_5obs_nonnegative,20,20,training,sensitivity_excluding_candidates,6190,1820,110,110,99756,43314,0,56442,36898,49,0,0,33,0,0,2149,0,4041,34.717285945072696,0.0,65.28271405492731,-1.5868488347515277,-2.3368927397804473,9.660743134087237,14.798061389337642,-36.98793273296313,34.38287815112965,False,False
price_5obs_nonnegative,20,0,purged_cross_split,primary,959,959,20,20,20286,7162,0,13124,6190,6,0,0,7,959,42,459,0,500,47.862356621480714,0.0,52.13764337851929,2.903380436880365,-0.32859986858058887,18.45672575599583,9.593326381647548,-48.781540276592615,98.83166487754949,False,False
price_5obs_nonnegative,20,0,purged_cross_split,sensitivity_excluding_candidates,917,917,20,20,20286,7162,0,13124,6190,6,0,0,7,917,0,420,0,497,45.80152671755725,0.0,54.19847328244275,0.8470525175103671,-0.6966236345580934,15.04907306434024,9.70556161395856,-31.219265032418267,34.9779346625018,False,False
price_5obs_nonnegative,20,10,purged_cross_split,primary,959,959,20,20,20286,7162,0,13124,6190,6,0,0,7,959,42,444,0,515,46.29822732012513,0.0,53.70177267987487,2.6977779279712957,-0.5277435251868214,18.35245046923879,10.010427528675704,-48.88395613065606,98.43439881385808,False,False
price_5obs_nonnegative,20,10,purged_cross_split,sensitivity_excluding_candidates,917,917,20,20,20286,7162,0,13124,6190,6,0,0,7,917,0,405,0,512,44.165757906215916,0.0,55.834242093784084,0.6455586906822769,-0.8950337547928829,14.940021810250817,10.141766630316248,-31.356689078307543,34.70824847935994,False,False
price_5obs_nonnegative,20,20,purged_cross_split,primary,959,959,20,20,20286,7162,0,13124,6190,6,0,0,7,959,42,440,0,519,45.88112617309697,0.0,54.11887382690303,2.4925857359604664,-0.7264896894644987,18.248175182481752,10.323253388946819,-48.9861675618571,98.03792569640159,False,False
price_5obs_nonnegative,20,20,purged_cross_split,sensitivity_excluding_candidates,917,917,20,20,20286,7162,0,13124,6190,6,0,0,7,917,0,401,0,516,43.72955288985823,0.0,56.27044711014177,0.4444669772701205,-1.0930486318272365,14.830970556161397,10.468920392584515,-31.49383882470402,34.43910059199281,False,False
price_5obs_nonnegative,20,0,validation,primary,4301,1772,91,91,90098,37892,0,52206,32537,25,47,963,19,0,168,1781,0,2520,41.4089746570565,0.0,58.5910253429435,0.6743300461125356,-1.5550252998851637,15.275517321553128,16.554289700069752,-53.600989438758255,179.22569544175724,False,False
price_5obs_nonnegative,20,0,validation,sensitivity_excluding_candidates,4133,1736,91,91,90098,37892,0,52206,32537,25,47,963,19,0,0,1620,0,2513,39.19670941204936,0.0,60.80329058795064,-1.4607372034913282,-1.8752822682223287,12.000967819985481,17.057827244132593,-37.44621779133274,34.982703526784675,False,False
price_5obs_nonnegative,20,10,validation,primary,4301,1772,91,91,90098,37892,0,52206,32537,25,47,963,19,0,168,1725,0,2576,40.106951871657756,0.0,59.893048128342244,0.47318200292363166,-1.7517185560292492,15.043013252731924,16.99604743083004,-53.69376837666444,178.6678019443711,False,False
price_5obs_nonnegative,20,10,validation,sensitivity_excluding_candidates,4133,1736,91,91,90098,37892,0,52206,32537,25,47,963,19,0,0,1564,0,2569,37.84176143237358,0.0,62.15823856762642,-1.6576198681955112,-2.0713356503038023,11.759012823614807,17.517541737236876,-37.571200373168246,34.71300781544245,False,False
price_5obs_nonnegative,20,20,validation,primary,4301,1772,91,91,90098,37892,0,52206,32537,25,47,963,19,0,168,1675,0,2626,38.94443152755173,0.0,61.055568472448265,0.2724352691107775,-1.948019210863666,14.81050918391072,17.55405719600093,-53.78636212706981,178.11102200686,False,False
price_5obs_nonnegative,20,20,validation,sensitivity_excluding_candidates,4133,1736,91,91,90098,37892,0,52206,32537,25,47,963,19,0,0,1514,0,2619,36.6319864505202,0.0,63.3680135494798,-1.8541097415183239,-2.2669977082693453,11.517057827244132,18.098233728526495,-37.69593348877253,34.44385041889332,False,False
price_5obs_nonnegative,60,0,all,primary,4771,1872,178,178,210140,88368,0,121772,81897,53,6,1606,35,1377,205,2051,0,2720,42.988891217774054,0.0,57.011108782225946,5.0683845807924035,-2.021190106332379,23.747642003772796,25.235799622720606,-87.7603623379398,329.18830274934226,False,False
price_5obs_nonnegative,60,0,all,sensitivity_excluding_candidates,4566,1858,177,177,210140,88368,0,121772,81897,53,6,1606,35,1284,0,1849,0,2717,40.49496276828734,0.0,59.505037231712656,0.09697432100743962,-2.670343078975872,20.389837932544896,26.30310994305738,-67.4178880685489,66.56841359553202,False,False
price_5obs_nonnegative,60,10,all,primary,4771,1872,178,178,210140,88368,0,121772,81897,53,6,1606,35,1377,205,2029,0,2742,42.527771955564866,0.0,57.47222804443513,4.858458665382031,-2.216951964261785,23.45420247327604,25.67595891846573,-87.7848171584434,328.33078366293,False,False
price_5obs_nonnegative,60,10,all,sensitivity_excluding_candidates,4566,1858,177,177,210140,88368,0,121772,81897,53,6,1606,35,1284,0,1827,0,2739,40.01314060446781,0.0,59.9868593955322,-0.10301990284157554,-2.8648079279689274,20.083223828296102,26.763031099430574,-67.48298719328707,66.23560957236413,False,False
price_5obs_nonnegative,60,20,all,primary,4771,1872,178,178,210140,88368,0,121772,81897,53,6,1606,35,1377,205,2001,0,2770,41.94089289457137,0.0,58.05910710542863,4.648951596070594,-2.4123230799597946,23.181722909243348,26.22091804653113,-87.80922316693005,327.47497619146066,False,False
price_5obs_nonnegative,60,20,all,sensitivity_excluding_candidates,4566,1858,177,177,210140,88368,0,121772,81897,53,6,1606,35,1284,0,1799,0,2767,39.39991239597022,0.0,60.60008760402978,-0.3026151069208097,-3.058884623570779,19.79851073149365,27.33245729303548,-67.5479563796525,65.9034698286836,False,False
price_5obs_nonnegative,60,0,training,primary,2213,1753,67,67,63691,26892,0,36799,24635,25,0,0,19,0,53,884,0,1329,39.945774966109354,0.0,60.05422503389065,1.9778075171825755,-2.8436182984701346,19.2950745594216,24.310890194306374,-87.7603623379398,265.8773153018853,False,False
price_5obs_nonnegative,60,0,training,sensitivity_excluding_candidates,2160,1717,66,66,63691,26892,0,36799,24635,25,0,0,19,0,0,833,0,1327,38.56481481481481,0.0,61.43518518518518,-0.5493635478426252,-3.206662635046678,17.40740740740741,24.814814814814813,-54.17555335759219,66.56841359553202,False,False
price_5obs_nonnegative,60,10,training,primary,2213,1753,67,67,63691,26892,0,36799,24635,25,0,0,19,0,53,873,0,1340,39.4487121554451,0.0,60.5512878445549,1.7740567299944763,-3.037736943228436,19.11432444645278,25.07907817442386,-87.7848171584434,265.14629169488853,False,False
price_5obs_nonnegative,60,10,training,sensitivity_excluding_candidates,2160,1717,66,66,63691,26892,0,36799,24635,25,0,0,19,0,0,822,0,1338,38.05555555555556,0.0,61.94444444444444,-0.7480662216583979,-3.400055916495136,17.22222222222222,25.601851851851855,-54.267223096859176,66.23560957236413,False,False
price_5obs_nonnegative,60,20,training,primary,2213,1753,67,67,63691,26892,0,36799,24635,25,0,0,19,0,53,856,0,1357,38.680524175327605,0.0,61.31947582467239,1.570712486673812,-3.2314681256219506,18.933574333483957,25.802078626299142,-87.80922316693005,264.41672721684785,False,False
price_5obs_nonnegative,60,20,training,sensitivity_excluding_candidates,2160,1717,66,66,63691,26892,0,36799,24635,25,0,0,19,0,0,805,0,1355,37.26851851851852,0.0,62.731481481481474,-0.946372426413359,-3.593063183409765,17.037037037037038,26.342592592592595,-54.35870986259469,65.9034698286836,False,False
price_5obs_nonnegative,60,0,purged_cross_split,primary,1377,1377,60,60,56351,23584,0,32767,22188,12,0,0,7,1377,93,627,0,750,45.53376906318083,0.0,54.46623093681917,9.410379669610025,-1.3419101865207932,28.903413217138706,25.12708787218591,-67.4178880685489,329.18830274934226,False,False
price_5obs_nonnegative,60,0,purged_cross_split,sensitivity_excluding_candidates,1284,1284,60,60,56351,23584,0,32767,22188,12,0,0,7,1284,0,534,0,750,41.58878504672897,0.0,58.41121495327103,1.1733032563771109,-2.1748575297425248,23.753894080996886,26.947040498442366,-67.4178880685489,66.4419492242387,False,False
price_5obs_nonnegative,60,10,purged_cross_split,primary,1377,1377,60,60,56351,23584,0,32767,22188,12,0,0,7,1377,93,621,0,756,45.09803921568628,0.0,54.90196078431373,9.191778535105493,-1.5390292470871854,28.540305010893245,25.272331154684096,-67.48298719328707,328.33078366293,False,False
price_5obs_nonnegative,60,10,purged_cross_split,sensitivity_excluding_candidates,1284,1284,60,60,56351,23584,0,32767,22188,12,0,0,7,1284,0,528,0,756,41.1214953271028,0.0,58.87850467289719,0.971158242309525,-2.370312359852929,23.364485981308412,27.102803738317753,-67.48298719328707,66.10939787713733,False,False
price_5obs_nonnegative,60,20,purged_cross_split,primary,1377,1377,60,60,56351,23584,0,32767,22188,12,0,0,7,1377,93,617,0,760,44.80755265068991,0.0,55.19244734931009,8.973613552085595,-1.735754856434882,28.322440087145967,25.562817719680464,-67.5479563796525,327.47497619146066,False,False
price_5obs_nonnegative,60,20,purged_cross_split,sensitivity_excluding_candidates,1284,1284,60,60,56351,23584,0,32767,22188,12,0,0,7,1284,0,524,0,760,40.809968847352025,0.0,59.19003115264797,0.7694165268534734,-2.5653770605619157,23.130841121495326,27.41433021806853,-67.5479563796525,65.77751030517986,False,False
price_5obs_nonnegative,60,0,validation,primary,1181,1181,51,51,90098,37892,0,52206,35074,16,6,1606,9,0,59,540,0,641,45.72396274343776,0.0,54.27603725656224,5.79702116374472,-1.392426361540496,26.079593564775617,27.095681625740898,-86.12761345224898,315.5645728951999,False,False
price_5obs_nonnegative,60,0,validation,sensitivity_excluding_candidates,1122,1122,51,51,90098,37892,0,52206,35074,16,6,1606,9,0,0,482,0,640,42.95900178253119,0.0,57.04099821746881,0.10952640986794056,-2.214443997136014,22.281639928698752,28.431372549019606,-50.89643534558998,66.22327183763137,False,False
price_5obs_nonnegative,60,10,validation,primary,1181,1181,51,51,90098,37892,0,52206,35074,16,6,1606,9,0,59,535,0,646,45.30059271803557,0.0,54.69940728196444,5.585639039982752,-1.589444490688267,25.656223539373414,27.265029635901776,-86.15533050828844,314.73427404825645,False,False
price_5obs_nonnegative,60,10,validation,sensitivity_excluding_candidates,1122,1122,51,51,90098,37892,0,52206,35074,16,6,1606,9,0,0,477,0,645,42.513368983957214,0.0,57.48663101604278,-0.0904928883403962,-2.4098197334054725,21.836007130124777,28.609625668449194,-50.99454436587851,65.89115740838535,False,False
price_5obs_nonnegative,60,20,validation,primary,1181,1181,51,51,90098,37892,0,52206,35074,16,6,1606,9,0,59,528,0,653,44.70787468247248,0.0,55.29212531752752,5.374678637275016,-1.7860693700772603,25.148179508890774,27.77307366638442,-86.18299224086276,313.9056324844406,False,False
price_5obs_nonnegative,60,20,validation,sensitivity_excluding_candidates,1122,1122,51,51,90098,37892,0,52206,35074,16,6,1606,9,0,0,470,0,652,41.889483065953655,0.0,58.110516934046345,-0.29011315296561635,-2.604805498145451,21.301247771836007,29.144385026737968,-51.09245755977924,65.55970588219174,False,False
range_20obs_le_training_q75,20,0,all,primary,10681,1856,221,221,210140,159889,0,50251,148017,64,35,1037,55,916,290,4274,0,6407,40.01497987079862,0.0,59.98502012920138,0.11700978040232837,-1.4205988437630224,11.281715195206441,10.673157944012733,-84.98056193001895,137.04166666666666,False,False
range_20obs_le_training_q75,20,0,all,sensitivity_excluding_candidates,10391,1834,221,221,210140,159889,0,50251,148017,64,35,1037,55,883,0,3997,0,6394,38.46598017515158,0.0,61.53401982484843,-1.1063755820258838,-1.5733798242976396,8.930805504763738,10.84592435761717,-31.935527453902534,29.608788957217445,False,False
range_20obs_le_training_q75,20,10,all,primary,10681,1856,221,221,210140,159889,0,50251,148017,64,35,1037,55,916,290,4145,0,6536,38.80722778766033,0.0,61.19277221233966,-0.0830242570496881,-1.6175606842350243,10.963392940735886,11.150641325718565,-85.01057079729165,136.56848978583648,False,False
range_20obs_le_training_q75,20,10,all,sensitivity_excluding_candidates,10391,1834,221,221,210140,159889,0,50251,148017,64,35,1037,55,883,0,3868,0,6523,37.22452122028679,0.0,62.77547877971321,-1.30396596639959,-1.7700364080652766,8.603599268597826,11.336733711866039,-32.07152040604259,29.349830337922306,False,False
range_20obs_le_training_q75,20,20,all,primary,10681,1856,221,221,210140,159889,0,50251,148017,64,35,1037,55,916,290,3998,0,6683,37.43095215803764,0.0,62.569047841962366,-0.28265918380087374,-1.8141293873008946,10.719970040258403,11.53450051493306,-85.04051976662566,136.0962556434956,False,False
range_20obs_le_training_q75,20,20,all,sensitivity_excluding_candidates,10391,1834,221,221,210140,159889,0,50251,148017,64,35,1037,55,883,0,3721,0,6670,35.80983543451063,0.0,64.19016456548935,-1.5011621182217811,-1.966300463721601,8.353382735059185,11.731305937830815,-32.2072419151644,29.091388602098814,False,False
range_20obs_le_training_q75,20,0,training,primary,6182,1786,110,110,99756,81969,0,17787,75724,32,0,0,31,0,148,2356,0,3826,38.11064380459398,0.0,61.88935619540602,-0.28873509816707255,-1.691200348053591,10.190876738919444,10.627628599158848,-84.98056193001895,137.04166666666666,False,False
range_20obs_le_training_q75,20,0,training,sensitivity_excluding_candidates,6034,1760,110,110,99756,81969,0,17787,75724,32,0,0,31,0,0,2216,0,3818,36.72522373218429,0.0,63.27477626781571,-1.3084287819058797,-1.839952063097874,8.120649651972158,10.755717600265164,-31.935527453902534,29.608788957217445,False,False
range_20obs_le_training_q75,20,10,training,primary,6182,1786,110,110,99756,81969,0,17787,75724,32,0,0,31,0,148,2285,0,3897,36.962148172112585,0.0,63.037851827887415,-0.4879581927708627,-1.8876234105553626,9.883532837269492,11.096732449045616,-85.01057079729165,136.56848978583648,False,False
range_20obs_le_training_q75,20,10,training,sensitivity_excluding_candidates,6034,1760,110,110,99756,81969,0,17787,75724,32,0,0,31,0,0,2145,0,3889,35.54855817036792,0.0,64.45144182963209,-1.505615230449474,-2.0360760349997764,7.805767318528339,11.236327477626782,-32.07152040604259,29.349830337922306,False,False
range_20obs_le_training_q75,20,20,training,primary,6182,1786,110,110,99756,81969,0,17787,75724,32,0,0,31,0,148,2197,0,3985,35.5386606276286,0.0,64.4613393723714,-0.6867837487887247,-2.0836548015502974,9.689420899385311,11.51730831446134,-85.04051976662566,136.0962556434956,False,False
range_20obs_le_training_q75,20,20,training,sensitivity_excluding_candidates,6034,1760,110,110,99756,81969,0,17787,75724,32,0,0,31,0,0,2057,0,3977,34.090155783891284,0.0,65.90984421610871,-1.702408204682279,-2.2318085418879026,7.6068942658269805,11.66721909181306,-32.2072419151644,29.091388602098814,False,False
range_20obs_le_training_q75,20,0,purged_cross_split,primary,916,916,20,20,20286,14121,0,6165,13195,7,0,0,3,916,33,422,0,494,46.069868995633186,0.0,53.930131004366814,1.7428940475949652,-0.584167561225254,14.08296943231441,6.986899563318777,-39.63188073394495,119.38397639133466,False,False
range_20obs_le_training_q75,20,0,purged_cross_split,sensitivity_excluding_candidates,883,883,20,20,20286,14121,0,6165,13195,7,0,0,3,883,0,392,0,491,44.394110985277464,0.0,55.60588901472253,0.2529806971274126,-0.6999019412471106,11.211778029445075,6.908267270668176,-24.590571339067637,29.299398194583752,False,False
range_20obs_le_training_q75,20,10,purged_cross_split,primary,916,916,20,20,20286,14121,0,6165,13195,7,0,0,3,916,33,411,0,505,44.86899563318777,0.0,55.13100436681223,1.5396116505893678,-0.7828005930709578,13.973799126637553,7.314410480349346,-39.75258744142885,118.94564676817515,False,False
range_20obs_le_training_q75,20,10,purged_cross_split,sensitivity_excluding_candidates,883,883,20,20,20286,14121,0,6165,13195,7,0,0,3,883,0,381,0,502,43.14835787089468,0.0,56.851642129105315,0.05267446734299891,-0.8983037355702931,11.098527746319366,7.248018120045301,-24.741239528200367,29.041115937454595,False,False
range_20obs_le_training_q75,20,20,purged_cross_split,primary,916,916,20,20,20286,14121,0,6165,13195,7,0,0,3,916,33,400,0,516,43.66812227074236,0.0,56.33187772925764,1.3367346401387934,-0.9810371517992051,13.755458515283841,7.532751091703056,-39.873053768855726,118.5081920544431,False,False
range_20obs_le_training_q75,20,20,purged_cross_split,sensitivity_excluding_candidates,883,883,20,20,20286,14121,0,6165,13195,7,0,0,3,883,0,370,0,513,41.90260475651189,0.0,58.0973952434881,-0.14723232627066205,-1.0963095183279603,10.87202718006795,7.474518686296716,-24.89160698242465,28.78334818166348,False,False
range_20obs_le_training_q75,20,0,validation,primary,3583,1469,91,91,90098,63799,0,26299,59098,25,35,1037,21,0,109,1496,0,2087,41.75272118336589,0.0,58.24727881663411,0.4014096828772324,-1.2339442438316248,12.447669550655876,11.694111080100475,-50.34204148535573,114.5693063060814,False,False
range_20obs_le_training_q75,20,0,validation,sensitivity_excluding_candidates,3474,1417,91,91,90098,63799,0,26299,59098,25,35,1037,21,0,0,1389,0,2085,39.98272884283247,0.0,60.01727115716753,-1.100941669077255,-1.3956495668405215,9.758203799654577,12.003454231433507,-29.83105539611984,29.58622685185185,False,False
range_20obs_le_training_q75,20,10,validation,primary,3583,1469,91,91,90098,63799,0,26299,59098,25,35,1037,21,0,109,1449,0,2134,40.44097125313983,0.0,59.55902874686018,0.20080691772868933,-1.4312790205672261,12.056935528886408,12.224392966787608,-50.44125818568469,114.14059640337194,False,False
