profile,strategy,horizon,slippage_bps,partition,population,feature_name,outcome_group,samples,valid_samples,missing_samples,mean,median,q25,q75,minimum,maximum
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w8_last1000_pp,low,78,78,0,1.3311538461538461538461538461538461538461538461538,0.090,0.0000,0.8575,-1.42,35.47
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w8_max_positive_share400,low,78,78,0,0.56748732492879397451560346954300810902404591468559,0.50,0.36907145538731072456513577774996871480415467400826,0.75639534883720930232558139534883720930232558139535,0.18446601941747572815533980582524271844660194174757,1
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w8_max_positive_share1000,low,78,78,0,0.61213316970891724955987096414163980235489788046310,0.56237334094476951619808762665905523048380191237334,0.43517146716632533007974203669005185411129025229858,0.79021591130130324839525384166504571095117681384945,0.20879120879120879120879120879120879120879120879121,1
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w8_span_days,low,78,78,0,55.730769230769230769230769230769230769230769230769,56.0,55.00,56.00,55,56
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_slope400_pp_per_week,low,78,78,0,0.13481947844023358576467578582802567358768042580705,0.056032316748409743349940645509046729184009206214725,0.0034313402076052135029156727809356526057315553696782,0.22055211043373180853941881524228366352238605742958,-0.69404564315352697095435684647302904564315352697095,0.99106374952847981893625047152018106374952847981894
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_slope1000_pp_per_week,low,78,78,0,0.11481773889015343553885983133253542807301186624845,0.064459747754920218827656643618589427417546672831302,0.0010368986117925481254870270426274928569367081301048,0.18840376966619466862922853368882237222986974137048,-1.4422482082233119577517917766880422482082233119578,1.2187211665745942734445845797850717643502642303964
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_net400_pp,low,78,78,0,2.1917948717948717948717948717948717948717948717949,0.730,0.0825,3.6525,-10.92,26.82
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_net1000_pp,low,78,78,0,2.14,0.750,0.0750,2.7300,-23.98,33.95
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_last400_pp,low,78,78,0,1.1306410256410256410256410256410256410256410256410,0.055,-0.0275,0.7375,-1.56,27.21
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_last1000_pp,low,78,78,0,1.3311538461538461538461538461538461538461538461538,0.090,0.0000,0.8575,-1.42,35.47
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_max_positive_share400,low,78,78,0,0.46782051648425659988921765952225129249254112932951,0.39933717059083069271188480205366812402230155228430,0.30902759246410844852431018839728878689224529006778,0.60422023963257835221721895949603045377471842610580,0.12048192771084337349397590361445783132530120481928,1
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_max_positive_share1000,low,78,78,0,0.51622962000484915173099287462271748913133773443719,0.43413647755753018910913647755753018910913647755753,0.35433467741935483870967741935483870967741935483871,0.63128436663517055019725398009886894134845826085406,0.12820512820512820512820512820512820512820512820513,1
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_span_days,low,78,78,0,83.730769230769230769230769230769230769230769230769,84.0,83.00,84.00,83,84
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,tdcc_400_change_sum,middle,513,513,0,0.68461988304093567251461988304093567251461988304094,0.320,0.0600,0.8600,-6.91,11.55
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,tdcc_1000_change_sum,middle,513,513,0,0.73350877192982456140350877192982456140350877192982,0.230,0.0200,0.8800,-5.94,15.82
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,tdcc_400_up_weeks,middle,513,513,0,2.0916179337231968810916179337231968810916179337232,2.0,2.00,3.00,0,3
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,tdcc_1000_up_weeks,middle,513,513,0,1.8128654970760233918128654970760233918128654970760,2.0,1.00,3.00,0,3
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,return_5d,middle,513,513,0,-1.4450239766081871345029239766081871345029239766082,-0.79680,-3.505800,1.055100,-25.6173,7.9812
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,return_20d,middle,513,513,0,-0.53484658869395711500974658869395711500974658869396,-0.90000,-4.982200,3.448300,-31.9652,19.3370
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,volume_ratio,middle,513,513,0,0.79477153996101364522417153996101364522417153996101,0.66560,0.465200,1.011900,0.0180,2.4497
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,history_gap_count,middle,513,513,0,0.038986354775828460038986354775828460038986354775828,0.0,0.00,0.00,0,2
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w8_slope400_pp_per_week,middle,513,513,0,0.12565915587901595101422283931183443537667360853958,0.064666666666666666666666666666666666666666666666667,0.026059790732436472346786248131539611360239162929746,0.15423617926071311743539417729800457965325482499182,0.00011515151515151515151515151515151515151515151515152,3.3212953876349362119725220804710500490677134445535
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w8_slope1000_pp_per_week,middle,513,513,0,0.13168863533174678937746916118985195300906248041424,0.060783258594917787742899850523168908819133034379671,0.017121076233183856502242152466367713004484304932735,0.16116292974588938714499252615844544095665171898356,0.00011515151515151515151515151515151515151515151515152,4.7688223748773307163886162904808635917566241413150
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w8_net400_pp,middle,513,513,0,1.1307602339181286549707602339181286549707602339181,0.550,0.1700,1.3800,-1.92,30.43
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w8_net1000_pp,middle,513,513,0,1.2454385964912280701754385964912280701754385964912,0.540,0.1100,1.4700,-1.27,47.44
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w8_last400_pp,middle,513,513,0,0.38497076023391812865497076023391812865497076023392,0.080,0.0000,0.4100,-3.75,11.16
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w8_last1000_pp,middle,513,513,0,0.45816764132553606237816764132553606237816764132554,0.040,0.0000,0.4200,-1.96,15.82
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w8_max_positive_share400,middle,513,513,0,0.51137731346830801079018424509525845911961506565830,0.46296296296296296296296296296296296296296296296296,0.37500,0.61769616026711185308848080133555926544240400667780,0.2,1
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w8_max_positive_share1000,middle,513,513,0,0.62628465499925707113986979028978289165360738144027,0.57173913043478260869565217391304347826086956521739,0.42769230769230769230769230769230769230769230769231,0.86666666666666666666666666666666666666666666666667,0.16666666666666666666666666666666666666666666666667,1
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w8_span_days,middle,513,513,0,55.908382066276803118908382066276803118908382066277,56.0,56.00,56.00,55,56
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_slope400_pp_per_week,middle,513,513,0,0.073670885138118531810275166252280059916339382457797,0.040279969563993787719279959140703988993005972545055,-0.00063436174204161736269445005627868048139917457935294,0.12046121034390829112236736870167955211943481738203,-1.4401153310797375223702525352952873334658977928017,3.3459414836510699506978392520247240434025787218962
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_slope1000_pp_per_week,middle,513,513,0,0.082713122023856850201728902035388403019377535293267,0.036831365984588299806632226038269502727351438713960,-0.00046112634069565036116699152586539363553924889773710,0.12918555051986137030125299920021327645961077046121,-1.4273959037582024259296082720222708291906939749453,5.2576333920511991994913434578221578294541323132407
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_net400_pp,middle,513,513,0,1.0313450292397660818713450292397660818713450292398,0.600,0.0800,1.5300,-14.44,30.43
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_net1000_pp,middle,513,513,0,1.1738401559454191033138401559454191033138401559454,0.630,0.0400,1.8100,-14.03,47.44
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_last400_pp,middle,513,513,0,0.38497076023391812865497076023391812865497076023392,0.080,0.0000,0.4100,-3.75,11.16
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_last1000_pp,middle,513,513,0,0.45816764132553606237816764132553606237816764132554,0.040,0.0000,0.4200,-1.96,15.82
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_max_positive_share400,middle,513,513,0,0.42917853075399111355602936293996294191365893554135,0.37755102040816326530612244897959183673469387755102,0.30386052303860523038605230386052303860523038605230,0.500,0.12962962962962962962962962962962962962962962962963,1
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_max_positive_share1000,middle,513,513,0,0.55048277968043282999262739998133148493455462301655,0.49333333333333333333333333333333333333333333333333,0.33333333333333333333333333333333333333333333333333,0.74873096446700507614213197969543147208121827411168,0.14967462039045553145336225596529284164859002169197,1
full_available,trend_8,20,10,purged_cross_split,immutable_prior_candidate_exclusion_sensitivity,w12_span_days,middle,513,513,0,83.908382066276803118908382066276803118908382066277,84.0,84.00,84.00,83,84
full_available,trend_8,20,10,validation,primary,tdcc_400_change_sum,all_realized,3000,3000,0,0.52705,0.210,0.000,0.7700,-13.52,45.72
full_available,trend_8,20,10,validation,primary,tdcc_1000_change_sum,all_realized,3000,3000,0,0.56771333333333333333333333333333333333333333333333,0.160,0.000,0.8500,-13.63,51.44
full_available,trend_8,20,10,validation,primary,tdcc_400_up_weeks,all_realized,3000,3000,0,1.8853333333333333333333333333333333333333333333333,2.0,1.00,3.00,0,3
full_available,trend_8,20,10,validation,primary,tdcc_1000_up_weeks,all_realized,3000,3000,0,1.6983333333333333333333333333333333333333333333333,2.0,1.00,2.00,0,3
full_available,trend_8,20,10,validation,primary,return_5d,all_realized,3000,3000,0,-1.1390388,-0.30060,-3.357100,2.325600,-86.6780,7.9545
full_available,trend_8,20,10,validation,primary,return_20d,all_realized,3000,3000,0,0.87281453333333333333333333333333333333333333333333,0.36230,-4.746000,7.151625,-82.4554,19.9643
full_available,trend_8,20,10,validation,primary,volume_ratio,all_realized,3000,3000,0,0.86845216666666666666666666666666666666666666666667,0.76405,0.522475,1.121350,0.0213,2.4865
full_available,trend_8,20,10,validation,primary,history_gap_count,all_realized,3000,3000,0,0.12566666666666666666666666666666666666666666666667,0.0,0.00,0.00,0,163
full_available,trend_8,20,10,validation,primary,w8_slope400_pp_per_week,all_realized,3000,3000,0,0.18418353436945331981508903610618593436963525329464,0.086968290330359295876537255847600675186882083433808,0.028086447187583436937633137571862956348990902069302,0.20888338127153827368192548774862290722600602393292,0.0000082722760576695816591822264240132356416922713306547,3.7017151515151515151515151515151515151515151515152
full_available,trend_8,20,10,validation,primary,w8_slope1000_pp_per_week,all_realized,3000,3000,0,0.18280765705090974994363745212499453097369284762453,0.083402079244997966881871818732652198580192447086694,0.022120394711609102267478426881411890428416018061844,0.22755027499697071990645094430644552272402173449568,0.0000071666240081904274379319170719221909393396467878167,4.1681636363636363636363636363636363636363636363636
full_available,trend_8,20,10,validation,primary,w8_net400_pp,all_realized,3000,3000,0,1.2286466666666666666666666666666666666666666666667,0.590,0.1900,1.4425,-1.69,44.90
full_available,trend_8,20,10,validation,primary,w8_net1000_pp,all_realized,3000,3000,0,1.2523066666666666666666666666666666666666666666667,0.590,0.1300,1.6100,-2.29,49.68
full_available,trend_8,20,10,validation,primary,w8_last400_pp,all_realized,3000,3000,0,0.15933333333333333333333333333333333333333333333333,0.040,-0.0300,0.2600,-8.76,45.42
full_available,trend_8,20,10,validation,primary,w8_last1000_pp,all_realized,3000,3000,0,0.21645666666666666666666666666666666666666666666667,0.020,0.0000,0.2700,-9.81,51.02
full_available,trend_8,20,10,validation,primary,w8_max_positive_share400,all_realized,3000,3000,0,0.52443763106311296829912277898037487381204685357873,0.48398495383563205288954747520802462099623845890802,0.37931034482758620689655172413793103448275862068966,0.63467523140759655282476859240344717523140759655282,0.16417910447761194029850746268656716417910447761194,1
full_available,trend_8,20,10,validation,primary,w8_max_positive_share1000,all_realized,3000,3000,0,0.5980636808707276680752194855467969961280927274365,0.53807997557997557997557997557997557997557997557998,0.40381629240324892498805542283803153368370759675107,0.78137578264758497316636851520572450805008944543828,0.17880794701986754966887417218543046357615894039735,1
full_available,trend_8,20,10,validation,primary,w8_span_days,all_realized,3000,3000,0,49.974,49.0,49.00,50.00,48,56
full_available,trend_8,20,10,validation,primary,w12_slope400_pp_per_week,all_realized,3000,2999,1,0.11503997663781600151789433788784015770130348151944,0.062085033892891365297938034567200198743656173474820,0.0088090615350835721287391401282644084010805470668862,0.16865163009122829336121385691187487856521772526796,-1.4651801300240652275421141481986997593477245788585,2.8736993587325537533006412674462466993587325537533
full_available,trend_8,20,10,validation,primary,w12_slope1000_pp_per_week,all_realized,3000,2999,1,0.11339067174801609886249401762509593939732767130407,0.055872569576820434616850934044986656500190621425848,0.0047581041237320546573494288954211515192569592960063,0.17515927802683390311515318976044773041911013254538,-1.6900608770094169123941786359745077523066679349377,3.0222757450018860807242549981139192757450018860807
full_available,trend_8,20,10,validation,primary,w12_net400_pp,all_realized,3000,2999,1,1.2774258086028676225408469489829943314438146048683,0.720,0.1400,1.8100,-13.55,43.14
full_available,trend_8,20,10,validation,primary,w12_net1000_pp,all_realized,3000,2999,1,1.2761420473491163721240413471157052350783594531511,0.670,0.0900,1.8800,-14.97,49.47
full_available,trend_8,20,10,validation,primary,w12_last400_pp,all_realized,3000,2999,1,0.15937312437479159719906635545181727242414138046015,0.040,-0.0300,0.2600,-8.76,45.42
full_available,trend_8,20,10,validation,primary,w12_last1000_pp,all_realized,3000,2999,1,0.21653217739246415471823941313771257085695231743915,0.020,0.0000,0.2700,-9.81,51.02
full_available,trend_8,20,10,validation,primary,w12_max_positive_share400,all_realized,3000,2999,1,0.43169792441382846998820321371466485848536185592397,0.38461538461538461538461538461538461538461538461538,0.29871773795824428735821140884432023672530001643926,0.50769230769230769230769230769230769230769230769231,0.14285714285714285714285714285714285714285714285714,1
full_available,trend_8,20,10,validation,primary,w12_max_positive_share1000,all_realized,3000,2999,1,0.51257304499107911279182787292812489425569428099947,0.44365482233502538071065989847715736040609137055838,0.32701294033069734004313443565780014378145219266714,0.66476111394992335206949412365866121614716402657128,0.14102564102564102564102564102564102564102564102564,1
full_available,trend_8,20,10,validation,primary,w12_span_days,all_realized,3000,3000,0,79.462666666666666666666666666666666666666666666667,77.0,77.00,83.00,76,84
full_available,trend_8,20,10,validation,primary,tdcc_400_change_sum,high,534,534,0,0.60018726591760299625468164794007490636704119850187,0.340,-0.1475,1.0800,-11.61,12.68
full_available,trend_8,20,10,validation,primary,tdcc_1000_change_sum,high,534,534,0,0.67243445692883895131086142322097378277153558052434,0.275,0.000,1.1950,-10.17,15.01
full_available,trend_8,20,10,validation,primary,tdcc_400_up_weeks,high,534,534,0,1.7715355805243445692883895131086142322097378277154,2.0,1.00,2.00,0,3
full_available,trend_8,20,10,validation,primary,tdcc_1000_up_weeks,high,534,534,0,1.6666666666666666666666666666666666666666666666667,2.0,1.00,2.00,0,3
full_available,trend_8,20,10,validation,primary,return_5d,high,534,534,0,-2.4042945692883895131086142322097378277153558052434,-1.50500,-5.726150,2.454000,-38.6657,7.9498
full_available,trend_8,20,10,validation,primary,return_20d,high,534,534,0,1.8446323970037453183520599250936329588014981273408,2.83430,-5.113300,10.716650,-52.4472,19.9377
full_available,trend_8,20,10,validation,primary,volume_ratio,high,534,534,0,0.89862041198501872659176029962546816479400749063670,0.80055,0.548100,1.129250,0.0778,2.4865
full_available,trend_8,20,10,validation,primary,history_gap_count,high,534,534,0,0.016853932584269662921348314606741573033707865168539,0.0,0.00,0.00,0,2
full_available,trend_8,20,10,validation,primary,w8_slope400_pp_per_week,high,534,534,0,0.25105734516743659323874010567136307720196814371667,0.13586026042922594646732577767060525681215336387750,0.047337623519044002831959599844314203552494854604994,0.30169165979162625323803756854955852334562518758878,0.000016766467065868263473053892215568862275449101796407,2.3652242424242424242424242424242424242424242424242
full_available,trend_8,20,10,validation,primary,w8_slope1000_pp_per_week,high,534,534,0,0.23351148849368008968469371861913694680733105806655,0.12273285312935245321533206298762214077740199488416,0.035930862807995974560064671002239711767296433902451,0.28529195383220765292442832884337933940221901612553,0.0000071666240081904274379319170719221909393396467878167,2.1976848484848484848484848484848484848484848484848
full_available,trend_8,20,10,validation,primary,w8_net400_pp,high,534,534,0,1.6154868913857677902621722846441947565543071161049,0.915,0.3200,1.9375,-1.69,16.01
full_available,trend_8,20,10,validation,primary,w8_net1000_pp,high,534,534,0,1.5743071161048689138576779026217228464419475655431,0.850,0.1800,2.0350,-1.60,15.93
full_available,trend_8,20,10,validation,primary,w8_last400_pp,high,534,534,0,0.12705992509363295880149812734082397003745318352060,0.040,-0.1800,0.3800,-8.16,13.01
full_available,trend_8,20,10,validation,primary,w8_last1000_pp,high,534,534,0,0.24786516853932584269662921348314606741573033707865,0.030,-0.0600,0.5275,-7.78,15.03
full_available,trend_8,20,10,validation,primary,w8_max_positive_share400,high,534,534,0,0.53220663765801153908462660526032953442706476079004,0.48341401694355814721091429200132027725822422708768,0.39743500139781940173329605814928711210511601901034,0.64816637952252030519320698990893428501107555993108,0.18103448275862068965517241379310344827586206896552,1
full_available,trend_8,20,10,validation,primary,w8_max_positive_share1000,high,534,534,0,0.59258377337700350126723777806613902577363675975449,0.53194696707870373774735092763491701656727283423168,0.40027472527472527472527472527472527472527472527472,0.77005071007903048581451053050190565074869776700948,0.21276595744680851063829787234042553191489361702128,1
full_available,trend_8,20,10,validation,primary,w8_span_days,high,534,534,0,50.417602996254681647940074906367041198501872659176,49.0,49.00,50.00,48,56
full_available,trend_8,20,10,validation,primary,w12_slope400_pp_per_week,high,534,534,0,0.15931447113086720462842795287864017016809664063813,0.095928278450904342747701174860165262043702093109440,0.019376353196896263893216051059649460711547391090201,0.23567676796268386775707255837804372704481549783313,-1.0860194823799064081749594117085283163021678922739,1.4058282046773342711447160189906804993845612801125
full_available,trend_8,20,10,validation,primary,w12_slope1000_pp_per_week,high,534,534,0,0.14531349011932739664434128154023473542943260681197,0.082201106993079883135329406694256412252904633103630,0.0079341269991039439488318051565103320802344405571571,0.22481297862260564527651479764489223379232067059074,-0.60897935888899457814134880623989346523352040331019,1.7575329680710372189684488947666729642924617419233
full_available,trend_8,20,10,validation,primary,w12_net400_pp,high,534,534,0,1.7392509363295880149812734082397003745318352059925,1.105,0.2600,2.4100,-12.24,14.07
full_available,trend_8,20,10,validation,primary,w12_net1000_pp,high,534,534,0,1.6242883895131086142322097378277153558052434456929,0.995,0.1600,2.3750,-10.27,17.51
full_available,trend_8,20,10,validation,primary,w12_last400_pp,high,534,534,0,0.12705992509363295880149812734082397003745318352060,0.040,-0.1800,0.3800,-8.16,13.01
full_available,trend_8,20,10,validation,primary,w12_last1000_pp,high,534,534,0,0.24786516853932584269662921348314606741573033707865,0.030,-0.0600,0.5275,-7.78,15.03
full_available,trend_8,20,10,validation,primary,w12_max_positive_share400,high,534,534,0,0.42641466039062105090646118337319486180119207787283,0.38584642114945661431540217354273839130582904643478,0.30678604448795344536901071409147767444390058193289,0.50298951658310319864868488082151379467517494704668,0.14285714285714285714285714285714285714285714285714,1
full_available,trend_8,20,10,validation,primary,w12_max_positive_share1000,high,534,534,0,0.50296960570831148765539014342123427767534827528442,0.42974431818181818181818181818181818181818181818182,0.33172783968377603628521621177679929209916970014890,0.62488001806786742702275422054090678109649370447744,0.16568047337278106508875739644970414201183431952663,1
full_available,trend_8,20,10,validation,primary,w12_span_days,high,534,534,0,80.520599250936329588014981273408239700374531835206,83.0,77.00,84.00,76,84
full_available,trend_8,20,10,validation,primary,tdcc_400_change_sum,low,500,500,0,0.70014,0.395,0.000,1.2975,-7.07,22.82
full_available,trend_8,20,10,validation,primary,tdcc_1000_change_sum,low,500,500,0,0.74948,0.260,0.000,1.3100,-8.18,24.58
full_available,trend_8,20,10,validation,primary,tdcc_400_up_weeks,low,500,500,0,1.836,2.0,1.00,3.00,0,3
full_available,trend_8,20,10,validation,primary,tdcc_1000_up_weeks,low,500,500,0,1.628,2.0,1.00,2.00,0,3
full_available,trend_8,20,10,validation,primary,return_5d,low,500,500,0,-1.7299646,-0.30885,-4.496900,3.100525,-86.6780,7.9545
full_available,trend_8,20,10,validation,primary,return_20d,low,500,500,0,2.8804518,3.40530,-4.227000,11.615825,-82.4554,19.9643
full_available,trend_8,20,10,validation,primary,volume_ratio,low,500,500,0,0.871956,0.75480,0.505400,1.148225,0.0830,2.3946
full_available,trend_8,20,10,validation,primary,history_gap_count,low,500,500,0,0.058,0.0,0.00,0.00,0,9
full_available,trend_8,20,10,validation,primary,w8_slope400_pp_per_week,low,500,500,0,0.24951822251449031186072132830599697737442864336838,0.13920294593088552170545176633364789259670109566684,0.042769636391289110065058668049647500479414462540963,0.34654867948993940723956348181150997776218796153533,0.00072934131736526946107784431137724550898203592814371,2.0901996506114299975043673571250311954080359371101
full_available,trend_8,20,10,validation,primary,w8_slope1000_pp_per_week,low,500,500,0,0.24971021938250027205995565252285586881184154000626,0.14794862961479068992937756093002981150526295599275,0.041318008683581153194758797925593457032013094379246,0.36900815800772863890081580077286389008158007728639,0.00020119760479041916167664670658682634730538922155689,2.1366246568505116046917893686049413526328924382331
full_available,trend_8,20,10,validation,primary,w8_net400_pp,low,500,500,0,1.67012,0.940,0.2700,2.3900,-1.55,22.82
full_available,trend_8,20,10,validation,primary,w8_net1000_pp,low,500,500,0,1.6867,1.020,0.2300,2.3800,-2.09,24.58
full_available,trend_8,20,10,validation,primary,w8_last400_pp,low,500,500,0,0.18118,0.055,-0.1125,0.3725,-7.51,22.82
full_available,trend_8,20,10,validation,primary,w8_last1000_pp,low,500,500,0,0.2528,0.025,-0.0400,0.4475,-7.71,24.58
full_available,trend_8,20,10,validation,primary,w8_max_positive_share400,low,500,500,0,0.53078692753187457130087035374144552479517165253404,0.49956217162872154115586690017513134851138353765324,0.38981105657591210439133744706408927280308797594500,0.63643188643188643188643188643188643188643188643189,0.17880794701986754966887417218543046357615894039735,1
full_available,trend_8,20,10,validation,primary,w8_max_positive_share1000,low,500,500,0,0.60955382513480936683623660257363859694138364446742,0.54759725400457665903890160183066361556064073226544,0.42789573112276546551626910280268426098234929227993,0.78135629909085286659657369039520069268353021213433,0.17880794701986754966887417218543046357615894039735,1
full_available,trend_8,20,10,validation,primary,w8_span_days,low,500,500,0,49.772,49.0,49.00,49.00,48,56
full_available,trend_8,20,10,validation,primary,w12_slope400_pp_per_week,low,500,500,0,0.15216417643194823452207004912810859135572305998061,0.091970794709474943559440930863739706863604331512779,0.0051919052601540949300865594977646723104727480262532,0.26516081915171122331257841912637931054332161045231,-1.4651801300240652275421141481986997593477245788585,1.8071116426862794101895819200971116426862794101896
full_available,trend_8,20,10,validation,primary,w12_slope1000_pp_per_week,low,500,500,0,0.14807921071261939921291615698798666284536901325608,0.078168220298677827451726433938932749928659754589556,0.0022828719723183391003460207612456747404844290657439,0.24659456323994106525836881039155645986301234368707,-1.6900608770094169123941786359745077523066679349377,1.6347370488057410118176300474847370488057410118176
full_available,trend_8,20,10,validation,primary,w12_net400_pp,low,500,500,0,1.59654,1.060,0.0575,2.6375,-13.55,22.82
full_available,trend_8,20,10,validation,primary,w12_net1000_pp,low,500,500,0,1.5955,1.065,0.0600,2.6775,-14.97,24.58
full_available,trend_8,20,10,validation,primary,w12_last400_pp,low,500,500,0,0.18118,0.055,-0.1125,0.3725,-7.51,22.82
full_available,trend_8,20,10,validation,primary,w12_last1000_pp,low,500,500,0,0.2528,0.025,-0.0400,0.4475,-7.71,24.58
full_available,trend_8,20,10,validation,primary,w12_max_positive_share400,low,500,500,0,0.43657159274132168276197269046367034308972376034042,0.39813273188391768145122258145703056937641569705535,0.30645363408521303258145363408521303258145363408521,0.53189723662164607046496810276337835392953503189724,0.16541353383458646616541353383458646616541353383459,1
full_available,trend_8,20,10,validation,primary,w12_max_positive_share1000,low,500,500,0,0.52046274520142304759126425500218225986032730139778,0.45675467506405453411788130131567227132924292518326,0.33333333333333333333333333333333333333333333333333,0.65578581594130029060105843552661854563118379451693,0.14695340501792114695340501792114695340501792114695,1
full_available,trend_8,20,10,validation,primary,w12_span_days,low,500,500,0,78.944,77.0,77.00,83.00,76,84
full_available,trend_8,20,10,validation,primary,tdcc_400_change_sum,middle,1966,1966,0,0.46316378433367243133265513733468972533062054933876,0.170,0.0100,0.600,-13.52,45.72
full_available,trend_8,20,10,validation,primary,tdcc_1000_change_sum,middle,1966,1966,0,0.49304170905391658189216683621566632756866734486267,0.130,0.0100,0.6700,-13.63,51.44
full_available,trend_8,20,10,validation,primary,tdcc_400_up_weeks,middle,1966,1966,0,1.9287894201424211597151576805696846388606307222787,2.0,1.00,3.00,0,3
full_available,trend_8,20,10,validation,primary,tdcc_1000_up_weeks,middle,1966,1966,0,1.7248219735503560528992878942014242115971515768057,2.0,1.00,2.75,0,3
full_available,trend_8,20,10,validation,primary,return_5d,middle,1966,1966,0,-0.64508687690742624618514750762970498474059003051882,0.00000,-2.410050,2.077900,-40.6736,7.8889
full_available,trend_8,20,10,validation,primary,return_20d,middle,1966,1966,0,0.098262461851475076297049847405900305188199389623601,-0.30395,-4.770350,4.681925,-48.5981,19.8750
full_available,trend_8,20,10,validation,primary,volume_ratio,middle,1966,1966,0,0.85936683621566632756866734486266531027466937945066,0.75880,0.518750,1.109200,0.0213,2.4771
full_available,trend_8,20,10,validation,primary,history_gap_count,middle,1966,1966,0,0.17243133265513733468972533062054933875890132248220,0.0,0.00,0.00,0,163
full_available,trend_8,20,10,validation,primary,w8_slope400_pp_per_week,middle,1966,1966,0,0.14940329070788589151852453089371893753603278202189,0.070979674674261854825218045633015369035303360625244,0.023486673540688795686955997542132205372882803714784,0.16826356990740599829616877270100070959732214910276,0.0000082722760576695816591822264240132356416922713306547,3.7017151515151515151515151515151515151515151515152
full_available,trend_8,20,10,validation,primary,w8_slope1000_pp_per_week,middle,1966,1966,0,0.15202071546584636109323910700454553861650202841453,0.068220744644917037330823038318533728878080741562184,0.017401925360366686669305312615706752805689261136576,0.17894482558119258972512817196078450022050237765289,0.000016766467065868263473053892215568862275449101796407,4.1681636363636363636363636363636363636363636363636
full_available,trend_8,20,10,validation,primary,w8_net400_pp,middle,1966,1966,0,1.0112970498474059003051881993896236012207527975585,0.490,0.1500,1.1600,-1.41,44.90
full_available,trend_8,20,10,validation,primary,w8_net1000_pp,middle,1966,1966,0,1.0543692777212614445574771108850457782299084435402,0.465,0.1100,1.3075,-2.29,49.68
full_available,trend_8,20,10,validation,primary,w8_last400_pp,middle,1966,1966,0,0.16254323499491353001017293997965412004069175991862,0.040,-0.0100,0.2100,-8.76,45.42
full_available,trend_8,20,10,validation,primary,w8_last1000_pp,middle,1966,1966,0,0.19868260427263479145473041709053916581892166836216,0.020,0.0000,0.2000,-9.81,51.02
