signal_date,stock_id,horizon,net_return_pct,reason,disposition,primary_row_retained,exclusion_allowed_only_as_sensitivity,entry_date,exit_date,represented_in_current_proxy_trade
20260615,1310,5,15.733244884798030134255730785014949873952043149440,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,True
20260615,1617,10,37.400788269595673590435600026478479228764617540158,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260701,True
20260615,1617,20,43.714610050036612639449052106469831665972619659071,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260716,True
20260615,1710,10,31.809702784170096911159368618934949599714776520922,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260701,True
20260615,2332,5,12.997365991224742504169320955400791634159085540867,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,True
20260615,2332,20,37.801665842957003053865025555366819066047665293740,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260716,True
20260615,2351,5,16.647247951389549612082502713353750625638185864863,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,True
20260615,2369,5,18.676926362431699646610387754533589812240387104907,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,True
20260615,2379,5,24.486579880881282633785317461079500173790809634732,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,True
20260615,2379,10,28.517278606787774973110869458573979631472703844574,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260701,True
20260615,2543,5,-17.531003057061116633917700090711242128165320308824,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,True
20260615,2603,5,-17.022387043084007309089705688006024824265109885007,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,True
20260615,2634,20,35.153312814084967725902677651346041761927213859372,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260716,True
20260615,2645,20,34.320360600608615608293698593968078373852776907371,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260716,True
20260615,3588,5,24.472486528692798394836626719829519476386327487145,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,True
20260615,3591,5,15.016116509943220892856515597294700448502458981475,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,True
20260615,4722,5,20.908408993868994744265701774733186348153238957325,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,True
20260615,6226,5,21.778981353843159832310274644632388119004565247359,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,True
20260615,6226,10,95.572205154350769929372460935916252442772232268109,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260701,True
20260615,6226,20,102.02407171614378501982598542040008757490492446664,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260716,True
20260615,6505,20,47.809608055015332884592653109667202573637719197754,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260716,True
20260615,6695,5,24.292091620680200136293385231829766549608955998033,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,True
20260615,6831,5,12.861220153142248268842404908790682894360854202659,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260624,True
20260615,6831,10,19.616997415830340594794239005443646307051468714790,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260701,True
20260615,7795,10,57.549621105490998767096076461726473451890716540559,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260701,True
20260615,7795,20,46.612292037010631910537340575127280253577642003859,previously_observed_candidate_retained_not_reclassified_by_larger_sample,unresolved_anomaly_candidate,True,True,20260616,20260716,True
